ID;Geslacht;Zwangerschapsduur;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
15;Totaal jongens en meisjes;22 weken;2006;187;44;143.0;44.0;187.0;764.7;1000.0;1000.0;187;44;143.0;44.0;187.0;764.7;1000.0;1000.0;44;44.0;44.0;44.0;1000.0;1000.0;1000.0
16;Totaal jongens en meisjes;22 weken;2007;230;54;176.0;54.0;230.0;765.2;1000.0;1000.0;230;54;176.0;54.0;230.0;765.2;1000.0;1000.0;54;54.0;54.0;54.0;1000.0;1000.0;1000.0
17;Totaal jongens en meisjes;22 weken;2008;253;69;184.0;69.0;253.0;727.3;1000.0;1000.0;253;69;184.0;69.0;253.0;727.3;1000.0;1000.0;69;69.0;69.0;69.0;1000.0;1000.0;1000.0
18;Totaal jongens en meisjes;22 weken;2009;278;70;208.0;70.0;278.0;748.2;1000.0;1000.0;278;70;208.0;70.0;278.0;748.2;1000.0;1000.0;70;70.0;70.0;70.0;1000.0;1000.0;1000.0
19;Totaal jongens en meisjes;22 weken;2010;254;81;173.0;81.0;254.0;681.1;1000.0;1000.0;254;81;173.0;81.0;254.0;681.1;1000.0;1000.0;81;81.0;81.0;81.0;1000.0;1000.0;1000.0
20;Totaal jongens en meisjes;22 weken;2011;228;67;161.0;67.0;228.0;706.1;1000.0;1000.0;228;67;161.0;67.0;228.0;706.1;1000.0;1000.0;67;67.0;67.0;67.0;1000.0;1000.0;1000.0
21;Totaal jongens en meisjes;22 weken;2012;226;55;171.0;55.0;226.0;756.6;1000.0;1000.0;226;55;171.0;55.0;226.0;756.6;1000.0;1000.0;55;55.0;55.0;55.0;1000.0;1000.0;1000.0
22;Totaal jongens en meisjes;22 weken;2013;239;66;173.0;66.0;239.0;723.8;1000.0;1000.0;239;66;173.0;66.0;239.0;723.8;1000.0;1000.0;66;66.0;66.0;66.0;1000.0;1000.0;1000.0
23;Totaal jongens en meisjes;22 weken;2014;232;70;162.0;70.0;232.0;698.3;1000.0;1000.0;232;70;162.0;70.0;232.0;698.3;1000.0;1000.0;70;70.0;70.0;70.0;1000.0;1000.0;1000.0
24;Totaal jongens en meisjes;22 weken;2015;204;53;151.0;52.0;203.0;740.2;981.1;995.1;204;53;151.0;52.0;203.0;740.2;981.1;995.1;53;52.0;52.0;53.0;981.1;981.1;1000.0
25;Totaal jongens en meisjes;22 weken;2016;228;69;159.0;69.0;228.0;697.4;1000.0;1000.0;228;69;159.0;69.0;228.0;697.4;1000.0;1000.0;69;69.0;69.0;69.0;1000.0;1000.0;1000.0
26;Totaal jongens en meisjes;23 weken;2004;187;68;119.0;67.0;186.0;636.4;985.3;994.7;187;68;119.0;67.0;186.0;636.4;985.3;994.7;68;67.0;67.0;67.0;985.3;985.3;985.3
27;Totaal jongens en meisjes;23 weken;2005;219;88;131.0;87.0;218.0;598.2;988.6;995.4;219;88;131.0;87.0;218.0;598.2;988.6;995.4;88;87.0;87.0;87.0;988.6;988.6;988.6
28;Totaal jongens en meisjes;23 weken;2006;222;72;150.0;71.0;221.0;675.7;986.1;995.5;222;72;150.0;71.0;221.0;675.7;986.1;995.5;72;71.0;71.0;71.0;986.1;986.1;986.1
29;Totaal jongens en meisjes;23 weken;2007;247;78;169.0;78.0;247.0;684.2;1000.0;1000.0;247;78;169.0;78.0;247.0;684.2;1000.0;1000.0;78;78.0;78.0;78.0;1000.0;1000.0;1000.0
30;Totaal jongens en meisjes;23 weken;2008;262;81;181.0;81.0;262.0;690.8;1000.0;1000.0;262;81;181.0;81.0;262.0;690.8;1000.0;1000.0;81;81.0;81.0;81.0;1000.0;1000.0;1000.0
31;Totaal jongens en meisjes;23 weken;2009;231;77;154.0;75.0;229.0;666.7;974.0;991.3;231;77;154.0;75.0;229.0;666.7;974.0;991.3;77;75.0;75.0;75.0;974.0;974.0;974.0
32;Totaal jongens en meisjes;23 weken;2010;246;90;156.0;86.0;242.0;634.1;955.6;983.7;246;90;156.0;87.0;243.0;634.1;966.7;987.8;90;86.0;87.0;87.0;955.6;966.7;966.7
33;Totaal jongens en meisjes;23 weken;2011;226;86;140.0;84.0;224.0;619.5;976.7;991.2;226;86;140.0;84.0;224.0;619.5;976.7;991.2;86;84.0;84.0;85.0;976.7;976.7;988.4
34;Totaal jongens en meisjes;23 weken;2012;233;76;157.0;75.0;232.0;673.8;986.8;995.7;233;76;157.0;75.0;232.0;673.8;986.8;995.7;76;75.0;75.0;76.0;986.8;986.8;1000.0
35;Totaal jongens en meisjes;23 weken;2013;203;73;130.0;70.0;200.0;640.4;958.9;985.2;203;73;130.0;71.0;201.0;640.4;972.6;990.1;73;70.0;71.0;71.0;958.9;972.6;972.6
36;Totaal jongens en meisjes;23 weken;2014;228;75;153.0;74.0;227.0;671.1;986.7;995.6;228;75;153.0;74.0;227.0;671.1;986.7;995.6;75;74.0;74.0;75.0;986.7;986.7;1000.0
37;Totaal jongens en meisjes;23 weken;2015;235;79;156.0;78.0;234.0;663.8;987.3;995.7;235;79;156.0;79.0;235.0;663.8;1000.0;1000.0;79;78.0;79.0;79.0;987.3;1000.0;1000.0
38;Totaal jongens en meisjes;23 weken;2016;196;70;126.0;67.0;193.0;642.9;957.1;984.7;196;70;126.0;67.0;193.0;642.9;957.1;984.7;70;67.0;67.0;68.0;957.1;957.1;971.4
39;Totaal jongens en meisjes;24 weken;2004;120;48;71.0;39.0;110.0;595.0;807.7;922.1;120;48;71.0;39.0;110.0;595.0;807.7;922.1;48;39.0;39.0;39.0;807.7;807.7;807.7
40;Totaal jongens en meisjes;24 weken;2005;148;73;75.0;66.0;142.0;509.2;914.7;958.1;148;73;75.0;67.0;143.0;509.2;928.6;965.0;73;66.0;67.0;70.0;914.7;928.6;957.7
41;Totaal jongens en meisjes;24 weken;2006;144;71;72.0;64.0;137.0;503.2;900.0;950.3;144;71;72.0;68.0;141.0;503.2;957.0;978.7;71;64.0;68.0;68.0;900.0;957.0;957.0
42;Totaal jongens en meisjes;24 weken;2007;120;76;44.0;64.0;108.0;365.4;836.5;896.2;120;76;44.0;68.0;112.0;365.4;890.5;930.5;76;64.0;68.0;69.0;836.5;890.5;904.6
43;Totaal jongens en meisjes;24 weken;2008;139;77;62.0;60.0;123.0;448.0;786.7;882.3;139;77;62.0;65.0;128.0;448.0;853.4;919.1;77;60.0;65.0;66.0;786.7;853.4;866.6
44;Totaal jongens en meisjes;24 weken;2009;138;83;55.0;62.0;117.0;399.9;748.9;849.3;138;83;55.0;68.0;124.0;399.9;827.4;896.4;83;62.0;68.0;69.0;748.9;827.4;839.5
45;Totaal jongens en meisjes;24 weken;2010;125;70;55.0;34.0;89.0;440.2;487.0;712.8;125;70;55.0;44.0;99.0;440.2;621.0;787.8;70;34.0;44.0;45.0;487.0;621.0;635.3
46;Totaal jongens en meisjes;24 weken;2011;135;87;48.0;41.0;88.0;354.7;466.8;655.9;135;87;48.0;51.0;99.0;354.7;587.6;733.9;87;41.0;51.0;58.0;466.8;587.6;670.8
47;Totaal jongens en meisjes;24 weken;2012;143;88;55.0;44.0;99.0;381.5;501.7;691.8;143;88;55.0;57.0;111.0;381.5;640.0;777.4;88;44.0;57.0;64.0;501.7;640.0;721.9
48;Totaal jongens en meisjes;24 weken;2013;141;106;35.0;44.0;78.0;248.2;415.1;553.2;141;106;35.0;61.0;96.0;248.2;575.5;680.9;106;44.0;61.0;68.0;415.1;575.5;641.5
49;Totaal jongens en meisjes;24 weken;2014;151;104;47.0;34.0;81.0;309.4;324.5;533.4;151;104;47.0;51.0;98.0;309.4;488.7;646.9;104;34.0;51.0;57.0;324.5;488.7;547.2
50;Totaal jongens en meisjes;24 weken;2015;134;84;51.0;30.0;81.0;376.2;359.7;600.6;134;84;51.0;42.0;93.0;376.2;504.3;690.7;84;30.0;42.0;48.0;359.7;504.3;577.3
51;Totaal jongens en meisjes;24 weken;2016;158;106;51.0;42.0;93.0;326.5;393.4;591.4;158;106;51.0;58.0;110.0;326.5;550.2;697.0;106;42.0;58.0;63.0;393.4;550.2;597.3
52;Totaal jongens en meisjes;25 weken;2004;152;90;62.0;38.0;100.0;406.4;425.0;658.7;152;90;62.0;45.0;106.0;406.4;493.8;699.5;90;38.0;45.0;47.0;425.0;493.8;517.5
53;Totaal jongens en meisjes;25 weken;2005;127;69;57.0;34.0;91.0;453.0;492.9;722.6;127;69;57.0;35.0;93.0;453.0;508.4;731.1;69;34.0;35.0;40.0;492.9;508.4;582.8
54;Totaal jongens en meisjes;25 weken;2006;165;95;69.0;25.0;94.0;420.9;263.3;573.4;165;95;69.0;40.0;110.0;420.9;423.9;666.4;95;25.0;40.0;44.0;263.3;423.9;466.2
55;Totaal jongens en meisjes;25 weken;2007;144;105;39.0;33.0;72.0;272.4;313.0;500.1;144;105;39.0;43.0;82.0;272.4;410.2;570.9;105;33.0;43.0;47.0;313.0;410.2;451.8
56;Totaal jongens en meisjes;25 weken;2008;144;107;37.0;19.0;56.0;256.8;176.7;388.1;144;107;37.0;33.0;70.0;256.8;309.9;487.2;107;19.0;33.0;38.0;176.7;309.9;359.6
57;Totaal jongens en meisjes;25 weken;2009;141;104;37.0;24.0;61.0;259.7;233.4;432.5;141;104;37.0;37.0;74.0;259.7;352.8;520.9;104;24.0;37.0;44.0;233.4;352.8;422.4
58;Totaal jongens en meisjes;25 weken;2010;149;104;45.0;21.0;66.0;300.8;200.9;441.2;149;104;45.0;29.0;74.0;300.8;281.5;497.6;104;21.0;29.0;33.0;200.9;281.5;320.3
59;Totaal jongens en meisjes;25 weken;2011;141;106;35.0;24.0;60.0;251.6;230.4;424.0;141;106;35.0;39.0;75.0;251.6;372.3;530.2;106;24.0;39.0;44.0;230.4;372.3;420.0
60;Totaal jongens en meisjes;25 weken;2012;141;98;43.0;20.0;63.0;305.2;203.9;446.9;141;98;43.0;32.0;75.0;305.2;329.6;534.2;98;20.0;32.0;35.0;203.9;329.6;361.0
61;Totaal jongens en meisjes;25 weken;2013;142;107;35.0;20.0;55.0;246.5;186.9;387.3;142;107;35.0;33.0;68.0;246.5;308.4;478.9;107;20.0;33.0;37.0;186.9;308.4;345.8
62;Totaal jongens en meisjes;25 weken;2014;139;99;40.0;17.0;57.0;286.5;170.1;407.8;139;99;40.0;28.0;68.0;286.5;283.3;488.6;99;17.0;28.0;33.0;170.1;283.3;336.4
63;Totaal jongens en meisjes;25 weken;2015;131;90;41.0;15.0;56.0;314.3;163.1;426.1;131;90;41.0;30.0;71.0;314.3;331.6;541.7;90;15.0;30.0;36.0;163.1;331.6;400.8
64;Totaal jongens en meisjes;25 weken;2016;139;112;27.0;18.0;45.0;196.3;160.6;325.4;139;112;27.0;25.0;52.0;196.3;224.9;377.1;112;18.0;25.0;33.0;160.6;224.9;290.9
65;Totaal jongens en meisjes;26 weken;2004;182;123;60.0;17.0;77.0;327.7;139.1;421.2;182;123;60.0;27.0;86.0;327.7;216.5;473.3;123;17.0;27.0;28.0;139.1;216.5;224.4
66;Totaal jongens en meisjes;26 weken;2005;169;112;56.0;18.0;74.0;334.3;157.7;439.3;169;112;56.0;25.0;81.0;334.3;222.0;482.1;112;18.0;25.0;30.0;157.7;222.0;267.3
67;Totaal jongens en meisjes;26 weken;2006;168;126;42.0;18.0;59.0;247.6;140.2;353.1;168;126;42.0;30.0;72.0;247.6;237.9;426.6;126;18.0;30.0;33.0;140.2;237.9;262.0
68;Totaal jongens en meisjes;26 weken;2007;166;123;43.0;24.0;67.0;259.0;194.8;403.4;166;123;43.0;37.0;80.0;259.0;303.1;483.6;123;24.0;37.0;38.0;194.8;303.1;311.2
69;Totaal jongens en meisjes;26 weken;2008;178;143;35.0;12.0;47.0;198.7;84.6;266.5;178;143;35.0;22.0;58.0;198.7;155.8;323.6;143;12.0;22.0;30.0;84.6;155.8;207.0
70;Totaal jongens en meisjes;26 weken;2009;153;117;36.0;16.0;52.0;233.6;137.7;339.1;153;117;36.0;24.0;59.0;233.6;200.7;387.3;117;16.0;24.0;30.0;137.7;200.7;254.7
71;Totaal jongens en meisjes;26 weken;2010;179;143;36.0;20.0;55.0;199.8;136.2;308.8;179;143;36.0;26.0;62.0;199.8;179.4;343.3;143;20.0;26.0;29.0;136.2;179.4;201.7
72;Totaal jongens en meisjes;26 weken;2011;195;159;35.0;23.0;59.0;182.1;145.5;301.1;195;159;35.0;35.0;70.0;182.1;218.4;360.7;159;23.0;35.0;36.0;145.5;218.4;224.7
73;Totaal jongens en meisjes;26 weken;2012;183;153;30.0;20.0;50.0;165.9;129.5;273.9;183;153;30.0;33.0;64.0;165.9;216.4;346.4;153;20.0;33.0;41.0;129.5;216.4;270.2
74;Totaal jongens en meisjes;26 weken;2013;193;170;23.0;11.0;34.0;119.2;64.7;176.2;193;170;23.0;23.0;46.0;119.2;135.3;238.3;170;11.0;23.0;34.0;64.7;135.3;200.0
75;Totaal jongens en meisjes;26 weken;2014;182;154;28.0;14.0;42.0;153.6;89.7;229.5;182;154;28.0;24.0;52.0;153.6;156.0;285.6;154;14.0;24.0;31.0;89.7;156.0;202.2
76;Totaal jongens en meisjes;26 weken;2015;166;146;20.0;17.0;37.0;120.5;117.9;224.2;166;146;20.0;31.0;51.0;120.5;214.4;309.1;146;17.0;31.0;40.0;117.9;214.4;277.1
77;Totaal jongens en meisjes;26 weken;2016;180;156;23.0;11.0;34.0;130.3;68.6;189.9;180;156;23.0;14.0;37.0;130.3;88.0;206.8;156;11.0;14.0;18.0;68.6;88.0;113.8
78;Totaal jongens en meisjes;27 weken;2004;251;194;57.0;20.0;77.0;226.2;105.2;307.6;251;194;57.0;28.0;85.0;226.2;144.7;338.2;194;20.0;28.0;36.0;105.2;144.7;186.3
79;Totaal jongens en meisjes;27 weken;2005;213;162;51.0;12.0;63.0;238.3;76.9;296.9;213;162;51.0;27.0;78.0;238.3;169.5;367.4;162;12.0;27.0;30.0;76.9;169.5;187.9
80;Totaal jongens en meisjes;27 weken;2006;194;157;37.0;16.0;53.0;193.0;101.1;274.6;194;157;37.0;27.0;65.0;193.0;173.6;333.1;157;16.0;27.0;33.0;101.1;173.6;211.9
81;Totaal jongens en meisjes;27 weken;2007;222;177;45.0;15.0;60.0;203.4;84.4;270.6;222;177;45.0;22.0;67.0;203.4;125.6;303.4;177;15.0;22.0;25.0;84.4;125.6;143.2
82;Totaal jongens en meisjes;27 weken;2008;221;183;38.0;11.0;48.0;171.6;57.9;219.5;221;183;38.0;19.0;57.0;171.6;103.8;257.5;183;11.0;19.0;23.0;57.9;103.8;126.7
83;Totaal jongens en meisjes;27 weken;2009;187;159;28.0;9.0;38.0;152.2;58.2;201.5;187;159;28.0;22.0;50.0;152.2;138.4;269.6;159;9.0;22.0;27.0;58.2;138.4;170.8
84;Totaal jongens en meisjes;27 weken;2010;196;160;36.0;12.0;47.0;181.9;71.9;240.7;196;160;36.0;21.0;57.0;181.9;131.6;289.6;160;12.0;21.0;29.0;71.9;131.6;182.7
85;Totaal jongens en meisjes;27 weken;2011;183;160;23.0;7.0;31.0;126.9;46.2;167.2;183;160;23.0;15.0;38.0;126.9;91.4;206.7;160;7.0;15.0;22.0;46.2;91.4;135.6
86;Totaal jongens en meisjes;27 weken;2012;233;198;35.0;15.0;49.0;149.6;73.6;212.2;233;198;35.0;23.0;58.0;149.6;114.8;247.2;198;15.0;23.0;30.0;73.6;114.8;151.5
87;Totaal jongens en meisjes;27 weken;2013;180;157;23.0;12.0;35.0;127.8;76.4;194.4;180;157;23.0;19.0;42.0;127.8;121.0;233.3;157;12.0;19.0;28.0;76.4;121.0;178.3
88;Totaal jongens en meisjes;27 weken;2014;198;179;19.0;13.0;31.0;95.1;70.8;159.1;198;179;19.0;23.0;41.0;95.1;127.1;210.1;179;13.0;23.0;34.0;70.8;127.1;191.3
89;Totaal jongens en meisjes;27 weken;2015;197;168;28.0;10.0;38.0;144.5;58.0;194.1;197;168;28.0;19.0;47.0;144.5;112.3;240.6;168;10.0;19.0;25.0;58.0;112.3;148.7
90;Totaal jongens en meisjes;27 weken;2016;178;156;22.0;8.0;30.0;124.1;48.4;166.5;178;156;22.0;13.0;35.0;124.1;80.5;194.6;156;8.0;13.0;16.0;48.4;80.5;99.7
91;Totaal jongens en meisjes;28 weken;2004;259;215;45.0;16.0;61.0;172.5;74.8;234.4;259;215;45.0;27.0;72.0;172.5;127.9;278.3;215;16.0;27.0;30.0;74.8;127.9;137.8
92;Totaal jongens en meisjes;28 weken;2005;253;219;34.0;16.0;49.0;133.4;71.8;195.6;253;219;34.0;22.0;56.0;133.4;101.8;221.6;219;16.0;22.0;29.0;71.8;101.8;131.5
93;Totaal jongens en meisjes;28 weken;2006;242;197;45.0;11.0;55.0;185.1;54.3;229.4;242;197;45.0;14.0;59.0;185.1;69.9;242.1;197;11.0;14.0;15.0;54.3;69.9;74.9
94;Totaal jongens en meisjes;28 weken;2007;243;209;34.0;11.0;45.0;138.7;53.5;184.7;243;209;34.0;16.0;50.0;138.7;77.8;205.7;209;11.0;16.0;27.0;53.5;77.8;129.4
95;Totaal jongens en meisjes;28 weken;2008;259;222;38.0;;41.0;144.9;;157.1;259;222;38.0;7.0;45.0;144.9;33.1;173.2;222;;7.0;14.0;;33.1;61.6
96;Totaal jongens en meisjes;28 weken;2009;231;192;39.0;7.0;46.0;168.8;34.9;197.9;231;192;39.0;14.0;53.0;168.8;72.2;228.8;192;7.0;14.0;16.0;34.9;72.2;82.7
97;Totaal jongens en meisjes;28 weken;2010;223;208;15.0;9.0;24.0;68.1;44.7;109.7;223;208;15.0;19.0;34.0;68.1;90.1;152.1;208;9.0;19.0;24.0;44.7;90.1;114.8
98;Totaal jongens en meisjes;28 weken;2011;201;178;22.0;7.0;30.0;111.8;40.7;148.0;201;178;22.0;17.0;39.0;111.8;92.5;194.0;178;7.0;17.0;21.0;40.7;92.5;115.1
99;Totaal jongens en meisjes;28 weken;2012;252;231;21.0;14.0;35.0;84.8;59.5;139.2;252;231;21.0;23.0;44.0;84.8;99.6;175.9;231;14.0;23.0;29.0;59.5;99.6;127.1
100;Totaal jongens en meisjes;28 weken;2013;268;250;18.0;16.0;34.0;67.2;64.0;126.9;268;250;18.0;23.0;41.0;67.2;92.0;153.0;250;16.0;23.0;24.0;64.0;92.0;96.0
101;Totaal jongens en meisjes;28 weken;2014;226;211;16.0;12.0;28.0;69.0;58.4;123.4;226;211;16.0;19.0;35.0;69.0;92.2;154.9;211;12.0;19.0;23.0;58.4;92.2;107.6
102;Totaal jongens en meisjes;28 weken;2015;205;184;21.0;8.0;29.0;102.2;44.2;141.9;205;184;21.0;19.0;40.0;102.2;105.0;196.5;184;8.0;19.0;20.0;44.2;105.0;110.5
103;Totaal jongens en meisjes;28 weken;2016;215;194;21.0;5.0;26.0;98.1;26.9;122.4;215;194;21.0;14.0;35.0;98.1;73.7;164.6;194;5.0;14.0;18.0;26.9;73.7;92.9
104;Totaal jongens en meisjes;29 weken;2004;292;246;46.0;12.0;58.0;158.7;48.0;199.0;292;246;46.0;14.0;60.0;158.7;57.4;207.0;246;12.0;14.0;16.0;48.0;57.4;65.5
105;Totaal jongens en meisjes;29 weken;2005;357;322;35.0;12.0;46.0;97.4;36.3;130.2;357;322;35.0;19.0;54.0;97.4;59.5;151.0;322;12.0;19.0;24.0;36.3;59.5;75.3
106;Totaal jongens en meisjes;29 weken;2006;290;248;42.0;14.0;55.0;144.2;54.7;191.0;290;248;42.0;20.0;62.0;144.2;79.8;212.5;248;14.0;20.0;24.0;54.7;79.8;96.1
107;Totaal jongens en meisjes;29 weken;2007;241;217;24.0;16.0;40.0;97.9;75.5;166.1;241;217;24.0;23.0;47.0;97.9;108.2;195.6;217;16.0;23.0;26.0;75.5;108.2;118.0
108;Totaal jongens en meisjes;29 weken;2008;293;262;31.0;6.0;37.0;106.8;23.1;127.4;293;262;31.0;9.0;40.0;106.8;34.8;137.9;262;6.0;9.0;11.0;23.1;34.8;42.7
109;Totaal jongens en meisjes;29 weken;2009;318;286;32.0;9.0;41.0;99.5;32.5;128.8;318;286;32.0;11.0;43.0;99.5;39.9;135.4;286;9.0;11.0;21.0;32.5;39.9;72.6
110;Totaal jongens en meisjes;29 weken;2010;281;255;27.0;13.0;39.0;94.9;49.1;139.3;281;255;27.0;17.0;43.0;94.9;65.6;154.3;255;13.0;17.0;21.0;49.1;65.6;81.6
111;Totaal jongens en meisjes;29 weken;2011;277;246;30.0;;34.0;109.5;;124.2;277;246;30.0;9.0;39.0;109.5;37.3;142.7;246;;9.0;14.0;;37.3;57.7
112;Totaal jongens en meisjes;29 weken;2012;260;238;23.0;10.0;32.0;86.7;40.3;123.5;260;238;23.0;13.0;35.0;86.7;53.2;135.3;238;10.0;13.0;17.0;40.3;53.2;70.5
113;Totaal jongens en meisjes;29 weken;2013;282;265;17.0;10.0;28.0;60.3;37.7;99.3;282;265;17.0;14.0;32.0;60.3;52.8;113.5;265;10.0;14.0;16.0;37.7;52.8;60.4
114;Totaal jongens en meisjes;29 weken;2014;272;245;27.0;;30.0;98.5;;110.4;272;245;27.0;11.0;38.0;98.5;46.8;140.7;245;;11.0;13.0;;46.8;51.2
115;Totaal jongens en meisjes;29 weken;2015;226;205;21.0;;25.0;93.0;;112.1;226;205;21.0;5.0;26.0;93.0;26.0;116.6;205;;5.0;9.0;;26.0;46.2
116;Totaal jongens en meisjes;29 weken;2016;262;251;11.0;;14.0;41.9;;54.0;262;251;11.0;;15.0;41.9;;58.0;251;;;5.0;;;20.7
117;Totaal jongens en meisjes;30 weken;2004;390;360;29.0;15.0;45.0;75.2;42.4;114.5;390;360;29.0;16.0;46.0;75.2;45.3;117.1;360;15.0;16.0;24.0;42.4;45.3;65.8
118;Totaal jongens en meisjes;30 weken;2005;433;389;45.0;17.0;61.0;102.7;42.5;140.8;433;389;45.0;24.0;69.0;102.7;62.1;158.4;389;17.0;24.0;29.0;42.5;62.1;75.2
119;Totaal jongens en meisjes;30 weken;2006;359;327;33.0;19.0;52.0;90.8;59.3;144.7;359;327;33.0;22.0;55.0;90.8;68.7;153.2;327;19.0;22.0;24.0;59.3;68.7;74.8
120;Totaal jongens en meisjes;30 weken;2007;349;321;28.0;10.0;37.0;78.9;29.6;106.2;349;321;28.0;15.0;42.0;78.9;45.6;120.8;321;10.0;15.0;19.0;29.6;45.6;59.0
121;Totaal jongens en meisjes;30 weken;2008;390;357;33.0;7.0;40.0;83.4;20.8;102.5;390;357;33.0;14.0;46.0;83.4;38.4;118.6;357;7.0;14.0;16.0;20.8;38.4;44.3
