ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
111;303;303;Dronten                    ;DTN;Dronten                    ;7;Zwolle          ;65;Flevoland                     ;11;Zwolle-Kampen                      ;40;Flevoland                          ;129;Zuidelijke IJsselmeerpolders            ;2;Arnhem          ;10;Het Gooi/Flevoland;10;Flevoland        ;22;GGD Flevoland                           ;63;Lelystad           ;5;Lelystad        ;2;Oost-Nederland ;2402;Zuidelijke IJsselmeerpolders            ;6;IJsselmeerpolders             ;18;Zwolle                ;NL2;Oost-Nederland ;NL23;Flevoland                 ;NL231;Flevoland                          ;5;Zwolle-Meppel en omstreken      ;25;Flevoland                ;24;Flevoland                 ;15;Flevoland                          ;3;IJsselmeerkust                          ;18;Flevoland                               ;31;Flevoland                               ;46;Flevoland                               ;111;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;36348;726
112;225;225;Druten                     ;DUN;Druten                     ;5;Arnhem          ;48;Nijmegen e.o.                 ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;41;Land van Maas en Waal                   ;2;Arnhem          ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;17;Nijmegen           ;6;Nijmegen        ;2;Oost-Nederland ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied   ;30;Nijmegen              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;13;Nijmegen                           ;9;Gelders Rivierengebied                  ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;151;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;17466;644
113;226;226;Duiven                     ;DVN;Duiven                     ;5;Arnhem          ;45;Arnhem e.o.                   ;14;Arnhem-Doetinchem                  ;15;Arnhem/Nijmegen                    ;26;De Lijmers                              ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;19;Dienst Welzijn en Volksgezondheid Arnhem;14;Arnhem             ;7;Arnhem          ;2;Oost-Nederland ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied   ;26;Arnhem                ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland                ;11;Arnhem                             ;10;Achterhoek                              ;14;Arnhem/Nijmegen                         ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ;141;-  ;-                             ;0;Niet van toepassing ;6;Arnhem              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;26072;1015
114;902;902;Echt                       ;ECT;Echt                       ;4;Roermond        ;42;Noord- en Midden-Limburg i.o  ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;122;Overig Midden-Limburg ten oosten v. Maas;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;31;Roermond                           ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;471;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;19187;629
115;385;385;Edam-Volendam              ;EVM;Edam-Volendam              ;15;Haarlem         ;21;Waterland                     ;21;Amsterdam-Purmerend                ;23;Groot-Amsterdam                    ;57;Waterland                               ;4;Amsterdam       ;13;Amsterdam         ;14;Amsterdam        ;73;GGD Zaanstreek/Waterland                ;50;Zaandam            ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen   ;44;Amsterdam             ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;11;Zaanstreek-Waterland     ;27;Noord-Holland             ;20;Zuidelijk Noord-Holland            ;3;IJsselmeerkust                          ;21;Agglomeratie Amsterdam                  ;16;Zaanstreek/Waterland/Amstelland/Meerland;20;Zaanstreek/Waterland                    ;212;232;Overig Groot-Amsterdam        ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;27825;1390
116;228;228;Ede                        ;EDE;Ede                        ;5;Arnhem          ;19;West Veluwe/Valleigebied      ;14;Arnhem-Doetinchem                  ;13;Veluwe                             ;31;Gelderse Vallei                         ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;15;GGD West-Veluwe/Vallei                  ;15;Wageningen         ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;29;Ede                   ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland                ;10;Valleiregio                        ;8;Veluwe en Veluwerand                    ;16;Eem en Vallei                           ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ;143;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;6;100 000 - < 150 000 inwoners            ;3;Matig stedelijk     ;103762;1332
117;317;317;Eemnes                     ;ENS;Eemnes                     ;16;Utrecht         ;50;Eemland                       ;23;Hilversum                          ;17;Utrecht                            ;43;Utrechtse Vallei en Eemgebied           ;4;Amsterdam       ;8;Amersfoort        ;11;Het Gooi         ;23;GGD Eemland                             ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2604;Eemland                                 ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;15;Zuid-Noord-Holland              ;9;Utrecht                  ;26;Utrecht                   ;16;Gooi & Vechtstreek                 ;3;IJsselmeerkust                          ;16;Eem en Vallei                           ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;8608;769
118;Eemsmond;1651;Eemsmond                   ;EED;Eemsmond                   ;18;Groningen       ;34;Groningen                     ;1;Groningen                          ;3;Overig Groningen                   ;1;Groninger Hoogeland en N. Westerkwartier;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2006;Oostelijk Hogeland                      ;1;Bouwhoek en Hogeland          ;1;Groningen             ;NL1;Noord-Nederland;NL11;Groningen                 ;NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Noord Groningen                    ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;011;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;17056;331
119;770;770;Eersel                     ;ESL;Eersel                     ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;116;Kempenland                              ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;28;Zuidoost Brabant                   ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;18407;422
120;229;229;Eibergen                   ;EBN;Eibergen                   ;6;Zutphen         ;43;Achterhoek                    ;10;Enschede-Hengelo                   ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;21;Groenlo            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;6;Twente                          ;6;Noord- en Oost-Gelderland;25;Gelderland                ;12;Achterhoek                         ;10;Achterhoek                              ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;16716;610
121;905;905;Eijsden                    ;ESN;Eijsden                    ;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;34;Maastricht Mergelland              ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;  -;-  ;-                             ;0;Niet van toepassing ;22;Maastricht          ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;12035;540
122;772;772;Eindhoven                  ;EHN;Eindhoven                  ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;113;Eindhoven                               ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;57;GGD Eindhoven                           ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;28;Zuidoost Brabant                   ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;-  ;-                             ;19;Eindhoven           ;19;Eindhoven           ;7;150 000 - < 250 000 inwoners            ;2;Sterk stedelijk     ;204596;2096
123;230;230;Elburg                     ;EBG;Elburg                     ;6;Zutphen         ;31;Noord-West Veluwe             ;11;Zwolle-Kampen                      ;13;Veluwe                             ;32;IJsselmeerkust                          ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;16;GGD Noordwest-Veluwe                    ;25;Harderwijk         ;7;Arnhem          ;2;Oost-Nederland ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;18;Zwolle                ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;5;Zwolle-Meppel en omstreken      ;6;Noord- en Oost-Gelderland;25;Gelderland                ;8;Noordwest Veluwe                   ;3;IJsselmeerkust                          ;17;Noordwest-Veluwe                        ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ;111;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;21727;575
124;114;114;Emmen                      ;EMN;Emmen                      ;19;Assen           ;71;Drenthe (0.1)                 ;9;Emmen-Coevorden                    ;8;Zuidoost-Drenthe                   ;15;Emmen                                   ;5;Leeuwarden      ;1;Groningen-Drenthe ;3;Drenthe          ;9;DGD Zuidoost-Drenthe                    ;61;Emmen              ;3;Assen           ;1;Noord-Nederland;2205;Drentse Veenkoloniën en Hondsrug        ;2;Veenkoloniën en Oldambt       ;12;Emmen                 ;NL1;Noord-Nederland;NL13;Drenthe                   ;NL132;Zuidoost-Drenthe                   ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;5;Zuid Drenthe                       ;12;Groningse, Friese en Drentse zandgronden;8;Zuidoost-Drenthe                        ;6;Zuidoost- en Zuidwest-Drenthe           ;6;Zuidoost- en Zuidwest-Drenthe           ;091;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;6;100 000 - < 150 000 inwoners            ;4;Weinig stedelijk    ;108388;711
125;388;388;Enkhuizen                  ;EKN;Enkhuizen                  ;14;Alkmaar         ;24;West-Friesland                ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;39;Enkhuizen             ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;19;Noord-Holland Noord                ;3;IJsselmeerkust                          ;22;Westfriesland                           ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;262;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;3;Matig stedelijk     ;17047;1214
126;153;153;Enschede                   ;ESE;Enschede                   ;8;Almelo          ;35;Twente                        ;10;Enschede-Hengelo                   ;12;Twente                             ;23;Enschede                                ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;27;Enschede           ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;7;Twente                             ;11;Twente, Salland en Vechtstreek          ;12;Twente                                  ;7;Twente                                  ;8;Hengelo/Enschede                        ;  -;-  ;-                             ;4;Enschede            ;4;Enschede            ;7;150 000 - < 250 000 inwoners            ;2;Sterk stedelijk     ;151584;1827
127;232;232;Epe                        ;EPE;Epe                        ;6;Zutphen         ;32;Stedendriehoek                ;17;Apeldoorn                          ;13;Veluwe                             ;34;Overige gemeenten oostelijke Veluwezoom ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;20;Apeldoorn          ;7;Arnhem          ;2;Oost-Nederland ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;27;Apeldoorn             ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;9;Stedendriehoek                     ;8;Veluwe en Veluwerand                    ;11;Stedendriehoek                          ;9;Veluwe                                  ;11;Oost-Veluwe                             ;  -;-  ;-                             ;0;Niet van toepassing ;5;Apeldoorn           ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;33214;609
128;233;233;Ermelo                     ;EMO;Ermelo                     ;6;Zutphen         ;31;Noord-West Veluwe             ;20;Amersfoort                         ;13;Veluwe                             ;32;IJsselmeerkust                          ;2;Arnhem          ;8;Amersfoort        ;4;Zwolle           ;16;GGD Noordwest-Veluwe                    ;25;Harderwijk         ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;28;Harderwijk            ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;10;Harderwijk-Amersfoort           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;8;Noordwest Veluwe                   ;8;Veluwe en Veluwerand                    ;17;Noordwest-Veluwe                        ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ;202;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;26775;808
129;777;777;Etten-Leur                 ;ELR;Etten-Leur                 ;2;Breda           ;26;Stadsgewest Breda             ;43;Breda                              ;33;West-Noord-Brabant                 ;104;Gebied om Breda                         ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;GGD West-Brabant                        ;7;Zevenbergen        ;17;Tilburg         ;4;Zuid-Nederland ;3005;Westelijke Zandgronden                  ;12;Zuidwest-Brabant              ;66;Breda                 ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;25;West Brabant                       ;13;West- en Midden-Brabant                 ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;  -;-  ;-                             ;0;Niet van toepassing ;16;Breda               ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;38626;1343
130;Ferwerderadiel;1722;Ferwerderadiel             ;FDL;Ferwerderadiel             ;17;Leeuwarden      ;23;Friesland                     ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland          ;10;Leeuwarden            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;4;Friesland                          ;17;Overig Nederland                        ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;8885;192
131;70;70;Franekeradeel              ;FKL;Franekeradeel              ;17;Leeuwarden      ;23;Friesland                     ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland          ;10;Leeuwarden            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;4;Friesland                          ;17;Overig Nederland                        ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;20688;589
132;653;653;Gaasterlân-Sleat           ;GST;Gaasterlân-Sleat           ;17;Leeuwarden      ;23;Friesland                     ;4;Sneek                              ;5;Zuidwest-Friesland                 ;10;Fries weidegebied                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;54;Sneek              ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;9;Sneek                 ;NL1;Noord-Nederland;NL12;Friesland                 ;NL122;Zuidwest-Friesland                 ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;4;Friesland                          ;5;Meren in Groningen, Friesl., Nw. Overijs;5;Zuidwest-Friesland                      ;4;Oost-Friesland/Zuidwest-Friesland       ;4;Oost-Friesland/Zuidwest Friesland       ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;10273;242
133;779;779;Geertruidenberg            ;GBG;Geertruidenberg            ;2;Breda           ;26;Stadsgewest Breda             ;43;Breda                              ;33;West-Noord-Brabant                 ;104;Gebied om Breda                         ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;GGD West-Brabant                        ;5;Breda              ;17;Tilburg         ;4;Zuid-Nederland ;3002;Westelijke Langstraat                   ;13;Zuidelijk veehouderijgebied   ;66;Breda                 ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;25;West Brabant                       ;13;West- en Midden-Brabant                 ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;20964;890
134;236;236;Geldermalsen               ;GSN;Geldermalsen               ;5;Arnhem          ;62;Rivierenland                  ;19;Utrecht-Zeist-Woerden              ;16;Zuidwest-Gelderland                ;38;Westelijke Betuwe                       ;2;Arnhem          ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                        ;16;Tiel               ;6;Nijmegen        ;2;Oost-Nederland ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied                ;33;Culemborg             ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL224;Zuidwest-Gelderland                ;13;Utrecht en omstreken            ;8;Gelderland-Zuid          ;25;Gelderland                ;14;Rivierenland                       ;9;Gelders Rivierengebied                  ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;192;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;5;Niet stedelijk      ;25063;499
135;781;781;Geldrop                    ;GDP;Geldrop                    ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;114;Randgebied Eindhoven                    ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;28;Zuidoost Brabant                   ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;-  ;-                             ;19;Eindhoven           ;19;Eindhoven           ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;28201;1308
136;Gemert-Bakel;1652;Gemert-Bakel               ;GBL;Gemert-Bakel               ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;118;Brabantse Peel                          ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;3;Helmond            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;74;Helmond               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;28;Zuidoost Brabant                   ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ;402;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;27725;618
137;237;237;Gendringen                 ;GDN;Gendringen                 ;6;Zutphen         ;43;Achterhoek                    ;14;Arnhem-Doetinchem                  ;14;Achterhoek                         ;29;Oude-IJsselgebied (oostelijk deel)      ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;18;Terborg            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;25;Doetinchem            ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;12;Achterhoek                         ;10;Achterhoek                              ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;142;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;21009;646
138;907;907;Gennep                     ;GNP;Gennep                     ;4;Roermond        ;48;Nijmegen e.o.                 ;15;Nijmegen                           ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;30;Nijmegen              ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL421;Noord-Limburg                      ;11;Oostelijk Maas-Waalgebied       ;23;Limburg-Noord            ;31;Limburg                   ;29;Noord Limburg                      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;151;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;16872;518
