ID;Persoonskenmerken;VormenVanJeugdzorg;RegioS;Perioden;TotaalJongerenMetJeugdzorg_1
0;10000;JZ Totaal jeugdzorg;Nederland;1e halfjaar 2015;318610.0
1;10000;JZ Totaal jeugdzorg;Nederland;2e halfjaar 2015;338115.0
2;10000;JZ Totaal jeugdzorg;Nederland;2015;380100.0
3;10000;JZ Totaal jeugdzorg;Nederland;1e halfjaar 2016;339375.0
4;10000;JZ Totaal jeugdzorg;Nederland;2e halfjaar 2016;354010.0
5;10000;JZ Totaal jeugdzorg;Nederland;2016;404080.0
6;10000;JZ Totaal jeugdzorg;Nederland;1e halfjaar 2017;355305.0
7;10000;JZ Totaal jeugdzorg;Nederland;2e halfjaar 2017;366850.0
8;10000;JZ Totaal jeugdzorg;Nederland;2017;419580.0
9;10000;JZ Totaal jeugdzorg;Nederland;1e halfjaar 2018;360730.0
10;10000;JZ Totaal jeugdzorg;Nederland;2e halfjaar 2018;381365.0
11;10000;JZ Totaal jeugdzorg;Nederland;2018;430175.0
12;10000;JZ Totaal jeugdzorg;Nederland;1e halfjaar 2019;378495.0
13;10000;JZ Totaal jeugdzorg;Nederland;2e halfjaar 2019;383175.0
14;10000;JZ Totaal jeugdzorg;Nederland;2019;443580.0
15;10000;JZ Totaal jeugdzorg;Nederland;1e halfjaar 2020;366245.0
16;10000;JZ Totaal jeugdzorg;Nederland;2e halfjaar 2020;373185.0
17;10000;JZ Totaal jeugdzorg;Nederland;2020;435760.0
18;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);1e halfjaar 2015;38740.0
19;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2e halfjaar 2015;40280.0
20;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2015;44355.0
21;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);1e halfjaar 2016;37040.0
22;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2e halfjaar 2016;37440.0
23;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2016;42245.0
24;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);1e halfjaar 2017;41635.0
25;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2e halfjaar 2017;43095.0
26;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2017;47540.0
27;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);1e halfjaar 2018;39350.0
28;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2e halfjaar 2018;40400.0
29;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2018;45385.0
30;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);1e halfjaar 2019;40055.0
31;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2e halfjaar 2019;39410.0
32;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2019;45705.0
33;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);1e halfjaar 2020;38145.0
34;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2e halfjaar 2020;38515.0
35;10000;JZ Totaal jeugdzorg;Noord-Nederland (LD);2020;44100.0
36;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);1e halfjaar 2015;68295.0
37;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2e halfjaar 2015;72705.0
38;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2015;81080.0
39;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);1e halfjaar 2016;71805.0
40;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2e halfjaar 2016;75060.0
41;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2016;84710.0
42;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);1e halfjaar 2017;74705.0
43;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2e halfjaar 2017;77360.0
44;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2017;87615.0
45;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);1e halfjaar 2018;75605.0
46;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2e halfjaar 2018;79865.0
47;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2018;89575.0
48;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);1e halfjaar 2019;79525.0
49;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2e halfjaar 2019;80945.0
50;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2019;92745.0
51;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);1e halfjaar 2020;77100.0
52;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2e halfjaar 2020;79650.0
53;10000;JZ Totaal jeugdzorg;Oost-Nederland (LD);2020;91995.0
54;10000;JZ Totaal jeugdzorg;West-Nederland (LD);1e halfjaar 2015;145295.0
55;10000;JZ Totaal jeugdzorg;West-Nederland (LD);2e halfjaar 2015;155105.0
56;10000;JZ Totaal jeugdzorg;West-Nederland (LD);2015;175270.0
57;10000;JZ Totaal jeugdzorg;West-Nederland (LD);1e halfjaar 2016;162050.0
58;10000;JZ Totaal jeugdzorg;West-Nederland (LD);2e halfjaar 2016;170950.0
59;10000;JZ Totaal jeugdzorg;West-Nederland (LD);2016;195575.0
60;10000;JZ Totaal jeugdzorg;West-Nederland (LD);1e halfjaar 2017;169720.0
61;10000;JZ Totaal jeugdzorg;West-Nederland (LD);2e halfjaar 2017;173375.0
62;10000;JZ Totaal jeugdzorg;West-Nederland (LD);2017;201405.0
63;10000;JZ Totaal jeugdzorg;West-Nederland (LD);1e halfjaar 2018;172855.0
64;10000;JZ Totaal jeugdzorg;West-Nederland (LD);2e halfjaar 2018;183850.0
