ID;Geslacht;LeeftijdOp31December;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;PeriodeLevensverwachting_4
0;Totaal mannen en vrouwen;0 jaar;2024;0.00296;100000;296;81.89
1;Totaal mannen en vrouwen;0 jaar;2025;0.00282;100000;282;82.15
2;Totaal mannen en vrouwen;0 jaar;2026;0.00269;100000;269;82.4
3;Totaal mannen en vrouwen;0 jaar;2027;0.00257;100000;257;82.65
4;Totaal mannen en vrouwen;0 jaar;2028;0.00245;100000;245;82.9
5;Totaal mannen en vrouwen;0 jaar;2029;0.00234;100000;234;83.15
6;Totaal mannen en vrouwen;0 jaar;2030;0.00223;100000;223;83.39
7;Totaal mannen en vrouwen;0 jaar;2031;0.00215;100000;215;83.56
8;Totaal mannen en vrouwen;0 jaar;2032;0.00207;100000;207;83.73
9;Totaal mannen en vrouwen;0 jaar;2033;0.00199;100000;199;83.89
10;Totaal mannen en vrouwen;0 jaar;2034;0.00191;100000;191;84.06
11;Totaal mannen en vrouwen;0 jaar;2035;0.00184;100000;184;84.23
12;Totaal mannen en vrouwen;0 jaar;2036;0.00177;100000;177;84.39
13;Totaal mannen en vrouwen;0 jaar;2037;0.00171;100000;171;84.55
14;Totaal mannen en vrouwen;0 jaar;2038;0.00164;100000;164;84.72
15;Totaal mannen en vrouwen;0 jaar;2039;0.00158;100000;158;84.87
16;Totaal mannen en vrouwen;0 jaar;2040;0.00152;100000;152;85.03
17;Totaal mannen en vrouwen;0 jaar;2041;0.00146;100000;146;85.19
18;Totaal mannen en vrouwen;0 jaar;2042;0.00141;100000;141;85.34
19;Totaal mannen en vrouwen;0 jaar;2043;0.00136;100000;136;85.49
20;Totaal mannen en vrouwen;0 jaar;2044;0.0013;100000;130;85.65
21;Totaal mannen en vrouwen;0 jaar;2045;0.00126;100000;126;85.8
22;Totaal mannen en vrouwen;0 jaar;2046;0.00121;100000;121;85.94
23;Totaal mannen en vrouwen;0 jaar;2047;0.00116;100000;116;86.09
24;Totaal mannen en vrouwen;0 jaar;2048;0.00112;100000;112;86.23
25;Totaal mannen en vrouwen;0 jaar;2049;0.00108;100000;108;86.38
