ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;ArbeidspositiePartner;Perioden;WerkzameBeroepsbevolkingMetPartner_1;WerkzameBeroepsbevolkingInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzBeroepsbevPartnerInkOnbekend_6
0;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2013;5466;5330.0;46.6;40.5;31.5;136.0
1;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2014;5421;5247.0;47.6;41.4;33.3;174.0
2;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2015;5467;5319.0;47.5;42.1;33.3;148.0
3;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2016;5471;5291.0;48.9;43.3;35.0;180.0
4;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2017;5524;5228.0;50.1;44.4;36.4;295.0
5;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2018;5587;5333.0;51.5;45.2;36.7;254.0
6;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2019;5655;5400.0;53.5;46.7;40.1;255.0
7;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2020;5665;5336.0;55.5;48.3;40.7;328.0
8;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2021;5698;5557.0;58.7;51.1;43.0;141.0
9;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2022;5765;5616.0;64.0;55.4;46.5;149.0
10;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2023;5838;5666.0;66.0;56.6;49.0;172.0
11;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal personen;2024;5881;;;;;
12;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2013;4702;4586.0;45.6;39.1;32.0;117.0
13;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2014;4636;4490.0;46.8;40.0;33.8;146.0
14;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2015;4697;4572.0;46.7;40.8;33.9;125.0
15;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2016;4714;4559.0;48.1;42.0;35.7;155.0
16;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2017;4760;4503.0;49.5;43.2;37.1;257.0
17;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2018;4820;4602.0;50.9;44.1;37.5;218.0
18;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2019;4891;4671.0;53.1;45.7;40.9;220.0
19;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2020;4915;4630.0;55.4;47.6;41.7;285.0
20;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2021;4994;4870.0;58.6;50.3;43.9;124.0
21;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2022;5060;4928.0;64.5;55.1;47.4;132.0
22;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2023;5137;4985.0;66.3;56.0;49.8;152.0
23;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Beroepsbevolking;2024;5175;;;;;
24;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2013;4462;4353.0;45.5;39.0;32.4;110.0
25;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2014;4390;4254.0;46.7;39.9;34.1;135.0
26;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2015;4467;4349.0;46.5;40.7;34.2;118.0
27;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2016;4522;4374.0;48.0;41.9;36.0;148.0
28;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2017;4596;4346.0;49.4;43.1;37.3;249.0
29;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2018;4690;4479.0;50.8;44.0;37.7;211.0
30;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2019;4776;4562.0;53.0;45.6;41.0;215.0
31;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2020;4796;4518.0;55.3;47.4;41.9;278.0
32;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2021;4885;4766.0;58.6;50.2;44.0;119.0
33;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2022;4977;4848.0;64.0;54.6;47.4;129.0
34;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2023;5054;4906.0;66.1;55.9;49.9;148.0
35;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2024;5089;;;;;
36;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2013;240;233.0;47.4;40.6;25.7;7.0
37;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2014;246;235.0;48.4;41.3;27.2;11.0
38;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2015;230;223.0;50.3;43.8;28.3;7.0
39;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2016;192;185.0;51.7;45.1;28.8;7.0
40;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2017;164;157.0;52.3;46.1;30.1;8.0
41;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2018;131;123.0;55.3;48.7;31.3;7.0
42;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2019;115;109.0;57.6;50.2;35.2;6.0
43;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2020;119;112.0;60.2;52.5;34.2;7.0
44;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2021;109;104.0;60.4;53.4;36.6;4.0
45;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2022;83;80.0;94.4;84.0;45.0;3.0
46;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2023;83;79.0;74.9;64.8;42.1;4.0
47;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2024;86;;;;;
48;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2013;764;744.0;52.4;49.0;28.5;20.0
49;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2014;785;757.0;52.9;49.7;30.6;28.0
50;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2015;770;747.0;52.7;50.1;29.8;23.0
51;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2016;757;732.0;53.5;51.0;30.9;25.0
52;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2017;764;725.0;54.0;52.0;32.4;38.0
53;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2018;767;731.0;54.9;52.0;31.7;36.0
54;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2019;764;729.0;55.8;52.8;35.5;34.0
55;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2020;750;707.0;56.6;53.1;34.2;43.0
56;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2021;704;687.0;59.4;56.7;36.8;17.0
57;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2022;706;688.0;60.8;57.8;40.1;17.0
58;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2023;701;681.0;64.4;61.2;43.0;20.0
59;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2024;706;;;;;
60;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2013;3665;3577.0;46.2;39.1;32.0;0.0
61;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2014;3594;3484.0;47.0;39.8;33.4;0.0
62;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2015;3642;3547.0;46.9;40.5;33.9;0.0
63;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2016;3687;3571.0;48.1;41.5;35.4;0.0
64;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2017;3740;3540.0;49.6;42.8;36.5;0.0
65;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2018;3844;3675.0;51.0;43.6;36.8;0.0
66;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2019;3911;3743.0;53.3;45.3;39.6;0.0
67;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2020;3890;3672.0;55.7;47.1;40.9;0.0
68;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2021;4097;4001.0;59.2;50.2;43.1;0.0
69;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2022;4166;4063.0;62.6;52.5;46.1;0.0
70;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2023;4226;4107.0;66.6;55.7;49.0;0.0
71;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2024;4250;;;;;
72;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2013;2869;2801.0;46.2;39.0;32.9;0.0
73;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2014;2790;2706.0;47.1;39.8;34.3;0.0
74;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2015;2816;2742.0;47.4;40.9;34.9;0.0
75;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2016;2832;2741.0;48.5;41.8;36.5;0.0
76;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2017;2892;2736.0;49.8;42.9;37.5;0.0
77;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2018;2978;2842.0;51.2;43.7;37.7;0.0
78;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2019;3078;2944.0;53.6;45.5;40.9;0.0
79;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2020;3154;2977.0;55.8;47.2;41.8;0.0
80;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2021;3417;3344.0;59.4;50.4;43.8;0.0
81;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2022;3482;3406.0;62.9;52.7;47.0;0.0
82;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2023;3557;3466.0;67.0;56.0;49.9;0.0
83;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2024;3599;;;;;
84;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2013;796;776.0;46.2;39.6;29.0;0.0
85;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2014;804;778.0;46.5;39.8;30.3;0.0
86;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2015;825;805.0;45.2;39.3;30.3;0.0
87;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2016;855;830.0;47.1;40.7;31.7;0.0
88;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2017;848;804.0;48.8;42.3;33.2;0.0
89;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2018;866;833.0;50.4;43.3;33.5;0.0
90;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2019;833;799.0;52.0;44.6;34.7;0.0
91;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2020;735;695.0;55.4;47.0;37.0;0.0
92;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2021;680;657.0;57.8;49.2;39.3;0.0
93;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2022;684;657.0;61.1;51.4;41.0;0.0
94;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2023;669;640.0;64.5;53.9;44.1;0.0
95;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2024;651;;;;;
96;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2013;798;776.0;42.5;38.4;33.8;0.0
97;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2014;796;771.0;45.1;40.4;37.5;0.0
98;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2015;825;802.0;45.0;41.2;35.4;0.0
99;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2016;835;803.0;47.3;43.4;38.7;0.0
100;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2017;855;806.0;48.4;44.6;40.7;0.0
101;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2018;846;804.0;49.9;45.5;41.7;0.0
102;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2019;866;819.0;51.9;47.2;47.4;0.0
103;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2020;906;846.0;53.4;48.8;46.0;0.0
104;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2021;779;757.0;55.6;50.2;49.0;0.0
105;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2022;804;779.0;71.2;65.4;54.3;0.0
106;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2023;820;791.0;63.8;56.7;54.6;0.0
107;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2024;830;;;;;
108;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2013;33;32.0;45.5;45.7;31.5;0.0
109;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2014;30;30.0;46.2;44.4;31.7;0.0
110;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2015;33;32.0;43.0;42.7;29.3;0.0
111;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2016;27;27.0;44.6;45.4;31.5;0.0
112;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2017;22;22.0;54.0;51.9;38.0;0.0
113;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2018;22;22.0;65.2;64.7;41.6;0.0
114;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2019;22;20.0;54.6;56.6;43.2;0.0
115;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2020;24;22.0;66.5;66.6;48.6;0.0
116;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2021;27;26.0;46.7;48.0;44.6;0.0
117;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2022;33;32.0;47.9;49.8;45.1;0.0
118;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2023;22;22.0;51.1;52.7;49.1;0.0
119;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2024;22;;;;;
120;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2013;227;221.0;37.8;34.3;37.6;0.0
121;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2014;222;214.0;39.1;35.6;44.2;0.0
122;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2015;218;213.0;41.2;37.4;39.7;0.0
123;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2016;221;213.0;43.9;40.3;44.6;0.0
124;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2017;232;218.0;46.2;42.4;46.2;0.0
125;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2018;232;220.0;44.4;40.6;47.0;0.0
126;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2019;234;223.0;48.2;44.2;61.8;0.0
127;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2020;248;231.0;49.3;45.4;55.0;0.0
128;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2021;205;198.0;51.9;47.0;59.2;0.0
129;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2022;195;189.0;55.1;49.8;59.7;0.0
130;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2023;196;189.0;59.1;52.7;65.5;0.0
131;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2024;201;;;;;
132;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2013;537;523.0;44.3;39.7;32.4;0.0
133;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2014;544;527.0;47.5;42.1;35.1;0.0
134;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2015;574;557.0;46.5;42.5;34.1;0.0
135;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2016;587;564.0;48.7;44.5;36.8;0.0
136;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2017;601;567.0;49.0;45.2;38.8;0.0
137;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2018;592;562.0;51.4;46.6;39.7;0.0
138;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2019;610;576.0;53.2;47.9;42.1;0.0
139;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2020;634;593.0;54.6;49.5;42.4;0.0
140;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2021;547;532.0;57.4;51.5;45.4;0.0
141;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2022;576;558.0;78.0;71.6;53.1;0.0
142;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2023;601;580.0;65.9;58.2;51.3;0.0
143;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2024;607;;;;;
144;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2013;0;0.0;;;;0.0
145;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2014;0;0.0;;;;0.0
146;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2015;0;0.0;;;;0.0
147;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2016;0;0.0;;;;0.0
148;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2017;0;0.0;;;;0.0
149;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2018;0;0.0;;;;0.0
150;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2019;0;0.0;;;;0.0
151;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2020;0;0.0;;;;0.0
152;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2021;9;8.0;;;;0.0
153;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2022;7;6.0;;;;0.0
154;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2023;8;8.0;;;;0.0
155;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2024;9;;;;;
