ID;Geslacht;Leeftijd;Herkomstgroepering;RegioS;Perioden;VoortdurendWerkzaamAfgelopen4Jaar_1;GedeeltelijkWerkzaamAfgelopen4Jaar_2;NietWerkzaamAfgelopen4Jaar_3;MeerDan3Jaar_4;MeerDan2JaarTotEnMet3Jaar_5;MeerDan1JaarTotEnMet2Jaar_6;Minimaal1MaandTotEnMet1Jaar_7;k_0Maanden_8;k_1Maand_9;k_2Maanden_10;k_3Tot6Maanden_11;k_6MaandenTot1Jaar_12;k_1Tot2Jaar_13;k_2Tot3Jaar_14;k_3Tot4Jaar_15
0;1100;10000;1000;Nederland;2004;5811000.0;3448500;4038500;1091700;891800;687400;777700;1839300;94500;78600;265200;235000;432100;287600;216400
1;1100;10000;1000;Nederland;2005;5878600.0;3395400;4077200;1023300;860700;693200;818200;1826500;95600;74200;248900;216200;406600;293100;234300
2;1100;10000;1000;Nederland;2006;5828000.0;3516400;4057500;1067700;863100;704400;881200;1962300;148800;90700;263800;228900;356300;242800;222800
3;1100;10000;1000;Nederland;2007;5908800.0;3573800;3993400;1062400;853900;753900;903600;2183100;125300;92900;262800;213000;283700;227000;185900
4;1100;10000;1000;Nederland;2008;6008100.0;3623200;3940100;1099200;889200;746900;887900;2200100;111800;95500;277700;225200;335200;196200;181500
5;1100;10000;1000;Noord-Nederland (LD);2004;571700.0;364100;458700;109500;93800;74000;86700;185500;11500;9100;32100;25100;47000;30900;22700
6;1100;10000;1000;Noord-Nederland (LD);2005;579000.0;357400;459900;102100;90700;74100;90500;185200;11600;8900;29600;22600;42800;31700;24900
7;1100;10000;1000;Noord-Nederland (LD);2006;571500.0;370200;458500;108100;90900;75600;95500;195400;18500;10500;31200;23000;40900;26300;24300
8;1100;10000;1000;Noord-Nederland (LD);2007;581400.0;372000;451900;104600;89000;80800;97500;219900;12800;10300;30500;21300;30800;26300;20100
9;1100;10000;1000;Noord-Nederland (LD);2008;590000.0;376100;445300;108800;91400;79100;96800;221000;11800;10400;31600;22900;36300;21300;20900
10;1100;10000;1000;Oost-Nederland (LD);2004;1238600.0;713000;821600;224000;182900;141800;164200;380600;19000;17900;56900;47400;87200;58800;45300
11;1100;10000;1000;Oost-Nederland (LD);2005;1255000.0;702000;832700;211000;176800;142000;172200;377900;19600;16000;53500;43800;83300;59800;48100
12;1100;10000;1000;Oost-Nederland (LD);2006;1248900.0;724900;829900;217900;176500;145100;185400;406500;28600;20100;56100;45100;73200;49500;45800
13;1100;10000;1000;Oost-Nederland (LD);2007;1265000.0;739000;816400;217700;174700;156400;190200;452200;26600;19200;56400;42900;57300;46300;38200
14;1100;10000;1000;Oost-Nederland (LD);2008;1286400.0;749100;805900;223400;183700;155500;186500;457000;22500;19600;59000;46100;68100;39600;37200
15;1100;10000;1000;West-Nederland (LD);2004;2714700.0;1636600;1862100;526100;424300;325400;360800;885500;42900;34500;118800;112500;206500;135300;100600
16;1100;10000;1000;West-Nederland (LD);2005;2749000.0;1612800;1877300;491800;410100;329000;382000;879200;43500;33500;113200;103700;191900;138300;109600
17;1100;10000;1000;West-Nederland (LD);2006;2725900.0;1676900;1861200;515300;412100;334800;414700;947900;71200;41800;122700;112300;164500;112900;103600
18;1100;10000;1000;West-Nederland (LD);2007;2765000.0;1712100;1827800;515300;412000;358200;426500;1056000;60400;44700;122500;104400;135100;103300;85700
19;1100;10000;1000;West-Nederland (LD);2008;2813000.0;1741600;1802900;538100;430300;355800;417400;1065100;54300;46200;130500;110000;160500;92900;82200
20;1100;10000;1000;Zuid-Nederland (LD);2004;1286000.0;734900;896000;232000;190700;146100;166100;387700;21100;17200;57400;50000;91300;62600;47700
21;1100;10000;1000;Zuid-Nederland (LD);2005;1295500.0;723200;907300;218400;183100;148100;173600;384200;20900;15900;52700;46100;88500;63200;51700
22;1100;10000;1000;Zuid-Nederland (LD);2006;1281700.0;744500;907900;226300;183600;148900;185600;412600;30500;18200;53800;48400;77700;54100;49100
23;1100;10000;1000;Zuid-Nederland (LD);2007;1297400.0;750600;897400;224800;178100;158500;189300;455000;25500;18700;53400;44400;60600;51100;41900
24;1100;10000;1000;Zuid-Nederland (LD);2008;1318600.0;756400;886100;228900;183800;156500;187200;456900;23300;19300;56700;46300;70200;42400;41300
25;1100;10000;1000;Groningen (PV);2004;186900.0;133300;158600;39000;34700;27700;31800;67600;4100;3100;12100;10000;17200;11300;8100
26;1100;10000;1000;Groningen (PV);2005;189000.0;131100;159000;36300;33400;27700;33600;67600;4200;3100;11100;9200;15800;11200;9000
27;1100;10000;1000;Groningen (PV);2006;187000.0;134700;158200;37300;33600;28400;35400;72600;4900;3700;12000;8700;14800;9600;8400
28;1100;10000;1000;Groningen (PV);2007;188800.0;137000;155000;37500;32800;30400;36300;80300;4600;3900;12000;8300;11400;9300;7200
29;1100;10000;1000;Groningen (PV);2008;191000.0;138900;152300;39400;33900;29800;35900;80900;4500;4000;12500;9000;13300;7500;7200
30;1100;10000;1000;Friesland (PV);2004;218400.0;134900;168400;41400;34400;27000;32100;69300;4600;3600;12100;8900;17100;11300;8100
31;1100;10000;1000;Friesland (PV);2005;221800.0;131700;168200;38500;32900;27200;33100;69100;4500;3500;11100;7800;15200;11500;9000
32;1100;10000;1000;Friesland (PV);2006;216800.0;138500;167400;42900;33200;27500;34900;71900;9900;4000;11600;8400;14800;9200;8800
33;1100;10000;1000;Friesland (PV);2007;222900.0;136700;164900;39200;32800;29300;35300;81600;4800;3900;11300;7500;11000;9500;7100
34;1100;10000;1000;Friesland (PV);2008;226800.0;137800;162400;40500;33600;28700;35100;81900;4400;3900;11400;7900;13100;7700;7600
35;1100;10000;1000;Drenthe (PV);2004;166400.0;95900;131700;29100;24700;19300;22800;48600;2900;2500;7900;6300;12800;8300;6600
36;1100;10000;1000;Drenthe (PV);2005;168300.0;94600;132700;27300;24400;19200;23800;48500;3000;2300;7400;5600;11900;9000;6900
37;1100;10000;1000;Drenthe (PV);2006;167800.0;96900;133000;28000;24100;19600;25200;50900;3800;2800;7600;5900;11300;7400;7100
38;1100;10000;1000;Drenthe (PV);2007;169700.0;98300;132000;27900;23400;21100;25900;58000;3400;2600;7200;5400;8400;7400;5800
39;1100;10000;1000;Drenthe (PV);2008;172300.0;99400;130500;28900;24000;20700;25800;58200;2900;2500;7800;6000;9800;6100;6100
40;1100;10000;1000;Overijssel (PV);2004;392000.0;229600;272300;71500;58800;46100;53300;122700;6300;6000;18500;15100;27400;18900;14700
41;1100;10000;1000;Overijssel (PV);2005;397500.0;225800;275100;67300;57400;45700;55400;121500;6500;5300;17700;14000;26300;18800;15600
42;1100;10000;1000;Overijssel (PV);2006;395600.0;232200;274000;69400;57400;46400;58900;130100;8800;6600;18400;14600;23600;15600;14500
43;1100;10000;1000;Overijssel (PV);2007;401600.0;235600;269000;69000;56500;50100;60000;144400;8500;6400;18000;13300;18100;14800;12200
44;1100;10000;1000;Overijssel (PV);2008;408000.0;239400;264900;71400;59100;49700;59200;146600;7200;6300;18700;15100;21400;12400;11800
45;1100;10000;1000;Flevoland (PV);2004;130300.0;83900;67600;27100;20800;16500;19500;44900;2200;2300;6600;5800;10400;6700;4800
