ID;Geslacht;Leeftijd;BeroepenEnSpecialismen;Perioden;MedischGeschoolden_1;TotaalWerkzaam_2;TotaalWerkzaamInDeZorg_3;Ziekenhuis_4;GeestelijkeGezondheidszorg_5;Gehandicaptenzorg_6;VerplegingVerzorgingEnThuiszorg_7;Huisartszorg_8;OverigeZorg_9;TotaalWerkzaamElders_10;WerkzaamInZorgverwanteTakken_11;Uitzendbranche_12;WerkzaamBuitenDeZorg_13;WerkkringOnbekend_14;TotaalNietWerkzaam_15;Arbeidsongeschikt_16;Uitkering_17;Pensioen_18;GeenInkomen_19;Werknemer_20;Zelfstandige_21;WerknemerEnZelfstandige_22;NietWerkzaam_23;EenArbeidsbetrekking_24;TweeArbeidsbetrekkingen_25;DrieOfMeerArbeidsbetrekkingen_26;NietWerkzaam_27;DeeltijdfactorLoondienst_28
0;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;1999;286600.0;247000.0;209180.0;81665.0;20730.0;24080.0;26785.0;8130.0;47790.0;37815.0;14535.0;3580.0;19065.0;640.0;39600.0;6105.0;2805.0;7045.0;23650.0;207135.0;30360.0;9500.0;39600.0;225055.0;20320.0;1620.0;39600.0;
1;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2000;297030.0;255830.0;214915.0;82925.0;22090.0;24450.0;26660.0;8420.0;50370.0;40915.0;15175.0;3440.0;21545.0;755.0;41200.0;7045.0;2560.0;8210.0;23380.0;214095.0;31760.0;9980.0;41200.0;232790.0;21405.0;1640.0;41200.0;
2;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2001;306070.0;269600.0;221830.0;85420.0;22645.0;24215.0;28335.0;8415.0;52795.0;47765.0;16025.0;3495.0;22060.0;6190.0;36475.0;7625.0;1975.0;8330.0;18540.0;207365.0;41625.0;20610.0;36475.0;232635.0;32910.0;4055.0;36475.0;0.7578
3;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2002;315555.0;278235.0;228300.0;88070.0;23340.0;23455.0;37170.0;8685.0;47585.0;49935.0;17060.0;3195.0;23125.0;6550.0;37320.0;8350.0;1790.0;9570.0;17615.0;214415.0;42730.0;21085.0;37320.0;238740.0;35375.0;4115.0;37320.0;0.7545
4;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2003;325065.0;286180.0;235010.0;91380.0;25990.0;23565.0;38635.0;9120.0;46320.0;51170.0;17780.0;2900.0;23745.0;6745.0;38880.0;9015.0;1930.0;10950.0;16985.0;220465.0;43605.0;22110.0;38880.0;246210.0;35600.0;4375.0;38880.0;0.7537
5;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2004;333755.0;291070.0;239690.0;93255.0;26830.0;25080.0;39305.0;9135.0;46085.0;51380.0;16885.0;2775.0;24060.0;7665.0;42680.0;9455.0;2345.0;13105.0;17780.0;224665.0;44470.0;21935.0;42680.0;252415.0;34570.0;4085.0;42680.0;0.7535
6;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2005;342335.0;297860.0;244340.0;94900.0;27815.0;25345.0;40110.0;9350.0;46820.0;53520.0;17465.0;2755.0;24890.0;8410.0;44475.0;9575.0;2520.0;15205.0;17185.0;227110.0;45960.0;24790.0;44475.0;254805.0;38430.0;4620.0;44475.0;0.7576
7;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2006;349950.0;302765.0;247635.0;95135.0;29215.0;24340.0;39750.0;9910.0;49280.0;55130.0;17635.0;3070.0;26535.0;7890.0;47185.0;9440.0;2080.0;18085.0;17575.0;228035.0;49385.0;25345.0;47185.0;258860.0;39035.0;4870.0;47185.0;0.7757
8;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2007;357890.0;307995.0;252130.0;96315.0;29430.0;23820.0;39370.0;10665.0;52535.0;55865.0;18190.0;3230.0;24020.0;10425.0;49895.0;9485.0;2050.0;20965.0;17400.0;231775.0;50525.0;25695.0;49895.0;264090.0;39635.0;4270.0;49895.0;0.7824
9;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2008;366265.0;313880.0;258310.0;97740.0;31170.0;23650.0;39610.0;11200.0;54940.0;55570.0;18270.0;3455.0;24780.0;9065.0;52385.0;9420.0;1965.0;23865.0;17130.0;234320.0;52545.0;27015.0;52385.0;268995.0;40640.0;4245.0;52385.0;0.7855
10;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2009;374905.0;320920.0;262520.0;99800.0;32010.0;23560.0;38965.0;11720.0;56465.0;58400.0;18865.0;3695.0;26805.0;9040.0;53990.0;9325.0;2025.0;26515.0;16120.0;238315.0;54460.0;28145.0;53990.0;274570.0;41925.0;4425.0;53990.0;0.7865
11;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2010;384435.0;326795.0;269075.0;102400.0;28590.0;25125.0;41105.0;12155.0;59705.0;57715.0;19190.0;3560.0;25810.0;9155.0;57645.0;9385.0;2220.0;29955.0;16085.0;242695.0;55765.0;28330.0;57645.0;280200.0;42245.0;4350.0;57645.0;0.7868
12;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2011;395580.0;335745.0;279655.0;103785.0;33340.0;24400.0;42865.0;12715.0;62555.0;56090.0;18895.0;3185.0;25625.0;8380.0;59835.0;9950.0;1830.0;33525.0;14530.0;248635.0;58365.0;28750.0;59835.0;287000.0;43765.0;4980.0;59835.0;0.7763
13;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2012;405560.0;340960.0;285750.0;104370.0;33615.0;24240.0;46465.0;12925.0;64140.0;55205.0;18470.0;3040.0;25760.0;7940.0;64605.0;9995.0;2280.0;37930.0;14395.0;256765.0;59295.0;24900.0;64605.0;291535.0;44000.0;5425.0;64605.0;0.7724
14;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2013;413835.0;344725.0;290850.0;105375.0;35020.0;23990.0;49140.0;13345.0;63985.0;53875.0;18395.0;2805.0;25555.0;7120.0;69110.0;9985.0;2935.0;40830.0;15360.0;257775.0;59690.0;27260.0;69110.0;292495.0;46325.0;5905.0;69110.0;0.7739
15;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2014;321615.0;297005.0;265000.0;99595.0;33000.0;17240.0;43395.0;13405.0;58365.0;32005.0;13520.0;2320.0;11315.0;4845.0;24610.0;2760.0;1680.0;14610.0;5565.0;222100.0;50910.0;23995.0;24610.0;249130.0;42030.0;5845.0;24610.0;0.7824
16;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2015;333335.0;304290.0;271180.0;100405.0;33325.0;16870.0;46445.0;13895.0;60235.0;33115.0;14310.0;2555.0;11785.0;4465.0;29045.0;2965.0;1865.0;18485.0;5735.0;232795.0;51740.0;19760.0;29045.0;261375.0;38425.0;4495.0;29045.0;0.7866
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2016;343825.0;310695.0;275780.0;101755.0;32400.0;16540.0;49710.0;14170.0;61205.0;34915.0;14600.0;2600.0;12275.0;5440.0;33130.0;3470.0;1930.0;21560.0;6175.0;237360.0;53270.0;20070.0;33130.0;267950.0;38380.0;4365.0;33130.0;0.8028
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG geregistreerde beroepen;2017;347985.0;315000.0;281155.0;104005.0;32100.0;16425.0;51595.0;14655.0;62375.0;33845.0;14705.0;2995.0;12325.0;3825.0;32985.0;3250.0;2345.0;19825.0;7565.0;242105.0;53405.0;19495.0;32985.0;271790.0;39040.0;4170.0;32985.0;0.7977
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;1999;3855.0;3465.0;515.0;350.0;10.0;0.0;5.0;10.0;145.0;2950.0;2500.0;20.0;290.0;135.0;390.0;25.0;25.0;120.0;225.0;2730.0;430.0;300.0;390.0;2995.0;425.0;45.0;390.0;
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2000;4045.0;3570.0;515.0;360.0;10.0;0.0;5.0;10.0;135.0;3055.0;2555.0;25.0;315.0;160.0;475.0;30.0;20.0;130.0;290.0;2855.0;405.0;310.0;475.0;3110.0;425.0;40.0;475.0;
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2001;4220.0;3830.0;560.0;390.0;10.0;5.0;5.0;15.0;145.0;3265.0;2635.0;10.0;335.0;285.0;395.0;35.0;25.0;135.0;200.0;2215.0;1225.0;390.0;395.0;2985.0;705.0;140.0;395.0;0.9254
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2002;4425.0;4005.0;590.0;420.0;15.0;5.0;5.0;10.0;140.0;3420.0;2735.0;10.0;375.0;300.0;415.0;35.0;30.0;155.0;195.0;2365.0;1265.0;380.0;415.0;3180.0;710.0;120.0;415.0;0.9177
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2003;4635.0;4175.0;620.0;455.0;15.0;5.0;5.0;10.0;135.0;3560.0;2875.0;15.0;390.0;280.0;455.0;45.0;35.0;180.0;200.0;2535.0;1240.0;405.0;455.0;3330.0;715.0;135.0;455.0;0.9166
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2004;4845.0;4290.0;660.0;490.0;10.0;5.0;5.0;10.0;145.0;3625.0;2925.0;20.0;375.0;310.0;555.0;40.0;35.0;225.0;255.0;2665.0;1235.0;390.0;555.0;3520.0;655.0;115.0;555.0;0.9034
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2005;4975.0;4400.0;710.0;515.0;10.0;5.0;5.0;10.0;170.0;3685.0;2935.0;20.0;390.0;340.0;575.0;45.0;35.0;255.0;240.0;2730.0;1215.0;450.0;575.0;3560.0;735.0;105.0;575.0;0.9166
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2006;5090.0;4485.0;720.0;540.0;15.0;0.0;5.0;10.0;160.0;3765.0;3110.0;20.0;520.0;120.0;605.0;50.0;30.0;290.0;235.0;2750.0;1330.0;410.0;605.0;3660.0;705.0;115.0;605.0;0.9318
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2007;5175.0;4500.0;750.0;560.0;15.0;0.0;5.0;10.0;160.0;3750.0;3125.0;20.0;485.0;120.0;675.0;50.0;25.0;355.0;245.0;2840.0;1310.0;350.0;675.0;3780.0;640.0;80.0;675.0;0.9298
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2008;5295.0;4520.0;780.0;575.0;15.0;0.0;5.0;15.0;175.0;3740.0;3080.0;25.0;530.0;100.0;775.0;45.0;25.0;420.0;285.0;2880.0;1300.0;345.0;775.0;3860.0;595.0;70.0;775.0;0.9242
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2009;5430.0;4635.0;805.0;630.0;15.0;0.0;5.0;10.0;145.0;3830.0;3135.0;20.0;565.0;110.0;795.0;50.0;35.0;465.0;240.0;2945.0;1325.0;365.0;795.0;3960.0;610.0;65.0;795.0;0.9264
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2010;5545.0;4680.0;870.0;660.0;10.0;0.0;35.0;10.0;150.0;3810.0;3140.0;15.0;535.0;120.0;865.0;55.0;55.0;510.0;245.0;2975.0;1315.0;395.0;865.0;3970.0;645.0;65.0;865.0;0.9186
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2011;5725.0;4910.0;940.0;705.0;15.0;0.0;35.0;5.0;170.0;3970.0;3210.0;20.0;640.0;100.0;815.0;85.0;35.0;520.0;175.0;3090.0;1375.0;440.0;815.0;4110.0;705.0;90.0;815.0;0.9106
