ID;Omvang;Bedrijfstak;VerliesOfWinst;Perioden;AantalOndernemingen_1;BalanstotaalEindstand_2;ImmaterieleVasteActiva_3;MaterieleVasteActiva_4;Deelnemingen_5;LanglVorderingenEnBeleggingen_6;Voorraden_7;KortlVorderingenEnBeleggingen_8;LiquideMiddelen_9;EigenVermogen_10;BelangVanDerden_11;EgalRekInvestPremiesSubsidiesED_12;Voorzieningen_13;LanglopendeSchuldenRentedragend_14;KortlopendeSchulden_15;NettoOmzetEnOvBedrijfsopbrengsten_16;LonenSalSocialeEnPensioenlasten_17;AfschrijvingenMinusInvesteringspremies_18;KostenVanDeOmzet_19;Bedrijfsresultaat_20;OverigeBedrijfskostenSaldo_21;ResultaatUitDeelnemingen_22;Rentebaten_23;Rentelasten_24;OverigeFinancieleResultaten_25;BuitengewoneBatenEnLastenSaldo_26;BuitengewoneBaten_27;BuitengewoneLasten_28;ResultaatVoorBelastingen_29;Vennootschapsbelasting_30;AandeelVanDerden_31;Nettoresultaat_32;Winstuitkeringen_33;ToevoegingOnttrekkingAanDeReserves_34
10;Alle ondernemingen;Alle ondernemingen;Alle ondernemingen;2002;201794;853906.4;35312.3;197453.1;131415.1;98250.8;63716.4;260513.2;67243.1;300994.9;16635.8;10527.9;48714.2;187248.2;289785.6;825878.2;-133671.5;-32755.2;-620186.3;39265.2;-6058.6;1837.2;10861.2;-17596.6;-1160.3;2056.5;10728.4;-8672.0;35261.3;-11296.7;-3623.4;20341.2;24940.3;-4599.1
11;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1992;41224;96219.5;1891.0;34715.7;10591.6;9962.1;10744.1;23497.0;4818.2;18935.4;277.9;2424.0;7208.3;29731.5;37642.2;101471.7;-20685.8;-4993.8;-76592.5;-800.6;-3912.9;;;;;-1499.2;;;-6212.8;547.2;-83.9;-5749.5;1175.0;-6924.5
12;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1993;48569;104134.9;1929.6;40175.8;8573.6;7902.1;13094.7;26433.9;6025.8;19635.7;229.4;2843.1;9088.5;32068.7;40269.7;113041.0;-23594.1;-5442.8;-85846.6;-1842.5;-3574.9;;;;;-1582.6;;;-7000.1;623.1;56.3;-6320.7;390.6;-6711.3
13;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1994;50265;60665.6;1703.8;20360.1;4341.1;3407.0;9691.2;16659.1;4503.9;8652.0;230.0;94.5;6698.8;17732.1;27258.5;83345.9;-15712.6;-3414.8;-66203.9;-1985.5;-2517.4;;;;;-1509.2;399.0;-1908.2;-6012.2;475.1;100.1;-5437.1;404.9;-5842.0
14;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1995;45367;58745.0;2128.8;18981.6;4829.9;3704.2;9276.0;16043.8;3781.1;6625.9;88.5;61.7;5455.6;19335.2;27178.4;83264.7;-14441.7;-3250.1;-67776.0;-2203.1;-2155.0;-502.2;447.8;-1953.5;-147.0;-1279.2;587.1;-1866.3;-5637.4;193.7;15.5;-5428.2;190.3;-5618.5
15;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1996;45987;70996.2;2244.7;19944.6;11299.6;5587.0;8711.5;18832.6;4376.6;13410.7;458.0;65.4;5876.1;20844.8;30341.4;89552.2;-16087.3;-3568.7;-71874.8;-1978.5;-1716.1;-338.9;562.0;-1912.0;-27.2;-1295.3;693.7;-1989.0;-4990.1;189.4;35.9;-4764.7;490.7;-5255.4
16;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1997;47992;58709.4;2843.5;18709.4;4370.0;4789.7;7306.7;16742.0;3948.6;6871.3;53.0;201.9;6093.8;17910.7;27579.2;78473.8;-13584.8;-3080.8;-63996.7;-2188.4;-1849.7;-487.8;419.9;-1626.3;-155.5;-751.7;700.9;-1452.6;-4789.8;242.0;61.0;-4486.7;183.7;-4670.4
17;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1998;49693;58041.2;2449.9;19204.4;4456.4;3093.9;6983.8;17141.7;4711.5;7330.4;282.6;110.8;6159.9;17091.2;27066.5;74071.8;-15378.2;-3330.4;-57923.4;-2560.2;-2092.0;-745.7;404.9;-1657.7;-93.5;-817.0;589.2;-1406.3;-5469.3;291.6;88.7;-5088.9;247.8;-5336.7
18;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;1999;48663;73588.6;4545.3;22850.8;7364.3;4378.8;7873.0;20692.4;5884.4;10171.3;199.4;64.9;6769.0;23396.4;32987.8;87160.1;-17247.3;-3888.2;-69198.1;-3173.5;-2511.5;-839.4;399.3;-1838.0;-233.4;-1226.9;491.0;-1717.8;-6911.9;290.3;32.2;-6589.4;545.2;-7134.6
19;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;2000;53168;102866.5;9393.0;29110.9;7942.7;10007.2;9838.4;28336.1;8238.7;11224.6;56.3;107.4;8248.9;37261.9;45967.7;114965.3;-21841.4;-5420.0;-92809.7;-5105.7;-4517.5;-1597.0;850.7;-3439.6;-331.5;-1779.7;726.7;-2506.3;-11402.9;227.4;171.1;-11004.3;589.7;-11594.0
20;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;2001;64071;223598.8;15959.8;49716.6;23562.8;32705.7;16392.3;63453.5;21808.3;49822.1;804.9;334.9;13424.7;77530.3;81682.0;194365.5;-33214.9;-12000.2;-155872.0;-6721.5;-27769.2;-22580.4;5099.6;-8859.6;-1428.8;2550.1;8587.9;-6037.9;-31940.7;224.5;1673.1;-30043.1;1782.1;-31825.2
21;Alle ondernemingen;Alle ondernemingen;Verlieslijdend;2002;68910;237639.9;17789.3;55043.8;15058.5;42808.1;16392.9;75191.8;15354.2;54747.4;653.7;309.0;15153.3;78449.5;88326.9;205897.2;-40100.3;-12773.8;-158101.7;-5078.6;-24707.6;-19195.2;3748.5;-7332.7;-1928.2;-3106.5;2081.0;-5187.5;-32893.7;312.9;-85.6;-32666.4;2548.3;-35214.7
22;Alle ondernemingen;Alle ondernemingen;Winstgevend;1992;78469;320736.0;2977.0;106274.8;60625.7;16448.0;34756.0;73600.5;26054.1;127865.5;5543.5;1759.6;22167.6;58046.3;105352.6;381660.7;-61618.8;-14152.0;-280655.6;25233.5;3650.8;;;;;761.9;;;29646.2;-6875.9;-1381.1;21389.2;9280.4;12108.8
23;Alle ondernemingen;Alle ondernemingen;Winstgevend;1993;78443;319672.8;3436.3;102367.4;66801.6;17906.9;31224.0;71802.0;26135.5;133403.5;6019.3;1133.1;22235.8;58696.3;98185.3;370427.6;-60895.2;-14414.1;-270601.1;24517.1;2806.0;;;;;1836.4;;;29159.5;-6586.1;-1408.1;21165.3;9077.1;12088.2
24;Alle ondernemingen;Alle ondernemingen;Winstgevend;1994;85191;377542.7;4163.8;123710.3;74917.6;24455.9;35359.1;84459.2;30477.7;153928.9;6624.2;3865.8;27320.5;73528.4;112275.5;417980.7;-69795.8;-16517.4;-303024.3;28643.2;6935.1;;;;;336.5;3643.9;-3307.3;35914.7;-7461.9;-1567.0;26885.8;10475.6;16410.2
25;Alle ondernemingen;Alle ondernemingen;Winstgevend;1995;96366;400721.4;5376.8;128739.0;81008.9;25702.5;37694.2;89069.4;33131.5;164872.4;6892.3;4285.0;30564.4;72765.1;121342.7;444933.0;-72002.5;-17139.3;-322888.3;32903.0;7159.7;11212.4;3761.1;-7840.6;26.8;1194.2;3766.4;-2572.2;41256.5;-8892.7;-1864.9;30498.9;11936.2;18562.7
26;Alle ondernemingen;Alle ondernemingen;Winstgevend;1996;105275;424206.9;6867.4;133538.3;85818.8;28790.7;38352.9;96772.5;34067.5;175134.1;6663.7;6436.1;31236.4;76527.1;128210.1;473355.3;-74457.1;-17518.5;-346529.9;34849.9;8791.7;12190.0;3539.5;-7517.2;579.4;2294.7;4191.9;-1897.2;45936.0;-10123.3;-2585.6;33227.2;12798.3;20428.9
27;Alle ondernemingen;Alle ondernemingen;Winstgevend;1997;112685;481603.1;7907.5;138911.6;103086.8;37839.8;43174.9;114270.1;36413.6;202023.6;8661.1;6561.4;32657.2;85942.6;145757.7;540678.2;-83727.1;-19058.9;-399664.7;38227.6;12134.7;15224.6;4129.6;-8008.8;789.3;5510.6;8111.3;-2600.7;55872.8;-11085.6;-2971.8;41815.4;15016.6;26798.8
28;Alle ondernemingen;Alle ondernemingen;Winstgevend;1998;117916;517188.5;13276.1;145368.7;96715.9;49270.3;45603.2;123466.2;43489.4;207376.7;8015.0;7167.8;35301.4;95636.1;163692.1;574188.9;-89164.9;-19963.8;-425425.7;39634.5;8328.0;11530.9;5056.2;-9063.8;804.7;9442.4;12503.0;-3060.6;57404.8;-10932.8;-2403.1;44068.9;21707.5;22361.4
29;Alle ondernemingen;Alle ondernemingen;Winstgevend;1999;121651;585351.1;14872.5;153101.9;114479.2;59464.6;47885.2;147554.9;47994.2;239180.1;10463.7;7612.8;39272.8;109804.6;179017.7;598618.1;-96094.9;-21911.5;-439806.8;40804.9;14109.0;16560.1;6068.6;-9830.7;1311.0;8370.8;13107.1;-4736.4;63284.8;-11644.1;-3018.9;48621.7;18411.3;30210.4
30;Alle ondernemingen;Alle ondernemingen;Winstgevend;2000;121432;687268.5;18243.8;155764.6;145997.9;79051.7;50113.0;187177.4;50921.2;283961.7;14209.9;8383.4;38001.7;134452.3;208260.3;652099.8;-94990.0;-21874.2;-485532.6;49703.0;19737.4;19401.0;9044.1;-11739.4;3031.7;18394.5;23779.0;-5384.5;87835.1;-12703.1;-4379.2;70752.8;22200.2;48552.6
31;Alle ondernemingen;Alle ondernemingen;Winstgevend;2001;131581;642178.9;19835.3;145749.4;126823.6;71723.4;47768.6;179674.6;50604.4;264621.0;14568.1;9121.7;36167.1;121651.2;196050.0;635380.0;-95825.3;-20270.2;-474052.7;45231.8;16832.2;18755.5;8846.3;-11765.9;996.3;6701.2;9860.0;-3158.9;68764.9;-12491.7;-4337.8;51935.4;22442.5;29492.9
32;Alle ondernemingen;Alle ondernemingen;Winstgevend;2002;132884;616266.5;17523.1;142409.3;116356.7;55442.7;47323.5;185321.4;51888.9;246247.5;15982.1;10218.9;33560.9;108798.6;201458.7;619981.0;-93571.2;-19981.4;-462084.6;44343.8;18649.0;21032.3;7112.7;-10263.9;767.9;5163.0;8647.4;-3484.5;68155.0;-11609.6;-3537.9;53007.6;22392.0;30615.6
33;Alle ondernemingen;Nijverheid;Alle ondernemingen;1992;32918;235131.3;3086.1;74613.9;57668.3;14548.3;23443.2;49019.3;12752.1;91782.1;5304.3;1186.2;15484.8;47795.1;73578.3;229869.9;-41267.1;-10559.9;-164246.6;13796.0;1139.7;;;;;-449.4;;;14486.2;-3339.2;-1371.1;9775.9;7416.8;2359.1
34;Alle ondernemingen;Nijverheid;Alle ondernemingen;1993;34170;237012.3;3409.7;75597.6;59867.0;13820.9;21971.7;49059.2;13286.7;96905.7;5628.1;878.5;15932.3;48899.0;68769.0;225073.2;-41479.6;-10585.4;-160381.9;12626.3;904.8;;;;;681.0;;;14212.2;-3155.9;-1256.7;9799.5;6265.5;3534.0
35;Alle ondernemingen;Nijverheid;Alle ondernemingen;1994;35933;243610.2;3787.2;75797.3;62000.6;15780.3;22390.1;49623.1;14232.1;102638.0;6133.0;651.2;16943.4;48253.8;68991.2;229749.9;-41324.5;-10612.2;-163055.9;14757.3;5904.5;;;;;-879.3;2453.4;-3332.6;19782.5;-3593.1;-1373.0;14816.4;7951.0;6865.4
36;Alle ondernemingen;Nijverheid;Alle ondernemingen;1995;36329;252515.8;4911.8;77158.1;66498.0;14707.8;23129.8;50997.5;15113.1;105923.2;6346.2;498.5;18226.2;48050.1;73471.8;240397.5;-41625.3;-10813.5;-171009.8;16948.8;5815.7;8882.0;2155.9;-4981.2;-240.9;-106.0;2211.8;-2317.8;22658.5;-4538.5;-1772.6;16347.4;8574.1;7773.3
37;Alle ondernemingen;Nijverheid;Alle ondernemingen;1996;38187;271406.9;5974.6;79024.7;76463.7;17026.1;22644.3;55868.2;14405.8;114969.4;6501.7;1925.9;18226.2;52703.8;77080.2;255714.9;-42782.4;-11205.3;-183388.1;18339.1;6686.5;9377.0;2128.1;-4835.1;16.5;660.7;2449.8;-1789.2;25686.3;-5375.5;-2528.4;17782.4;9471.3;8311.1
38;Alle ondernemingen;Nijverheid;Alle ondernemingen;1997;40197;298402.0;7748.0;80925.6;86321.6;21535.7;24528.4;61524.1;15819.1;130166.1;7886.9;2057.9;18737.6;54625.9;84928.0;278349.8;-44823.3;-11668.5;-202021.4;19836.5;9344.5;11843.3;2393.9;-4950.5;57.8;3775.6;5704.6;-1929.0;32956.6;-5885.2;-2845.1;24226.3;10108.1;14118.2
39;Alle ondernemingen;Nijverheid;Alle ondernemingen;1998;41235;307632.4;10851.7;82200.7;76376.2;27441.8;25217.2;64267.6;21277.6;126136.8;7474.9;2149.9;19501.6;60456.7;91912.9;283894.1;-46461.7;-12245.2;-205810.1;19377.1;4686.0;7232.3;2798.8;-5556.3;211.2;5225.5;7592.7;-2367.3;29288.5;-5068.5;-2264.0;21956.0;14636.1;7319.9
40;Alle ondernemingen;Nijverheid;Alle ondernemingen;1999;40561;346231.6;10878.7;85484.1;88880.1;34805.6;26296.1;78675.3;21212.3;146142.2;9709.4;2063.9;22619.5;68853.2;96843.7;290655.2;-48076.1;-12811.3;-209882.5;19885.3;9054.8;11127.6;3540.7;-5992.9;379.4;3834.9;7258.0;-3423.1;32775.1;-5475.9;-2905.0;24394.1;12244.7;12149.4
41;Alle ondernemingen;Nijverheid;Alle ondernemingen;2000;39956;401679.0;14637.7;87357.0;106695.4;41206.7;28561.0;103379.5;19842.2;174949.2;11879.7;2125.2;21384.2;73159.0;118182.0;332730.9;-48788.4;-13183.1;-246200.6;24558.8;15479.5;15069.9;5382.4;-7304.3;2331.6;13714.0;16120.9;-2406.9;53752.4;-7077.1;-4406.3;42268.9;15899.8;26369.1
42;Alle ondernemingen;Nijverheid;Alle ondernemingen;2001;44636;438867.2;20670.4;89910.9;105444.0;55726.6;30158.1;113418.8;23538.6;183366.2;14114.6;2103.9;22065.0;88486.0;128731.5;348671.5;-52043.1;-14150.8;-259549.2;22928.4;8125.8;10948.0;6271.2;-8615.4;-478.0;2896.2;6542.4;-3646.2;33950.3;-5871.1;-4250.6;23828.6;15806.2;8022.4
43;Alle ondernemingen;Nijverheid;Alle ondernemingen;2002;45314;453340.4;20273.9;91715.4;105501.3;49305.0;30881.9;129549.4;26113.2;180192.7;15557.7;2230.9;21451.9;92029.5;141877.7;347141.1;-55229.7;-14374.1;-258485.7;19051.5;7373.9;11445.2;6042.5;-8181.8;-1931.9;3285.7;7012.0;-3726.3;29711.5;-5071.4;-3444.7;21195.4;12439.7;8755.7
44;Alle ondernemingen;Nijverheid;Verlieslijdend;1992;11128;50609.1;1297.3;16925.0;7098.2;6024.4;5641.1;11862.3;1760.9;11702.7;187.6;306.5;3283.6;15965.1;19163.5;47215.1;-10562.1;-2900.0;-34011.9;-258.9;-2390.0;;;;;-632.7;;;-3281.7;303.0;-71.6;-3050.2;979.0;-4029.2
45;Alle ondernemingen;Nijverheid;Verlieslijdend;1993;13327;45972.9;1345.8;16962.1;4155.2;3286.9;6693.2;11604.6;1925.2;11026.1;95.4;344.3;4130.3;12905.5;17471.4;46985.9;-11119.8;-2833.9;-33931.6;-899.4;-1325.6;;;;;-635.5;;;-2860.5;295.1;67.7;-2497.7;152.6;-2650.3
46;Alle ondernemingen;Nijverheid;Verlieslijdend;1994;12685;26456.6;1058.7;10378.0;1142.4;1209.5;4590.7;6687.1;1390.6;5168.1;68.7;61.5;2425.7;7907.0;10825.7;35106.8;-7401.5;-1769.1;-26640.2;-704.0;-817.2;;;;;-827.9;149.4;-977.3;-2349.1;270.1;103.6;-1975.3;280.8;-2256.1
47;Alle ondernemingen;Nijverheid;Verlieslijdend;1995;11175;24663.6;1249.0;9037.7;1283.6;1076.5;4272.5;6473.7;1270.7;3694.7;73.0;30.6;2103.5;8198.0;10563.9;30778.1;-6589.1;-1612.5;-23461.0;-884.5;-797.8;-127.5;155.2;-774.5;-51.0;-472.8;302.6;-775.4;-2155.0;69.7;-2.1;-2087.4;94.1;-2181.5
48;Alle ondernemingen;Nijverheid;Verlieslijdend;1996;11134;38999.6;1538.0;10294.7;8112.6;3622.3;4284.4;9250.8;1896.9;10630.1;466.8;55.4;2399.7;11228.9;14218.9;40717.9;-8251.4;-1918.7;-30862.7;-314.9;-592.4;33.9;316.2;-942.2;-0.2;-638.1;371.2;-1009.3;-1545.4;44.1;-37.7;-1538.9;352.6;-1891.5
49;Alle ondernemingen;Nijverheid;Verlieslijdend;1997;11337;25094.2;1920.8;8566.3;1663.9;2738.7;2745.6;6255.5;1203.5;4251.4;36.0;159.0;2349.5;8263.4;10034.9;28828.4;-5561.2;-1372.2;-22388.2;-493.2;-644.7;-71.0;198.8;-677.7;-94.9;-281.5;209.3;-490.8;-1419.5;52.3;-7.9;-1375.0;76.7;-1451.7
50;Alle ondernemingen;Nijverheid;Verlieslijdend;1998;12357;23788.5;706.8;8285.3;2461.6;1233.6;2951.8;6644.3;1505.3;3822.0;47.1;95.7;2356.6;7367.2;10100.0;28604.2;-6453.4;-1503.8;-21264.9;-617.8;-691.2;-129.5;221.8;-755.2;-28.3;-484.6;185.4;-670.1;-1793.7;83.5;5.3;-1704.9;108.2;-1813.1
51;Alle ondernemingen;Nijverheid;Verlieslijdend;1999;11469;27410.9;2214.7;9111.5;2195.5;1270.1;3375.7;7636.1;1607.5;4785.3;67.6;27.6;2368.8;9038.4;11123.3;31388.1;-6699.0;-1723.2;-23475.8;-509.9;-1004.6;-353.2;144.7;-716.1;-80.0;-310.2;189.0;-499.2;-1824.8;6.1;6.2;-1812.4;334.3;-2146.7
52;Alle ondernemingen;Nijverheid;Verlieslijdend;2000;11466;30431.7;2186.6;9805.5;2338.8;1868.6;3881.4;8772.6;1578.5;3636.6;69.6;24.2;2476.5;10357.7;13867.0;35515.6;-7836.7;-1757.6;-26381.4;-460.1;-1107.4;-277.7;274.1;-1019.3;-84.4;-572.3;286.4;-858.7;-2139.8;69.5;11.7;-2058.6;306.6;-2365.2
53;Alle ondernemingen;Nijverheid;Verlieslijdend;2001;14136;84294.6;6549.1;15317.0;15995.0;16973.7;7302.3;18504.1;3653.3;28675.8;132.8;278.5;4767.1;21910.4;28530.0;66559.6;-12373.0;-3131.2;-52174.2;-1118.8;-4347.1;-2547.3;825.3;-1887.7;-737.3;-1280.9;434.5;-1715.4;-6746.8;431.3;1.0;-6314.5;851.4;-7165.9
54;Alle ondernemingen;Nijverheid;Verlieslijdend;2002;15446;105724.5;9771.1;19623.9;23011.6;16633.7;8189.4;23114.7;5379.9;35894.5;126.4;28.2;5098.3;33160.8;31416.2;83502.5;-15978.6;-3959.5;-64685.7;-1121.4;-7967.0;-4478.4;1079.6;-2457.5;-2110.7;-594.5;904.7;-1499.2;-9683.0;403.2;18.4;-9261.3;956.4;-10217.7
55;Alle ondernemingen;Nijverheid;Winstgevend;1992;21790;184522.2;1788.8;57688.8;50570.1;8523.9;17802.1;37157.0;10991.2;80079.4;5116.8;879.6;12201.1;31830.0;54414.8;182654.9;-30705.0;-7659.9;-130234.7;14054.9;3529.7;;;;;183.3;;;17767.9;-3642.2;-1299.5;12826.1;6437.7;6388.4
56;Alle ondernemingen;Nijverheid;Winstgevend;1993;20844;191039.4;2063.9;58635.5;55711.8;10534.0;15278.5;37454.6;11361.4;85879.6;5532.7;534.2;11802.0;35993.5;51297.6;178087.3;-30359.8;-7751.6;-126450.3;13525.7;2230.4;;;;;1316.6;;;17072.7;-3451.0;-1324.4;12297.2;6112.8;6184.4
57;Alle ondernemingen;Nijverheid;Winstgevend;1994;23248;217153.6;2728.6;65419.4;60858.2;14570.9;17799.4;42936.1;12841.4;97469.9;6064.3;589.8;14517.7;40346.8;58165.4;194643.2;-33923.0;-8843.1;-136415.8;15461.3;6721.7;;;;;-51.4;2303.9;-2355.3;22131.6;-3863.3;-1476.6;16791.7;7670.2;9121.5
58;Alle ondernemingen;Nijverheid;Winstgevend;1995;25154;227852.3;3662.8;68120.4;65214.4;13631.3;18857.3;44523.8;13842.3;102228.5;6273.2;467.9;16122.7;39852.1;62907.9;209619.4;-35036.3;-9201.0;-147548.9;17833.3;6613.5;9009.4;2000.6;-4206.7;-189.9;366.7;1909.1;-1542.4;24813.5;-4608.2;-1770.5;18434.8;8480.1;9954.7
59;Alle ondernemingen;Nijverheid;Winstgevend;1996;27053;232407.3;4436.6;68730.1;68351.1;13403.8;18359.9;46617.3;12508.9;104339.3;6034.9;1870.6;15826.5;41474.9;62861.3;214997.0;-34530.9;-9286.6;-152525.4;18654.0;7278.9;9343.2;1812.0;-3892.9;16.7;1298.8;2078.7;-779.9;27231.7;-5419.6;-2490.7;19321.3;9118.7;10202.6
60;Alle ondernemingen;Nijverheid;Winstgevend;1997;28860;273307.8;5827.3;72359.2;84657.7;18797.0;21782.7;55268.6;14615.7;125914.7;7850.9;1898.9;16388.1;46362.5;74893.0;249521.4;-39262.1;-10296.4;-179633.2;20329.7;9989.2;11914.3;2195.1;-4272.8;152.6;4057.1;5495.3;-1438.2;34376.1;-5937.5;-2837.3;25601.3;10031.4;15569.9
61;Alle ondernemingen;Nijverheid;Winstgevend;1998;28878;283843.9;10144.9;73915.4;73914.7;26208.3;22265.4;57623.3;19772.3;122314.8;7427.8;2054.1;17145.0;53089.5;81812.9;255289.9;-40008.3;-10741.5;-184545.2;19994.9;5377.2;7361.8;2577.1;-4801.2;239.5;5710.1;7407.3;-1697.2;31082.2;-5152.0;-2269.3;23660.9;14528.0;9132.9
62;Alle ondernemingen;Nijverheid;Winstgevend;1999;29092;318820.7;8664.0;76372.6;86684.6;33535.5;22920.4;71039.2;19604.8;141356.9;9641.8;2036.3;20250.7;59814.8;85720.3;259267.1;-41377.1;-11088.1;-186406.7;20395.3;10059.4;11480.8;3396.0;-5276.8;459.4;4145.1;7069.0;-2923.9;34599.9;-5482.0;-2911.3;26206.6;11910.4;14296.2
63;Alle ondernemingen;Nijverheid;Winstgevend;2000;28491;371247.3;12451.1;77551.5;104356.7;39338.2;24679.6;94606.9;18263.7;171312.6;11810.1;2101.0;18907.7;62801.2;104315.0;297215.3;-40951.6;-11425.5;-219819.2;25018.9;16586.9;15347.6;5108.2;-6285.0;2416.1;14286.4;15834.6;-1548.2;55892.2;-7146.7;-4418.0;44327.5;15593.2;28734.3
