ID;Geslacht;TypeZelfstandige;SociaaleconomischePositieJaarEerder;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StartendeZelfstandigen_1
0;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2008;262.3
1;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2009;241.6
2;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2010;220.8
3;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2011;215.5
4;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2012;205.6
5;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2013;215.3
6;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2014;217.9
7;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2015;226.0
8;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A-U Alle economische activiteiten;2016;218.4
9;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2008;3.5
10;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2009;3.6
11;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2010;3.5
12;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2011;5.1
13;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2012;3.5
14;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2013;3.7
15;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2014;3.7
16;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2015;4.3
17;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2016;4.1
18;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2008;0.0
19;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2009;0.0
20;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2010;0.0
21;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2011;0.0
22;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2012;0.0
23;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2013;0.0
24;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2014;0.0
25;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2015;0.0
26;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;B Delfstoffenwinning;2016;0.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2008;3.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2009;2.4
29;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2010;3.2
30;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2011;3.7
31;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2012;3.2
32;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2013;3.2
33;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2014;3.5
34;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2015;4.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;C Industrie;2016;4.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2008;0.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2009;0.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2010;0.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2011;0.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2012;0.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2013;0.1
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2014;0.1
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2015;0.2
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;D Energievoorziening;2016;0.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2008;0.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2009;0.1
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2010;0.1
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2011;0.1
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2012;0.1
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2013;0.1
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2014;0.1
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2015;0.2
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2016;0.1
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2008;11.6
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2009;9.2
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2010;10.7
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2011;11.8
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2012;10.5
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2013;10.7
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2014;12.4
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2015;13.8
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2016;13.3
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2008;13.3
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2009;13.1
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2010;16.6
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2011;18.4
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2012;16.3
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2013;16.5
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2014;18.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2015;19.5
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2016;18.3
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2008;4.7
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2009;4.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2010;4.8
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2011;4.9
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2012;5.1
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2013;4.2
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2014;4.8
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2015;5.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2016;6.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2008;4.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2009;4.6
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2010;5.3
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2011;5.6
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2012;5.4
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2013;5.5
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2014;6.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2015;6.5
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2016;6.6
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2008;4.8
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2009;4.8
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2010;6.4
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2011;7.2
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2012;6.9
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2013;6.4
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2014;6.7
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2015;8.8
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2016;8.3
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;K Financiële dienstverlening;2008;7.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;K Financiële dienstverlening;2009;5.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;K Financiële dienstverlening;2010;5.9
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;K Financiële dienstverlening;2011;5.5
