ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Naam_47;Code_48;Naam_49;Code_50;Naam_51;Code_52;Omschrijving_53;Code_54;Omschrijving_55;Inwonertal_56;Omgevingsadressendichtheid_57
91;De Fryske Marren;GM1940    ;De Fryske Marren                                  ;Fryske Marren De                                  ;AM02      ;Friesland                                         ;AR05      ;Noord-Nederland                                   ;.         ;.                                                 ;CR05      ;Zuidwest-Friesland                                ;CS050     ;Zuidwest-Friesland                                ;CP0500    ;Zuidwest-Friesland                                ;GG7206    ;GGD Fryslân                                       ;JZ02      ;Friesland (Fryslân)                               ;KK42      ;Noord                                             ;LB2102    ;Weidestreek in Friesland                          ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;PV21      ;Fryslân                                           ;.         ;.                                                 ;ES02      ;Friesland                                         ;MC05      ;Zuid-West Friesland                               ;RA0103    ;Friesland                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0201    ;Friesland                                         ;TR05      ;Meren in Groningen, Friesland en Noordwest-Overijs;TG02      ;Watersportgebieden                                ;VT04      ;Friesland                                         ;VR02      ;Fryslân                                           ;ZK08      ;Friesland                                         ;5;50 000 tot 100 000 inwoners                       ;4;Weinig stedelijk         ;52234;543
92;Geertruidenberg;GM0779    ;Geertruidenberg                                   ;Geertruidenberg                                   ;AM25      ;West-Brabant                                      ;AR11      ;Zeeland-West-Brabant                              ;.         ;.                                                 ;CR33      ;West-Noord-Brabant                                ;CS330     ;West-Noord-Brabant                                ;CP3300    ;West-Noord-Brabant                                ;GG5206    ;GGD West-Brabant                                  ;JZ34      ;West Brabant Oost                                 ;KK44      ;Zuid                                              ;LB3002    ;Westelijke Langstraat                             ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;.         ;.                                                 ;ES28      ;West-Brabant                                      ;MC34      ;West-Brabant                                      ;RA1323    ;West-Brabant                                      ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2801    ;West-Brabant                                      ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT21      ;West-brabant                                      ;VR20      ;Midden- en West-Brabant                           ;ZK25      ;West-Brabant                                      ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;21948;1149
93;Geldrop-Mierlo;GM1771    ;Geldrop-Mierlo                                    ;Geldrop+Mierlo                                    ;AM32      ;Helmond-De Peel                                   ;AR10      ;Oost-Brabant                                      ;.         ;.                                                 ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;JZ39      ;Zuidoost-Brabant                                  ;KK44      ;Zuid                                              ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;.         ;.                                                 ;ES26      ;Metropoolregio Eindhoven                          ;MC37      ;Zuidoost-Brabant                                  ;RA1326    ;Zuidoost-Brabant                                  ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2601    ;Metropoolregio Eindhoven                          ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT27      ;Oost-Brabant                                      ;VR22      ;Brabant-Zuidoost                                  ;ZK30      ;Zuidoost-Brabant                                  ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;40765;1399
94;Gemert-Bakel;GM1652    ;Gemert-Bakel                                      ;Gemert+Bakel                                      ;AM32      ;Helmond-De Peel                                   ;AR10      ;Oost-Brabant                                      ;.         ;.                                                 ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;JZ39      ;Zuidoost-Brabant                                  ;KK44      ;Zuid                                              ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;.         ;.                                                 ;ES26      ;Metropoolregio Eindhoven                          ;MC37      ;Zuidoost-Brabant                                  ;RA1326    ;Zuidoost-Brabant                                  ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2601    ;Metropoolregio Eindhoven                          ;TR14      ;Oost-Brabant, Noord- en Midden-Limburg, Nijmegen  ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT27      ;Oost-Brabant                                      ;VR22      ;Brabant-Zuidoost                                  ;ZK30      ;Zuidoost-Brabant                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;31534;796
95;Gennep;GM0907    ;Gennep                                            ;Gennep                                            ;AM29      ;Noord-Limburg                                     ;AR09      ;Limburg                                           ;.         ;.                                                 ;CR37      ;Noord-Limburg                                     ;CS370     ;Noord-Limburg                                     ;CP3700    ;Noord-Limburg                                     ;GG6011    ;GGD Limburg-Noord                                 ;JZ37      ;Noord-Limburg                                     ;KK44      ;Zuid                                              ;LB3101    ;Noord-Limburg                                     ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV31      ;Limburg                                           ;.         ;.                                                 ;ES29      ;Noord- en Midden-Limburg                          ;MC38      ;Gewest Limburg-Noord                              ;RA1427    ;Noord- en Midden-Limburg                          ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2901    ;Noord- en Midden-Limburg                          ;TR14      ;Oost-Brabant, Noord- en Midden-Limburg, Nijmegen  ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT13      ;Noord- en Midden Limburg                          ;VR23      ;Limburg-Noord                                     ;ZK16      ;Nijmegen                                          ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;17783;666
96;Gilze en Rijen;GM0784    ;Gilze en Rijen                                    ;Gilze en Rijen                                    ;AM26      ;Midden-Brabant                                    ;AR11      ;Zeeland-West-Brabant                              ;.         ;.                                                 ;CR34      ;Midden-Noord-Brabant                              ;CS340     ;Midden-Noord-Brabant                              ;CP3400    ;Midden-Noord-Brabant                              ;GG5406    ;GGD Hart voor Brabant                             ;JZ35      ;Midden-Brabant (Hart van Brabant)                 ;KK44      ;Zuid                                              ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;.         ;.                                                 ;ES25      ;Hart van Brabant                                  ;MC35      ;Midden-Brabant                                    ;RA1324    ;Midden-Brabant                                    ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2501    ;Hart van Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT15      ;Midden-Brabant                                    ;VR20      ;Midden- en West-Brabant                           ;ZK12      ;Midden-Brabant                                    ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;28611;1109
97;Goeree-Overflakkee;GM1924    ;Goeree-Overflakkee                                ;Goeree+Overflakkee                                ;AM22      ;Rijnmond                                          ;AR08      ;Rotterdam                                         ;.         ;.                                                 ;CR29      ;Groot-Rijnmond                                    ;CS292     ;Overig Groot-Rijnmond                             ;CP2920    ;Overig Groot-Rijnmond                             ;GG4607    ;GGD Rotterdam-Rijnmond                            ;JZ29      ;Rijnmond                                          ;KK45      ;Zuidwest                                          ;LB2803    ;Goeree-Overflakkee                                ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;.         ;.                                                 ;ES19      ;Goeree-Overflakkee                                ;MC29      ;Rijnmond                                          ;RA0919    ;Rijnmond                                          ;RT13      ;Gerechtshof Den Haag                              ;ET1901    ;Goeree-Overflakkee                                ;TR02      ;Noordzeebadplaatsen                               ;TG01      ;Kust                                              ;VT18      ;Rotterdam-Rijnmond                                ;VR17      ;Rotterdam-Rijnmond                                ;ZK29      ;Zuid-Hollandse Eilanden                           ;5;50 000 tot 100 000 inwoners                       ;4;Weinig stedelijk         ;52208;652
98;Goes;GM0664    ;Goes                                              ;Goes                                              ;AM24      ;Zeeland                                           ;AR11      ;Zeeland-West-Brabant                              ;.         ;.                                                 ;CR32      ;Overig Zeeland                                    ;CS320     ;Overig Zeeland                                    ;CP3200    ;Overig Zeeland                                    ;GG5006    ;GGD Zeeland                                       ;JZ38      ;Zeeland                                           ;KK45      ;Zuidwest                                          ;LB2902    ;Walcheren en Zuid-Beveland                        ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;PV29      ;Zeeland                                           ;.         ;.                                                 ;ES24      ;Zeeland                                           ;MC31      ;Oosterschelde regio                               ;RA1222    ;Zeeland                                           ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2401    ;Zeeland                                           ;TR04      ;Deltagebied                                       ;TG02      ;Watersportgebieden                                ;VT23      ;Zeeland                                           ;VR19      ;Zeeland                                           ;ZK27      ;Zeeland                                           ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;40125;1394
99;Goirle;GM0785    ;Goirle                                            ;Goirle                                            ;AM26      ;Midden-Brabant                                    ;AR11      ;Zeeland-West-Brabant                              ;.         ;.                                                 ;CR34      ;Midden-Noord-Brabant                              ;CS340     ;Midden-Noord-Brabant                              ;CP3400    ;Midden-Noord-Brabant                              ;GG5406    ;GGD Hart voor Brabant                             ;JZ35      ;Midden-Brabant (Hart van Brabant)                 ;KK44      ;Zuid                                              ;LB3007    ;De Kempen                                         ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;.         ;.                                                 ;ES25      ;Hart van Brabant                                  ;MC35      ;Midden-Brabant                                    ;RA1324    ;Midden-Brabant                                    ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2501    ;Hart van Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT15      ;Midden-Brabant                                    ;VR20      ;Midden- en West-Brabant                           ;ZK12      ;Midden-Brabant                                    ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;24461;1215
100;Gooise Meren;GM1942    ;Gooise Meren                                      ;Gooise Meren                                      ;AM12      ;Gooi en Vechtstreek                               ;AR04      ;Midden-Nederland                                  ;.         ;.                                                 ;CR24      ;Het Gooi en Vechtstreek                           ;CS240     ;Het Gooi en Vechtstreek                           ;CP2400    ;Het Gooi en Vechtstreek                           ;GG3606    ;GGD Gooi en Vechtstreek                           ;JZ16      ;Gooi en Vechtstreek                               ;KK41      ;Noordwest                                         ;LB2707    ;'t Gein en Gooiland                               ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;PV27      ;Noord-Holland                                     ;.         ;.                                                 ;ES16      ;Noord-Holland Zuid                                ;MC20      ;Gooi en Vechtstreek                               ;RA0511    ;Gooi- en Vechtstreek                              ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1604    ;Gooi en Vechtstreek                               ;TR07      ;Utrechtse Heuvelrug en 't Gooi                    ;TG03      ;Bos en Heide Midden-Nederland                     ;VT07      ;Gooi en Vechtstreek                               ;VR14      ;Gooi en Vechtstreek                               ;ZK21      ;'t Gooi                                           ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;61015;1905
101;Gorinchem;GM0512    ;Gorinchem                                         ;Gorinchem                                         ;AM35      ;Gorinchem                                         ;AR08      ;Rotterdam                                         ;.         ;.                                                 ;CR30      ;Zuidoost-Zuid-Holland                             ;CS300     ;Zuidoost-Zuid-Holland                             ;CP3002    ;Overig Zuidoost-Zuid-Holland                      ;GG4816    ;Dienst Gezondheid & Jeugd ZHZ                     ;JZ31      ;Zuid-Holland Zuid                                 ;KK45      ;Zuidwest                                          ;LB2807    ;Alblasserwaard en Vijfherenlanden                 ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;.         ;.                                                 ;ES17      ;Alblasserwaard                                    ;MC30      ;Zuid-Holland-Zuid                                 ;RA1121    ;Zuid-Holland Zuid                                 ;RT13      ;Gerechtshof Den Haag                              ;ET1701    ;Alblasserwaard                                    ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT24      ;Zuid-Holland-Zuid                                 ;VR18      ;Zuid-Holland-Zuid                                 ;ZK24      ;Waardenland                                       ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;38852;1768
102;Gouda;GM0513    ;Gouda                                             ;Gouda                                             ;AM20      ;Midden-Holland                                    ;AR07      ;Den Haag                                          ;.         ;.                                                 ;CR28      ;Oost-Zuid-Holland                                 ;CS280     ;Oost-Zuid-Holland                                 ;CP2800    ;Oost-Zuid-Holland                                 ;GG4506    ;GGD Hollands-Midden                               ;JZ27      ;Midden Holland                                    ;KK45      ;Zuidwest                                          ;LB2806    ;Krimpenerwaard en Oostelijk Rijnland              ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;.         ;.                                                 ;ES22      ;Midden-Holland                                    ;MC27      ;Zuid-Holland-Oost                                 ;RA0818    ;Rijn Gouwe                                        ;RT13      ;Gerechtshof Den Haag                              ;ET2201    ;Midden-Holland                                    ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT10      ;Hollands-Midden                                   ;VR16      ;Hollands-Midden                                   ;ZK13      ;Midden-Holland                                    ;5;50 000 tot 100 000 inwoners                       ;1;Zeer sterk stedelijk     ;76536;2591
103;'s-Gravenhage (gemeente);GM0518    ;'s-Gravenhage                                     ;Gravenhage 's-                                    ;AM21      ;Haaglanden                                        ;AR07      ;Den Haag                                          ;.         ;.                                                 ;CR26      ;Agglomeratie 's-Gravenhage                        ;CS260     ;Agglomeratie 's-Gravenhage                        ;CP2601    ;Agglomeratie 's-Gravenhage exclusief Zoetermeer   ;GG7014    ;GGD Haaglanden                                    ;JZ24      ;Haaglanden                                        ;KK45      ;Zuidwest                                          ;LB2809    ;Westland en Zuidhollandse Droogmakerijen          ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;.         ;.                                                 ;ES23      ;Rotterdam/Den Haag                                ;MC28      ;Haaglanden/Westland                               ;RA1020    ;Haaglanden en Nieuwe Waterweg Noord               ;RT13      ;Gerechtshof Den Haag                              ;ET2301    ;Rotterdam/Den Haag                                ;TR16      ;4 grote steden exclusief Noordzeebadplaatsen      ;TG06      ;Overig Nederland                                  ;VT09      ;Haaglanden                                        ;VR15      ;Haaglanden                                        ;ZK10      ;Haaglanden                                        ;8;250 000 inwoners of meer                          ;1;Zeer sterk stedelijk     ;568419;5076
104;Groningen (gemeente);GM0014    ;Groningen                                         ;Groningen                                         ;AM01      ;Groningen                                         ;AR05      ;Noord-Nederland                                   ;.         ;.                                                 ;CR03      ;Overig Groningen                                  ;CS030     ;Overig Groningen                                  ;CP0300    ;Overig Groningen                                  ;GG0111    ;GGD Groningen                                     ;JZ01      ;Groningen                                         ;KK42      ;Noord                                             ;LB2002    ;Centraal Weidegebied in Groningen                 ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;.         ;.                                                 ;ES01      ;Groningen                                         ;MC03      ;Centraal en Westelijk Groningen                   ;RA0101    ;Groningen                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0101    ;Groningen                                         ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT08      ;Groningen                                         ;VR01      ;Groningen                                         ;ZK09      ;Groningen                                         ;7;150 000 tot 250 000 inwoners                      ;1;Zeer sterk stedelijk     ;244807;3487
105;Gulpen-Wittem;GM1729    ;Gulpen-Wittem                                     ;Gulpen+Wittem                                     ;AM30      ;Zuid-Limburg                                      ;AR09      ;Limburg                                           ;.         ;.                                                 ;CR39      ;Zuid-Limburg                                      ;CS390     ;Zuid-Limburg                                      ;CP3900    ;Zuid-Limburg                                      ;GG6106    ;GGD Zuid-Limburg                                  ;JZ41      ;Zuid-Limburg                                      ;KK44      ;Zuid                                              ;LB3102    ;Zuid-Limburg                                      ;LG14      ;Zuid-Limburg                                      ;LD04      ;Zuid-Nederland                                    ;PV31      ;Limburg                                           ;.         ;.                                                 ;ES30      ;Zuid-Limburg                                      ;MC39      ;Gewest Zuid-Limburg                               ;RA1428    ;Zuid-Limburg                                      ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET3002    ;Maastricht Heuvelland                             ;TR15      ;Zuid-Limburg                                      ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT25      ;Zuid-Limburg                                      ;VR24      ;Limburg-Zuid                                      ;ZK31      ;Zuid-Limburg                                      ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;14016;286
106;Haaksbergen;GM0158    ;Haaksbergen                                       ;Haaksbergen                                       ;AM05      ;Twente                                            ;AR06      ;Overijssel                                        ;.         ;.                                                 ;CR12      ;Twente                                            ;CS120     ;Twente                                            ;CP1200    ;Twente                                            ;GG1106    ;GGD Twente                                        ;JZ14      ;Twente                                            ;KK43      ;Oost                                              ;LB2303    ;Twente                                            ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;.         ;.                                                 ;ES04      ;Twente                                            ;MC12      ;Twente                                            ;RA0205    ;Twente                                            ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0401    ;Twente                                            ;TR11      ;Twente, Salland en Vechtstreek                    ;TG04      ;Bos en Heide Noordoost-Nederland                  ;VT19      ;Twente                                            ;VR05      ;Twente                                            ;ZK22      ;Twente                                            ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;24223;1048
107;Haarlem;GM0392    ;Haarlem                                           ;Haarlem                                           ;AM37      ;Zuid-Kennemerland en IJmond                       ;AR02      ;Noord-Holland                                     ;.         ;.                                                 ;CR21      ;Agglomeratie Haarlem                              ;CS210     ;Agglomeratie Haarlem                              ;CP2100    ;Agglomeratie Haarlem                              ;GG3109    ;GGD Kennemerland                                  ;JZ11      ;Zuid Kennemerland                                 ;KK41      ;Noordwest                                         ;LB2708    ;Kennemerland                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;PV27      ;Noord-Holland                                     ;.         ;.                                                 ;ES16      ;Noord-Holland Zuid                                ;MC25      ;Zuid-Kennemerland en IJmond                       ;RA0717    ;Amstelland, Kennemerland en Meerlanden            ;RT11      ;Gerechtshof Amsterdam                             ;ET1602    ;IJmond-Zuid-Kennemerland                          ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT12      ;Kennemerland                                      ;VR12      ;Kennemerland                                      ;ZK11      ;Kennemerland                                      ;7;150 000 tot 250 000 inwoners                      ;1;Zeer sterk stedelijk     ;168655;3738
108;Haarlemmermeer;GM0394    ;Haarlemmermeer                                    ;Haarlemmermeer                                    ;AM18      ;Groot Amsterdam                                   ;AR02      ;Noord-Holland                                     ;.         ;.                                                 ;CR23      ;Groot-Amsterdam                                   ;CS232     ;Overig Groot-Amsterdam                            ;CP2323    ;Haarlemmermeer en omgeving                        ;GG3109    ;GGD Kennemerland                                  ;JZ15      ;Haarlemmermeer                                    ;KK41      ;Noordwest                                         ;LB2702    ;Haarlemmermeer                                    ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;PV27      ;Noord-Holland                                     ;.         ;.                                                 ;ES16      ;Noord-Holland Zuid                                ;MC21      ;Agglomeratie Amsterdam                            ;RA0717    ;Amstelland, Kennemerland en Meerlanden            ;RT11      ;Gerechtshof Amsterdam                             ;ET1605    ;Haarlemmermeer                                    ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT12      ;Kennemerland                                      ;VR12      ;Kennemerland                                      ;ZK01      ;Amstelland en De Meerlanden                       ;7;150 000 tot 250 000 inwoners                      ;2;Sterk stedelijk          ;165220;1558
109;Halderberge;GM1655    ;Halderberge                                       ;Halderberge                                       ;AM25      ;West-Brabant                                      ;AR11      ;Zeeland-West-Brabant                              ;.         ;.                                                 ;CR33      ;West-Noord-Brabant                                ;CS330     ;West-Noord-Brabant                                ;CP3300    ;West-Noord-Brabant                                ;GG5206    ;GGD West-Brabant                                  ;JZ36      ;West Brabant West                                 ;KK44      ;Zuid                                              ;LB3005    ;Westelijke Zandgronden                            ;LG12      ;Zuidwest-Brabant                                  ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;.         ;.                                                 ;ES28      ;West-Brabant                                      ;MC34      ;West-Brabant                                      ;RA1323    ;West-Brabant                                      ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2801    ;West-Brabant                                      ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT21      ;West-brabant                                      ;VR20      ;Midden- en West-Brabant                           ;ZK25      ;West-Brabant                                      ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;31351;768
110;Hardenberg;GM0160    ;Hardenberg                                        ;Hardenberg                                        ;AM36      ;Regio Zwolle                                      ;AR06      ;Overijssel                                        ;.         ;.                                                 ;CR10      ;Noord-Overijssel                                  ;CS100     ;Noord-Overijssel                                  ;CP1000    ;Noord-Overijssel                                  ;GG1009    ;GGD IJsselland                                    ;JZ07      ;IJsselland                                        ;KK43      ;Oost                                              ;LB2302    ;Noordoost-Overijssel                              ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;.         ;.                                                 ;ES05      ;West-Overijssel                                   ;MC10      ;IJssel-Vecht                                      ;RA0204    ;Regio Zwolle                                      ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0501    ;West-Overijssel                                   ;TR11      ;Twente, Salland en Vechtstreek                    ;TG04      ;Bos en Heide Noordoost-Nederland                  ;VT11      ;IJsselland                                        ;VR04      ;IJsselland                                        ;ZK32      ;Zwolle                                            ;5;50 000 tot 100 000 inwoners                       ;4;Weinig stedelijk         ;63423;588
111;Harderwijk;GM0243    ;Harderwijk                                        ;Harderwijk                                        ;AM06      ;Veluwe Stedendriehoek                             ;AR03      ;Gelderland                                        ;.         ;.                                                 ;CR13      ;Veluwe                                            ;CS130     ;Veluwe                                            ;CP1300    ;Veluwe                                            ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;JZ12      ;Noord-Veluwe                                      ;KK43      ;Oost                                              ;LB2507    ;Westelijke Veluwe                                 ;LG05      ;Centraal Veehouderijgebied                        ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;.         ;.                                                 ;ES10      ;Noord-Veluwe                                      ;MC17      ;Noordwest-Veluwe                                  ;RA0206    ;Stedendriehoek & Noord-Veluwe                     ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1001    ;Noord-Veluwe                                      ;TR03      ;IJsselmeerkust                                    ;TG02      ;Watersportgebieden                                ;VT14      ;Noord- en Oost-Gelderland                         ;VR06      ;Noord- en Oost-Gelderland                         ;ZK32      ;Zwolle                                            ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;50070;1623
112;Hardinxveld-Giessendam;GM0523    ;Hardinxveld-Giessendam                            ;Hardinxveld+Giessendam                            ;AM23      ;Drechtsteden                                      ;AR08      ;Rotterdam                                         ;.         ;.                                                 ;CR30      ;Zuidoost-Zuid-Holland                             ;CS300     ;Zuidoost-Zuid-Holland                             ;CP3001    ;Drechtsteden                                      ;GG4816    ;Dienst Gezondheid & Jeugd ZHZ                     ;JZ31      ;Zuid-Holland Zuid                                 ;KK45      ;Zuidwest                                          ;LB2807    ;Alblasserwaard en Vijfherenlanden                 ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;.         ;.                                                 ;ES18      ;Drechtsteden                                      ;MC30      ;Zuid-Holland-Zuid                                 ;RA1121    ;Zuid-Holland Zuid                                 ;RT13      ;Gerechtshof Den Haag                              ;ET1801    ;Drechtsteden                                      ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT24      ;Zuid-Holland-Zuid                                 ;VR18      ;Zuid-Holland-Zuid                                 ;ZK24      ;Waardenland                                       ;3;10 000 tot 20 000 inwoners                        ;3;Matig stedelijk          ;19126;1006
113;Harlingen;GM0072    ;Harlingen                                         ;Harlingen                                         ;AM02      ;Friesland                                         ;AR05      ;Noord-Nederland                                   ;.         ;.                                                 ;CR04      ;Noord-Friesland                                   ;CS040     ;Noord-Friesland                                   ;CP0400    ;Noord-Friesland                                   ;GG7206    ;GGD Fryslân                                       ;JZ02      ;Friesland (Fryslân)                               ;KK42      ;Noord                                             ;LB2101    ;Noordelijk Friesland                              ;LG01      ;Bouwhoek en Hogeland                              ;LD01      ;Noord-Nederland                                   ;PV21      ;Fryslân                                           ;.         ;.                                                 ;ES02      ;Friesland                                         ;MC04      ;Friesland Noord                                   ;RA0103    ;Friesland                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0201    ;Friesland                                         ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT04      ;Friesland                                         ;VR02      ;Fryslân                                           ;ZK08      ;Friesland                                         ;3;10 000 tot 20 000 inwoners                        ;3;Matig stedelijk          ;16210;1096
114;Hattem;GM0244    ;Hattem                                            ;Hattem                                            ;AM36      ;Regio Zwolle                                      ;AR03      ;Gelderland                                        ;.         ;.                                                 ;CR13      ;Veluwe                                            ;CS130     ;Veluwe                                            ;CP1300    ;Veluwe                                            ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;JZ17      ;Midden IJssel / Oost Veluwe                       ;KK43      ;Oost                                              ;LB2501    ;Oostelijke Veluwe                                 ;LG05      ;Centraal Veehouderijgebied                        ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;.         ;.                                                 ;ES10      ;Noord-Veluwe                                      ;MC10      ;IJssel-Vecht                                      ;RA0206    ;Stedendriehoek & Noord-Veluwe                     ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1001    ;Noord-Veluwe                                      ;TR08      ;Veluwe en Veluwerand                              ;TG03      ;Bos en Heide Midden-Nederland                     ;VT14      ;Noord- en Oost-Gelderland                         ;VR06      ;Noord- en Oost-Gelderland                         ;ZK32      ;Zwolle                                            ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;12744;843
