ID;Geslacht;Leeftijd;Uitkeringskenmerken;Perioden;Arbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WajongUitkeringen_3;WAZUitkeringen_4
0;Mannen en vrouwen;0;0;1998;906840.0;728700.0;119380.0;58760.0
1;Mannen en vrouwen;0;0;1999;925900.0;745650.0;123560.0;56680.0
2;Mannen en vrouwen;0;0;2000;956980.0;772000.0;127350.0;57630.0
3;Mannen en vrouwen;0;0;2001;981210.0;793660.0;130480.0;57080.0
4;Mannen en vrouwen;0;0;2002;992800.0;801520.0;134230.0;57050.0
5;Mannen en vrouwen;0;0;2003;981750.0;787100.0;138000.0;56650.0
6;Mannen en vrouwen;0;0;2004;960570.0;762650.0;142380.0;55530.0
7;Mannen en vrouwen;0;0;2005;899310.0;699990.0;147020.0;52300.0
8;Mannen en vrouwen;0;0;2006;844340.0;641830.0;155530.0;46980.0
9;Mannen en vrouwen;0;0;2007;808190.0;598870.0;166550.0;42770.0
10;Mannen en vrouwen;0;0;2008;778030.0;561150.0;178170.0;38710.0
11;Mannen en vrouwen;0;0;2009;751310.0;524950.0;191700.0;34660.0
12;Mannen en vrouwen;0;1;1998;240970.0;214020.0;2870.0;24090.0
13;Mannen en vrouwen;0;1;1999;245410.0;220100.0;2540.0;22780.0
14;Mannen en vrouwen;0;1;2000;258540.0;233760.0;2590.0;22190.0
15;Mannen en vrouwen;0;1;2001;275140.0;251020.0;2700.0;21420.0
16;Mannen en vrouwen;0;1;2002;284350.0;260380.0;2890.0;21080.0
17;Mannen en vrouwen;0;1;2003;283660.0;259460.0;3100.0;21100.0
18;Mannen en vrouwen;0;1;2004;279630.0;255360.0;3280.0;20980.0
19;Mannen en vrouwen;0;1;2005;258240.0;234810.0;3320.0;20110.0
20;Mannen en vrouwen;0;1;2006;232800.0;211650.0;3310.0;17830.0
21;Mannen en vrouwen;0;1;2007;213190.0;193840.0;3310.0;16050.0
22;Mannen en vrouwen;0;1;2008;195680.0;177950.0;3440.0;14290.0
23;Mannen en vrouwen;0;1;2009;180430.0;163990.0;3780.0;12660.0
24;Mannen en vrouwen;0;2;1998;665310.0;514130.0;116510.0;34670.0
25;Mannen en vrouwen;0;2;1999;678730.0;524030.0;120990.0;33710.0
26;Mannen en vrouwen;0;2;2000;698000.0;537790.0;124760.0;35440.0
27;Mannen en vrouwen;0;2;2001;705640.0;542210.0;127770.0;35660.0
28;Mannen en vrouwen;0;2;2002;708020.0;540720.0;131340.0;35970.0
29;Mannen en vrouwen;0;2;2003;697660.0;527220.0;134910.0;35540.0
30;Mannen en vrouwen;0;2;2004;680400.0;506890.0;139100.0;34410.0
31;Mannen en vrouwen;0;2;2005;640550.0;464740.0;143710.0;32100.0
32;Mannen en vrouwen;0;2;2006;611210.0;429990.0;152210.0;29000.0
33;Mannen en vrouwen;0;2;2007;594460.0;404670.0;163250.0;26550.0
34;Mannen en vrouwen;0;2;2008;581620.0;382680.0;174720.0;24210.0
35;Mannen en vrouwen;0;2;2009;569950.0;360290.0;187920.0;21750.0
36;Mannen en vrouwen;0;4;1998;317860.0;269720.0;27810.0;20340.0
37;Mannen en vrouwen;0;4;1999;333130.0;285260.0;28690.0;19180.0
38;Mannen en vrouwen;0;4;2000;363850.0;313200.0;30250.0;20400.0
39;Mannen en vrouwen;0;4;2001;395200.0;341900.0;31650.0;21660.0
40;Mannen en vrouwen;0;4;2002;402540.0;347200.0;32840.0;22510.0
41;Mannen en vrouwen;0;4;2003;393870.0;334730.0;34600.0;24540.0
42;Mannen en vrouwen;0;4;2004;367180.0;307190.0;35360.0;24630.0
43;Mannen en vrouwen;0;4;2005;299380.0;239170.0;37700.0;22510.0
44;Mannen en vrouwen;0;4;2006;229080.0;170090.0;43010.0;15980.0
45;Mannen en vrouwen;0;4;2007;182130.0;119400.0;50860.0;11880.0
46;Mannen en vrouwen;0;4;2008;146570.0;79880.0;58510.0;8180.0
47;Mannen en vrouwen;0;4;2009;118280.0;48080.0;65630.0;4570.0
48;Mannen en vrouwen;0;5;1998;382790.0;316310.0;37970.0;28510.0
49;Mannen en vrouwen;0;5;1999;378680.0;313290.0;37830.0;27550.0
50;Mannen en vrouwen;0;5;2000;371590.0;306790.0;37750.0;27050.0
51;Mannen en vrouwen;0;5;2001;358280.0;295150.0;37920.0;25210.0
52;Mannen en vrouwen;0;5;2002;355820.0;292980.0;38660.0;24180.0
53;Mannen en vrouwen;0;5;2003;348670.0;288090.0;38880.0;21710.0
54;Mannen en vrouwen;0;5;2004;348210.0;287460.0;40440.0;20300.0
55;Mannen en vrouwen;0;5;2005;348620.0;288410.0;40900.0;19300.0
56;Mannen en vrouwen;0;5;2006;357180.0;294230.0;42440.0;20510.0
57;Mannen en vrouwen;0;5;2007;363960.0;299160.0;44230.0;20570.0
58;Mannen en vrouwen;0;5;2008;368970.0;301900.0;46720.0;20350.0
59;Mannen en vrouwen;0;5;2009;369110.0;298780.0;49880.0;20450.0
60;Mannen en vrouwen;0;6;1998;206180.0;142680.0;53600.0;9900.0
61;Mannen en vrouwen;0;6;1999;214090.0;147100.0;57040.0;9950.0
62;Mannen en vrouwen;0;6;2000;221540.0;152010.0;59350.0;10180.0
63;Mannen en vrouwen;0;6;2001;227730.0;156610.0;60910.0;10210.0
64;Mannen en vrouwen;0;6;2002;234440.0;161350.0;62720.0;10360.0
65;Mannen en vrouwen;0;6;2003;239200.0;164280.0;64530.0;10400.0
66;Mannen en vrouwen;0;6;2004;245180.0;168000.0;66580.0;10600.0
67;Mannen en vrouwen;0;6;2005;251310.0;172400.0;68420.0;10480.0
68;Mannen en vrouwen;0;6;2006;258080.0;177520.0;70070.0;10490.0
69;Mannen en vrouwen;0;6;2007;262110.0;180310.0;71470.0;10330.0
70;Mannen en vrouwen;0;6;2008;262490.0;179380.0;72940.0;10180.0
71;Mannen en vrouwen;0;6;2009;263910.0;178090.0;76200.0;9630.0
72;Mannen en vrouwen;0;8;1998;177990.0;124000.0;46060.0;7920.0
73;Mannen en vrouwen;0;8;1999;213440.0;158360.0;46850.0;8230.0
74;Mannen en vrouwen;0;8;2000;183760.0;129940.0;46060.0;7770.0
75;Mannen en vrouwen;0;8;2001;164780.0;114610.0;43490.0;6690.0
76;Mannen en vrouwen;0;8;2002;151370.0;107300.0;37820.0;6250.0
77;Mannen en vrouwen;0;8;2003;143330.0;103890.0;33160.0;6280.0
78;Mannen en vrouwen;0;8;2004;140390.0;102380.0;31340.0;6660.0
79;Mannen en vrouwen;0;8;2005;133170.0;96160.0;29860.0;7150.0
80;Mannen en vrouwen;0;8;2006;;;;
81;Mannen en vrouwen;0;8;2007;;;;
82;Mannen en vrouwen;0;8;2008;;;;
83;Mannen en vrouwen;0;8;2009;;;;
84;Mannen en vrouwen;0;9;1998;292290.0;227670.0;54710.0;9920.0
85;Mannen en vrouwen;0;9;1999;290870.0;223670.0;57770.0;9420.0
86;Mannen en vrouwen;0;9;2000;318950.0;247800.0;61370.0;9780.0
87;Mannen en vrouwen;0;9;2001;342740.0;266500.0;66080.0;10170.0
88;Mannen en vrouwen;0;9;2002;357440.0;273010.0;73880.0;10550.0
89;Mannen en vrouwen;0;9;2003;360070.0;268440.0;81030.0;10600.0
90;Mannen en vrouwen;0;9;2004;358700.0;261430.0;86810.0;10460.0
91;Mannen en vrouwen;0;9;2005;342270.0;239870.0;92580.0;9810.0
92;Mannen en vrouwen;0;9;2006;;;;
93;Mannen en vrouwen;0;9;2007;;;;
94;Mannen en vrouwen;0;9;2008;;;;
95;Mannen en vrouwen;0;9;2009;;;;
96;Mannen en vrouwen;0;Ziekten botspierstelsel;1998;264250.0;234880.0;4320.0;25050.0
97;Mannen en vrouwen;0;Ziekten botspierstelsel;1999;255000.0;226970.0;4010.0;24030.0
98;Mannen en vrouwen;0;Ziekten botspierstelsel;2000;275060.0;246520.0;4170.0;24360.0
99;Mannen en vrouwen;0;Ziekten botspierstelsel;2001;284660.0;255950.0;4410.0;24300.0
100;Mannen en vrouwen;0;Ziekten botspierstelsel;2002;289700.0;260820.0;4700.0;24190.0
101;Mannen en vrouwen;0;Ziekten botspierstelsel;2003;284070.0;255500.0;4860.0;23720.0
102;Mannen en vrouwen;0;Ziekten botspierstelsel;2004;271150.0;243630.0;4830.0;22690.0
103;Mannen en vrouwen;0;Ziekten botspierstelsel;2005;247300.0;221610.0;4750.0;20940.0
104;Mannen en vrouwen;0;Ziekten botspierstelsel;2006;;;;
105;Mannen en vrouwen;0;Ziekten botspierstelsel;2007;;;;
106;Mannen en vrouwen;0;Ziekten botspierstelsel;2008;;;;
107;Mannen en vrouwen;0;Ziekten botspierstelsel;2009;;;;
108;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;1998;56190.0;40680.0;10940.0;4570.0
109;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;1999;55400.0;39450.0;11680.0;4280.0
110;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2000;59970.0;43090.0;12370.0;4510.0
111;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2001;64880.0;47030.0;13060.0;4790.0
112;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2002;68780.0;49700.0;14200.0;4880.0
113;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2003;70720.0;50610.0;15230.0;4880.0
114;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2004;71140.0;50540.0;15680.0;4930.0
115;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2005;68460.0;47660.0;16140.0;4660.0
116;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2006;;;;
117;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2007;;;;
118;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2008;;;;
119;Mannen en vrouwen;0;Ziekten zenuwstelsel, oog en oor;2009;;;;
120;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;1998;52490.0;45410.0;1210.0;5870.0
121;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;1999;49850.0;43170.0;1180.0;5500.0
122;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2000;52430.0;45500.0;1220.0;5710.0
123;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2001;53650.0;46720.0;1260.0;5670.0
124;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2002;54680.0;47590.0;1320.0;5770.0
125;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2003;54370.0;47210.0;1380.0;5780.0
126;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2004;52790.0;45750.0;1390.0;5650.0
127;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2005;48620.0;41880.0;1370.0;5370.0
128;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2006;;;;
129;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2007;;;;
130;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2008;;;;
131;Mannen en vrouwen;0;Ziekten hart, vaatstelsel en bloed;2009;;;;
132;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;1998;17930.0;15600.0;650.0;1670.0
133;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;1999;16910.0;14740.0;660.0;1510.0
134;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2000;17660.0;15520.0;660.0;1480.0
135;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2001;18320.0;16170.0;680.0;1460.0
136;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2002;18490.0;16320.0;720.0;1450.0
137;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2003;18180.0;16020.0;710.0;1440.0
138;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2004;17490.0;15440.0;690.0;1350.0
139;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2005;15930.0;14020.0;690.0;1220.0
140;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2006;;;;
141;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2007;;;;
142;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2008;;;;
143;Mannen en vrouwen;0;Ziekten ademhalingsstelsel;2009;;;;
144;Mannen en vrouwen;0;Ziekten spijsverteringsstelsel;1998;19390.0;17260.0;660.0;1470.0
145;Mannen en vrouwen;0;Ziekten spijsverteringsstelsel;1999;18560.0;16540.0;670.0;1360.0
146;Mannen en vrouwen;0;Ziekten spijsverteringsstelsel;2000;19600.0;17540.0;690.0;1370.0
