ID;Geslacht;LeeftijdOp31December;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;Levensverwachting_4
0;Mannen;0;2012;0.00365;100000;365;79.22
1;Mannen;0;2013;0.0035;100000;350;79.41
2;Mannen;0;2014;0.00335;100000;335;79.6
3;Mannen;0;2015;0.00321;100000;321;79.79
4;Mannen;0;2016;0.00307;100000;307;79.98
5;Mannen;0;2017;0.00294;100000;294;80.17
6;Mannen;0;2018;0.00281;100000;281;80.36
7;Mannen;0;2019;0.00269;100000;269;80.54
8;Mannen;0;2020;0.00257;100000;257;80.72
9;Mannen;0;2021;0.00246;100000;246;80.91
10;Mannen;0;2022;0.00236;100000;236;81.09
11;Mannen;0;2023;0.00225;100000;225;81.27
12;Mannen;0;2024;0.00216;100000;216;81.44
13;Mannen;0;2025;0.00206;100000;206;81.62
14;Mannen;0;2026;0.00197;100000;197;81.8
15;Mannen;0;2027;0.00189;100000;189;81.97
16;Mannen;0;2028;0.0018;100000;180;82.14
17;Mannen;0;2029;0.00172;100000;172;82.32
18;Mannen;0;2030;0.00165;100000;165;82.49
19;Mannen;0;2031;0.00158;100000;158;82.66
20;Mannen;0;2032;0.00151;100000;151;82.83
21;Mannen;0;2033;0.00144;100000;144;82.99
22;Mannen;0;2034;0.00138;100000;138;83.16
23;Mannen;0;2035;0.00132;100000;132;83.32
24;Mannen;0;2036;0.00126;100000;126;83.49
25;Mannen;0;2037;0.0012;100000;120;83.65
26;Mannen;0;2038;0.00115;100000;115;83.81
27;Mannen;0;2039;0.0011;100000;110;83.97
28;Mannen;0;2040;0.00105;100000;105;84.13
29;Mannen;0;2041;0.001;100000;100;84.29
30;Mannen;0;2042;0.00096;100000;96;84.44
31;Mannen;0;2043;0.00091;100000;91;84.6
32;Mannen;0;2044;0.00087;100000;87;84.75
33;Mannen;0;2045;0.00083;100000;83;84.91
34;Mannen;0;2046;0.00079;100000;80;85.06
35;Mannen;0;2047;0.00076;100000;76;85.21
36;Mannen;0;2048;0.00072;100000;73;85.36
37;Mannen;0;2049;0.00069;100000;69;85.51
38;Mannen;0;2050;0.00066;100000;66;85.65
39;Mannen;0;2051;0.00063;100000;63;85.8
40;Mannen;0;2052;0.0006;100000;60;85.95
41;Mannen;0;2053;0.00058;100000;58;86.09
42;Mannen;0;2054;0.00055;100000;55;86.23
43;Mannen;0;2055;0.00052;100000;52;86.38
44;Mannen;0;2056;0.0005;100000;50;86.52
45;Mannen;0;2057;0.00048;100000;48;86.66
46;Mannen;0;2058;0.00046;100000;46;86.8
47;Mannen;0;2059;0.00043;100000;44;86.93
48;Mannen;0;2060;0.00041;100000;42;87.07
49;Mannen;1;2012;0.00055;99635;55;79.01
50;Mannen;1;2013;0.00053;99650;52;79.19
51;Mannen;1;2014;0.0005;99665;50;79.37
52;Mannen;1;2015;0.00048;99679;48;79.55
53;Mannen;1;2016;0.00046;99693;46;79.73
54;Mannen;1;2017;0.00044;99706;44;79.91
55;Mannen;1;2018;0.00042;99719;42;80.08
56;Mannen;1;2019;0.0004;99731;40;80.26
57;Mannen;1;2020;0.00039;99743;39;80.43
58;Mannen;1;2021;0.00037;99754;37;80.61
59;Mannen;1;2022;0.00035;99764;35;80.78
60;Mannen;1;2023;0.00034;99775;34;80.95
61;Mannen;1;2024;0.00032;99784;32;81.12
62;Mannen;1;2025;0.00031;99794;31;81.29
63;Mannen;1;2026;0.0003;99803;30;81.46
64;Mannen;1;2027;0.00028;99811;28;81.63
65;Mannen;1;2028;0.00027;99820;27;81.79
66;Mannen;1;2029;0.00026;99828;26;81.96
67;Mannen;1;2030;0.00025;99835;25;82.12
68;Mannen;1;2031;0.00024;99842;24;82.29
69;Mannen;1;2032;0.00023;99849;23;82.45
70;Mannen;1;2033;0.00022;99856;22;82.61
71;Mannen;1;2034;0.00021;99862;21;82.77
72;Mannen;1;2035;0.0002;99869;20;82.93
73;Mannen;1;2036;0.00019;99874;19;83.09
74;Mannen;1;2037;0.00018;99880;18;83.25
75;Mannen;1;2038;0.00017;99885;17;83.41
76;Mannen;1;2039;0.00017;99890;16;83.56
77;Mannen;1;2040;0.00016;99895;16;83.72
78;Mannen;1;2041;0.00015;99900;15;83.87
79;Mannen;1;2042;0.00014;99904;14;84.02
80;Mannen;1;2043;0.00014;99909;14;84.17
81;Mannen;1;2044;0.00013;99913;13;84.33
82;Mannen;1;2045;0.00013;99917;12;84.48
83;Mannen;1;2046;0.00012;99921;12;84.62
84;Mannen;1;2047;0.00011;99924;11;84.77
85;Mannen;1;2048;0.00011;99928;11;84.92
