ID;Geslacht;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Regiokenmerken;Perioden;TotaalDeelnemers_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
0;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1990/'91;;;;;;;;;;
1;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1991/'92;;;;;;;;;;
2;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1992/'93;;;;;;;;;;
3;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1993/'94;;;;;;;;;;
4;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1994/'95;;;;;;;;;;
5;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1995/'96;;;;;;;;;;
6;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1996/'97;;;;;;;;;;
7;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1997/'98;;;;;;;;;;
8;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1998/'99;;;;;;;;;;
9;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;1999/'00;;;;;;;;;;
10;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2000/'01;;;;;;;;;;
11;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2001/'02;;;;;;;;;;
12;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2002/'03;;;;;;;;;;
13;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2003/'04;;;;;;;;;;
14;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2004/'05;;;;;;;;;;
15;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2005/'06;491721.0;23846.0;127351.0;128157.0;204793.0;7574.0;;;;
16;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2006/'07;505756.0;23641.0;129457.0;131988.0;213506.0;7164.0;;;;
17;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2007/'08;521187.0;23449.0;135411.0;136369.0;219210.0;6748.0;;;;
18;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2008/'09;526040.0;22478.0;137362.0;140613.0;219663.0;5924.0;;;;
19;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2009/'10;535759.0;25489.0;134520.0;146303.0;224461.0;4986.0;;;;
20;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2010/'11;545640.0;26532.0;137566.0;148768.0;228719.0;4055.0;;;;
21;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2011/'12;534647.0;25080.0;129343.0;146827.0;230629.0;2768.0;;;;
22;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2012/'13;525300.0;24180.0;122758.0;143653.0;232941.0;1768.0;;;;
23;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2013/'14;512202.0;20853.0;113146.0;139380.0;238164.0;659.0;;;;
24;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2014/'15;491731.0;14463.0;100004.0;132060.0;244991.0;213.0;;;;
25;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2015/'16;484141.0;13237.0;91201.0;130544.0;249130.0;29.0;;;;
26;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Nederland;2016/'17;492298.0;13083.0;87025.0;131087.0;261006.0;97.0;;;;
27;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1990/'91;;;;;;;;;;
28;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1991/'92;;;;;;;;;;
29;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1992/'93;;;;;;;;;;
30;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1993/'94;;;;;;;;;;
31;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1994/'95;;;;;;;;;;
32;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1995/'96;;;;;;;;;;
33;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1996/'97;;;;;;;;;;
34;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1997/'98;;;;;;;;;;
35;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1998/'99;;;;;;;;;;
36;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);1999/'00;;;;;;;;;;
37;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2000/'01;;;;;;;;;;
38;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2001/'02;;;;;;;;;;
39;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2002/'03;;;;;;;;;;
40;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2003/'04;;;;;;;;;;
41;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2004/'05;;;;;;;;;;
42;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2005/'06;59077.0;4995.0;18227.0;14422.0;20918.0;515.0;;;;
43;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2006/'07;61685.0;4743.0;18776.0;15613.0;22071.0;482.0;;;;
44;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2007/'08;64150.0;4322.0;19412.0;16353.0;23616.0;447.0;;;;
45;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2008/'09;63480.0;3966.0;19001.0;16140.0;24000.0;373.0;;;;
46;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2009/'10;63916.0;3930.0;18245.0;16964.0;24460.0;317.0;;;;
47;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2010/'11;65287.0;4261.0;18619.0;17390.0;24778.0;239.0;;;;
48;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2011/'12;63684.0;4102.0;17399.0;17244.0;24786.0;153.0;;;;
49;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2012/'13;62570.0;4297.0;16781.0;16401.0;24996.0;95.0;;;;
50;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2013/'14;61538.0;3927.0;15936.0;16120.0;25517.0;38.0;;;;
51;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2014/'15;58542.0;3135.0;14113.0;15214.0;26068.0;12.0;;;;
52;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2015/'16;57544.0;2881.0;12974.0;15367.0;26321.0;1.0;;;;
53;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2016/'17;58060.0;2793.0;12484.0;15197.0;27579.0;7.0;;;;
54;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Amsterdam;1990/'91;;;;;;;;;;
55;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Amsterdam;1991/'92;;;;;;;;;;
56;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Amsterdam;1992/'93;;;;;;;;;;
