ID;Geslacht;UitstromersHoMetEnZonderDiploma;BedrijfstakkenSBI2008;Studierichting;Peilmoment;Perioden;UurloonWerknemersNaVerlatenHo_1
0;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2006/'07;13.08
1;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2007/'08;13.54
2;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2008/'09;13.78
3;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2009/'10;13.88
4;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2010/'11;13.9
5;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2011/'12;13.55
6;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2012/'13;13.48
7;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2013/'14;13.33
8;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2014/'15;13.88
9;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2015/'16;14.38
10;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2016/'17;14.59
11;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2017/'18;15.25
12;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2018/'19;15.77
13;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2019/'20;16.59
14;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2020/'21;16.96
15;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;Direct na verlaten onderwijs;2021/'22;17.77
16;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2006/'07;15.33
17;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2007/'08;15.62
18;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2008/'09;15.97
19;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2009/'10;15.81
20;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2010/'11;15.42
21;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2011/'12;15.25
22;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2012/'13;15.12
23;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2013/'14;15.58
24;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2014/'15;16.15
25;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2015/'16;16.43
26;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2016/'17;17.11
27;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2017/'18;17.63
28;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2018/'19;18.38
29;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2019/'20;18.86
30;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2020/'21;20.13
31;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2021/'22;
32;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2006/'07;16.94
33;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2007/'08;17.15
34;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2008/'09;17.14
35;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2009/'10;16.72
36;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2010/'11;16.74
37;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2011/'12;16.41
38;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2012/'13;16.91
39;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2013/'14;17.43
40;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2014/'15;17.57
41;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2015/'16;18.43
42;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2016/'17;18.97
43;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2017/'18;19.69
44;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2018/'19;20.27
45;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2019/'20;21.53
46;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2020/'21;
47;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2021/'22;
48;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2006/'07;18.07
49;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2007/'08;18.03
50;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2008/'09;17.9
51;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2009/'10;17.8
52;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2010/'11;17.73
53;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2011/'12;18.05
54;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2012/'13;18.58
55;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2013/'14;18.67
56;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2014/'15;19.41
57;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2015/'16;20.13
58;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2016/'17;20.94
59;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2017/'18;21.45
60;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2018/'19;22.71
61;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2019/'20;
62;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2020/'21;
63;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2021/'22;
64;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2006/'07;19.12
65;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2007/'08;18.69
66;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2008/'09;18.79
67;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2009/'10;18.6
68;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2010/'11;19.19
69;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2011/'12;19.5
70;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2012/'13;19.59
71;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2013/'14;20.38
72;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2014/'15;20.94
73;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2015/'16;22.04
74;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2016/'17;22.5
75;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2017/'18;23.83
76;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2018/'19;
77;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2019/'20;
78;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2020/'21;
79;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2021/'22;
80;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2006/'07;19.86
81;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2007/'08;19.71
82;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2008/'09;19.65
83;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2009/'10;20.16
84;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2010/'11;20.54
85;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2011/'12;20.5
86;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2012/'13;21.4
87;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2013/'14;21.85
88;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2014/'15;22.81
89;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2015/'16;23.58
90;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2016/'17;24.93
91;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2017/'18;
92;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2018/'19;
93;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2019/'20;
94;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2020/'21;
95;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2021/'22;
96;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2006/'07;25.5
97;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2007/'08;25.98
98;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2008/'09;26.39
99;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2009/'10;27.29
100;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2010/'11;27.9
101;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2011/'12;29.35
102;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2012/'13;
103;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2013/'14;
104;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2014/'15;
105;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2015/'16;
106;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2016/'17;
107;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2017/'18;
108;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2018/'19;
109;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2019/'20;
110;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2020/'21;
111;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2021/'22;
112;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2006/'07;14.58
113;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2007/'08;15.46
114;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2008/'09;16.2
115;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2009/'10;16.26
116;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2010/'11;16.24
117;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2011/'12;16.14
118;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2012/'13;15.68
119;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2013/'14;15.86
120;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2014/'15;15.94
121;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2015/'16;17.14
122;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2016/'17;17.22
123;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2017/'18;18.24
124;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2018/'19;18.47
125;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2019/'20;19.58
126;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2020/'21;19.84
127;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2021/'22;21.01
128;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2006/'07;16.75
129;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2007/'08;16.81
130;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2008/'09;17.0
131;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2009/'10;17.02
132;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2010/'11;17.13
133;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2011/'12;17.14
134;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2012/'13;17.16
135;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2013/'14;17.5
136;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2014/'15;18.01
137;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2015/'16;18.33
138;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2016/'17;19.29
139;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2017/'18;19.22
140;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2018/'19;20.19
141;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2019/'20;20.56
142;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2020/'21;22.1
143;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2021/'22;
144;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2006/'07;17.2
145;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2007/'08;17.4
146;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2008/'09;17.39
147;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2009/'10;17.59
148;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2010/'11;17.55
149;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2011/'12;17.66
150;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2012/'13;18.01
151;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2013/'14;18.49
152;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2014/'15;18.73
153;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2015/'16;19.85
154;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2016/'17;19.79
155;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2017/'18;20.81
156;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2018/'19;21.18
157;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2019/'20;22.77
158;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2020/'21;
159;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2021/'22;
160;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2006/'07;17.77
161;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2007/'08;17.7
162;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2008/'09;18.02
163;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2009/'10;18.03
