ID;Populatie;RegioS;Schoolsoorten;Herkomstgroepering;Generatie;Geslacht;Perioden;TotaalAantalLeerlingenExclusiefAOCS_1;PercentageLwooExclusiefAOCS_2;TotaalAantalLeerlingenInclusiefAOCS_3;PercentageLwooInclusiefAOCS_4
0;Woongemeente;Nederland;0;0;Totaal generatie;Totaal mannen en vrouwen;2003/'04;862540.0;9.0;;
1;Woongemeente;Nederland;0;0;Totaal generatie;Totaal mannen en vrouwen;2004/'05;874320.0;9.0;;
2;Woongemeente;Nederland;0;0;Totaal generatie;Totaal mannen en vrouwen;2005/'06;878080.0;10.0;912600.0;11.0
3;Woongemeente;Nederland;0;0;Totaal generatie;Totaal mannen en vrouwen;2006/'07;;;915240.0;11.0
4;Woongemeente;Nederland;0;0;Totaal generatie;Totaal mannen en vrouwen;2007/'08*;;;914210.0;11.0
5;Woongemeente;Nederland;0;0;Totaal generatie;Mannen;2003/'04;433860.0;10.0;;
6;Woongemeente;Nederland;0;0;Totaal generatie;Mannen;2004/'05;440470.0;10.0;;
7;Woongemeente;Nederland;0;0;Totaal generatie;Mannen;2005/'06;442090.0;11.0;457780.0;12.0
8;Woongemeente;Nederland;0;0;Totaal generatie;Mannen;2006/'07;;;459080.0;12.0
9;Woongemeente;Nederland;0;0;Totaal generatie;Mannen;2007/'08*;;;457860.0;12.0
10;Woongemeente;Nederland;0;0;Totaal generatie;Vrouwen;2003/'04;428680.0;8.0;;
11;Woongemeente;Nederland;0;0;Totaal generatie;Vrouwen;2004/'05;433850.0;8.0;;
12;Woongemeente;Nederland;0;0;Totaal generatie;Vrouwen;2005/'06;435990.0;9.0;454820.0;10.0
13;Woongemeente;Nederland;0;0;Totaal generatie;Vrouwen;2006/'07;;;456160.0;10.0
14;Woongemeente;Nederland;0;0;Totaal generatie;Vrouwen;2007/'08*;;;456350.0;10.0
15;Woongemeente;Nederland;0;0;1e generatie;Totaal mannen en vrouwen;2003/'04;52570.0;22.0;;
16;Woongemeente;Nederland;0;0;1e generatie;Totaal mannen en vrouwen;2004/'05;49550.0;21.0;;
17;Woongemeente;Nederland;0;0;1e generatie;Totaal mannen en vrouwen;2005/'06;46630.0;21.0;47130.0;21.0
18;Woongemeente;Nederland;0;0;1e generatie;Totaal mannen en vrouwen;2006/'07;;;44750.0;20.0
19;Woongemeente;Nederland;0;0;1e generatie;Totaal mannen en vrouwen;2007/'08*;;;41350.0;20.0
20;Woongemeente;Nederland;0;0;1e generatie;Mannen;2003/'04;27070.0;23.0;;
21;Woongemeente;Nederland;0;0;1e generatie;Mannen;2004/'05;25230.0;22.0;;
22;Woongemeente;Nederland;0;0;1e generatie;Mannen;2005/'06;23500.0;21.0;23720.0;22.0
23;Woongemeente;Nederland;0;0;1e generatie;Mannen;2006/'07;;;22400.0;20.0
24;Woongemeente;Nederland;0;0;1e generatie;Mannen;2007/'08*;;;20500.0;20.0
25;Woongemeente;Nederland;0;0;1e generatie;Vrouwen;2003/'04;25500.0;20.0;;
26;Woongemeente;Nederland;0;0;1e generatie;Vrouwen;2004/'05;24320.0;20.0;;
27;Woongemeente;Nederland;0;0;1e generatie;Vrouwen;2005/'06;23140.0;20.0;23410.0;20.0
28;Woongemeente;Nederland;0;0;1e generatie;Vrouwen;2006/'07;;;22360.0;20.0
29;Woongemeente;Nederland;0;0;1e generatie;Vrouwen;2007/'08*;;;20850.0;19.0
30;Woongemeente;Nederland;0;0;2e generatie;Totaal mannen en vrouwen;2003/'04;131330.0;13.0;;
31;Woongemeente;Nederland;0;0;2e generatie;Totaal mannen en vrouwen;2004/'05;136100.0;14.0;;
32;Woongemeente;Nederland;0;0;2e generatie;Totaal mannen en vrouwen;2005/'06;139110.0;15.0;141690.0;15.0
33;Woongemeente;Nederland;0;0;2e generatie;Totaal mannen en vrouwen;2006/'07;;;144370.0;15.0
34;Woongemeente;Nederland;0;0;2e generatie;Totaal mannen en vrouwen;2007/'08*;;;146040.0;16.0
35;Woongemeente;Nederland;0;0;2e generatie;Mannen;2003/'04;65790.0;14.0;;
36;Woongemeente;Nederland;0;0;2e generatie;Mannen;2004/'05;68210.0;14.0;;
37;Woongemeente;Nederland;0;0;2e generatie;Mannen;2005/'06;69580.0;15.0;70660.0;15.0
38;Woongemeente;Nederland;0;0;2e generatie;Mannen;2006/'07;;;71980.0;15.0
39;Woongemeente;Nederland;0;0;2e generatie;Mannen;2007/'08*;;;72670.0;16.0
40;Woongemeente;Nederland;0;0;2e generatie;Vrouwen;2003/'04;65550.0;12.0;;
41;Woongemeente;Nederland;0;0;2e generatie;Vrouwen;2004/'05;67890.0;13.0;;
42;Woongemeente;Nederland;0;0;2e generatie;Vrouwen;2005/'06;69520.0;14.0;71030.0;15.0
43;Woongemeente;Nederland;0;0;2e generatie;Vrouwen;2006/'07;;;72380.0;15.0
44;Woongemeente;Nederland;0;0;2e generatie;Vrouwen;2007/'08*;;;73370.0;16.0
45;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Totaal mannen en vrouwen;2003/'04;678640.0;7.0;;
46;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Totaal mannen en vrouwen;2004/'05;688670.0;8.0;;
47;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Totaal mannen en vrouwen;2005/'06;692350.0;8.0;723780.0;9.0
48;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Totaal mannen en vrouwen;2006/'07;;;726120.0;10.0
49;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Totaal mannen en vrouwen;2007/'08*;;;726830.0;10.0
50;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Mannen;2003/'04;341010.0;9.0;;
51;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Mannen;2004/'05;347030.0;9.0;;
52;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Mannen;2005/'06;349010.0;9.0;363400.0;10.0
53;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Mannen;2006/'07;;;364700.0;10.0
54;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Mannen;2007/'08*;;;364690.0;10.0
55;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Vrouwen;2003/'04;337630.0;6.0;;
56;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Vrouwen;2004/'05;341640.0;6.0;;
57;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Vrouwen;2005/'06;343340.0;7.0;360380.0;8.0
58;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Vrouwen;2006/'07;;;361420.0;9.0
59;Woongemeente;Nederland;0;0;Autochtoon of herkomst onbekend;Vrouwen;2007/'08*;;;362140.0;9.0
60;Woongemeente;Nederland;0;1;Totaal generatie;Totaal mannen en vrouwen;2003/'04;676780.0;7.0;;
61;Woongemeente;Nederland;0;1;Totaal generatie;Totaal mannen en vrouwen;2004/'05;686140.0;8.0;;
62;Woongemeente;Nederland;0;1;Totaal generatie;Totaal mannen en vrouwen;2005/'06;689920.0;8.0;721320.0;9.0
63;Woongemeente;Nederland;0;1;Totaal generatie;Totaal mannen en vrouwen;2006/'07;;;724080.0;9.0
64;Woongemeente;Nederland;0;1;Totaal generatie;Totaal mannen en vrouwen;2007/'08*;;;723700.0;10.0
65;Woongemeente;Nederland;0;1;Totaal generatie;Mannen;2003/'04;339980.0;9.0;;
66;Woongemeente;Nederland;0;1;Totaal generatie;Mannen;2004/'05;345680.0;9.0;;
67;Woongemeente;Nederland;0;1;Totaal generatie;Mannen;2005/'06;347770.0;9.0;362150.0;10.0
