ID;Geslacht;Leeftijd;DiagnoseIndelingISHMT;Perioden;TotaalOverledenen_1;OverledenenPer10000Inwoners_2;VerpleegdagenVanKlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemiddeldeVerpleegduurOverledenen_5
0;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1981;45966.0;32.3;908775.0;637.9;19.8
1;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1982;46469.0;32.5;896749.0;626.7;19.3
2;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1983;46246.0;32.2;866444.0;603.1;18.7
3;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1984;46935.0;32.5;859737.0;595.9;18.3
4;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1985;47940.0;33.1;862829.0;595.3;18.0
5;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1986;48830.0;33.5;882601.0;605.5;18.1
6;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1987;47186.0;32.2;856859.0;584.2;18.2
7;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1988;47262.0;32.0;865100.0;586.1;18.3
8;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1989;48615.0;32.7;885944.0;596.6;18.2
9;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1990;48245.0;32.3;857975.0;573.6;17.8
10;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1991;47651.0;31.6;847163.0;562.1;17.8
11;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1992;47346.0;31.2;818418.0;539.0;17.3
12;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1993;49403.0;32.3;813134.0;531.8;16.5
13;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1994;47347.0;30.8;756440.0;491.7;16.0
14;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1995;48264.0;31.2;751148.0;486.0;15.6
15;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1996;47945.0;30.9;754527.0;485.9;15.7
16;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1997;48070.0;30.8;774260.0;495.9;16.1
17;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1998;48263.0;30.7;792308.0;504.3;16.4
18;Totaal mannen en vrouwen;Totaal alle leeftijden;0;1999;47505.0;30.0;762379.0;482.1;16.0
19;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2000;47573.0;29.9;740243.0;464.7;15.6
20;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2001;46565.0;29.0;706225.0;440.2;15.2
21;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2002;46719.0;28.9;660558.0;409.1;14.1
22;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2003;45471.0;28.0;594218.0;366.3;13.1
23;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2004;43010.0;26.4;524906.0;322.5;12.2
24;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2005;42974.0;26.3;515324.0;315.8;12.0
25;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2006;42076.0;25.7;502626.0;307.5;11.9
26;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2007;41498.0;25.3;483980.0;295.5;11.7
27;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2008;41700.0;25.4;474551.0;288.5;11.4
28;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2009;41144.0;24.9;454210.0;274.8;11.0
29;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2010;39541.0;23.8;420812.0;253.3;10.6
30;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2011;37531.0;22.5;383324.0;229.7;10.2
31;Totaal mannen en vrouwen;Totaal alle leeftijden;0;2012;36052.0;21.5;348908.0;208.3;9.7
32;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1981;422.0;0.3;9631.0;6.8;22.8
33;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1982;398.0;0.3;7909.0;5.5;19.9
34;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1983;406.0;0.3;8808.0;6.1;21.7
35;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1984;446.0;0.3;9276.0;6.4;20.8
36;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1985;490.0;0.3;9953.0;6.9;20.3
37;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1986;518.0;0.4;9481.0;6.5;18.3
38;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1987;548.0;0.4;11614.0;7.9;21.2
39;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1988;594.0;0.4;10283.0;7.0;17.3
40;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1989;713.0;0.5;14574.0;9.8;20.4
41;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1990;673.0;0.4;11943.0;8.0;17.7
42;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1991;781.0;0.5;14675.0;9.7;18.8
43;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1992;787.0;0.5;14785.0;9.7;18.8
44;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1993;912.0;0.6;14910.0;9.8;16.3
45;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1994;915.0;0.6;15750.0;10.2;17.2
46;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1995;967.0;0.6;15299.0;9.9;15.8
47;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1996;998.0;0.6;15918.0;10.2;15.9
48;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1997;963.0;0.6;16528.0;10.6;17.2
49;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1998;976.0;0.6;15473.0;9.8;15.9
50;Totaal mannen en vrouwen;Totaal alle leeftijden;100;1999;1002.0;0.6;16493.0;10.4;16.5
51;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2000;1019.0;0.6;14644.0;9.2;14.4
52;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2001;1045.0;0.7;13400.0;8.4;12.8
53;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2002;1112.0;0.7;16158.0;10.0;14.5
54;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2003;1117.0;0.7;15081.0;9.3;13.5
55;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2004;1143.0;0.7;15722.0;9.7;13.8
56;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2005;1091.0;0.7;13983.0;8.6;12.8
57;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2006;1199.0;0.7;14824.0;9.1;12.4
58;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2007;1192.0;0.7;14458.0;8.8;12.1
59;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2008;1409.0;0.9;16607.0;10.1;11.8
60;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2009;1462.0;0.9;17478.0;10.6;12.0
61;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2010;1632.0;1.0;17160.0;10.3;10.5
62;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2011;1712.0;1.0;16767.0;10.0;9.8
63;Totaal mannen en vrouwen;Totaal alle leeftijden;100;2012;1936.0;1.2;19217.0;11.5;9.9
64;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1981;42.0;0.0;934.0;0.7;22.2
65;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1982;29.0;0.0;394.0;0.3;13.5
66;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1983;28.0;0.0;540.0;0.4;19.2
67;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1984;30.0;0.0;470.0;0.3;15.7
68;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1985;36.0;0.0;610.0;0.4;17.0
69;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1986;29.0;0.0;491.0;0.3;16.9
70;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1987;19.0;0.0;623.0;0.4;32.8
71;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1988;24.0;0.0;385.0;0.3;16.0
72;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1989;23.0;0.0;696.0;0.5;30.3
73;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1990;26.0;0.0;331.0;0.2;12.7
74;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1991;22.0;0.0;360.0;0.2;16.4
75;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1992;13.0;0.0;170.0;0.1;13.1
76;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1993;22.0;0.0;338.0;0.2;15.4
77;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1994;29.0;0.0;419.0;0.3;14.4
78;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1995;20.0;0.0;265.0;0.2;13.2
79;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1996;19.0;0.0;350.0;0.2;18.4
80;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1997;24.0;0.0;494.0;0.3;20.6
81;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1998;10.0;0.0;90.0;0.1;9.0
82;Totaal mannen en vrouwen;Totaal alle leeftijden;101;1999;18.0;0.0;261.0;0.2;14.5
83;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2000;24.0;0.0;466.0;0.3;19.4
84;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2001;20.0;0.0;279.0;0.2;14.0
85;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2002;15.0;0.0;315.0;0.2;21.0
86;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2003;24.0;0.0;323.0;0.2;13.5
87;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2004;36.0;0.0;626.0;0.4;17.4
88;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2005;33.0;0.0;471.0;0.3;14.3
89;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2006;36.0;0.0;573.0;0.4;15.9
90;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2007;31.0;0.0;586.0;0.4;18.9
91;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2008;46.0;0.0;839.0;0.5;18.2
92;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2009;42.0;0.0;686.0;0.4;16.3
93;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2010;52.0;0.0;894.0;0.5;17.2
94;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2011;51.0;0.0;598.0;0.4;11.7
95;Totaal mannen en vrouwen;Totaal alle leeftijden;101;2012;61.0;0.0;719.0;0.4;11.8
96;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1981;9.0;0.0;130.0;0.1;14.4
97;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1982;5.0;0.0;53.0;0.0;10.6
98;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1983;;;;;
99;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1984;;;;;
100;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1985;;;;;
101;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1986;;;;;
102;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1987;;;;;
103;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1988;;;;;
104;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1989;;;;;
105;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1990;;;;;
106;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1991;;;;;
107;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1992;;;;;
108;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1993;;;;;
109;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1994;;;;;
110;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1995;;;;;
111;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1996;;;;;
112;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1997;;;;;
113;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1998;;;;;
114;Totaal mannen en vrouwen;Totaal alle leeftijden;102;1999;;;;;
115;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2000;;;;;
116;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2001;;;;;
117;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2002;;;;;
118;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2003;;;;;
119;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2004;;;;;
120;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2005;;;;;
121;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2006;8.0;0.0;119.0;0.1;14.9
122;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2007;8.0;0.0;215.0;0.1;26.9
123;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2008;11.0;0.0;96.0;0.1;8.7
124;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2009;9.0;0.0;61.0;0.0;6.8
125;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2010;10.0;0.0;127.0;0.1;12.7
126;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2011;;;;;
127;Totaal mannen en vrouwen;Totaal alle leeftijden;102;2012;21.0;0.0;309.0;0.2;14.7
128;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1981;43.0;0.0;1115.0;0.8;25.8
129;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1982;53.0;0.0;1472.0;1.0;27.7
130;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1983;44.0;0.0;1312.0;0.9;29.8
131;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1984;49.0;0.0;1917.0;1.3;39.1
132;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1985;40.0;0.0;1010.0;0.7;25.2
133;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1986;40.0;0.0;1001.0;0.7;25.0
134;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1987;39.0;0.0;1289.0;0.9;33.1
135;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1988;42.0;0.0;1080.0;0.7;25.7
136;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1989;48.0;0.0;1218.0;0.8;25.4
137;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1990;35.0;0.0;624.0;0.4;17.8
138;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1991;29.0;0.0;925.0;0.6;31.9
139;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1992;29.0;0.0;826.0;0.5;28.5
140;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1993;44.0;0.0;1116.0;0.7;25.4
141;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1994;47.0;0.0;1342.0;0.9;28.6
142;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1995;37.0;0.0;953.0;0.6;25.8
143;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1996;37.0;0.0;1112.0;0.7;30.1
144;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1997;43.0;0.0;1389.0;0.9;32.3
145;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1998;32.0;0.0;910.0;0.6;28.4
146;Totaal mannen en vrouwen;Totaal alle leeftijden;103;1999;43.0;0.0;1441.0;0.9;33.5
147;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2000;32.0;0.0;674.0;0.4;21.1
148;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2001;22.0;0.0;562.0;0.4;25.5
149;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2002;24.0;0.0;687.0;0.4;28.6
150;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2003;28.0;0.0;491.0;0.3;17.5
151;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2004;28.0;0.0;629.0;0.4;22.5
152;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2005;14.0;0.0;259.0;0.2;18.5
153;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2006;27.0;0.0;477.0;0.3;17.7
154;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2007;18.0;0.0;336.0;0.2;18.7
155;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2008;11.0;0.0;219.0;0.1;19.9
156;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2009;11.0;0.0;416.0;0.3;37.8
157;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2010;23.0;0.0;531.0;0.3;23.1
158;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2011;11.0;0.0;260.0;0.2;23.6
159;Totaal mannen en vrouwen;Totaal alle leeftijden;103;2012;7.0;0.0;203.0;0.1;29.0
160;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1981;188.0;0.1;3564.0;2.5;19.0
161;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1982;199.0;0.1;3349.0;2.3;16.8
162;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1983;207.0;0.1;3597.0;2.5;17.4
163;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1984;247.0;0.2;4246.0;2.9;17.2
164;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1985;277.0;0.2;5063.0;3.5;18.3
165;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1986;278.0;0.2;4218.0;2.9;15.2
166;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1987;272.0;0.2;4838.0;3.3;17.8
167;Totaal mannen en vrouwen;Totaal alle leeftijden;104;1988;295.0;0.2;4527.0;3.1;15.3
