ID;VormenVanJeugdzorg;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;TotaalJongerenMetJeugdzorg_5;k_0Tot4Jaar_6;k_4Tot12Jaar_7;k_12Tot18Jaar_8;k_18Tot23Jaar_9;ThuiswonendKindInEenouderGezin_10;ThuiswonendKindInTweeouderGezin_11;AndereHuishoudens_12;TotaalJeugdzorgtrajecten_13;StabilisatieVanEenCrisissituatie_14;Diagnostiek_15;Begeleiden_16;Behandelen_17;GemeentelijkeToegang_18;Huisarts_19;Jeugdarts_20;GecertificeerdeInstelling_21;MedischSpecialist_22;GeenVerwijzer_23;VerwijzerOnbekend_24
0;Totaal jeugdzorg;Nederland;1e kwartaal 2015;Nederland                               ;Land     ;NL01      ;;264730.0;12185.0;131640.0;113330.0;7575.0;70450.0;175685.0;18595.0;355925.0;4465.0;16975.0;56015.0;231755.0;27790.0;120245.0;2330.0;38840.0;14930.0;28130.0;76950.0
1;Totaal jeugdzorg;Nederland;1e halfjaar 2015;Nederland                               ;Land     ;NL01      ;;303345.0;15280.0;152955.0;127045.0;8065.0;80375.0;202245.0;20725.0;421825.0;7065.0;22815.0;69495.0;271300.0;39480.0;146455.0;3395.0;45100.0;18305.0;35105.0;82835.0
2;Totaal jeugdzorg;Nederland;2e halfjaar 2015;Nederland                               ;Land     ;NL01      ;;324430.0;19920.0;167345.0;130675.0;6490.0;85850.0;215450.0;23130.0;457840.0;8360.0;26970.0;83220.0;289750.0;55230.0;162660.0;4910.0;46635.0;21770.0;42035.0;75055.0
3;Totaal jeugdzorg;Nederland;2015;Nederland                               ;Land     ;NL01      ;;365900.0;22055.0;186465.0;148480.0;8900.0;96850.0;243540.0;25510.0;539815.0;12110.0;33460.0;94810.0;339855.0;61670.0;190320.0;5420.0;56485.0;25090.0;48810.0;92435.0
4;Totaal jeugdzorg;Appingedam;1e kwartaal 2015;Appingedam                              ;Gemeente ;GM0003    ;;295.0;10.0;135.0;140.0;10.0;70.0;210.0;15.0;370.0;;25.0;55.0;265.0;35.0;140.0;;35.0;15.0;;115.0
5;Totaal jeugdzorg;Appingedam;1e halfjaar 2015;Appingedam                              ;Gemeente ;GM0003    ;;300.0;15.0;140.0;140.0;10.0;75.0;210.0;20.0;390.0;;25.0;55.0;275.0;35.0;140.0;;45.0;15.0;;115.0
6;Totaal jeugdzorg;Appingedam;2e halfjaar 2015;Appingedam                              ;Gemeente ;GM0003    ;;300.0;15.0;140.0;140.0;;70.0;205.0;20.0;375.0;;20.0;55.0;265.0;30.0;135.0;;45.0;15.0;10.0;105.0
7;Totaal jeugdzorg;Appingedam;2015;Appingedam                              ;Gemeente ;GM0003    ;;325.0;15.0;155.0;145.0;10.0;80.0;225.0;25.0;435.0;;25.0;65.0;300.0;40.0;155.0;;55.0;20.0;10.0;120.0
8;Totaal jeugdzorg;Wijk 00;1e kwartaal 2015;Appingedam                              ;Wijk     ;WK000300  ;1.0;265.0;10.0;125.0;125.0;10.0;60.0;190.0;15.0;330.0;;25.0;50.0;230.0;30.0;130.0;;35.0;15.0;;90.0
9;Totaal jeugdzorg;Wijk 00;1e halfjaar 2015;Appingedam                              ;Wijk     ;WK000300  ;1.0;270.0;10.0;130.0;125.0;10.0;65.0;190.0;15.0;345.0;;25.0;55.0;235.0;30.0;135.0;;40.0;15.0;;90.0
10;Totaal jeugdzorg;Wijk 00;2e halfjaar 2015;Appingedam                              ;Wijk     ;WK000300  ;1.0;255.0;10.0;120.0;120.0;;60.0;185.0;15.0;325.0;;20.0;55.0;215.0;25.0;115.0;;45.0;10.0;10.0;85.0
11;Totaal jeugdzorg;Wijk 00;2015;Appingedam                              ;Wijk     ;WK000300  ;1.0;280.0;15.0;135.0;125.0;10.0;70.0;200.0;15.0;375.0;;25.0;65.0;250.0;35.0;135.0;;50.0;15.0;10.0;95.0
12;Totaal jeugdzorg;Bedum;1e kwartaal 2015;Bedum                                   ;Gemeente ;GM0005    ;;250.0;10.0;125.0;105.0;10.0;50.0;180.0;15.0;310.0;;20.0;30.0;230.0;20.0;115.0;;30.0;;15.0;95.0
13;Totaal jeugdzorg;Bedum;1e halfjaar 2015;Bedum                                   ;Gemeente ;GM0005    ;;260.0;10.0;130.0;110.0;10.0;55.0;185.0;20.0;335.0;;25.0;35.0;240.0;25.0;125.0;;35.0;;15.0;95.0
14;Totaal jeugdzorg;Bedum;2e halfjaar 2015;Bedum                                   ;Gemeente ;GM0005    ;;260.0;15.0;135.0;105.0;;45.0;195.0;20.0;345.0;;20.0;35.0;260.0;45.0;135.0;;35.0;10.0;15.0;90.0
15;Totaal jeugdzorg;Bedum;2015;Bedum                                   ;Gemeente ;GM0005    ;;290.0;15.0;150.0;120.0;10.0;55.0;215.0;20.0;395.0;10.0;30.0;40.0;280.0;50.0;150.0;;40.0;10.0;15.0;95.0
16;Totaal jeugdzorg;Wijk 00;1e kwartaal 2015;Bedum                                   ;Wijk     ;WK000500  ;1.0;235.0;10.0;125.0;95.0;10.0;50.0;170.0;15.0;295.0;;20.0;30.0;215.0;20.0;110.0;;30.0;;15.0;85.0
17;Totaal jeugdzorg;Wijk 00;1e halfjaar 2015;Bedum                                   ;Wijk     ;WK000500  ;1.0;250.0;10.0;130.0;100.0;10.0;50.0;180.0;15.0;315.0;;25.0;35.0;225.0;25.0;120.0;;35.0;;15.0;85.0
18;Totaal jeugdzorg;Wijk 00;2e halfjaar 2015;Bedum                                   ;Wijk     ;WK000500  ;1.0;235.0;10.0;130.0;90.0;;40.0;180.0;15.0;320.0;;20.0;35.0;235.0;40.0;120.0;;30.0;10.0;15.0;75.0
19;Totaal jeugdzorg;Wijk 00;2015;Bedum                                   ;Wijk     ;WK000500  ;1.0;270.0;15.0;140.0;105.0;10.0;50.0;200.0;15.0;365.0;10.0;30.0;40.0;255.0;50.0;135.0;;40.0;10.0;15.0;85.0
20;Totaal jeugdzorg;Bellingwedde;1e kwartaal 2015;Bellingwedde                            ;Gemeente ;GM0007    ;;165.0;;85.0;75.0;;35.0;115.0;15.0;230.0;;15.0;40.0;150.0;15.0;75.0;;30.0;;;75.0
21;Totaal jeugdzorg;Bellingwedde;1e halfjaar 2015;Bellingwedde                            ;Gemeente ;GM0007    ;;175.0;;90.0;75.0;;40.0;120.0;20.0;255.0;;15.0;40.0;165.0;20.0;85.0;;35.0;;10.0;75.0
22;Totaal jeugdzorg;Bellingwedde;2e halfjaar 2015;Bellingwedde                            ;Gemeente ;GM0007    ;;180.0;;95.0;80.0;;40.0;120.0;25.0;260.0;;15.0;45.0;170.0;20.0;85.0;;40.0;;10.0;75.0
23;Totaal jeugdzorg;Bellingwedde;2015;Bellingwedde                            ;Gemeente ;GM0007    ;;190.0;;100.0;85.0;;40.0;130.0;25.0;285.0;;20.0;50.0;180.0;25.0;90.0;;45.0;10.0;10.0;75.0
24;Totaal jeugdzorg;Wijk 00 Bellingwolde;1e kwartaal 2015;Bellingwedde                            ;Wijk     ;WK000700  ;1.0;70.0;;35.0;30.0;;15.0;50.0;;95.0;;;15.0;60.0;;30.0;;15.0;;;25.0
25;Totaal jeugdzorg;Wijk 00 Bellingwolde;1e halfjaar 2015;Bellingwedde                            ;Wijk     ;WK000700  ;1.0;75.0;;40.0;35.0;;20.0;55.0;;105.0;;10.0;20.0;65.0;10.0;35.0;;15.0;;;30.0
26;Totaal jeugdzorg;Wijk 00 Bellingwolde;2e halfjaar 2015;Bellingwedde                            ;Wijk     ;WK000700  ;1.0;70.0;;35.0;35.0;;15.0;50.0;;105.0;;10.0;20.0;65.0;10.0;35.0;;20.0;;;25.0
27;Totaal jeugdzorg;Wijk 00 Bellingwolde;2015;Bellingwedde                            ;Wijk     ;WK000700  ;1.0;75.0;;35.0;35.0;;15.0;55.0;;115.0;;10.0;20.0;70.0;10.0;35.0;;20.0;;;30.0
28;Totaal jeugdzorg;Wijk 01 Oost;1e kwartaal 2015;Bellingwedde                            ;Wijk     ;WK000701  ;1.0;20.0;;10.0;10.0;;;15.0;;40.0;;;;25.0;;10.0;;10.0;;;10.0
29;Totaal jeugdzorg;Wijk 01 Oost;1e halfjaar 2015;Bellingwedde                            ;Wijk     ;WK000701  ;1.0;20.0;;15.0;;;;15.0;;40.0;;;;25.0;;10.0;;10.0;;;10.0
30;Totaal jeugdzorg;Wijk 01 Oost;2e halfjaar 2015;Bellingwedde                            ;Wijk     ;WK000701  ;1.0;25.0;;15.0;10.0;;;15.0;;40.0;;;10.0;25.0;;;;10.0;;;10.0
31;Totaal jeugdzorg;Wijk 01 Oost;2015;Bellingwedde                            ;Wijk     ;WK000701  ;1.0;25.0;;15.0;10.0;;;15.0;;45.0;;;10.0;25.0;;10.0;;15.0;;;10.0
32;Totaal jeugdzorg;Wijk 02 Blijham;1e kwartaal 2015;Bellingwedde                            ;Wijk     ;WK000702  ;1.0;55.0;;30.0;25.0;;10.0;40.0;;70.0;;;10.0;45.0;;35.0;;;;;15.0
33;Totaal jeugdzorg;Wijk 02 Blijham;1e halfjaar 2015;Bellingwedde                            ;Wijk     ;WK000702  ;1.0;55.0;;30.0;25.0;;10.0;40.0;;75.0;;;10.0;50.0;;35.0;;10.0;;;15.0
34;Totaal jeugdzorg;Wijk 02 Blijham;2e halfjaar 2015;Bellingwedde                            ;Wijk     ;WK000702  ;1.0;50.0;;30.0;20.0;;10.0;35.0;;70.0;;;10.0;45.0;;30.0;;10.0;;;20.0
35;Totaal jeugdzorg;Wijk 02 Blijham;2015;Bellingwedde                            ;Wijk     ;WK000702  ;1.0;60.0;;35.0;25.0;;10.0;40.0;;80.0;;;15.0;50.0;;35.0;;10.0;;;20.0
36;Totaal jeugdzorg;Ten Boer;1e kwartaal 2015;Ten Boer                                ;Gemeente ;GM0009    ;;175.0;;85.0;85.0;;35.0;120.0;20.0;225.0;10.0;25.0;45.0;130.0;15.0;80.0;;30.0;;10.0;70.0
37;Totaal jeugdzorg;Ten Boer;1e halfjaar 2015;Ten Boer                                ;Gemeente ;GM0009    ;;190.0;;95.0;90.0;;40.0;125.0;25.0;245.0;10.0;30.0;50.0;140.0;20.0;85.0;;35.0;;10.0;70.0
38;Totaal jeugdzorg;Ten Boer;2e halfjaar 2015;Ten Boer                                ;Gemeente ;GM0009    ;;190.0;;100.0;80.0;;35.0;135.0;20.0;245.0;;25.0;45.0;155.0;30.0;90.0;;35.0;;10.0;60.0
39;Totaal jeugdzorg;Ten Boer;2015;Ten Boer                                ;Gemeente ;GM0009    ;;220.0;;115.0;95.0;;40.0;150.0;25.0;290.0;10.0;35.0;55.0;175.0;35.0;100.0;;40.0;;10.0;70.0
40;Totaal jeugdzorg;Wijk 00 West;1e kwartaal 2015;Ten Boer                                ;Wijk     ;WK000900  ;1.0;130.0;;65.0;65.0;;30.0;90.0;15.0;175.0;;20.0;35.0;95.0;10.0;60.0;;20.0;;;50.0
41;Totaal jeugdzorg;Wijk 00 West;1e halfjaar 2015;Ten Boer                                ;Wijk     ;WK000900  ;1.0;140.0;;70.0;65.0;;30.0;95.0;15.0;185.0;;25.0;40.0;100.0;15.0;65.0;;20.0;;10.0;50.0
42;Totaal jeugdzorg;Wijk 00 West;2e halfjaar 2015;Ten Boer                                ;Wijk     ;WK000900  ;1.0;145.0;;80.0;60.0;;30.0;100.0;15.0;190.0;;20.0;40.0;115.0;25.0;65.0;;25.0;;10.0;45.0
43;Totaal jeugdzorg;Wijk 00 West;2015;Ten Boer                                ;Wijk     ;WK000900  ;1.0;165.0;;90.0;70.0;;35.0;110.0;15.0;220.0;;25.0;40.0;125.0;30.0;75.0;;25.0;;10.0;55.0
