ID;Persoonskenmerken;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;Zelfstandige_5;PositieInDeWerkkringOnbekend_6;Beroepsniveau1_7;Beroepsniveau2_8;Beroepsniveau3_9;Beroepsniveau4_10;BeroepsniveauOnbekend_11;WerklozeBeroepsbevolking_12;Werkloosheidspercentage_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16
0;Totaal ;Nederland;2003;12116;8178;7783;6783;1000;0;660;3627;1408;1987;101;395;4.8;3938;67.5;64.2
1;Totaal ;Nederland;2004;12155;8227;7761;6738;1022;0;637;3711;1378;1976;59;466;5.7;3929;67.7;63.8
2;Totaal ;Nederland;2005;12190;8307;7818;6763;1054;1;662;3767;1361;1975;54;489;5.9;3883;68.1;64.1
3;Totaal ;Nederland;2006;12221;8357;7938;6847;1091;1;696;3761;1366;2026;89;419;5.0;3863;68.4;65.0
4;Totaal ;Nederland;2007;12257;8524;8169;7020;1148;1;715;3810;1426;2123;96;355;4.2;3733;69.5;66.6
5;Totaal ;Nederland;2008;12315;8676;8358;7164;1194;1;705;3854;1478;2226;95;318;3.7;3639;70.5;67.9
6;Totaal ;Nederland;2009;12372;8742;8361;7134;1226;1;677;3837;1481;2259;108;381;4.4;3630;70.7;67.6
7;Totaal ;Nederland;2010;12412;8713;8278;7035;1242;1;672;3679;1486;2326;115;435;5.0;3699;70.2;66.7
8;Totaal ;Nederland;2011;12452;8714;8280;7031;1249;0;670;3668;1503;2324;115;434;5.0;3738;70.0;66.5
9;Totaal ;Nederland;2012;12541;8846;8330;7057;1273;0;703;3678;1500;2338;111;516;5.8;3695;70.5;66.4
10;Totaal ;Nederland;2013;12638;8913;8266;6947;1319;0;737;3539;1397;2410;184;647;7.3;3724;70.5;65.4
11;Totaal ;Nederland;2014;12665;8874;8214;6860;1354;0;737;3534;1349;2436;158;660;7.4;3791;70.1;64.9
12;Totaal ;Noord-Nederland (LD);2003;1264;831;786;674;113;0;76;392;139;167;13;45;5.4;433;65.8;62.2
13;Totaal ;Noord-Nederland (LD);2004;1266;837;782;667;115;0;70;400;134;170;8;54;6.5;429;66.1;61.8
14;Totaal ;Noord-Nederland (LD);2005;1267;843;786;668;117;0;75;402;132;171;6;58;6.9;424;66.6;62.0
15;Totaal ;Noord-Nederland (LD);2006;1267;841;793;672;121;0;73;407;132;172;9;48;5.7;426;66.4;62.6
16;Totaal ;Noord-Nederland (LD);2007;1270;861;820;695;125;0;76;415;139;179;11;40;4.7;409;67.8;64.6
17;Totaal ;Noord-Nederland (LD);2008;1274;876;841;712;129;0;75;424;146;184;12;36;4.1;398;68.8;66.0
18;Totaal ;Noord-Nederland (LD);2009;1276;880;836;704;132;0;75;414;145;192;11;43;4.9;396;68.9;65.6
19;Totaal ;Noord-Nederland (LD);2010;1281;878;831;699;132;0;74;388;147;209;13;48;5.4;403;68.6;64.9
20;Totaal ;Noord-Nederland (LD);2011;1281;875;827;699;127;0;76;386;147;205;14;48;5.5;406;68.3;64.6
21;Totaal ;Noord-Nederland (LD);2012;1285;884;827;694;132;0;77;392;148;195;15;57;6.4;401;68.8;64.4
22;Totaal ;Noord-Nederland (LD);2013;1290;890;821;685;136;0;79;385;140;199;19;69;7.8;400;69.0;63.6
23;Totaal ;Noord-Nederland (LD);2014;1289;881;811;674;137;0;81;378;135;197;20;70;8.0;407;68.4;62.9
24;Totaal ;Oost-Nederland (LD);2003;2531;1722;1644;1431;213;0;151;801;286;393;13;78;4.6;809;68.0;64.9
25;Totaal ;Oost-Nederland (LD);2004;2542;1733;1638;1428;209;0;143;826;282;379;8;95;5.5;809;68.2;64.4
26;Totaal ;Oost-Nederland (LD);2005;2552;1747;1645;1432;213;0;146;829;278;383;10;102;5.8;805;68.4;64.5
27;Totaal ;Oost-Nederland (LD);2006;2562;1765;1680;1453;228;0;157;830;283;394;16;85;4.8;797;68.9;65.6
