ID;TypeZelfstandige;Geslacht;BedrijfstakkenBranchesSBI2008;Persoonskenmerken;Perioden;Zelfstandige_1
0;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2011;1677.9
1;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2012;1694.3
2;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2013;1709.3
3;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2014;1731.8
4;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2015;1762.3
5;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2016;1789.7
6;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2017;1840.5
7;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2018;1894.9
8;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2019;1956.4
9;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2020;1976.7
10;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2021;2089.9
11;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2022;2167.5
12;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Totaal personen;2023;2247.5
13;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2011;69.3
14;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2012;72.0
15;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2013;77.9
16;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2014;78.0
17;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2015;81.6
18;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2016;83.9
19;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2017;89.5
20;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2018;98.5
21;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2019;119.2
22;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2020;133.3
23;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2021;161.6
24;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2022;185.0
25;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 0 tot 25 jaar;2023;194.3
26;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2011;238.8
27;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2012;242.6
28;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2013;247.6
29;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2014;254.0
30;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2015;263.8
31;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2016;270.4
32;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2017;280.2
33;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2018;293.6
34;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2019;307.5
35;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2020;319.3
36;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2021;341.4
37;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2022;362.4
38;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 25 tot 35 jaar;2023;379.6
39;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 35 tot 45 jaar;2011;449.0
