ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
530;Elst Ut;1400; Rhenen                            ;340; Utrecht                 ;26; West-Nederland          ;3
531;Emmeloord;1271; Noordoostpolder                   ;171; Flevoland               ;24; Oost-Nederland          ;2
532;Emmen;1988; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
533;Emmer-Compascuum;1989; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
534;Empe;1109; Brummen                           ;213; Gelderland              ;25; Oost-Nederland          ;2
535;Emst;1346; Epe                               ;232; Gelderland              ;25; Oost-Nederland          ;2
536;Engelum;2728; Menameradiel                      ;1908; Friesland               ;21; Noord-Nederland         ;1
537;Engwierum;3393; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
538;Enkhuizen;2754; Enkhuizen                         ;388; Noord-Holland           ;27; West-Nederland          ;3
539;Ens;1276; Noordoostpolder                   ;171; Flevoland               ;24; Oost-Nederland          ;2
540;Enschede;1145; Enschede                          ;153; Overijssel              ;23; Oost-Nederland          ;2
541;Enspijk;3216; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
542;Enter;1088; Wierden                           ;189; Overijssel              ;23; Oost-Nederland          ;2
543;Enumatil;2340; Leek                              ;22; Groningen               ;20; Noord-Nederland         ;1
544;Epe;1344; Epe                               ;232; Gelderland              ;25; Oost-Nederland          ;2
545;Epen;1232; Gulpen-Wittem                     ;1729; Limburg                 ;31; Zuid-Nederland          ;4
546;Eppenhuizen;3474; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
547;Epse;1337; Lochem                            ;262; Gelderland              ;25; Oost-Nederland          ;2
548;Erica;1990; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
549;Erichem;3375; Buren                             ;214; Gelderland              ;25; Oost-Nederland          ;2
550;Erlecom;2874; Ubbergen                          ;282; Gelderland              ;25; Oost-Nederland          ;2
551;Erm;2153; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
552;Ermelo;2573; Ermelo                            ;233; Gelderland              ;25; Oost-Nederland          ;2
553;Erp;2826; Veghel                            ;860; Noord-Brabant           ;30; Zuid-Nederland          ;4
554;Esbeek;1311; Hilvarenbeek                      ;798; Noord-Brabant           ;30; Zuid-Nederland          ;4
555;Esch;1426; Haaren                            ;788; Noord-Brabant           ;30; Zuid-Nederland          ;4
556;Escharen;3195; Grave                             ;786; Noord-Brabant           ;30; Zuid-Nederland          ;4
557;Espel;1280; Noordoostpolder                   ;171; Flevoland               ;24; Oost-Nederland          ;2
558;Est;3359; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
559;Etten;1581; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
560;Etten-Leur;1010; Etten-Leur                        ;777; Noord-Brabant           ;30; Zuid-Nederland          ;4
561;Europoort Rotterdam;3081; Rotterdam                         ;599; Zuid-Holland            ;28; West-Nederland          ;3
562;Eursinge;3165; De Wolden                         ;1690; Drenthe                 ;22; Noord-Nederland         ;1
563;Eursinge;3011; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
564;Everdingen;2840; Vianen                            ;620; Utrecht                 ;26; West-Nederland          ;3
565;Evertsoord;1517; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
566;Ewijk;2752; Beuningen                         ;209; Gelderland              ;25; Oost-Nederland          ;2
567;1e Exloërmond;1779; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
568;2e Exloërmond;1780; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
569;Exloërveen;1794; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
570;Exloo;1795; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
571;Exmorra;2307; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
572;Eygelshoven;2650; Kerkrade                          ;928; Limburg                 ;31; Zuid-Nederland          ;4
573;Eys;1234; Gulpen-Wittem                     ;1729; Limburg                 ;31; Zuid-Nederland          ;4
574;Ezinge;2467; Winsum                            ;53; Groningen               ;20; Noord-Nederland         ;1
575;De Falom;3267; Dantumadiel                       ;1891; Friesland               ;21; Noord-Nederland         ;1
576;Farmsum;3235; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
577;Feanwâlden;3271; Dantumadiel                       ;1891; Friesland               ;21; Noord-Nederland         ;1
578;Feerwerd;2468; Winsum                            ;53; Groningen               ;20; Noord-Nederland         ;1
579;Feinsum;3226; Leeuwarderadeel                   ;81; Friesland               ;21; Noord-Nederland         ;1
580;Ferwert;3201; Ferwerderadiel                    ;1722; Friesland               ;21; Noord-Nederland         ;1
581;Ferwoude;2308; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
582;Fijnaart;1321; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
583;Finsterwolde;1419; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
584;Firdgum;1378; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
585;Fleringen;1284; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
586;Fluitenberg;1812; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
587;Fochteloo;1756; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
588;Follega;2244; Lemsterland                       ;82; Friesland               ;21; Noord-Nederland         ;1
589;Folsgare;2402; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
590;Formerum;2617; Terschelling                      ;93; Friesland               ;21; Noord-Nederland         ;1
591;Foudgum;3394; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
592;Foxhol;1017; Hoogezand-Sappemeer               ;18; Groningen               ;20; Noord-Nederland         ;1
593;Foxwolde;1636; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
594;Franeker;1366; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
595;Frederiksoord;3111; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
596;Friens;2527; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
597;Frieschepalen;3345; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
598;Froombosch;1348; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
599;Gaanderen;3247; Doetinchem                        ;222; Gelderland              ;25; Oost-Nederland          ;2
600;Gaast;2309; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
601;Gaastmeer;2403; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
602;Galder;3434; Alphen-Chaam                      ;1723; Noord-Brabant           ;30; Zuid-Nederland          ;4
603;Gameren;2631; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
604;Gapinge;2777; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
605;Garderen;1057; Barneveld                         ;203; Gelderland              ;25; Oost-Nederland          ;2
606;Garmerwolde;1831; Ten Boer                          ;9; Groningen               ;20; Noord-Nederland         ;1
607;Garminge;3012; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
608;Garnwerd;2469; Winsum                            ;53; Groningen               ;20; Noord-Nederland         ;1
609;Garrelsweer;3445; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
610;Garsthuizen;3446; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
611;Garyp;2455; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
612;Gassel;3196; Grave                             ;786; Noord-Brabant           ;30; Zuid-Nederland          ;4
613;Gasselte;1162; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
614;Gasselternijveen;1163; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
615;Gasselternijveenschemond;1164; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
616;Gastel;1570; Cranendonck                       ;1706; Noord-Brabant           ;30; Zuid-Nederland          ;4
617;Gasteren;1165; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
618;Gauw;2404; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
619;Geelbroek;1166; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
620;Geerdijk;3322; Twenterand                        ;1700; Overijssel              ;23; Oost-Nederland          ;2
621;Geersdijk;3193; Noord-Beveland                    ;1695; Zeeland                 ;29; West-Nederland          ;3
622;Geertruidenberg;1751; Geertruidenberg                   ;779; Noord-Brabant           ;30; Zuid-Nederland          ;4
623;Geervliet;1386; Bernisse                          ;568; Zuid-Holland            ;28; West-Nederland          ;3
624;Gees;2154; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
625;Geesbrug;2155; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
626;Geesteren;1285; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
627;Geesteren;1655; Berkelland                        ;1859; Gelderland              ;25; Oost-Nederland          ;2
628;Geeuwenbrug;3112; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
629;Geffen;2747; Maasdonk                          ;1671; Noord-Brabant           ;30; Zuid-Nederland          ;4
630;Geijsteren;1857; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
631;Geldermalsen;3529; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
632;Gelderswoude;2645; Zoeterwoude                       ;638; Zuid-Holland            ;28; West-Nederland          ;3
633;Geldrop;1126; Geldrop-Mierlo                    ;1771; Noord-Brabant           ;30; Zuid-Nederland          ;4
634;Geleen;3513; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
635;Gellicum;3214; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
636;Gelselaar;1654; Berkelland                        ;1859; Gelderland              ;25; Oost-Nederland          ;2
637;Gemert;2089; Gemert-Bakel                      ;1652; Noord-Brabant           ;30; Zuid-Nederland          ;4
638;Gemonde;2059; Sint-Michielsgestel               ;845; Noord-Brabant           ;30; Zuid-Nederland          ;4
639;Genderen;1954; Aalburg                           ;738; Noord-Brabant           ;30; Zuid-Nederland          ;4
640;Gendringen;1585; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
641;Gendt;3132; Lingewaard                        ;1705; Gelderland              ;25; Oost-Nederland          ;2
642;Genemuiden;2198; Zwartewaterland                   ;1896; Overijssel              ;23; Oost-Nederland          ;2
643;Gennep;2482; Gennep                            ;907; Limburg                 ;31; Zuid-Nederland          ;4
644;Gerkesklooster;3177; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
645;Gersloot;2185; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
646;Geulle;1462; Meerssen                          ;938; Limburg                 ;31; Zuid-Nederland          ;4
647;Giesbeek;1300; Zevenaar                          ;299; Gelderland              ;25; Oost-Nederland          ;2
648;Giessen;3302; Woudrichem                        ;874; Noord-Brabant           ;30; Zuid-Nederland          ;4
649;Giessenburg;1433; Giessenlanden                     ;689; Zuid-Holland            ;28; West-Nederland          ;3
650;Gieten;1167; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
651;Gieterveen;1168; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
652;Giethmen;2551; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
653;Giethoorn;2700; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
654;Gilze;2067; Gilze en Rijen                    ;784; Noord-Brabant           ;30; Zuid-Nederland          ;4
655;Ginnum;3202; Ferwerderadiel                    ;1722; Friesland               ;21; Noord-Nederland         ;1
656;Glane;1712; Losser                            ;168; Overijssel              ;23; Oost-Nederland          ;2
657;Glimmen;1267; Haren                             ;17; Groningen               ;20; Noord-Nederland         ;1
658;De Glind;1061; Barneveld                         ;203; Gelderland              ;25; Oost-Nederland          ;2
659;Godlinze;3236; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
660;Goedereede;2931; Goedereede                        ;511; Zuid-Holland            ;28; West-Nederland          ;3
661;Goënga;2405; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
662;Goëngahuizen;3281; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
663;Goes;1824; Goes                              ;664; Zeeland                 ;29; West-Nederland          ;3
664;Goingarijp;2489; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
665;Goirle;2880; Goirle                            ;785; Noord-Brabant           ;30; Zuid-Nederland          ;4
666;Goor;1442; Hof van Twente                    ;1735; Overijssel              ;23; Oost-Nederland          ;2
667;De Goorn;1185; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
668;Gorinchem;2299; Gorinchem                         ;512; Zuid-Holland            ;28; West-Nederland          ;3
669;Gorredijk;3346; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
670;Gorssel;1338; Lochem                            ;262; Gelderland              ;25; Oost-Nederland          ;2
671;Gouda;1005; Gouda                             ;513; Zuid-Holland            ;28; West-Nederland          ;3
672;Gouderak;2374; Ouderkerk                         ;644; Zuid-Holland            ;28; West-Nederland          ;3
673;Goudriaan;1982; Graafstroom                       ;693; Zuid-Holland            ;28; West-Nederland          ;3
674;Goudswaard;2886; Korendijk                         ;588; Zuid-Holland            ;28; West-Nederland          ;3
675;Goutum;1201; Leeuwarden                        ;80; Friesland               ;21; Noord-Nederland         ;1
676;'t Goy;2054; Houten                            ;321; Utrecht                 ;26; West-Nederland          ;3
677;Graauw;3094; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
678;Grafhorst;2896; Kampen                            ;166; Overijssel              ;23; Oost-Nederland          ;2
679;Graft;1903; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
680;Gramsbergen;1549; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
681;Grashoek;3440; Peel en Maas                      ;1894; Limburg                 ;31; Zuid-Nederland          ;4
682;Grathem;2943; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
683;Grave;3197; Grave                             ;786; Noord-Brabant           ;30; Zuid-Nederland          ;4
684;'s-Graveland;3000; Wijdemeren                        ;1696; Noord-Holland           ;27; West-Nederland          ;3
685;'s-Gravendeel;2380; Binnenmaas                        ;585; Zuid-Holland            ;28; West-Nederland          ;3
686;'s-Gravenhage;1245; 's-Gravenhage                     ;518; Zuid-Holland            ;28; West-Nederland          ;3
687;'s-Gravenpolder;1263; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
688;'s-Gravenzande;2662; Westland                          ;1783; Zuid-Holland            ;28; West-Nederland          ;3
689;Greonterp;2406; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
690;Grevenbicht;2812; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
691;Griendtsveen;1029; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
692;Grijpskerk;2118; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
693;Grijpskerke;2778; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
694;Groede;2967; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
695;Groenekan;2937; De Bilt                           ;310; Utrecht                 ;26; West-Nederland          ;3
696;Groeningen;1216; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
697;Groenlo;2224; Oost Gelre                        ;1586; Gelderland              ;25; Oost-Nederland          ;2
698;Groesbeek;2291; Groesbeek                         ;241; Gelderland              ;25; Oost-Nederland          ;2
699;Groessen;2097; Duiven                            ;226; Gelderland              ;25; Oost-Nederland          ;2
700;Groet;3044; Bergen (NH.)                      ;373; Noord-Holland           ;27; West-Nederland          ;3
701;De Groeve;2924; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
702;Grolloo;1169; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
703;Groningen;1070; Groningen                         ;14; Groningen               ;20; Noord-Nederland         ;1
704;Gronsveld;1701; Eijsden-Margraten                 ;1903; Limburg                 ;31; Zuid-Nederland          ;4
705;Groot-Ammers;1806; Liesveld                          ;694; Zuid-Holland            ;28; West-Nederland          ;3
706;Grootebroek;1103; Stede Broec                       ;532; Noord-Holland           ;27; West-Nederland          ;3
707;Grootegast;2175; Grootegast                        ;15; Groningen               ;20; Noord-Nederland         ;1
708;Grootschermer;1887; Schermer                          ;458; Noord-Holland           ;27; West-Nederland          ;3
709;Grou;2528; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
710;Grubbenvorst;1030; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
711;Gulpen;1225; Gulpen-Wittem                     ;1729; Limburg                 ;31; Zuid-Nederland          ;4
712;Guttecoven;2813; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
713;Gytsjerk;2444; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
714;Haaften;3360; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
715;Haaksbergen;2347; Haaksbergen                       ;158; Overijssel              ;23; Oost-Nederland          ;2
716;Haalderen;3136; Lingewaard                        ;1705; Gelderland              ;25; Oost-Nederland          ;2
717;'t Haantje;2164; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
718;Haaren;1427; Haaren                            ;788; Noord-Brabant           ;30; Zuid-Nederland          ;4
719;Haarle;1040; Hellendoorn                       ;163; Overijssel              ;23; Oost-Nederland          ;2
720;Haarle;1286; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
721;Haarlem;2907; Haarlem                           ;392; Noord-Holland           ;27; West-Nederland          ;3
722;Haarlemmerliede;2641; Haarlemmerliede en Spaarnwoude    ;393; Noord-Holland           ;27; West-Nederland          ;3
723;Haarlo;1660; Berkelland                        ;1859; Gelderland              ;25; Oost-Nederland          ;2
724;Haarsteeg;3500; Heusden                           ;797; Noord-Brabant           ;30; Zuid-Nederland          ;4
725;Haarzuilens;3298; Utrecht                           ;344; Utrecht                 ;26; West-Nederland          ;3
726;Haastrecht;2387; Vlist                             ;623; Zuid-Holland            ;28; West-Nederland          ;3
727;Haelen;2944; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
728;Hagestein;2841; Vianen                            ;620; Utrecht                 ;26; West-Nederland          ;3
729;Haghorst;1310; Hilvarenbeek                      ;798; Noord-Brabant           ;30; Zuid-Nederland          ;4
730;Haler;2945; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
731;Halfweg;2643; Haarlemmerliede en Spaarnwoude    ;393; Noord-Holland           ;27; West-Nederland          ;3
732;Hall;1113; Brummen                           ;213; Gelderland              ;25; Oost-Nederland          ;2
733;Halle;1525; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
734;Hallum;3203; Ferwerderadiel                    ;1722; Friesland               ;21; Noord-Nederland         ;1
735;Halsteren;1938; Bergen op Zoom                    ;748; Noord-Brabant           ;30; Zuid-Nederland          ;4
736;Den Ham;2116; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
737;Den Ham;3321; Twenterand                        ;1700; Overijssel              ;23; Oost-Nederland          ;2
738;Handel;2092; Gemert-Bakel                      ;1652; Noord-Brabant           ;30; Zuid-Nederland          ;4
739;Hank;2215; Werkendam                         ;870; Noord-Brabant           ;30; Zuid-Nederland          ;4
740;Hansweert;3461; Reimerswaal                       ;703; Zeeland                 ;29; West-Nederland          ;3
741;Hantum;3395; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
742;Hantumeruitburen;3396; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
743;Hantumhuizen;3397; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
744;Hapert;1065; Bladel                            ;1728; Noord-Brabant           ;30; Zuid-Nederland          ;4
745;Haps;1451; Cuijk                             ;1684; Noord-Brabant           ;30; Zuid-Nederland          ;4
746;Harbrinkhoek;1287; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
747;'t Harde;1845; Elburg                            ;230; Gelderland              ;25; Oost-Nederland          ;2
748;Hardenberg;1550; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
749;Harderwijk;3222; Harderwijk                        ;243; Gelderland              ;25; Oost-Nederland          ;2
750;Hardinxveld-Giessendam;3031; Hardinxveld-Giessendam            ;523; Zuid-Holland            ;28; West-Nederland          ;3
751;Haren;3253; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
752;Haren Gn;1266; Haren                             ;17; Groningen               ;20; Noord-Nederland         ;1
753;Harfsen;1339; Lochem                            ;262; Gelderland              ;25; Oost-Nederland          ;2
754;Harich;1676; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
755;Haringhuizen;2515; Niedorp                           ;412; Noord-Holland           ;27; West-Nederland          ;3
756;Harkema;3178; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
757;Harkstede;1349; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
758;Harlingen;2891; Harlingen                         ;72; Friesland               ;21; Noord-Nederland         ;1
759;Harmelen;1072; Woerden                           ;632; Utrecht                 ;26; West-Nederland          ;3
760;Harreveld;2228; Oost Gelre                        ;1586; Gelderland              ;25; Oost-Nederland          ;2
761;Harskamp;2768; Ede                               ;228; Gelderland              ;25; Oost-Nederland          ;2
762;Hartwerd;2310; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
763;Haskerdijken;2490; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
764;Haskerhorne;2491; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
765;Hasselt;2199; Zwartewaterland                   ;1896; Overijssel              ;23; Oost-Nederland          ;2
766;Hattem;2882; Hattem                            ;244; Gelderland              ;25; Oost-Nederland          ;2
767;Hattemerbroek;3069; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
768;Haule;1757; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
769;Haulerwijk;1758; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
770;Hauwert;3149; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
771;Havelte;3113; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
772;Havelterberg;3114; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
773;Hazerswoude-Dorp;2852; Rijnwoude                         ;1672; Zuid-Holland            ;28; West-Nederland          ;3
774;Hazerswoude-Rijndijk;2851; Rijnwoude                         ;1672; Zuid-Holland            ;28; West-Nederland          ;3
775;Hedel;1625; Maasdriel                         ;263; Gelderland              ;25; Oost-Nederland          ;2
776;Hee;2623; Terschelling                      ;93; Friesland               ;21; Noord-Nederland         ;1
777;Heeg;2407; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
778;Heel;1917; Maasgouw                          ;1641; Limburg                 ;31; Zuid-Nederland          ;4
779;Heelsum;2987; Renkum                            ;274; Gelderland              ;25; Oost-Nederland          ;2
780;Heelweg;1576; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
781;Heemserveen;1551; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
782;Heemskerk;2458; Heemskerk                         ;396; Noord-Holland           ;27; West-Nederland          ;3
783;Heemstede;2563; Heemstede                         ;397; Noord-Holland           ;27; West-Nederland          ;3
784;De Heen;1401; Steenbergen                       ;851; Noord-Brabant           ;30; Zuid-Nederland          ;4
785;Heenvliet;1387; Bernisse                          ;568; Zuid-Holland            ;28; West-Nederland          ;3
786;'s-Heer Abtskerke;1264; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
787;'s-Heer Arendskerke;1822; Goes                              ;664; Zeeland                 ;29; West-Nederland          ;3
788;'s-Heer Hendrikskinderen;1823; Goes                              ;664; Zeeland                 ;29; West-Nederland          ;3
789;Heerde;2865; Heerde                            ;246; Gelderland              ;25; Oost-Nederland          ;2
790;'s-Heerenberg;2206; Montferland                       ;1955; Gelderland              ;25; Oost-Nederland          ;2
791;'s-Heerenbroek;2899; Kampen                            ;166; Overijssel              ;23; Oost-Nederland          ;2
792;'s-Heerenhoek;1265; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
793;Heerenveen;2186; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
794;Heerewaarden;1626; Maasdriel                         ;263; Gelderland              ;25; Oost-Nederland          ;2
795;Heerhugowaard;1746; Heerhugowaard                     ;398; Noord-Holland           ;27; West-Nederland          ;3
796;Heerjansdam;2398; Zwijndrecht                       ;642; Zuid-Holland            ;28; West-Nederland          ;3
797;Heerle;1590; Roosendaal                        ;1674; Noord-Brabant           ;30; Zuid-Nederland          ;4
798;Heerlen;1312; Heerlen                           ;917; Limburg                 ;31; Zuid-Nederland          ;4
799;Heesch;3059; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
800;Heesselt;3361; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
801;Heeswijk-Dinther;3060; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
802;Heeten;1498; Raalte                            ;177; Overijssel              ;23; Oost-Nederland          ;2
803;Heeze;1314; Heeze-Leende                      ;1658; Noord-Brabant           ;30; Zuid-Nederland          ;4
804;Hegebeintum;3204; Ferwerderadiel                    ;1722; Friesland               ;21; Noord-Nederland         ;1
805;Hegelsom;1031; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
806;Hei- en Boeicop;2109; Zederik                           ;707; Zuid-Holland            ;28; West-Nederland          ;3
807;Heibloem;2946; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
808;Heide;2329; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
809;Ter Heijde;2663; Westland                          ;1783; Zuid-Holland            ;28; West-Nederland          ;3
810;Heijen;2483; Gennep                            ;907; Limburg                 ;31; Zuid-Nederland          ;4
811;Heijenrath;1228; Gulpen-Wittem                     ;1729; Limburg                 ;31; Zuid-Nederland          ;4
812;Heijningen;1318; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
813;Heikant;3091; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
814;Heilig Landstichting;2292; Groesbeek                         ;241; Gelderland              ;25; Oost-Nederland          ;2
815;Heiligerlee;1899; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
816;Heiloo;1243; Heiloo                            ;399; Noord-Holland           ;27; West-Nederland          ;3
817;Heinenoord;2381; Binnenmaas                        ;585; Zuid-Holland            ;28; West-Nederland          ;3
818;Heinkenszand;1255; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
819;Heino;1492; Raalte                            ;177; Overijssel              ;23; Oost-Nederland          ;2
820;Hekelingen;3033; Spijkenisse                       ;612; Zuid-Holland            ;28; West-Nederland          ;3
821;Hekendorp;1909; Oudewater                         ;589; Utrecht                 ;26; West-Nederland          ;3
822;Helden;3441; Peel en Maas                      ;1894; Limburg                 ;31; Zuid-Nederland          ;4
