ID;Leeftijd;Herkomsgroepering;Generatie;Geslacht;Perioden;Personen_1;AlleenstaandePersonen_2;SamenwonendePersonen_3;ThuiswonedeKinderen_4;Eenouders_5;OverigePersonen_6;InInstitutieWonendePersonen_7
0;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2007;16353976.0;2556154.0;8281847.0;4581353.0;461106.0;267389.0;206131.0
1;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2008;16376899.0;2599010.0;8276124.0;4562390.0;468370.0;269015.0;201968.0
2;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2009;16403023.0;2642453.0;8274513.0;4543234.0;474466.0;271003.0;197320.0
3;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2010;16432521.0;2686484.0;8276990.0;4524002.0;479476.0;273266.0;192331.0
4;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2011;16464311.0;2730786.0;8282428.0;4504573.0;483742.0;275621.0;187152.0
5;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2012;16497262.0;2775192.0;8290067.0;4484763.0;487280.0;278016.0;181922.0
6;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2013;16530454.0;2819240.0;8299294.0;4464587.0;490089.0;280366.0;176857.0
7;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2014;16563253.0;2862349.0;8309446.0;4444607.0;492112.0;282560.0;172139.0
8;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2015;16595407.0;2904423.0;8319787.0;4425191.0;493417.0;284602.0;167947.0
9;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2016;16626986.0;2945577.0;8329926.0;4406350.0;494054.0;286581.0;164478.0
10;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2017;16657931.0;2986107.0;8339347.0;4387868.0;494095.0;288563.0;161940.0
11;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2018;16688335.0;3026050.0;8347911.0;4369689.0;493575.0;290526.0;160557.0
12;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2019;16718362.0;3065316.0;8355394.0;4351851.0;492667.0;292541.0;160562.0
13;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2020;16747901.0;3103466.0;8361567.0;4334745.0;491421.0;294501.0;162182.0
14;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2021;16776829.0;3140506.0;8366550.0;4318689.0;489925.0;296380.0;164762.0
15;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2022;16804977.0;3176652.0;8370507.0;4303855.0;488349.0;298119.0;167492.0
16;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2023;16832106.0;3211330.0;8373257.0;4290758.0;486715.0;299633.0;170386.0
17;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2024;16858007.0;3244168.0;8374547.0;4279777.0;485139.0;300889.0;173474.0
18;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2025;16882472.0;3275068.0;8374055.0;4270996.0;483678.0;301876.0;176790.0
19;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2026;16905264.0;3304066.0;8371393.0;4264427.0;482375.0;302691.0;180328.0
20;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2027;16926196.0;3331183.0;8366223.0;4260107.0;481322.0;303310.0;184053.0
21;4;Bevolking totaal;Totaal van de bevolkingsgroep;Totaal mannen en vrouwen;2028;16945062.0;3356453.0;8358340.0;4257989.0;480473.0;303794.0;187995.0
