ID;TypeWerkenden;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonen_1;WerkzamePersonenSeizoengecorrigeerd_2;Banen_3;BanenSeizoengecorrigeerd_4;GewerkteUren_5;GewerkteUrenSeizoengecorrigeerd_6;WerkzamePersonen_7;Banen_8;WerkzamePersonenSeizoengecorrigeerd_9;BanenSeizoengecorrigeerd_10
0;Totaal;A-U Alle economische activiteiten;1995 1e kwartaal;7120.0;7201.0;7857.0;7945.0;2689.0;2622.0;;;;
1;Totaal;A-U Alle economische activiteiten;1995 2e kwartaal;7261.0;7235.0;8012.0;7985.0;2593.0;2686.0;;;34.0;40.0
2;Totaal;A-U Alle economische activiteiten;1995 3e kwartaal;7351.0;7284.0;8111.0;8039.0;2529.0;2741.0;;;49.0;54.0
3;Totaal;A-U Alle economische activiteiten;1995 4e kwartaal;7339.0;7349.0;8100.0;8111.0;2957.0;2807.0;;;65.0;72.0
4;Totaal;A-U Alle economische activiteiten;1995;7268.0;;8021.0;;10768.0;;;;;
5;Totaal;A-U Alle economische activiteiten;1996 1e kwartaal;7268.0;7352.0;8040.0;8130.0;2777.0;2734.0;148.0;183.0;2.0;19.0
6;Totaal;A-U Alle economische activiteiten;1996 2e kwartaal;7423.0;7395.0;8212.0;8182.0;2679.0;2770.0;162.0;200.0;43.0;52.0
7;Totaal;A-U Alle economische activiteiten;1996 3e kwartaal;7509.0;7439.0;8303.0;8228.0;2607.0;2798.0;158.0;192.0;44.0;45.0
8;Totaal;A-U Alle economische activiteiten;1996 4e kwartaal;7480.0;7498.0;8267.0;8284.0;3041.0;2866.0;142.0;167.0;59.0;56.0
9;Totaal;A-U Alle economische activiteiten;1996;7420.0;;8206.0;;11104.0;;152.0;185.0;;
10;Totaal;A-U Alle economische activiteiten;1997 1e kwartaal;7473.0;7556.0;8234.0;8326.0;2827.0;2837.0;205.0;194.0;58.0;42.0
11;Totaal;A-U Alle economische activiteiten;1997 2e kwartaal;7646.0;7616.0;8418.0;8386.0;2806.0;2866.0;223.0;206.0;60.0;60.0
12;Totaal;A-U Alle economische activiteiten;1997 3e kwartaal;7754.0;7682.0;8534.0;8455.0;2663.0;2862.0;245.0;230.0;66.0;69.0
13;Totaal;A-U Alle economische activiteiten;1997 4e kwartaal;7717.0;7729.0;8494.0;8508.0;3038.0;2873.0;237.0;227.0;47.0;52.0
14;Totaal;A-U Alle economische activiteiten;1997;7648.0;;8421.0;;11334.0;;228.0;215.0;;
15;Totaal;A-U Alle economische activiteiten;1998 1e kwartaal;7668.0;7762.0;8466.0;8567.0;2934.0;2904.0;195.0;232.0;34.0;59.0
16;Totaal;A-U Alle economische activiteiten;1998 2e kwartaal;7843.0;7809.0;8659.0;8623.0;2824.0;2910.0;197.0;241.0;47.0;57.0
17;Totaal;A-U Alle economische activiteiten;1998 3e kwartaal;7927.0;7855.0;8753.0;8673.0;2717.0;2927.0;173.0;219.0;46.0;50.0
18;Totaal;A-U Alle economische activiteiten;1998 4e kwartaal;7877.0;7899.0;8699.0;8727.0;3103.0;2911.0;160.0;204.0;44.0;54.0
19;Totaal;A-U Alle economische activiteiten;1998;7830.0;;8645.0;;11578.0;;181.0;224.0;;
20;Totaal;A-U Alle economische activiteiten;1999 1e kwartaal;7900.0;7987.0;8718.0;8809.0;2991.0;2952.0;232.0;252.0;88.0;82.0
21;Totaal;A-U Alle economische activiteiten;1999 2e kwartaal;8069.0;8034.0;8904.0;8867.0;2890.0;2974.0;226.0;245.0;47.0;59.0
22;Totaal;A-U Alle economische activiteiten;1999 3e kwartaal;8145.0;8072.0;8988.0;8906.0;2767.0;2988.0;218.0;235.0;38.0;39.0
23;Totaal;A-U Alle economische activiteiten;1999 4e kwartaal;8102.0;8110.0;8938.0;8945.0;3250.0;3019.0;224.0;240.0;38.0;38.0
24;Totaal;A-U Alle economische activiteiten;1999;8055.0;;8888.0;;11899.0;;225.0;243.0;;
25;Totaal;A-U Alle economische activiteiten;2000 1e kwartaal;8033.0;8129.0;8846.0;8955.0;3128.0;3015.0;133.0;128.0;19.0;11.0
26;Totaal;A-U Alle economische activiteiten;2000 2e kwartaal;8218.0;8181.0;9046.0;9007.0;2972.0;3061.0;149.0;142.0;53.0;52.0
27;Totaal;A-U Alle economische activiteiten;2000 3e kwartaal;8302.0;8230.0;9135.0;9053.0;2753.0;3007.0;157.0;147.0;49.0;46.0
28;Totaal;A-U Alle economische activiteiten;2000 4e kwartaal;8257.0;8272.0;9078.0;9090.0;3157.0;3026.0;155.0;140.0;42.0;36.0
29;Totaal;A-U Alle economische activiteiten;2000;8203.0;;9027.0;;12010.0;;148.0;139.0;;
30;Totaal;A-U Alle economische activiteiten;2001 1e kwartaal;8228.0;8319.0;9007.0;9115.0;3136.0;3052.0;195.0;161.0;47.0;25.0
31;Totaal;A-U Alle economische activiteiten;2001 2e kwartaal;8390.0;8355.0;9178.0;9140.0;2972.0;3067.0;173.0;132.0;35.0;25.0
32;Totaal;A-U Alle economische activiteiten;2001 3e kwartaal;8460.0;8389.0;9250.0;9170.0;2812.0;3072.0;157.0;115.0;34.0;30.0
33;Totaal;A-U Alle economische activiteiten;2001 4e kwartaal;8387.0;8408.0;9169.0;9188.0;3246.0;3076.0;131.0;91.0;19.0;18.0
34;Totaal;A-U Alle economische activiteiten;2001;8367.0;;9152.0;;12166.0;;164.0;125.0;;
35;Totaal;A-U Alle economische activiteiten;2002 1e kwartaal;8335.0;8419.0;9103.0;9202.0;3108.0;3054.0;107.0;96.0;12.0;14.0
36;Totaal;A-U Alle economische activiteiten;2002 2e kwartaal;8469.0;8430.0;9252.0;9208.0;2952.0;3056.0;79.0;74.0;11.0;6.0
37;Totaal;A-U Alle economische activiteiten;2002 3e kwartaal;8495.0;8435.0;9279.0;9211.0;2834.0;3056.0;36.0;29.0;5.0;3.0
38;Totaal;A-U Alle economische activiteiten;2002 4e kwartaal;8407.0;8437.0;9182.0;9211.0;3211.0;3043.0;20.0;13.0;1.0;-1.0
39;Totaal;A-U Alle economische activiteiten;2002;8427.0;;9204.0;;12104.0;;60.0;53.0;;
40;Totaal;A-U Alle economische activiteiten;2003 1e kwartaal;8351.0;8411.0;9103.0;9176.0;3097.0;3040.0;16.0;0.0;-26.0;-35.0
41;Totaal;A-U Alle economische activiteiten;2003 2e kwartaal;8419.0;8389.0;9181.0;9147.0;2910.0;3024.0;-50.0;-71.0;-22.0;-29.0
42;Totaal;A-U Alle economische activiteiten;2003 3e kwartaal;8420.0;8363.0;9188.0;9122.0;2800.0;3012.0;-75.0;-91.0;-26.0;-24.0
43;Totaal;A-U Alle economische activiteiten;2003 4e kwartaal;8331.0;8353.0;9090.0;9120.0;3158.0;2995.0;-76.0;-91.0;-10.0;-2.0
44;Totaal;A-U Alle economische activiteiten;2003;8380.0;;9141.0;;11965.0;;-47.0;-64.0;;
45;Totaal;A-U Alle economische activiteiten;2004 1e kwartaal;8212.0;8279.0;9006.0;9082.0;3099.0;3004.0;-139.0;-97.0;-74.0;-38.0
46;Totaal;A-U Alle economische activiteiten;2004 2e kwartaal;8322.0;8289.0;9127.0;9090.0;2881.0;3003.0;-97.0;-54.0;10.0;9.0
47;Totaal;A-U Alle economische activiteiten;2004 3e kwartaal;8351.0;8298.0;9163.0;9103.0;2798.0;3002.0;-69.0;-25.0;8.0;13.0
48;Totaal;A-U Alle economische activiteiten;2004 4e kwartaal;8254.0;8283.0;9061.0;9098.0;3218.0;2988.0;-77.0;-29.0;-14.0;-5.0
49;Totaal;A-U Alle economische activiteiten;2004;8285.0;;9089.0;;11996.0;;-95.0;-52.0;;
50;Totaal;A-U Alle economische activiteiten;2005 1e kwartaal;8256.0;8311.0;9084.0;9139.0;3050.0;2984.0;44.0;78.0;27.0;42.0
51;Totaal;A-U Alle economische activiteiten;2005 2e kwartaal;8370.0;8337.0;9208.0;9168.0;2923.0;2991.0;49.0;81.0;26.0;29.0
