ID;BedrijfstakkenBranchesSBI2008;Milieudomeinen;Perioden;ArbeidsvolumeWerkzamePersonen_1;ProductieBasisprijzen_2;BrutoToegevoegdeWaardeBasisprijzen_3
59;A-U Alle economische activiteiten;10000;2003;99.6;22192.0;8987.0
60;A-U Alle economische activiteiten;10000;2004;97.8;22605.0;9341.0
61;A-U Alle economische activiteiten;10000;2005;99.7;23026.0;9360.0
62;A-U Alle economische activiteiten;10000;2006;100.8;24955.0;10405.0
63;A-U Alle economische activiteiten;10000;2007;103.8;26692.0;11246.0
64;A-U Alle economische activiteiten;10000;2008;106.2;29178.0;12139.0
65;A-U Alle economische activiteiten;10000;2009;108.1;28513.0;11690.0
66;A-U Alle economische activiteiten;10000;2010;107.1;30504.0;13340.0
67;A-U Alle economische activiteiten;10000;2011;107.8;32599.0;13800.0
68;A-U Alle economische activiteiten;10100;1995;50.9;8737.0;4284.0
69;A-U Alle economische activiteiten;10100;1996;52.4;9052.0;4394.0
70;A-U Alle economische activiteiten;10100;1997;53.0;9413.0;4433.0
71;A-U Alle economische activiteiten;10100;1998;56.3;10336.0;4763.0
72;A-U Alle economische activiteiten;10100;1999;59.8;11445.0;5148.0
73;A-U Alle economische activiteiten;10100;2000;61.1;12574.0;5670.0
74;A-U Alle economische activiteiten;10100;2001;64.7;13560.0;5902.0
75;A-U Alle economische activiteiten;10100;2002;66.2;14640.0;6245.0
76;A-U Alle economische activiteiten;10100;2003;69.2;15685.0;6644.0
77;A-U Alle economische activiteiten;10100;2004;68.0;16210.0;6928.0
78;A-U Alle economische activiteiten;10100;2005;69.2;16404.0;6974.0
79;A-U Alle economische activiteiten;10100;2006;70.1;17686.0;7708.0
80;A-U Alle economische activiteiten;10100;2007;71.2;18689.0;8147.0
81;A-U Alle economische activiteiten;10100;2008;70.8;19823.0;8471.0
82;A-U Alle economische activiteiten;10100;2009;70.1;19235.0;8068.0
83;A-U Alle economische activiteiten;10100;2010;69.3;20789.0;9590.0
84;A-U Alle economische activiteiten;10100;2011;68.8;21278.0;9763.0
85;A-U Alle economische activiteiten;10700;1995;20.7;3232.0;1236.0
86;A-U Alle economische activiteiten;10700;1996;22.8;3841.0;1438.0
87;A-U Alle economische activiteiten;10700;1997;24.5;4220.0;1578.0
88;A-U Alle economische activiteiten;10700;1998;25.2;4387.0;1641.0
89;A-U Alle economische activiteiten;10700;1999;24.7;4788.0;1794.0
90;A-U Alle economische activiteiten;10700;2000;26.4;5174.0;1900.0
91;A-U Alle economische activiteiten;10700;2001;28.3;5651.0;2092.0
92;A-U Alle economische activiteiten;10700;2002;30.1;6077.0;2250.0
93;A-U Alle economische activiteiten;10700;2003;30.4;6507.0;2342.0
94;A-U Alle economische activiteiten;10700;2004;29.8;6395.0;2413.0
95;A-U Alle economische activiteiten;10700;2005;30.5;6622.0;2385.0
96;A-U Alle economische activiteiten;10700;2006;30.7;7269.0;2697.0
97;A-U Alle economische activiteiten;10700;2007;32.6;8003.0;3099.0
98;A-U Alle economische activiteiten;10700;2008;35.4;9355.0;3668.0
99;A-U Alle economische activiteiten;10700;2009;38.0;9278.0;3622.0
100;A-U Alle economische activiteiten;10700;2010;37.8;9715.0;3751.0
101;A-U Alle economische activiteiten;10700;2011;39.0;11322.0;4038.0
102;A Landbouw, bosbouw en visserij;10000;1995;1.0;142.0;67.0
103;A Landbouw, bosbouw en visserij;10000;1996;1.1;176.0;78.0
104;A Landbouw, bosbouw en visserij;10000;1997;1.2;220.0;103.0
105;A Landbouw, bosbouw en visserij;10000;1998;1.6;236.0;103.0
106;A Landbouw, bosbouw en visserij;10000;1999;2.0;265.0;109.0
107;A Landbouw, bosbouw en visserij;10000;2000;2.3;376.0;163.0
108;A Landbouw, bosbouw en visserij;10000;2001;2.4;422.0;174.0
109;A Landbouw, bosbouw en visserij;10000;2002;2.5;472.0;189.0
110;A Landbouw, bosbouw en visserij;10000;2003;2.7;537.0;221.0
111;A Landbouw, bosbouw en visserij;10000;2004;2.8;605.0;228.0
112;A Landbouw, bosbouw en visserij;10000;2005;2.8;654.0;247.0
113;A Landbouw, bosbouw en visserij;10000;2006;3.0;827.0;338.0
114;A Landbouw, bosbouw en visserij;10000;2007;3.2;911.0;371.0
115;A Landbouw, bosbouw en visserij;10000;2008;3.4;1077.0;415.0
116;A Landbouw, bosbouw en visserij;10000;2009;3.6;1078.0;398.0
117;A Landbouw, bosbouw en visserij;10000;2010;3.7;1409.0;577.0
118;A Landbouw, bosbouw en visserij;10000;2011;3.8;1421.0;547.0
119;A Landbouw, bosbouw en visserij;10100;1995;1.0;139.0;66.0
120;A Landbouw, bosbouw en visserij;10100;1996;1.1;172.0;78.0
121;A Landbouw, bosbouw en visserij;10100;1997;1.2;215.0;103.0
122;A Landbouw, bosbouw en visserij;10100;1998;1.6;230.0;103.0
123;A Landbouw, bosbouw en visserij;10100;1999;2.0;258.0;109.0
124;A Landbouw, bosbouw en visserij;10100;2000;2.2;366.0;162.0
125;A Landbouw, bosbouw en visserij;10100;2001;2.4;412.0;173.0
126;A Landbouw, bosbouw en visserij;10100;2002;2.4;456.0;187.0
127;A Landbouw, bosbouw en visserij;10100;2003;2.6;510.0;216.0
128;A Landbouw, bosbouw en visserij;10100;2004;2.6;569.0;220.0
129;A Landbouw, bosbouw en visserij;10100;2005;2.7;609.0;233.0
130;A Landbouw, bosbouw en visserij;10100;2006;2.7;753.0;298.0
131;A Landbouw, bosbouw en visserij;10100;2007;2.8;809.0;303.0
132;A Landbouw, bosbouw en visserij;10100;2008;2.9;941.0;309.0
133;A Landbouw, bosbouw en visserij;10100;2009;3.0;947.0;295.0
134;A Landbouw, bosbouw en visserij;10100;2010;3.1;1288.0;478.0
135;A Landbouw, bosbouw en visserij;10100;2011;3.3;1280.0;435.0
136;A Landbouw, bosbouw en visserij;10700;1995;0.0;3.0;0.0
137;A Landbouw, bosbouw en visserij;10700;1996;0.0;4.0;0.0
138;A Landbouw, bosbouw en visserij;10700;1997;0.0;5.0;0.0
139;A Landbouw, bosbouw en visserij;10700;1998;0.0;6.0;0.0
140;A Landbouw, bosbouw en visserij;10700;1999;0.0;7.0;0.0
141;A Landbouw, bosbouw en visserij;10700;2000;0.0;10.0;1.0
142;A Landbouw, bosbouw en visserij;10700;2001;0.0;10.0;1.0
143;A Landbouw, bosbouw en visserij;10700;2002;0.1;16.0;2.0
144;A Landbouw, bosbouw en visserij;10700;2003;0.1;27.0;5.0
145;A Landbouw, bosbouw en visserij;10700;2004;0.1;36.0;8.0
146;A Landbouw, bosbouw en visserij;10700;2005;0.2;45.0;14.0
147;A Landbouw, bosbouw en visserij;10700;2006;0.3;73.0;40.0
148;A Landbouw, bosbouw en visserij;10700;2007;0.4;101.0;68.0
149;A Landbouw, bosbouw en visserij;10700;2008;0.5;136.0;106.0
150;A Landbouw, bosbouw en visserij;10700;2009;0.6;131.0;104.0
151;A Landbouw, bosbouw en visserij;10700;2010;0.5;122.0;99.0
152;A Landbouw, bosbouw en visserij;10700;2011;0.6;141.0;112.0
153;B-E Nijverheid (geen bouw) en energie;10000;1995;;;
154;B-E Nijverheid (geen bouw) en energie;10000;1996;;;
155;B-E Nijverheid (geen bouw) en energie;10000;1997;;;
156;B-E Nijverheid (geen bouw) en energie;10000;1998;;;
157;B-E Nijverheid (geen bouw) en energie;10000;1999;;;
158;B-E Nijverheid (geen bouw) en energie;10000;2000;;;
159;B-E Nijverheid (geen bouw) en energie;10000;2001;;;
160;B-E Nijverheid (geen bouw) en energie;10000;2002;;;
161;B-E Nijverheid (geen bouw) en energie;10000;2003;;;
162;B-E Nijverheid (geen bouw) en energie;10000;2004;;;
163;B-E Nijverheid (geen bouw) en energie;10000;2005;;;
164;B-E Nijverheid (geen bouw) en energie;10000;2006;;;
165;B-E Nijverheid (geen bouw) en energie;10000;2007;;;
166;B-E Nijverheid (geen bouw) en energie;10000;2008;;;
167;B-E Nijverheid (geen bouw) en energie;10000;2009;;;
168;B-E Nijverheid (geen bouw) en energie;10000;2010;;;
169;B-E Nijverheid (geen bouw) en energie;10000;2011;;;
170;B-E Nijverheid (geen bouw) en energie;10100;1995;;;
171;B-E Nijverheid (geen bouw) en energie;10100;1996;;;
172;B-E Nijverheid (geen bouw) en energie;10100;1997;;;
173;B-E Nijverheid (geen bouw) en energie;10100;1998;;;
174;B-E Nijverheid (geen bouw) en energie;10100;1999;;;
175;B-E Nijverheid (geen bouw) en energie;10100;2000;;;
176;B-E Nijverheid (geen bouw) en energie;10100;2001;;;
177;B-E Nijverheid (geen bouw) en energie;10100;2002;;;
178;B-E Nijverheid (geen bouw) en energie;10100;2003;;;
179;B-E Nijverheid (geen bouw) en energie;10100;2004;;;
180;B-E Nijverheid (geen bouw) en energie;10100;2005;;;
181;B-E Nijverheid (geen bouw) en energie;10100;2006;;;
182;B-E Nijverheid (geen bouw) en energie;10100;2007;;;
183;B-E Nijverheid (geen bouw) en energie;10100;2008;;;
184;B-E Nijverheid (geen bouw) en energie;10100;2009;;;
185;B-E Nijverheid (geen bouw) en energie;10100;2010;;;
186;B-E Nijverheid (geen bouw) en energie;10100;2011;;;
187;B-E Nijverheid (geen bouw) en energie;10700;1995;;;
188;B-E Nijverheid (geen bouw) en energie;10700;1996;;;
189;B-E Nijverheid (geen bouw) en energie;10700;1997;;;
190;B-E Nijverheid (geen bouw) en energie;10700;1998;;;
191;B-E Nijverheid (geen bouw) en energie;10700;1999;;;
192;B-E Nijverheid (geen bouw) en energie;10700;2000;;;
193;B-E Nijverheid (geen bouw) en energie;10700;2001;;;
194;B-E Nijverheid (geen bouw) en energie;10700;2002;;;
195;B-E Nijverheid (geen bouw) en energie;10700;2003;;;
196;B-E Nijverheid (geen bouw) en energie;10700;2004;;;
197;B-E Nijverheid (geen bouw) en energie;10700;2005;;;
198;B-E Nijverheid (geen bouw) en energie;10700;2006;;;
199;B-E Nijverheid (geen bouw) en energie;10700;2007;;;
200;B-E Nijverheid (geen bouw) en energie;10700;2008;;;
201;B-E Nijverheid (geen bouw) en energie;10700;2009;;;
202;B-E Nijverheid (geen bouw) en energie;10700;2010;;;
203;B-E Nijverheid (geen bouw) en energie;10700;2011;;;
204;B Delfstoffenwinning;10000;1995;;;
205;B Delfstoffenwinning;10000;1996;;;
206;B Delfstoffenwinning;10000;1997;;;
207;B Delfstoffenwinning;10000;1998;;;
208;B Delfstoffenwinning;10000;1999;;;
209;B Delfstoffenwinning;10000;2000;;;
210;B Delfstoffenwinning;10000;2001;;;
211;B Delfstoffenwinning;10000;2002;;;
212;B Delfstoffenwinning;10000;2003;;;
213;B Delfstoffenwinning;10000;2004;;;
214;B Delfstoffenwinning;10000;2005;;;
215;B Delfstoffenwinning;10000;2006;;;
216;B Delfstoffenwinning;10000;2007;;;
217;B Delfstoffenwinning;10000;2008;;;
218;B Delfstoffenwinning;10000;2009;;;
219;B Delfstoffenwinning;10000;2010;;;
220;B Delfstoffenwinning;10000;2011;;;
221;B Delfstoffenwinning;10100;1995;;;
222;B Delfstoffenwinning;10100;1996;;;
223;B Delfstoffenwinning;10100;1997;;;
224;B Delfstoffenwinning;10100;1998;;;
225;B Delfstoffenwinning;10100;1999;;;
226;B Delfstoffenwinning;10100;2000;;;
227;B Delfstoffenwinning;10100;2001;;;
228;B Delfstoffenwinning;10100;2002;;;
229;B Delfstoffenwinning;10100;2003;;;
230;B Delfstoffenwinning;10100;2004;;;
231;B Delfstoffenwinning;10100;2005;;;
232;B Delfstoffenwinning;10100;2006;;;
233;B Delfstoffenwinning;10100;2007;;;
234;B Delfstoffenwinning;10100;2008;;;
235;B Delfstoffenwinning;10100;2009;;;
236;B Delfstoffenwinning;10100;2010;;;
237;B Delfstoffenwinning;10100;2011;;;
238;B Delfstoffenwinning;10700;1995;;;
239;B Delfstoffenwinning;10700;1996;;;
240;B Delfstoffenwinning;10700;1997;;;
241;B Delfstoffenwinning;10700;1998;;;
242;B Delfstoffenwinning;10700;1999;;;
243;B Delfstoffenwinning;10700;2000;;;
244;B Delfstoffenwinning;10700;2001;;;
245;B Delfstoffenwinning;10700;2002;;;
246;B Delfstoffenwinning;10700;2003;;;
247;B Delfstoffenwinning;10700;2004;;;
248;B Delfstoffenwinning;10700;2005;;;
249;B Delfstoffenwinning;10700;2006;;;
250;B Delfstoffenwinning;10700;2007;;;
251;B Delfstoffenwinning;10700;2008;;;
252;B Delfstoffenwinning;10700;2009;;;
253;B Delfstoffenwinning;10700;2010;;;
254;B Delfstoffenwinning;10700;2011;;;
255;C Industrie;10000;1995;7.1;1896.0;530.0
256;C Industrie;10000;1996;8.2;2320.0;669.0
257;C Industrie;10000;1997;8.7;2538.0;721.0
258;C Industrie;10000;1998;8.8;2541.0;717.0
259;C Industrie;10000;1999;9.3;2673.0;770.0
260;C Industrie;10000;2000;9.4;2784.0;778.0
261;C Industrie;10000;2001;10.0;3047.0;857.0
262;C Industrie;10000;2002;11.2;3535.0;981.0
263;C Industrie;10000;2003;11.6;3789.0;1040.0
264;C Industrie;10000;2004;10.2;3169.0;920.0
265;C Industrie;10000;2005;10.6;3389.0;913.0
266;C Industrie;10000;2006;10.9;3496.0;946.0
267;C Industrie;10000;2007;11.6;3860.0;1014.0
268;C Industrie;10000;2008;12.3;4242.0;1036.0
269;C Industrie;10000;2009;12.5;3573.0;1008.0
270;C Industrie;10000;2010;12.9;3774.0;1054.0
271;C Industrie;10000;2011;12.9;4489.0;1057.0
272;C Industrie;10100;1995;3.9;829.0;243.0
273;C Industrie;10100;1996;4.0;849.0;253.0
274;C Industrie;10100;1997;4.0;857.0;247.0
275;C Industrie;10100;1998;4.1;893.0;261.0
276;C Industrie;10100;1999;4.7;1007.0;303.0
277;C Industrie;10100;2000;4.6;1013.0;299.0
278;C Industrie;10100;2001;5.0;1135.0;327.0
279;C Industrie;10100;2002;5.3;1283.0;344.0
280;C Industrie;10100;2003;5.4;1313.0;357.0
281;C Industrie;10100;2004;4.9;1213.0;317.0
282;C Industrie;10100;2005;5.4;1427.0;350.0
283;C Industrie;10100;2006;5.5;1425.0;369.0
284;C Industrie;10100;2007;5.5;1457.0;367.0
285;C Industrie;10100;2008;5.6;1483.0;333.0
286;C Industrie;10100;2009;5.5;1164.0;357.0
287;C Industrie;10100;2010;5.5;1216.0;385.0
288;C Industrie;10100;2011;5.5;1401.0;414.0
289;C Industrie;10700;1995;3.2;1067.0;287.0
290;C Industrie;10700;1996;4.2;1472.0;416.0
291;C Industrie;10700;1997;4.7;1681.0;474.0
292;C Industrie;10700;1998;4.7;1648.0;456.0
293;C Industrie;10700;1999;4.6;1667.0;467.0
294;C Industrie;10700;2000;4.8;1771.0;479.0
295;C Industrie;10700;2001;5.0;1912.0;530.0
296;C Industrie;10700;2002;5.9;2251.0;637.0
297;C Industrie;10700;2003;6.2;2475.0;683.0
298;C Industrie;10700;2004;5.3;1955.0;603.0
299;C Industrie;10700;2005;5.2;1963.0;564.0
300;C Industrie;10700;2006;5.4;2071.0;577.0
301;C Industrie;10700;2007;6.1;2402.0;647.0
302;C Industrie;10700;2008;6.7;2759.0;703.0
303;C Industrie;10700;2009;7.1;2409.0;651.0
304;C Industrie;10700;2010;7.4;2558.0;668.0
305;C Industrie;10700;2011;7.3;3089.0;643.0
306;D Energievoorziening;10000;1995;0.1;26.0;15.0
307;D Energievoorziening;10000;1996;0.1;29.0;13.0
308;D Energievoorziening;10000;1997;0.1;32.0;15.0
309;D Energievoorziening;10000;1998;0.1;42.0;16.0
310;D Energievoorziening;10000;1999;0.1;41.0;13.0
311;D Energievoorziening;10000;2000;0.1;55.0;9.0
312;D Energievoorziening;10000;2001;0.2;77.0;9.0
313;D Energievoorziening;10000;2002;0.2;110.0;7.0
314;D Energievoorziening;10000;2003;0.2;105.0;14.0
315;D Energievoorziening;10000;2004;0.3;163.0;15.0
316;D Energievoorziening;10000;2005;0.5;313.0;-35.0
317;D Energievoorziening;10000;2006;0.6;435.0;71.0
318;D Energievoorziening;10000;2007;0.6;386.0;213.0
319;D Energievoorziening;10000;2008;0.8;568.0;419.0
320;D Energievoorziening;10000;2009;0.9;646.0;370.0
321;D Energievoorziening;10000;2010;0.9;655.0;374.0
322;D Energievoorziening;10000;2011;1.1;758.0;416.0
323;D Energievoorziening;10100;1995;;;
324;D Energievoorziening;10100;1996;;;
325;D Energievoorziening;10100;1997;;;
326;D Energievoorziening;10100;1998;;;
327;D Energievoorziening;10100;1999;;;
328;D Energievoorziening;10100;2000;;;
329;D Energievoorziening;10100;2001;;;
330;D Energievoorziening;10100;2002;;;
331;D Energievoorziening;10100;2003;;;
332;D Energievoorziening;10100;2004;;;
333;D Energievoorziening;10100;2005;;;
334;D Energievoorziening;10100;2006;;;
335;D Energievoorziening;10100;2007;;;
336;D Energievoorziening;10100;2008;;;
337;D Energievoorziening;10100;2009;;;
338;D Energievoorziening;10100;2010;;;
339;D Energievoorziening;10100;2011;;;
340;D Energievoorziening;10700;1995;0.1;26.0;15.0
341;D Energievoorziening;10700;1996;0.1;29.0;13.0
342;D Energievoorziening;10700;1997;0.1;32.0;15.0
343;D Energievoorziening;10700;1998;0.1;42.0;16.0
344;D Energievoorziening;10700;1999;0.1;41.0;13.0
345;D Energievoorziening;10700;2000;0.1;55.0;9.0
346;D Energievoorziening;10700;2001;0.2;77.0;9.0
347;D Energievoorziening;10700;2002;0.2;110.0;7.0
348;D Energievoorziening;10700;2003;0.2;105.0;14.0
349;D Energievoorziening;10700;2004;0.3;163.0;15.0
350;D Energievoorziening;10700;2005;0.5;313.0;-35.0
351;D Energievoorziening;10700;2006;0.6;435.0;71.0
352;D Energievoorziening;10700;2007;0.6;386.0;213.0
353;D Energievoorziening;10700;2008;0.8;568.0;419.0
354;D Energievoorziening;10700;2009;0.9;646.0;370.0
355;D Energievoorziening;10700;2010;0.9;655.0;374.0
356;D Energievoorziening;10700;2011;1.1;758.0;416.0
357;E Waterbedrijven en afvalbeheer;10000;1995;22.1;4197.0;1628.0
358;E Waterbedrijven en afvalbeheer;10000;1996;23.2;4544.0;1751.0
359;E Waterbedrijven en afvalbeheer;10000;1997;25.0;5126.0;1990.0
360;E Waterbedrijven en afvalbeheer;10000;1998;26.4;5681.0;2111.0
361;E Waterbedrijven en afvalbeheer;10000;1999;27.0;6369.0;2414.0
362;E Waterbedrijven en afvalbeheer;10000;2000;27.7;6974.0;2620.0
363;E Waterbedrijven en afvalbeheer;10000;2001;28.8;7372.0;2727.0
364;E Waterbedrijven en afvalbeheer;10000;2002;30.1;7955.0;2920.0
365;E Waterbedrijven en afvalbeheer;10000;2003;31.1;8536.0;3187.0
366;E Waterbedrijven en afvalbeheer;10000;2004;29.9;8761.0;3192.0
367;E Waterbedrijven en afvalbeheer;10000;2005;29.6;8530.0;3082.0
368;E Waterbedrijven en afvalbeheer;10000;2006;29.1;9047.0;3338.0
369;E Waterbedrijven en afvalbeheer;10000;2007;29.5;9506.0;3501.0
370;E Waterbedrijven en afvalbeheer;10000;2008;29.7;10430.0;3748.0
371;E Waterbedrijven en afvalbeheer;10000;2009;30.9;10480.0;3757.0
372;E Waterbedrijven en afvalbeheer;10000;2010;30.7;10865.0;3866.0
373;E Waterbedrijven en afvalbeheer;10000;2011;30.5;11616.0;4006.0
374;E Waterbedrijven en afvalbeheer;10100;1995;20.4;3822.0;1506.0
375;E Waterbedrijven en afvalbeheer;10100;1996;21.0;4081.0;1600.0
376;E Waterbedrijven en afvalbeheer;10100;1997;22.3;4555.0;1805.0
377;E Waterbedrijven en afvalbeheer;10100;1998;23.3;5084.0;1927.0
378;E Waterbedrijven en afvalbeheer;10100;1999;24.1;5559.0;2143.0
379;E Waterbedrijven en afvalbeheer;10100;2000;24.8;6138.0;2354.0
380;E Waterbedrijven en afvalbeheer;10100;2001;25.8;6518.0;2465.0
381;E Waterbedrijven en afvalbeheer;10100;2002;26.7;7093.0;2664.0
382;E Waterbedrijven en afvalbeheer;10100;2003;27.7;7638.0;2906.0
383;E Waterbedrijven en afvalbeheer;10100;2004;26.7;7749.0;2866.0
384;E Waterbedrijven en afvalbeheer;10100;2005;26.3;7457.0;2731.0
385;E Waterbedrijven en afvalbeheer;10100;2006;25.9;7801.0;2876.0
386;E Waterbedrijven en afvalbeheer;10100;2007;26.2;8187.0;3021.0
387;E Waterbedrijven en afvalbeheer;10100;2008;26.4;8961.0;3243.0
388;E Waterbedrijven en afvalbeheer;10100;2009;27.4;9232.0;3336.0
389;E Waterbedrijven en afvalbeheer;10100;2010;27.1;9307.0;3377.0
390;E Waterbedrijven en afvalbeheer;10100;2011;26.4;9388.0;3309.0
391;E Waterbedrijven en afvalbeheer;10700;1995;1.7;375.0;122.0
392;E Waterbedrijven en afvalbeheer;10700;1996;2.2;463.0;151.0
393;E Waterbedrijven en afvalbeheer;10700;1997;2.7;571.0;185.0
394;E Waterbedrijven en afvalbeheer;10700;1998;3.0;597.0;184.0
395;E Waterbedrijven en afvalbeheer;10700;1999;2.9;810.0;271.0
396;E Waterbedrijven en afvalbeheer;10700;2000;2.9;836.0;266.0
397;E Waterbedrijven en afvalbeheer;10700;2001;3.1;854.0;262.0
398;E Waterbedrijven en afvalbeheer;10700;2002;3.3;862.0;256.0
399;E Waterbedrijven en afvalbeheer;10700;2003;3.4;898.0;281.0
400;E Waterbedrijven en afvalbeheer;10700;2004;3.2;1012.0;326.0
401;E Waterbedrijven en afvalbeheer;10700;2005;3.2;1073.0;351.0
402;E Waterbedrijven en afvalbeheer;10700;2006;3.2;1246.0;462.0
403;E Waterbedrijven en afvalbeheer;10700;2007;3.3;1319.0;480.0
404;E Waterbedrijven en afvalbeheer;10700;2008;3.3;1469.0;505.0
405;E Waterbedrijven en afvalbeheer;10700;2009;3.5;1248.0;421.0
406;E Waterbedrijven en afvalbeheer;10700;2010;3.6;1558.0;489.0
407;E Waterbedrijven en afvalbeheer;10700;2011;4.1;2228.0;697.0
408;F Bouwnijverheid;10000;1995;13.6;1724.0;599.0
409;F Bouwnijverheid;10000;1996;13.0;1679.0;584.0
410;F Bouwnijverheid;10000;1997;13.3;1746.0;613.0
411;F Bouwnijverheid;10000;1998;13.4;1841.0;642.0
412;F Bouwnijverheid;10000;1999;14.1;2023.0;706.0
413;F Bouwnijverheid;10000;2000;14.4;2229.0;777.0
414;F Bouwnijverheid;10000;2001;15.9;2532.0;888.0
415;F Bouwnijverheid;10000;2002;15.2;2492.0;874.0
416;F Bouwnijverheid;10000;2003;16.1;2789.0;953.0
417;F Bouwnijverheid;10000;2004;16.8;2950.0;986.0
418;F Bouwnijverheid;10000;2005;17.5;3163.0;1039.0
419;F Bouwnijverheid;10000;2006;18.4;3534.0;1124.0
420;F Bouwnijverheid;10000;2007;20.2;3964.0;1265.0
421;F Bouwnijverheid;10000;2008;19.4;4001.0;1299.0
422;F Bouwnijverheid;10000;2009;19.5;4089.0;1303.0
423;F Bouwnijverheid;10000;2010;17.6;3554.0;1142.0
424;F Bouwnijverheid;10000;2011;17.8;3638.0;1180.0
425;F Bouwnijverheid;10100;1995;7.3;1040.0;338.0
426;F Bouwnijverheid;10100;1996;6.8;986.0;321.0
427;F Bouwnijverheid;10100;1997;6.7;1025.0;333.0
428;F Bouwnijverheid;10100;1998;6.8;1071.0;345.0
429;F Bouwnijverheid;10100;1999;7.2;1190.0;379.0
430;F Bouwnijverheid;10100;2000;7.2;1302.0;412.0
431;F Bouwnijverheid;10100;2001;8.1;1518.0;479.0
432;F Bouwnijverheid;10100;2002;8.1;1567.0;494.0
433;F Bouwnijverheid;10100;2003;9.7;1919.0;595.0
434;F Bouwnijverheid;10100;2004;9.7;1993.0;598.0
435;F Bouwnijverheid;10100;2005;10.7;2218.0;656.0
436;F Bouwnijverheid;10100;2006;10.9;2387.0;693.0
437;F Bouwnijverheid;10100;2007;11.5;2616.0;746.0
438;F Bouwnijverheid;10100;2008;10.9;2550.0;717.0
439;F Bouwnijverheid;10100;2009;10.1;2516.0;702.0
440;F Bouwnijverheid;10100;2010;9.4;2227.0;628.0
441;F Bouwnijverheid;10100;2011;9.1;2172.0;627.0
442;F Bouwnijverheid;10700;1995;6.4;684.0;261.0
443;F Bouwnijverheid;10700;1996;6.2;694.0;263.0
444;F Bouwnijverheid;10700;1997;6.5;721.0;280.0
445;F Bouwnijverheid;10700;1998;6.7;770.0;297.0
446;F Bouwnijverheid;10700;1999;6.9;833.0;327.0
447;F Bouwnijverheid;10700;2000;7.2;926.0;365.0
448;F Bouwnijverheid;10700;2001;7.8;1014.0;409.0
