ID;Geslacht;LeeftijdOp31December;BurgerlijkeStaat;Nationaliteit;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3;AdministratieveOpnemingen_4;AdministratieveAfvoeringen_5;SaldoAdministratieveCorrecties_6
0;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2010;154432.0;121351.0;33081.0;39973.0;69874.0;-29901.0
1;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2011;162962.0;133194.0;29768.0;38311.0;65320.0;-27009.0
2;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2012;158374.0;144491.0;13883.0;38684.0;72819.0;-34135.0
3;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2013;164772.0;145669.0;19103.0;37863.0;66352.0;-28489.0
4;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2014;182949.0;147862.0;35087.0;34942.0;60556.0;-25614.0
5;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2015;204615.0;149509.0;55106.0;32503.0;55128.0;-22625.0
6;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2016;230739.0;151545.0;79194.0;29015.0;53240.0;-24225.0
7;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2017;234957.0;154292.0;80665.0;29554.0;56394.0;-26840.0
8;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2018;243737.0;157366.0;86371.0;26761.0;49330.0;-22569.0
9;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2019;269064.0;161029.0;108035.0;24372.0;46245.0;-21873.0
10;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2020;220853.0;152494.0;68359.0;21267.0;40600.0;-19333.0
11;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2021;252528.0;145330.0;107198.0;17296.0;34532.0;-17236.0
12;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2022;403108.0;179310.0;223798.0;13970.0;37060.0;-23090.0
13;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;2023;335668.0;198302.0;137366.0;14360.0;46678.0;-32318.0
14;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2010;44197.0;57307.0;-13110.0;32960.0;39025.0;-6065.0
15;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2011;44505.0;62980.0;-18475.0;31192.0;35599.0;-4407.0
16;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2012;42696.0;63729.0;-21033.0;31666.0;39266.0;-7600.0
17;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2013;42451.0;62619.0;-20168.0;30882.0;34813.0;-3931.0
18;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2014;43601.0;64419.0;-20818.0;28450.0;33348.0;-4898.0
19;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2015;45132.0;64319.0;-19187.0;26377.0;29833.0;-3456.0
20;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2016;48581.0;61624.0;-13043.0;23515.0;27844.0;-4329.0
21;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2017;51101.0;57868.0;-6767.0;23673.0;27620.0;-3947.0
22;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2018;52732.0;54564.0;-1832.0;20952.0;23541.0;-2589.0
