ID;Bestedingscategorieen;KenmerkenHuishoudens;Perioden;Bestedingsaandeel_1
0;000000 Alle bestedingen;Particuliere huishoudens;2015;100.0
1;000000 Alle bestedingen;Particuliere huishoudens;2020;100.0
2;000000 Alle bestedingen;Type: Eenpersoonshuishouden;2015;100.0
3;000000 Alle bestedingen;Type: Eenpersoonshuishouden;2020;100.0
4;000000 Alle bestedingen;Type: Alleenstaande man;2015;100.0
5;000000 Alle bestedingen;Type: Alleenstaande man;2020;100.0
6;000000 Alle bestedingen;Type: Alleenstaande man onder AOW-lft;2015;100.0
7;000000 Alle bestedingen;Type: Alleenstaande man onder AOW-lft;2020;100.0
8;000000 Alle bestedingen;Type: Alleenstaande man vanaf AOW-lft;2015;100.0
9;000000 Alle bestedingen;Type: Alleenstaande man vanaf AOW-lft;2020;100.0
10;000000 Alle bestedingen;Type: Alleenstaande vrouw;2015;100.0
11;000000 Alle bestedingen;Type: Alleenstaande vrouw;2020;100.0
12;000000 Alle bestedingen;Type: Alleenstaande vrouw onder AOW-lft;2015;100.0
13;000000 Alle bestedingen;Type: Alleenstaande vrouw onder AOW-lft;2020;100.0
14;000000 Alle bestedingen;Type: Alleenstaande vrouw vanaf AOW-lft;2015;100.0
15;000000 Alle bestedingen;Type: Alleenstaande vrouw vanaf AOW-lft;2020;100.0
16;000000 Alle bestedingen;Type: Meerpersoonshuishouden;2015;100.0
17;000000 Alle bestedingen;Type: Meerpersoonshuishouden;2020;100.0
18;000000 Alle bestedingen;Type: Eenoudergezin;2015;100.0
19;000000 Alle bestedingen;Type: Eenoudergezin;2020;100.0
20;000000 Alle bestedingen;Type: Eenouder, alle kinderen < 18 jr;2015;100.0
21;000000 Alle bestedingen;Type: Eenouder, alle kinderen < 18 jr;2020;100.0
22;000000 Alle bestedingen;Type: Eenouder, minst. één kind >= 18 jr;2015;100.0
23;000000 Alle bestedingen;Type: Eenouder, minst. één kind >= 18 jr;2020;100.0
24;000000 Alle bestedingen;Type: Paar, totaal;2015;100.0
25;000000 Alle bestedingen;Type: Paar, totaal;2020;100.0
26;000000 Alle bestedingen;Type: Paar, met kind(eren);2015;100.0
27;000000 Alle bestedingen;Type: Paar, met kind(eren);2020;100.0
28;000000 Alle bestedingen;Type: Paar, alle kinderen < 18 jr;2015;100.0
29;000000 Alle bestedingen;Type: Paar, alle kinderen < 18 jr;2020;100.0
30;000000 Alle bestedingen;Type: Paar, minstens één kind >= 18 jr;2015;100.0
31;000000 Alle bestedingen;Type: Paar, minstens één kind >= 18 jr;2020;100.0
32;000000 Alle bestedingen;Type: Paar, zonder kind;2015;100.0
33;000000 Alle bestedingen;Type: Paar, zonder kind;2020;100.0
34;000000 Alle bestedingen;Type: Paar, zonder kind, onder AOW-lft;2015;100.0
35;000000 Alle bestedingen;Type: Paar, zonder kind, onder AOW-lft;2020;100.0
36;000000 Alle bestedingen;Type: Paar, zonder kind, vanaf AOW-lft;2015;100.0
37;000000 Alle bestedingen;Type: Paar, zonder kind, vanaf AOW-lft;2020;100.0
38;000000 Alle bestedingen;Type: Meerpersoonshuishouden, overig;2015;100.0
39;000000 Alle bestedingen;Type: Meerpersoonshuishouden, overig;2020;100.0
40;000000 Alle bestedingen;Huishoudensgrootte: 1 persoon;2015;100.0
41;000000 Alle bestedingen;Huishoudensgrootte: 1 persoon;2020;100.0
42;000000 Alle bestedingen;Huishoudensgrootte: 2 personen;2015;100.0
43;000000 Alle bestedingen;Huishoudensgrootte: 2 personen;2020;100.0
44;000000 Alle bestedingen;Huishoudensgrootte: 3 personen;2015;100.0
45;000000 Alle bestedingen;Huishoudensgrootte: 3 personen;2020;100.0
46;000000 Alle bestedingen;Huishoudensgrootte: 4 personen;2015;100.0
47;000000 Alle bestedingen;Huishoudensgrootte: 4 personen;2020;100.0
48;000000 Alle bestedingen;Huishoudensgrootte: 5 of meer personen;2015;100.0
49;000000 Alle bestedingen;Huishoudensgrootte: 5 of meer personen;2020;100.0
50;000000 Alle bestedingen;Hoofdkostwinner: tot 25 jaar;2015;100.0
51;000000 Alle bestedingen;Hoofdkostwinner: tot 25 jaar;2020;100.0
52;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 35 jaar;2015;100.0
53;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 35 jaar;2020;100.0
54;000000 Alle bestedingen;Hoofdkostwinner: 35 tot 45 jaar;2015;100.0
55;000000 Alle bestedingen;Hoofdkostwinner: 35 tot 45 jaar;2020;100.0
56;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 55 jaar;2015;100.0
57;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 55 jaar;2020;100.0
58;000000 Alle bestedingen;Hoofdkostwinner: 55 tot 65 jaar;2015;100.0
59;000000 Alle bestedingen;Hoofdkostwinner: 55 tot 65 jaar;2020;100.0
60;000000 Alle bestedingen;Hoofdkostwinner: 65 tot 75 jaar;2015;100.0
61;000000 Alle bestedingen;Hoofdkostwinner: 65 tot 75 jaar;2020;100.0
62;000000 Alle bestedingen;Hoofdkostwinner: 75 jaar of ouder;2015;100.0
63;000000 Alle bestedingen;Hoofdkostwinner: 75 jaar of ouder;2020;100.0
64;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 45 jaar;2015;100.0
65;000000 Alle bestedingen;Hoofdkostwinner: 25 tot 45 jaar;2020;100.0
66;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 65 jaar;2015;100.0
67;000000 Alle bestedingen;Hoofdkostwinner: 45 tot 65 jaar;2020;100.0
68;000000 Alle bestedingen;Hoofdkostwinner: 65 jaar of ouder;2015;100.0
69;000000 Alle bestedingen;Hoofdkostwinner: 65 jaar of ouder;2020;100.0
70;000000 Alle bestedingen;Hoofdkostwinner: Nederland;2015;100.0
71;000000 Alle bestedingen;Hoofdkostwinner: Nederland;2020;100.0
72;000000 Alle bestedingen;Hoofdkostwinner: Westers land;2015;100.0
73;000000 Alle bestedingen;Hoofdkostwinner: Westers land;2020;100.0
74;000000 Alle bestedingen;Hoofdkostwinner: Niet-westers land;2015;100.0
75;000000 Alle bestedingen;Hoofdkostwinner: Niet-westers land;2020;100.0
76;000000 Alle bestedingen;Bron: Inkomen als werknemer/zelfstandige;2015;100.0
77;000000 Alle bestedingen;Bron: Inkomen als werknemer/zelfstandige;2020;100.0
78;000000 Alle bestedingen;Bron: Inkomen als werknemer;2015;100.0
79;000000 Alle bestedingen;Bron: Inkomen als werknemer;2020;100.0
80;000000 Alle bestedingen;Bron: Inkomen als zelfstandige (totaal);2015;100.0
81;000000 Alle bestedingen;Bron: Inkomen als zelfstandige (totaal);2020;100.0
82;000000 Alle bestedingen;Bron: Overdrachtsinkomen;2015;100.0
83;000000 Alle bestedingen;Bron: Overdrachtsinkomen;2020;100.0
84;000000 Alle bestedingen;Bron: Uitkering inkomensverzekering;2015;100.0
85;000000 Alle bestedingen;Bron: Uitkering inkomensverzekering;2020;100.0
86;000000 Alle bestedingen;Bron: Uitkering werkloosheid;2015;100.0
87;000000 Alle bestedingen;Bron: Uitkering werkloosheid;2020;100.0
88;000000 Alle bestedingen;Bron: Uitkering arbeidsongeschiktheid;2015;100.0
89;000000 Alle bestedingen;Bron: Uitkering arbeidsongeschiktheid;2020;100.0
90;000000 Alle bestedingen;Bron: Uitkering pensioen;2015;100.0
91;000000 Alle bestedingen;Bron: Uitkering pensioen;2020;100.0
92;000000 Alle bestedingen;Bron: Uitkering sociale voorziening;2015;100.0
93;000000 Alle bestedingen;Bron: Uitkering sociale voorziening;2020;100.0
94;000000 Alle bestedingen;Bron: Uitkering bijstand;2015;100.0
95;000000 Alle bestedingen;Bron: Uitkering bijstand;2020;100.0
96;000000 Alle bestedingen;Bron: Uitk. sociale voorziening, overig;2015;100.0
97;000000 Alle bestedingen;Bron: Uitk. sociale voorziening, overig;2020;100.0
98;000000 Alle bestedingen;Bron: Studiefinanciering;2015;100.0
99;000000 Alle bestedingen;Bron: Studiefinanciering;2020;100.0
100;000000 Alle bestedingen;Woningbezit: eigen woning;2015;100.0
101;000000 Alle bestedingen;Woningbezit: eigen woning;2020;100.0
102;000000 Alle bestedingen;Woningbezit: huurwoning;2015;100.0
103;000000 Alle bestedingen;Woningbezit: huurwoning;2020;100.0
104;000000 Alle bestedingen;Woningbezit: huurwoning met huurtoeslag;2015;100.0
105;000000 Alle bestedingen;Woningbezit: huurwoning met huurtoeslag;2020;100.0
106;000000 Alle bestedingen;Woningbezit: huurwoning geen huurtoeslag;2015;100.0
107;000000 Alle bestedingen;Woningbezit: huurwoning geen huurtoeslag;2020;100.0
108;000000 Alle bestedingen;Besteedbaar inkomen: 1e 10%-groep;2015;100.0
109;000000 Alle bestedingen;Besteedbaar inkomen: 1e 10%-groep;2020;100.0
110;000000 Alle bestedingen;Besteedbaar inkomen: 2e 10%-groep;2015;100.0
111;000000 Alle bestedingen;Besteedbaar inkomen: 2e 10%-groep;2020;100.0
