ID;SBI93;Globalisering;Perioden;AantalOndernemingen_1;AantalWerknemersFTE_2;BalanstotaalEindstand_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;DeelnemingenTotaal_6;GroepsmaatschappijenTotaal_7;GroepsmaatschappijenBinnenland_8;GroepsmaatschappijenBuitenland_9;OverigeDeelnemingenTotaal_10;OverigeDeelnemingenBinnenland_11;OverigeDeelnemingenBuitenland_12;LanglopendeVorderingenTotaal_13;VorderingenOpGroepsmaatschappijen_14;VorderingenOpFinancieleInstellingen_15;OverigeLanglopendeVorderingen_16;VoorradenTotaal_17;OnderhandenWerk_18;VoorradenFysiek_19;VooruitbetalingOpVoorraden_20;KortlopendeVorderingenTotaal_21;VorderingenOpGroepsmaatschappijen_22;Handelsdebiteuren_23;AfboekingInvesteringspremiesSubsED_24;OverigeVorderingen_25;BeleggingenOpKorteTermijn_26;LiquideMiddelenTotaal_27;Kasmiddelen_28;TermijndepositoS_29;VorderingenOpFinancieleInstellingen_30;EigenVermogenTotaal_31;Aandelenkapitaal_32;Agioreserve_33;Herwaarderingsreserve_34;NietVerdeeldeWinstEnOverigeReserves_35;LanglopendeSchuldenTotaalGeenRente_36;BelangVanDerden_37;Egalisatierekening_38;Voorzieningen_39;LanglopendeSchuldenTotaalWelRente_40;SchuldenAanGroepsmaatschappijen_41;AchtergesteldeLeningen_42;Obligatieleningen_43;SchuldenAanFinancieleInstellingen_44;OverigeLanglopendeSchulden_45;KortlopendeSchuldenTotaal_46;AflossingOpLanglopendeSchulden_47;SchuldenAanGroepsmaatschappijen_48;Handelscrediteuren_49;OntvangenVooruitbetalingen_50;SchuldenAanFinancieleInstellingen_51;Belastingen_52;OverigeSchulden_53;BalanstotaalBeginstand_54;ImmaterieleVasteActiva_55;MaterieleVasteActiva_56;DeelnemingenTotaal_57;GroepsmaatschappijenTotaal_58;GroepsmaatschappijenBinnenland_59;GroepsmaatschappijenBuitenland_60;OverigeDeelnemingenTotaal_61;OverigeDeelnemingenBinnenland_62;OverigeDeelnemingenBuitenland_63;LanglVorderingenEnBeleggingenTotaal_64;VorderingenOpGroepsmaatschappijen_65;VorderingenOpFinancieleInstellingen_66;OverigeLanglopendeVorderingen_67;VoorradenTotaal_68;Onderhandenwerk_69;VoorradenFysiek_70;VooruitbetalingOpVoorraden_71;KortlVorderingenEnBeleggingenTotaal_72;VorderingenOpGroepsmaatschappijen_73;Handelsdebiteuren_74;Belastingen_75;OverigeVorderingen_76;BeleggingenOpKorteTermijn_77;LiquideMiddelenTotaal_78;Kasmiddelen_79;TermijndepositoS_80;VorderingenOpFinancieleInstellingen_81;EigenVermogenTotaal_82;Aandelenkapitaal_83;Agioreserve_84;Herwaarderingsreserve_85;NietVerdeeldeWinstEnOverigeReserves_86;LanglopendeSchuldenTotaalGeenRente_87;BelangVanDerden_88;Egalisatierekening_89;Voorzieningen_90;LanglopendeSchuldenTotaalWelRente_91;SchuldenAanGroepsmaatschappijen_92;AchtergesteldeLeningen_93;Obligatieleningen_94;SchuldenAanFinancieleInstellingen_95;OverigeLanglopendeSchulden_96;KortlopendeSchuldenTotaal_97;AflossingOpLanglopendeSchulden_98;SchuldenAanGroepsmaatschappijen_99;Handelscrediteuren_100;OntvangenVooruitbetalingen_101;Belastingen_102;SchuldenAanFinancieleInstellingen_103;OverigeSchulden_104;TotaleNettoOmzet_105;NettoOmzetUitBinnenland_106;NettoOmzetUitBuitenlandTotaal_107;OmzetGroepsmaatschappijenBuitenland_108;OverigeOmzetBuitenland_109;LoonSalarisEnSocialePremies_110;Afschrijvingen_111;TotaleKostenVanDeOmzet_112;KostenVanDeOmzetUitBinnenland_113;TotaleKostenOmzetUitBuitenland_114;KostenGroepsmaatschappijenBuitenland_115;OverigeKostenOmzetUitBuitenland_116;Investeringspremies_117;Bedrijfsresultaat_118;ResultaatUitDeelnemingenTotaal_119;ResultaatGroepsmaatschappijenTotaal_120;GroepsmaatschappijenBinnenland_121;GroepsmaatschappijenBuitenland_122;OverigeDeelnemingenBinnenland_123;OverigeDeelnemingenBuitenland_124;Rentebaten_125;Rentelasten_126;OverigeFinancieleResultaten_127;BuitengewoneBaten_128;BuitengewoneLasten_129;ResultaatVoorBelastingen_130;Vennootschapsbelasting_131;AandeelVanDerden_132;Nettoresultaat_133;DividendvoorstelTotaal_134;DividendGroepsmaatschappijen_135;DividendOverigeAandeelhouders_136;UitkeringAanLedenCooperaties_137;BeginstandBoekjaar_138;MutatiesDoorDeConsolidaties_139;AankopenInclusiefProductie_140;BoekwaardeVerkopen_141;AfboekingInvesteringspremiesSubsED_142;Herwaarderingen_143;Afschrijvingen_144;Waardecorrecties_145;EindstandBoekjaar_146;BeginstandBoekjaar_147;ToevoegingenTotaal_148;WinstBoekjaar_149;ValutaverschillenDeelnemingen_150;OverigeToevoegingen_151;OnttrekkingenTotaal_152;VerliesBoekjaar_153;Dividenduitkering_154;ValutaverschillenDeelnemingen_155;AfboekingGoodwill_156;OverigeOnttrekkingen_157;EindstandBoekjaar_158
117;0000e  Niet-financiële sector (A-O, min;Buitenlandse onderneming;2001;358.0;220.3;61689.5;6216.0;17385.4;1288.3;238.6;238.6;;1049.7;843.2;206.5;3200.9;2228.6;146.1;826.2;6544.3;1092.8;5372.4;79.1;23373.5;11009.9;8979.5;502.0;2419.5;462.6;3681.1;64.3;1037.3;2579.5;14516.7;4088.3;7170.3;708.6;2549.5;3835.2;382.8;370.4;3082.0;17036.1;12718.3;580.5;195.6;2108.7;1433.0;26301.5;1335.8;12755.2;4208.4;357.0;1752.0;1251.0;4642.1;56646.4;5141.7;16462.5;770.3;95.3;95.3;;675.0;489.6;185.4;3246.8;2295.0;132.5;819.3;6713.0;1094.1;5526.8;92.1;20691.0;9148.0;8602.1;474.3;2111.4;355.2;3621.0;43.3;1321.3;2256.4;12562.5;3786.3;4979.7;678.5;3118.0;3242.5;366.7;409.4;2466.4;17694.2;12851.8;761.9;199.4;2271.4;1609.7;21569.8;832.0;11096.1;4021.9;271.4;1315.7;1577.5;4032.7;75942.5;44430.4;31512.0;0.0;31512.0;8796.3;3065.4;61472.7;30528.8;30943.9;0.0;30943.9;36.6;2644.6;124.9;35.4;35.4;;63.9;25.6;791.4;1515.9;-22.6;170.2;421.0;1771.7;818.7;36.0;916.9;1523.9;1387.5;136.4;0.0;16462.5;424.7;3368.4;616.8;4.0;123.8;2372.5;-0.7;17385.4;3118.0;2844.0;2451.0;0.3;392.8;3412.6;1534.1;1523.9;2.4;101.8;250.3;2549.5
118;0000e  Niet-financiële sector (A-O, min;Buitenlandse onderneming;2002;345.0;224.1;69703.7;6014.4;18225.4;1012.5;226.6;226.6;;785.9;633.8;152.0;7665.7;6260.6;140.2;1264.9;7056.9;1163.1;5812.9;80.9;24981.2;13247.4;8413.4;626.2;2342.8;351.4;4747.7;44.8;1628.8;3074.1;18233.8;4209.7;12105.6;187.9;1730.6;3966.0;396.9;343.8;3225.3;17403.3;13707.2;270.4;139.6;1878.9;1407.2;30100.7;1218.1;16798.9;3863.3;274.1;1690.3;1474.8;4781.2;62036.4;6858.5;17359.3;1118.2;262.6;262.6;;855.6;699.0;156.6;3191.4;2080.3;162.3;948.8;6520.2;973.8;5466.5;79.9;22785.0;10729.3;8725.7;519.6;2346.4;464.0;4203.9;56.0;1554.3;2593.6;14231.1;4226.1;8241.0;189.3;1574.7;3745.0;404.8;367.0;2973.2;17492.5;12762.1;553.4;136.1;2203.2;1837.7;24891.4;1238.2;13457.3;4081.4;309.1;1432.2;1676.4;4373.2;83794.4;44711.4;39083.0;0.0;39083.0;9111.6;3591.2;68381.1;31071.5;37309.6;0.0;37309.6;19.8;2730.3;471.0;12.0;12.0;;451.9;7.1;762.3;1435.6;25.1;416.5;1253.6;1716.0;630.0;4.9;1081.1;1214.4;1139.2;75.2;0.0;17359.3;387.6;3778.6;643.9;0.0;4.4;2625.3;-35.3;18225.4;1574.7;3498.0;2727.0;4.0;767.0;3342.1;1645.9;1214.3;2.1;13.8;466.0;1730.6
119;0000e  Niet-financiële sector (A-O, min;Buitenlandse onderneming;2003;341.0;209.9;54437.3;4218.3;14515.6;1221.0;286.4;286.4;;934.6;729.3;205.4;3483.6;2333.0;27.8;1122.8;6761.6;917.8;5794.9;48.9;20011.2;10042.9;7106.0;796.6;2044.7;21.0;4225.8;24.4;1758.2;2443.2;13939.1;3949.7;4943.4;166.4;4879.6;2594.3;295.9;130.1;2168.3;13503.1;10557.2;120.3;0.0;1282.9;1542.7;24400.8;560.4;12677.1;3669.3;393.9;1549.3;1536.6;4014.2;56829.0;4135.8;14627.1;997.9;194.4;194.4;;803.5;518.8;284.7;3379.5;2211.9;33.5;1134.1;6789.2;1135.5;5600.1;53.6;23024.3;13227.5;7204.5;601.0;1986.0;5.3;3875.3;27.4;1493.7;2354.2;12737.4;3707.8;4475.8;133.1;4420.7;2651.9;301.0;140.3;2210.6;13296.1;10311.1;258.5;0.0;1593.9;1132.6;26439.2;831.8;15882.7;3722.4;447.1;1395.4;1704.5;4159.8;78419.4;43900.3;34519.1;0.0;34519.1;9320.9;3028.9;63116.9;27715.7;35401.1;0.0;35401.1;13.9;2966.7;145.5;25.5;25.5;;86.4;33.6;605.8;1049.2;28.0;0.0;1.9;2694.9;759.4;28.0;1907.4;714.1;642.8;71.3;0.0;14627.1;508.9;2710.8;941.6;0.2;53.1;2344.4;-98.1;14515.6;4420.7;4648.6;2581.8;9.0;2057.8;3241.4;674.4;1662.4;3.2;47.3;854.1;4879.6
120;0000e  Niet-financiële sector (A-O, min;Buitenlandse onderneming;2004;327.0;214.3;58925.9;4495.5;14866.3;1151.8;286.3;286.3;;865.5;583.4;282.1;4978.7;2814.3;57.3;2107.1;6270.3;928.3;5271.5;70.5;22490.6;12435.8;7205.7;825.5;2016.2;7.4;4672.7;36.3;2116.0;2520.4;14894.9;3920.7;8323.7;178.1;2472.4;2716.6;305.6;117.2;2293.8;15005.2;10558.2;141.2;0.0;1215.6;3090.2;26309.3;653.6;13797.8;4040.7;418.9;1818.6;1659.8;3919.9;58297.2;4633.8;15256.0;1655.0;266.7;266.7;;1388.3;707.0;681.3;4756.3;2148.5;28.4;2579.4;6762.1;926.7;5781.9;53.5;20833.9;11109.9;6830.7;848.3;2036.7;8.3;4400.0;21.8;1570.1;2808.1;13303.2;3493.7;7436.6;187.1;2185.8;2908.4;358.9;129.2;2420.3;17431.2;12699.9;167.1;0.0;1288.9;3275.3;23278.6;807.3;12400.5;3935.4;358.6;1655.1;1375.7;4121.7;78255.7;47543.7;30712.0;0.0;30712.0;9757.9;2962.3;61974.4;29056.1;32918.4;0.0;32918.4;11.9;3573.0;214.9;95.6;95.6;;89.9;29.4;560.4;1108.7;83.9;16.8;22.6;3317.9;1089.4;29.2;2199.3;548.6;546.2;2.0;0.4;15256.0;-22.4;2794.1;781.7;2.7;3.3;2311.3;-69.0;14866.3;2185.8;3227.2;2904.2;0.8;322.3;2940.7;704.9;1928.7;17.3;1.6;288.1;2472.4
121;0000e  Niet-financiële sector (A-O, min;Buitenlandse onderneming;2005;357.0;192.6;66183.8;4535.7;16216.0;1196.9;248.9;248.9;;948.0;599.7;348.3;5226.7;3169.3;53.1;2004.3;7325.3;1067.2;6198.1;60.0;26810.7;14591.3;8831.6;1034.0;2322.5;31.3;4872.8;48.2;1445.1;3379.5;17730.7;3826.3;7051.5;110.9;6742.0;4416.2;95.9;109.7;4210.6;12567.1;7619.8;488.3;0.0;1121.2;3337.8;31469.7;500.0;16500.7;4396.6;602.8;1544.6;2023.8;5901.2;65905.2;4271.4;15716.4;1173.5;197.4;197.4;;976.1;675.7;300.3;5238.3;3357.8;49.5;1831.0;7325.3;1119.7;6137.3;68.3;26056.7;14336.3;8622.8;911.0;2167.3;19.3;6123.8;31.7;2962.2;3129.9;17072.5;4375.2;6419.7;107.0;6170.6;4347.0;316.0;117.0;3914.0;12195.0;7325.6;453.9;0.0;1275.0;3140.5;30794.1;586.4;16827.8;4637.7;634.9;1913.5;1496.5;6193.8;109609.5;58504.5;51105.1;0.0;51105.1;9581.5;3127.3;84218.6;35455.6;48763.0;0.0;48763.0;10.2;12692.3;145.5;33.3;33.3;;80.7;31.5;676.3;1090.0;-31.5;0.8;0.9;12392.3;4812.7;31.3;7548.4;4990.3;455.7;4534.6;0.0;15716.4;15.9;3701.6;726.7;9.0;14.4;2543.6;46.9;16216.0;6170.6;9868.0;8320.1;2.9;1545.0;9296.6;771.7;7673.4;2.6;67.3;781.6;6742.0
122;0000e  Niet-financiële sector (A-O, min;Buitenlandse onderneming;2006;335.0;216.5;71073.6;5268.4;18258.8;2067.3;728.1;728.1;;1339.2;794.2;545.0;5964.8;3413.3;672.0;1879.5;6786.3;1085.5;5585.2;115.6;27646.8;15381.4;9198.5;878.1;2122.8;66.0;5081.3;86.8;1782.8;3211.7;22563.3;4349.9;9398.7;195.0;8619.7;5137.7;78.9;103.7;4955.1;12127.2;7588.8;278.1;0.0;2426.5;1833.8;31245.3;1185.8;13843.6;4516.9;876.0;1406.0;2312.4;7104.6;68566.8;5063.6;17766.7;1563.7;602.3;602.3;;961.4;371.8;589.6;4929.8;2630.1;123.7;2176.0;6903.0;1125.4;5668.5;109.1;27421.6;15200.4;8591.3;1516.2;2040.9;72.8;4918.3;79.0;1413.5;3425.8;19705.7;3668.6;8997.7;176.1;6863.3;5046.7;90.3;110.7;4845.7;13456.7;8421.4;388.5;0.0;1545.8;3101.0;29165.1;451.4;15138.2;4353.2;760.7;2304.8;1192.9;6156.8;119579.1;71157.4;48421.7;0.0;48421.7;10783.8;3650.3;95085.5;49794.4;45291.0;0.0;45291.0;11.3;10070.8;477.7;289.9;289.9;;48.8;139.0;1110.9;1171.5;-1731.6;38.5;3.9;8790.9;2789.7;27.5;5973.7;3146.5;1148.2;1998.3;0.0;17766.7;119.3;4445.8;947.4;0.0;21.5;2991.8;-155.4;18258.8;6863.3;7815.6;6444.8;0.1;1370.8;6059.2;471.1;4623.4;2.0;0.0;962.7;8619.7
123;0000e  Niet-financiële sector (A-O, min;Buitenlandse onderneming;2007;352.0;219.7;81340.9;9610.0;20795.2;1698.5;610.1;610.1;;1088.4;497.3;591.1;4805.1;1671.5;908.9;2224.7;6666.9;806.5;5750.0;110.4;31398.6;17046.7;10427.3;1131.4;2750.2;43.0;6366.8;104.9;3000.3;3261.6;23435.2;3978.2;10442.5;102.2;8912.3;5335.2;196.5;10.4;5128.3;15711.9;8501.8;3862.0;105.8;2071.3;1171.0;36858.7;303.7;16535.3;6166.4;1250.1;1330.1;3455.1;7818.0;70807.8;6302.0;19246.3;1576.5;588.5;588.5;;988.0;504.4;483.5;3270.1;1520.7;651.1;1098.3;6010.2;621.9;5287.9;100.4;28880.5;15921.4;9667.7;1021.9;2223.0;46.5;5521.9;87.5;1403.0;4031.4;20230.7;3759.8;9838.1;112.7;6520.1;4935.7;85.5;37.1;4813.1;11076.6;5774.5;2088.8;101.3;1789.2;1322.8;33136.8;708.7;16032.2;5088.1;920.3;2745.6;1428.2;7641.9;126161.9;71135.7;55026.2;0.0;55026.2;11727.3;4332.2;99793.2;48294.0;51499.2;0.0;51499.2;8.8;10318.0;535.4;385.3;385.3;;13.9;136.2;1082.8;1690.2;-1119.8;21.7;32.7;9115.3;2368.4;28.2;6718.7;3843.5;1495.3;2346.6;1.6;19246.3;1378.0;3947.8;831.7;6.3;-5.2;3579.5;645.8;20795.2;6520.1;7861.5;7234.3;44.8;582.3;5469.2;515.7;4253.5;44.1;71.7;584.3;8912.3
124;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1988;353.0;191.1;39348.7;463.5;9914.5;6122.2;5050.3;143.7;4906.5;1071.9;440.7;631.1;3979.5;3473.7;114.5;391.3;5194.6;563.3;4534.9;96.4;10697.5;4169.6;5008.3;311.2;984.2;224.2;2977.0;16.6;1772.9;1187.5;13569.0;3522.1;2554.7;298.7;7193.5;2915.9;196.2;626.8;2092.9;8777.8;3459.6;116.4;244.8;2103.0;2854.0;14086.3;623.7;3622.1;2974.1;151.4;2336.7;1604.9;2773.4;36612.0;504.1;9505.7;5128.5;4360.6;112.3;4248.3;767.9;292.7;475.2;3193.1;2791.5;53.8;347.8;4856.6;524.1;4284.6;47.9;10001.2;3683.7;4774.7;464.7;896.7;181.4;3422.9;16.6;2037.9;1368.4;12699.0;3170.0;2280.6;247.6;7000.8;3075.7;373.2;677.6;2024.9;7755.7;3098.6;146.3;239.7;2105.8;2165.3;10747.1;774.1;3096.2;2489.9;160.2;1533.1;2334.6;2693.6;48842.1;;;;;5524.6;1657.0;39225.7;;;;;152.9;2587.7;810.4;686.7;5.1;681.6;57.4;66.3;697.0;911.9;-94.7;263.6;305.2;3046.9;901.1;21.2;2124.6;1504.6;1252.4;252.2;0.0;9505.7;0.0;2134.1;254.0;8.4;54.3;1535.6;18.3;9914.5;7000.8;2724.2;2272.9;101.7;349.6;2531.5;148.3;1504.6;50.1;0.0;828.5;7193.5
136;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1989;344.0;177.0;42829.5;914.0;9115.6;7142.8;6328.5;203.6;6124.8;814.3;334.7;479.6;4734.0;4604.8;16.3;112.9;5427.4;452.4;4824.2;150.8;12480.8;6373.3;4524.3;332.8;1048.2;202.2;3014.7;17.1;1649.0;1348.6;15349.8;3650.9;3755.7;232.3;7710.9;2203.2;137.9;479.4;1585.9;9250.5;4752.2;125.8;409.5;1529.5;2433.5;16025.8;659.5;6515.0;2681.4;236.1;2509.7;1308.3;2115.8;37348.4;575.6;8814.9;5611.7;4847.5;49.7;4797.8;764.2;337.2;427.0;3486.6;3339.5;17.8;129.3;5224.4;566.1;4540.2;118.1;11022.6;5457.0;4086.9;291.9;932.3;254.5;2612.5;15.3;1447.3;1149.9;13052.2;3362.8;3136.4;287.5;6265.5;2285.9;262.3;581.9;1441.7;8290.5;3738.1;146.5;361.6;1528.4;2515.9;11560.1;495.8;4658.4;2490.8;165.3;1560.1;2159.7;2189.7;51980.7;;;;;5087.6;1587.2;42467.9;;;;;158.8;2996.8;691.8;605.8;-7.0;612.8;65.2;20.8;942.2;1195.7;240.0;309.5;140.0;3844.7;764.7;27.9;3052.2;1403.7;1393.0;10.7;0.0;8814.9;0.0;2015.3;312.5;11.9;19.8;1392.1;-17.9;9115.6;6265.5;3463.6;3198.5;69.9;195.2;2018.2;146.4;1403.6;104.4;0.0;363.8;7710.9
137;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1990;380.0;199.7;49723.5;1072.7;10822.9;9297.4;8371.2;183.7;8187.4;926.2;261.4;664.7;5275.5;5125.0;0.8;149.7;5884.8;502.7;5220.5;161.6;13993.3;7461.2;4963.5;378.7;1042.5;147.4;3376.9;19.2;1808.2;1549.5;18467.2;4573.7;4423.5;211.3;9258.7;2601.1;153.4;414.4;2033.3;10275.2;5609.0;122.6;408.4;1725.1;2410.1;18380.1;609.3;7247.3;2965.8;463.0;2818.1;1590.6;2686.0;46325.1;1217.0;10262.2;8206.6;7315.4;96.7;7218.7;891.2;366.4;524.8;5000.6;4851.7;0.9;148.0;5832.3;498.9;5205.6;127.8;12805.5;6274.5;4820.7;338.3;1164.5;207.5;3000.9;18.2;1437.2;1545.5;15756.6;3954.3;4062.1;238.4;7501.8;2693.6;217.4;525.7;1950.5;10745.9;5750.0;151.4;382.9;1787.7;2673.9;14324.4;555.8;6652.4;2866.6;408.7;1493.7;2804.8;2347.2;53110.7;;;;;5901.3;1896.8;42573.6;;;;;140.8;2879.9;1105.6;1006.8;3.6;1003.2;45.6;53.2;1142.3;1530.2;-26.3;347.1;243.5;3674.9;755.7;24.6;2894.6;1226.5;1213.4;13.1;0.0;10262.2;0.0;2452.1;277.6;0.3;14.8;1618.9;-9.3;10822.9;7501.8;3812.0;3290.0;67.7;454.2;2055.1;395.4;1226.6;118.1;0.0;315.0;9258.7
138;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1991;424.0;236.0;60331.5;1179.2;12434.5;11858.0;10780.9;77.3;10703.7;1077.1;343.5;733.5;6250.2;5515.1;1.4;733.7;7071.3;556.0;6369.0;146.3;17795.0;9214.9;6114.7;332.7;1634.7;498.0;3743.4;18.8;1773.4;1951.2;23080.8;6837.0;5832.6;194.8;10216.4;3061.8;179.1;407.4;2475.3;11068.2;5408.4;341.0;862.3;1816.3;2640.2;23120.6;898.6;9404.9;3774.1;395.0;3478.4;1805.1;3364.5;55955.4;1121.8;12234.3;9861.4;8887.6;69.5;8818.1;973.8;315.6;658.2;5692.5;5047.8;1.5;643.2;6867.1;630.5;6070.4;166.2;16216.3;8145.4;6090.5;379.8;1286.1;314.5;3962.0;24.4;2116.3;1821.3;20075.6;5981.6;4764.8;230.8;9098.4;2990.9;171.2;475.5;2344.2;11049.1;5571.5;250.4;963.6;1811.1;2452.5;18246.5;654.6;8420.0;3584.6;446.5;1776.8;3593.6;3364.0;64796.1;;;;;7472.0;2078.5;52071.0;;;;;116.7;3291.3;931.0;879.9;3.6;876.3;25.2;25.9;1480.6;1822.9;29.1;678.4;396.5;4191.0;872.2;17.3;3301.5;1886.4;1833.8;52.6;0.0;12234.3;38.8;2279.4;335.1;0.6;19.6;1801.5;-0.5;12434.5;9102.0;4173.5;3652.2;58.4;462.9;3059.1;350.8;1886.4;100.2;394.6;327.1;10216.4
139;0000e  Niet-financiële sector (A-O, min;Buitenlandse international;1992;446.0;249.5;68565.8;1351.6;13591.7;13535.1;12049.6;49.2;12000.4;1485.5;835.2;650.2;7910.6;7374.1;35.2;501.3;7732.0;588.9;7001.8;141.3;20446.9;11645.1;6192.4;385.9;1821.4;402.1;3997.8;24.1;2111.0;1862.7;25047.9;8508.2;6884.5;227.5;9427.7;3335.3;271.4;276.5;2787.4;13911.8;6129.9;733.9;1208.4;1825.9;4013.7;26270.6;1542.3;11178.0;3621.6;312.5;4002.8;1819.3;3794.1;64201.8;1175.9;13259.1;12373.3;11265.6;164.7;11100.8;1107.7;380.1;727.6;6635.4;5987.2;19.3;628.9;7641.8;594.0;6896.2;151.6;19090.9;9895.2;6436.8;372.3;1851.8;534.8;4025.1;21.8;1973.3;2030.0;24126.5;7296.5;6311.7;238.4;10279.9;3397.0;473.4;374.8;2548.8;12296.1;5444.2;389.8;963.9;1802.9;3695.3;20725.5;980.2;9720.8;4047.9;378.6;1920.9;3656.6;3677.1;72020.3;;;;;8463.5;2423.2;58392.9;;;;;99.8;2840.3;857.0;798.6;-2.6;801.2;42.5;15.9;1509.6;1990.5;-121.2;744.4;549.8;3289.7;753.1;30.4;2506.2;2886.6;2771.5;115.1;0.0;13259.1;155.1;2638.8;327.5;1.3;-4.9;2096.0;-31.7;13591.7;10279.9;4297.0;3605.1;90.7;601.2;5149.0;1098.9;2886.6;221.4;586.5;355.6;9427.7
