ID;Geslacht;Leeftijd;GeneesmiddelengroepATC;RegioS;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2;GedefinieerdeDagdosesDDD_3;GedefinieerdeDagdosesDDDRelatief_4
0;Totaal mannen en vrouwen;10000;Totaal;Nederland;2013;11439885.0;66.78;;
1;Totaal mannen en vrouwen;10000;Totaal;Nederland;2014;11420305.0;66.4;;
2;Totaal mannen en vrouwen;10000;Totaal;Nederland;2015;11454920.0;66.26;;
3;Totaal mannen en vrouwen;10000;Totaal;Nederland;2016;11517975.0;66.24;;
4;Totaal mannen en vrouwen;10000;Totaal;Nederland;2017;11482350.0;65.65;;
5;Totaal mannen en vrouwen;10000;Totaal;Nederland;2018;11591535.0;65.87;;
6;Totaal mannen en vrouwen;10000;Totaal;Nederland;2019;11591365.0;65.4;;
7;Totaal mannen en vrouwen;10000;Totaal;Nederland;2020;11177900.0;62.8;9042636.0;508053.0
8;Totaal mannen en vrouwen;10000;Totaal;Nederland;2021;11341405.0;63.33;9177238.0;512472.0
9;Totaal mannen en vrouwen;10000;Totaal;Nederland;2022;11617275.0;63.99;9277338.0;510975.0
10;Totaal mannen en vrouwen;10000;Totaal;Nederland;2023;11715720.0;64.01;8786468.0;480027.0
11;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2013;1162720.0;66.57;;
12;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2014;1157175.0;66.15;;
13;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2015;1160980.0;66.2;;
14;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2016;1165590.0;66.14;;
15;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2017;1162550.0;65.7;;
16;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2018;1165085.0;66.17;;
17;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2019;1161830.0;65.91;;
18;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2020;1121350.0;63.57;946318.0;536493.0
19;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2021;1135415.0;63.89;961469.0;541010.0
20;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2022;1164230.0;64.7;974999.0;541858.0
21;Totaal mannen en vrouwen;10000;Totaal;Noord-Nederland (LD);2023;1171955.0;64.78;940374.0;519815.0
22;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2013;2383575.0;65.91;;
23;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2014;2380200.0;65.68;;
24;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2015;2386685.0;65.61;;
25;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2016;2402055.0;65.72;;
26;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2017;2392960.0;65.22;;
27;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2018;2419255.0;65.52;;
28;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2019;2418225.0;65.03;;
29;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2020;2337975.0;62.53;1909377.0;510710.0
30;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2021;2377875.0;63.2;1937897.0;515067.0
31;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2022;2443260.0;64.04;1964361.0;514857.0
32;Totaal mannen en vrouwen;10000;Totaal;Oost-Nederland (LD);2023;2466340.0;64.14;1868082.0;485853.0
33;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2013;5369360.0;66.22;;
34;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2014;5369730.0;65.84;;
35;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2015;5390180.0;65.63;;
36;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2016;5428435.0;65.61;;
37;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2017;5418295.0;64.95;;
38;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2018;5478850.0;65.08;;
39;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2019;5487420.0;64.6;;
40;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2020;5283715.0;61.91;4139038.0;484963.0
41;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2021;5364030.0;62.46;4199403.0;488993.0
42;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2022;5490555.0;63.03;4247847.0;487604.0
43;Totaal mannen en vrouwen;10000;Totaal;West-Nederland (LD);2023;5535465.0;63.0;3982914.0;453305.0
44;Totaal mannen en vrouwen;10000;Totaal;Zuid-Nederland (LD);2013;2524225.0;68.98;;
45;Totaal mannen en vrouwen;10000;Totaal;Zuid-Nederland (LD);2014;2513200.0;68.48;;
46;Totaal mannen en vrouwen;10000;Totaal;Zuid-Nederland (LD);2015;2517075.0;68.36;;
47;Totaal mannen en vrouwen;10000;Totaal;Zuid-Nederland (LD);2016;2521895.0;68.21;;
