ID;Leeftijd;Perioden;Kinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
380;21 jaar;2030;0.02707;0.02203;0.00447;0.00053;4e-05
381;21 jaar;2031;0.02708;0.02203;0.00448;0.00053;4e-05
382;21 jaar;2032;0.02709;0.02203;0.00449;0.00053;4e-05
383;21 jaar;2033;0.02712;0.02204;0.00451;0.00053;4e-05
384;21 jaar;2034;0.02714;0.02204;0.00452;0.00054;4e-05
385;21 jaar;2035;0.02716;0.02204;0.00454;0.00054;4e-05
386;21 jaar;2036;0.02717;0.02204;0.00455;0.00054;4e-05
387;21 jaar;2037;0.0272;0.02205;0.00456;0.00055;4e-05
388;21 jaar;2038;0.02722;0.02205;0.00458;0.00055;4e-05
389;21 jaar;2039;0.02723;0.02205;0.00459;0.00055;4e-05
390;21 jaar;2040;0.02725;0.02205;0.00461;0.00055;4e-05
391;21 jaar;2041;0.02727;0.02205;0.00462;0.00056;4e-05
392;21 jaar;2042;0.02727;0.02205;0.00462;0.00056;4e-05
393;21 jaar;2043;0.02727;0.02205;0.00462;0.00056;4e-05
394;21 jaar;2044;0.02727;0.02205;0.00462;0.00056;4e-05
395;21 jaar;2045;0.02727;0.02205;0.00462;0.00056;4e-05
396;21 jaar;2046;0.02727;0.02205;0.00462;0.00056;4e-05
397;21 jaar;2047;0.02727;0.02205;0.00462;0.00056;4e-05
398;21 jaar;2048;0.02727;0.02205;0.00462;0.00056;4e-05
399;21 jaar;2049;0.02727;0.02205;0.00462;0.00056;4e-05
400;22 jaar;2000;0.03388;0.02537;0.00762;0.00081;8e-05
401;22 jaar;2001;0.0336;0.02542;0.00729;0.00081;8e-05
402;22 jaar;2002;0.03352;0.02546;0.00714;0.00083;9e-05
403;22 jaar;2003;0.03357;0.02554;0.00709;0.00085;9e-05
404;22 jaar;2004;0.03364;0.0256;0.00708;0.00087;9e-05
405;22 jaar;2005;0.03371;0.02567;0.00706;0.00089;9e-05
406;22 jaar;2006;0.03376;0.02572;0.00705;0.0009;9e-05
407;22 jaar;2007;0.03381;0.02577;0.00703;0.00092;9e-05
408;22 jaar;2008;0.03388;0.02582;0.00702;0.00094;0.0001
409;22 jaar;2009;0.03392;0.02586;0.00701;0.00095;0.0001
410;22 jaar;2010;0.03397;0.0259;0.00701;0.00096;0.0001
411;22 jaar;2011;0.03402;0.02594;0.007;0.00098;0.0001
412;22 jaar;2012;0.03405;0.02597;0.00699;0.00099;0.0001
413;22 jaar;2013;0.03409;0.026;0.00699;0.001;0.0001
414;22 jaar;2014;0.03412;0.02603;0.00698;0.00101;0.0001
415;22 jaar;2015;0.03416;0.02606;0.00698;0.00102;0.0001
416;22 jaar;2016;0.03418;0.02608;0.00697;0.00103;0.0001
417;22 jaar;2017;0.03422;0.02611;0.00697;0.00104;0.0001
418;22 jaar;2018;0.03425;0.02613;0.00697;0.00105;0.0001
419;22 jaar;2019;0.03426;0.02615;0.00696;0.00105;0.0001
420;22 jaar;2020;0.03431;0.02618;0.00696;0.00106;0.00011
421;22 jaar;2021;0.03434;0.0262;0.00696;0.00107;0.00011
422;22 jaar;2022;0.03436;0.02622;0.00696;0.00107;0.00011
423;22 jaar;2023;0.03438;0.02623;0.00696;0.00108;0.00011
424;22 jaar;2024;0.0344;0.02625;0.00695;0.00109;0.00011
425;22 jaar;2025;0.03442;0.02627;0.00695;0.00109;0.00011
426;22 jaar;2026;0.03445;0.02629;0.00695;0.0011;0.00011
427;22 jaar;2027;0.03447;0.02631;0.00695;0.0011;0.00011
428;22 jaar;2028;0.03449;0.02632;0.00695;0.00111;0.00011
429;22 jaar;2029;0.03451;0.02634;0.00695;0.00111;0.00011
430;22 jaar;2030;0.03453;0.02636;0.00695;0.00111;0.00011
431;22 jaar;2031;0.03455;0.02637;0.00695;0.00112;0.00011
432;22 jaar;2032;0.03457;0.02639;0.00695;0.00112;0.00011
433;22 jaar;2033;0.03459;0.0264;0.00695;0.00113;0.00011
434;22 jaar;2034;0.03461;0.02642;0.00695;0.00113;0.00011
435;22 jaar;2035;0.03462;0.02643;0.00695;0.00113;0.00011
436;22 jaar;2036;0.03465;0.02645;0.00695;0.00114;0.00011
437;22 jaar;2037;0.03467;0.02647;0.00695;0.00114;0.00011
438;22 jaar;2038;0.03468;0.02648;0.00695;0.00114;0.00011
439;22 jaar;2039;0.0347;0.0265;0.00695;0.00114;0.00011
440;22 jaar;2040;0.03472;0.02651;0.00695;0.00115;0.00011
441;22 jaar;2041;0.03474;0.02653;0.00695;0.00115;0.00011
442;22 jaar;2042;0.03475;0.02654;0.00695;0.00115;0.00011
443;22 jaar;2043;0.03475;0.02654;0.00695;0.00115;0.00011
444;22 jaar;2044;0.03475;0.02654;0.00695;0.00115;0.00011
445;22 jaar;2045;0.03475;0.02654;0.00695;0.00115;0.00011
446;22 jaar;2046;0.03475;0.02654;0.00695;0.00115;0.00011
447;22 jaar;2047;0.03475;0.02654;0.00695;0.00115;0.00011
448;22 jaar;2048;0.03475;0.02654;0.00695;0.00115;0.00011
449;22 jaar;2049;0.03475;0.02654;0.00695;0.00115;0.00011
450;23 jaar;2000;0.0414;0.02872;0.01123;0.00134;0.00011
451;23 jaar;2001;0.04222;0.02935;0.01142;0.00134;0.00011
452;23 jaar;2002;0.04178;0.02941;0.0109;0.00135;0.00012
453;23 jaar;2003;0.04164;0.02947;0.01067;0.00137;0.00013
454;23 jaar;2004;0.04168;0.02956;0.01058;0.00141;0.00013
455;23 jaar;2005;0.04176;0.02964;0.01054;0.00145;0.00013
456;23 jaar;2006;0.04184;0.02972;0.0105;0.00148;0.00014
457;23 jaar;2007;0.0419;0.02979;0.01046;0.00151;0.00014
458;23 jaar;2008;0.04198;0.02985;0.01043;0.00155;0.00015
459;23 jaar;2009;0.04203;0.02991;0.0104;0.00157;0.00015
460;23 jaar;2010;0.04208;0.02996;0.01037;0.0016;0.00015
461;23 jaar;2011;0.04214;0.03001;0.01034;0.00163;0.00016
462;23 jaar;2012;0.04218;0.03006;0.01031;0.00165;0.00016
463;23 jaar;2013;0.04223;0.0301;0.01029;0.00168;0.00016
464;23 jaar;2014;0.04229;0.03015;0.01027;0.0017;0.00017
465;23 jaar;2015;0.04231;0.03018;0.01024;0.00172;0.00017
466;23 jaar;2016;0.04235;0.03022;0.01022;0.00174;0.00017
467;23 jaar;2017;0.04239;0.03025;0.0102;0.00176;0.00018
468;23 jaar;2018;0.04243;0.03029;0.01018;0.00178;0.00018
469;23 jaar;2019;0.04246;0.03032;0.01016;0.0018;0.00018
470;23 jaar;2020;0.04249;0.03035;0.01014;0.00181;0.00019
471;23 jaar;2021;0.04252;0.03038;0.01012;0.00183;0.00019
472;23 jaar;2022;0.04254;0.03041;0.0101;0.00184;0.00019
473;23 jaar;2023;0.04256;0.03043;0.01008;0.00186;0.00019
474;23 jaar;2024;0.0426;0.03046;0.01007;0.00187;0.0002
475;23 jaar;2025;0.04263;0.03049;0.01005;0.00189;0.0002
476;23 jaar;2026;0.04264;0.03051;0.01003;0.0019;0.0002
477;23 jaar;2027;0.04266;0.03054;0.01001;0.00191;0.0002
478;23 jaar;2028;0.04268;0.03056;0.01;0.00192;0.0002
479;23 jaar;2029;0.04271;0.03059;0.00998;0.00193;0.00021
480;23 jaar;2030;0.04272;0.03061;0.00996;0.00194;0.00021
481;23 jaar;2031;0.04274;0.03063;0.00995;0.00195;0.00021
482;23 jaar;2032;0.04276;0.03066;0.00993;0.00196;0.00021
483;23 jaar;2033;0.04277;0.03068;0.00991;0.00197;0.00021
484;23 jaar;2034;0.0428;0.0307;0.0099;0.00198;0.00022
485;23 jaar;2035;0.04282;0.03073;0.00988;0.00199;0.00022
486;23 jaar;2036;0.04283;0.03075;0.00986;0.002;0.00022
487;23 jaar;2037;0.04285;0.03077;0.00985;0.00201;0.00022
488;23 jaar;2038;0.04285;0.03079;0.00983;0.00201;0.00022
489;23 jaar;2039;0.04286;0.03081;0.00981;0.00202;0.00022
490;23 jaar;2040;0.0429;0.03084;0.0098;0.00203;0.00023
491;23 jaar;2041;0.04291;0.03086;0.00978;0.00204;0.00023
492;23 jaar;2042;0.04292;0.03088;0.00977;0.00204;0.00023
493;23 jaar;2043;0.04293;0.0309;0.00975;0.00205;0.00023
494;23 jaar;2044;0.04293;0.0309;0.00975;0.00205;0.00023
495;23 jaar;2045;0.04293;0.0309;0.00975;0.00205;0.00023
496;23 jaar;2046;0.04293;0.0309;0.00975;0.00205;0.00023
497;23 jaar;2047;0.04293;0.0309;0.00975;0.00205;0.00023
498;23 jaar;2048;0.04293;0.0309;0.00975;0.00205;0.00023
499;23 jaar;2049;0.04293;0.0309;0.00975;0.00205;0.00023
500;24 jaar;2000;0.0527;0.03498;0.01463;0.0027;0.00039
501;24 jaar;2001;0.05438;0.03644;0.01484;0.0027;0.0004
502;24 jaar;2002;0.05535;0.03718;0.01509;0.00267;0.00041
503;24 jaar;2003;0.05471;0.0372;0.01442;0.00267;0.00042
504;24 jaar;2004;0.05448;0.03721;0.01412;0.00271;0.00044
505;24 jaar;2005;0.0545;0.03727;0.01401;0.00277;0.00045
506;24 jaar;2006;0.05456;0.03732;0.01396;0.00282;0.00046
507;24 jaar;2007;0.05461;0.03735;0.01392;0.00287;0.00047
508;24 jaar;2008;0.05465;0.03738;0.01388;0.00291;0.00048
509;24 jaar;2009;0.05468;0.03741;0.01384;0.00295;0.00048
510;24 jaar;2010;0.05471;0.03742;0.01381;0.00299;0.00049
511;24 jaar;2011;0.05474;0.03743;0.01378;0.00303;0.0005
512;24 jaar;2012;0.05476;0.03744;0.01375;0.00306;0.00051
513;24 jaar;2013;0.05476;0.03744;0.01372;0.00309;0.00051
514;24 jaar;2014;0.05476;0.03743;0.0137;0.00311;0.00052
515;24 jaar;2015;0.05476;0.03743;0.01367;0.00314;0.00052
516;24 jaar;2016;0.05476;0.03742;0.01365;0.00316;0.00053
517;24 jaar;2017;0.05475;0.03741;0.01363;0.00318;0.00053
518;24 jaar;2018;0.05474;0.03739;0.01361;0.0032;0.00054
519;24 jaar;2019;0.05472;0.03737;0.01359;0.00322;0.00054
520;24 jaar;2020;0.05471;0.03736;0.01357;0.00323;0.00055
521;24 jaar;2021;0.05469;0.03734;0.01355;0.00325;0.00055
522;24 jaar;2022;0.05468;0.03732;0.01354;0.00326;0.00056
523;24 jaar;2023;0.05464;0.03729;0.01352;0.00327;0.00056
524;24 jaar;2024;0.05461;0.03727;0.0135;0.00328;0.00056
525;24 jaar;2025;0.05459;0.03725;0.01349;0.00329;0.00056
526;24 jaar;2026;0.05456;0.03722;0.01347;0.0033;0.00057
527;24 jaar;2027;0.05454;0.0372;0.01346;0.00331;0.00057
528;24 jaar;2028;0.05449;0.03717;0.01344;0.00331;0.00057
529;24 jaar;2029;0.05446;0.03714;0.01343;0.00332;0.00057
530;24 jaar;2030;0.05443;0.03712;0.01341;0.00332;0.00058
531;24 jaar;2031;0.0544;0.03709;0.0134;0.00333;0.00058
532;24 jaar;2032;0.05436;0.03706;0.01339;0.00333;0.00058
533;24 jaar;2033;0.05432;0.0370399999999999;0.01337;0.00333;0.00058
534;24 jaar;2034;0.05428;0.03701;0.01336;0.00333;0.00058
535;24 jaar;2035;0.05426;0.03698;0.01335;0.00334;0.00059
536;24 jaar;2036;0.05421;0.03695;0.01333;0.00334;0.00059
537;24 jaar;2037;0.05417;0.03692;0.01332;0.00334;0.00059
538;24 jaar;2038;0.05413;0.0369;0.0133;0.00334;0.00059
539;24 jaar;2039;0.05409;0.03687;0.01329;0.00334;0.00059
540;24 jaar;2040;0.05405;0.03684;0.01328;0.00334;0.00059
541;24 jaar;2041;0.05401;0.03681;0.01327;0.00334;0.00059
542;24 jaar;2042;0.05396;0.03678;0.01325;0.00334;0.00059
543;24 jaar;2043;0.05391;0.03675;0.01324;0.00333;0.00059
544;24 jaar;2044;0.05388;0.03672;0.01323;0.00333;0.0006
545;24 jaar;2045;0.05388;0.03672;0.01323;0.00333;0.0006
546;24 jaar;2046;0.05388;0.03672;0.01323;0.00333;0.0006
547;24 jaar;2047;0.05388;0.03672;0.01323;0.00333;0.0006
548;24 jaar;2048;0.05388;0.03672;0.01323;0.00333;0.0006
549;24 jaar;2049;0.05388;0.03672;0.01323;0.00333;0.0006
550;25 jaar;2000;0.06575;0.04332;0.01767;0.00377;0.00099
551;25 jaar;2001;0.06616;0.04353;0.01781;0.00383;0.00099
552;25 jaar;2002;0.0665;0.04373;0.01789;0.0039;0.00098
553;25 jaar;2003;0.06679;0.04391;0.01796;0.00394;0.00098
554;25 jaar;2004;0.06706;0.04407;0.01802;0.00399;0.00098
555;25 jaar;2005;0.06727;0.04422;0.01806;0.00402;0.00097
556;25 jaar;2006;0.06753;0.04435;0.01814;0.00407;0.00097
557;25 jaar;2007;0.0677;0.04448;0.01814;0.00411;0.00097
558;25 jaar;2008;0.06785;0.04459;0.01815;0.00414;0.00097
559;25 jaar;2009;0.06798;0.04469;0.01815;0.00418;0.00096
560;25 jaar;2010;0.0681;0.04478;0.01815;0.00421;0.00096
561;25 jaar;2011;0.06822;0.04486;0.01815;0.00425;0.00096
562;25 jaar;2012;0.06831;0.04494;0.01814;0.00428;0.00095
563;25 jaar;2013;0.0684;0.04501;0.01813;0.00431;0.00095
564;25 jaar;2014;0.06848;0.04507;0.01812;0.00434;0.00095
565;25 jaar;2015;0.06855;0.04513;0.01811;0.00437;0.00094
566;25 jaar;2016;0.06862;0.04518;0.0181;0.0044;0.00094
567;25 jaar;2017;0.06869;0.04523;0.01809;0.00443;0.00094
568;25 jaar;2018;0.06872;0.04527;0.01807;0.00445;0.00093
569;25 jaar;2019;0.06878;0.04531;0.01806;0.00448;0.00093
570;25 jaar;2020;0.06882;0.04534;0.01804;0.00451;0.00093
571;25 jaar;2021;0.06886;0.04538;0.01802;0.00453;0.00093
572;25 jaar;2022;0.06889;0.04541;0.018;0.00456;0.00092
573;25 jaar;2023;0.06891;0.04543;0.01798;0.00458;0.00092
574;25 jaar;2024;0.06896;0.04546;0.01797;0.00461;0.00092
575;25 jaar;2025;0.06897;0.04548;0.01795;0.00463;0.00091
576;25 jaar;2026;0.06899;0.0455;0.01793;0.00465;0.00091
577;25 jaar;2027;0.06902;0.04552;0.01791;0.00468;0.00091
578;25 jaar;2028;0.06903;0.04553;0.01789;0.0047;0.00091
579;25 jaar;2029;0.06903;0.04555;0.01786;0.00472;0.0009
580;25 jaar;2030;0.06904;0.04556;0.01784;0.00474;0.0009
581;25 jaar;2031;0.06905;0.04557;0.01782;0.00476;0.0009
582;25 jaar;2032;0.06905;0.04558;0.0178;0.00478;0.00089
583;25 jaar;2033;0.06907;0.0456;0.01778;0.0048;0.00089
584;25 jaar;2034;0.06907;0.0456;0.01776;0.00482;0.00089
585;25 jaar;2035;0.06908;0.04561;0.01774;0.00484;0.00089
586;25 jaar;2036;0.06908;0.04562;0.01772;0.00486;0.00088
587;25 jaar;2037;0.06908;0.04563;0.01769;0.00488;0.00088
588;25 jaar;2038;0.06908;0.04563;0.01767;0.0049;0.00088
589;25 jaar;2039;0.06908;0.04564;0.01765;0.00492;0.00087
590;25 jaar;2040;0.06908;0.04564;0.01763;0.00494;0.00087
591;25 jaar;2041;0.06908;0.04565;0.01761;0.00495;0.00087
592;25 jaar;2042;0.06908;0.04565;0.01759;0.00497;0.00087
593;25 jaar;2043;0.06907;0.04566;0.01756;0.00499;0.00086
594;25 jaar;2044;0.06907;0.04566;0.01754;0.00501;0.00086
595;25 jaar;2045;0.06906;0.04566;0.01752;0.00502;0.00086
596;25 jaar;2046;0.06906;0.04566;0.01752;0.00502;0.00086
597;25 jaar;2047;0.06906;0.04566;0.01752;0.00502;0.00086
598;25 jaar;2048;0.06906;0.04566;0.01752;0.00502;0.00086
599;25 jaar;2049;0.06906;0.04566;0.01752;0.00502;0.00086
600;26 jaar;2000;0.08005;0.0495;0.02398;0.00515;0.00142
601;26 jaar;2001;0.08011;0.04973;0.02377;0.00519;0.00142
602;26 jaar;2002;0.0806;0.04995;0.02395;0.00528;0.00142
603;26 jaar;2003;0.081;0.05015;0.02406;0.00537;0.00142
604;26 jaar;2004;0.08134;0.05036;0.02414;0.00543;0.00141
605;26 jaar;2005;0.08168;0.05055;0.02423;0.00549;0.00141
606;26 jaar;2006;0.08196;0.05074;0.02428;0.00554;0.0014
607;26 jaar;2007;0.0823;0.05093;0.02437;0.0056;0.0014
608;26 jaar;2008;0.08254;0.05111;0.02438;0.00565;0.0014
609;26 jaar;2009;0.08276;0.05128;0.02439;0.0057;0.00139
610;26 jaar;2010;0.08297;0.05144;0.02439;0.00575;0.00139
611;26 jaar;2011;0.08317;0.05161;0.02438;0.00579;0.00139
612;26 jaar;2012;0.08336;0.05176;0.02438;0.00584;0.00138
613;26 jaar;2013;0.08353;0.05191;0.02436;0.00588;0.00138
614;26 jaar;2014;0.08371;0.05206;0.02435;0.00592;0.00138
615;26 jaar;2015;0.08387;0.0522;0.02434;0.00596;0.00137
616;26 jaar;2016;0.08404;0.05234;0.02432;0.00601;0.00137
617;26 jaar;2017;0.08418;0.05247;0.0243;0.00604;0.00137
618;26 jaar;2018;0.08432;0.0526;0.02428;0.00608;0.00136
619;26 jaar;2019;0.08445;0.05272;0.02425;0.00612;0.00136
620;26 jaar;2020;0.08458;0.05284;0.02423;0.00615;0.00136
621;26 jaar;2021;0.0847;0.05296;0.0242;0.00619;0.00135
622;26 jaar;2022;0.08482;0.05307;0.02418;0.00622;0.00135
623;26 jaar;2023;0.08493;0.05318;0.02415;0.00626;0.00134
624;26 jaar;2024;0.08503;0.05328;0.02412;0.00629;0.00134
625;26 jaar;2025;0.08514;0.05339;0.02409;0.00632;0.00134
626;26 jaar;2026;0.08522;0.05348;0.02406;0.00635;0.00133
627;26 jaar;2027;0.08532;0.05358;0.02403;0.00638;0.00133
628;26 jaar;2028;0.08541;0.05367;0.024;0.00641;0.00133
629;26 jaar;2029;0.0855;0.05376;0.02397;0.00644;0.00133
630;26 jaar;2030;0.08558;0.05385;0.02394;0.00647;0.00132
631;26 jaar;2031;0.08566;0.05393;0.02391;0.0065;0.00132
632;26 jaar;2032;0.08574;0.05401;0.02388;0.00653;0.00132
633;26 jaar;2033;0.08581;0.05409;0.02385;0.00656;0.00131
634;26 jaar;2034;0.08588;0.05417;0.02382;0.00658;0.00131
635;26 jaar;2035;0.08595;0.05424;0.02379;0.00661;0.00131
636;26 jaar;2036;0.08601;0.05431;0.02376;0.00664;0.0013
637;26 jaar;2037;0.08606;0.05438;0.02372;0.00666;0.0013
638;26 jaar;2038;0.08613;0.05445;0.02369;0.00669;0.0013
639;26 jaar;2039;0.08617;0.05451;0.02366;0.00671;0.00129
640;26 jaar;2040;0.08623;0.05457;0.02363;0.00674;0.00129
641;26 jaar;2041;0.08628;0.05463;0.0236;0.00676;0.00129
642;26 jaar;2042;0.08632;0.05469;0.02356;0.00679;0.00128
643;26 jaar;2043;0.08637;0.05475;0.02353;0.00681;0.00128
644;26 jaar;2044;0.08641;0.0548;0.0235;0.00683;0.00128
645;26 jaar;2045;0.08645;0.05485;0.02347;0.00686;0.00127
646;26 jaar;2046;0.0865;0.05491;0.02344;0.00688;0.00127
647;26 jaar;2047;0.0865;0.05491;0.02344;0.00688;0.00127
648;26 jaar;2048;0.0865;0.05491;0.02344;0.00688;0.00127
649;26 jaar;2049;0.0865;0.05491;0.02344;0.00688;0.00127
650;27 jaar;2000;0.09788;0.05831;0.02952;0.00818;0.00187
651;27 jaar;2001;0.09791;0.05833;0.02964;0.00806;0.00188
652;27 jaar;2002;0.09774;0.05835;0.02942;0.00808;0.00189
653;27 jaar;2003;0.09811;0.05838;0.02968;0.00817;0.00188
654;27 jaar;2004;0.09841;0.0584;0.02987;0.00826;0.00188
655;27 jaar;2005;0.09861;0.05842;0.03002;0.0083;0.00187
656;27 jaar;2006;0.09883;0.05845;0.03017;0.00834;0.00187
657;27 jaar;2007;0.099;0.05848;0.03028;0.00838;0.00186
658;27 jaar;2008;0.09922;0.0585;0.03044;0.00842;0.00186
659;27 jaar;2009;0.09933;0.05853;0.0305;0.00845;0.00185
660;27 jaar;2010;0.09945;0.05856;0.03056;0.00848;0.00185
661;27 jaar;2011;0.09954;0.05859;0.0306;0.00851;0.00184
662;27 jaar;2012;0.09963;0.05862;0.03064;0.00853;0.00184
663;27 jaar;2013;0.09971;0.05865;0.03068;0.00855;0.00183
664;27 jaar;2014;0.09981;0.05869;0.03072;0.00857;0.00183
665;27 jaar;2015;0.09988;0.05872;0.03075;0.00859;0.00182
666;27 jaar;2016;0.09995;0.05876;0.03077;0.0086;0.00182
667;27 jaar;2017;0.10002;0.05879;0.0308;0.00862;0.00181
668;27 jaar;2018;0.10009;0.05883;0.03082;0.00863;0.00181
669;27 jaar;2019;0.10015;0.05887;0.03084;0.00864;0.0018
670;27 jaar;2020;0.10022;0.05891;0.03086;0.00865;0.0018
671;27 jaar;2021;0.10028;0.05896;0.03087;0.00865;0.0018
672;27 jaar;2022;0.10034;0.059;0.03089;0.00866;0.00179
673;27 jaar;2023;0.10041;0.05905;0.0309;0.00867;0.00179
674;27 jaar;2024;0.10045;0.05909;0.03091;0.00867;0.00178
675;27 jaar;2025;0.10052;0.05914;0.03092;0.00868;0.00178
676;27 jaar;2026;0.10057;0.05919;0.03093;0.00868;0.00177
677;27 jaar;2027;0.10063;0.05924;0.03094;0.00868;0.00177
678;27 jaar;2028;0.10069;0.0593;0.03095;0.00868;0.00176
679;27 jaar;2029;0.10075;0.05935;0.03096;0.00868;0.00176
680;27 jaar;2030;0.10082;0.05941;0.03097;0.00868;0.00176
681;27 jaar;2031;0.10087;0.05947;0.03097;0.00868;0.00175
682;27 jaar;2032;0.10094;0.05953;0.03098;0.00868;0.00175
683;27 jaar;2033;0.101;0.05959;0.03099;0.00868;0.00174
684;27 jaar;2034;0.10106;0.05966;0.03099;0.00867;0.00174
685;27 jaar;2035;0.10113;0.05973;0.031;0.00867;0.00173
686;27 jaar;2036;0.1012;0.0598;0.031;0.00867;0.00173
687;27 jaar;2037;0.10127;0.05987;0.03101;0.00866;0.00173
688;27 jaar;2038;0.10134;0.05995;0.03101;0.00866;0.00172
689;27 jaar;2039;0.10143;0.06003;0.03102;0.00866;0.00172
690;27 jaar;2040;0.10149;0.06011;0.03102;0.00865;0.00171
691;27 jaar;2041;0.10158;0.06019;0.03103;0.00865;0.00171
692;27 jaar;2042;0.10165;0.06028;0.03103;0.00864;0.0017
693;27 jaar;2043;0.10174;0.06037;0.03104;0.00863;0.0017
694;27 jaar;2044;0.10183;0.06046;0.03104;0.00863;0.0017
695;27 jaar;2045;0.10191;0.06055;0.03105;0.00862;0.00169
696;27 jaar;2046;0.10201;0.06065;0.03105;0.00862;0.00169
697;27 jaar;2047;0.1021;0.06076;0.03105;0.00861;0.00168
698;27 jaar;2048;0.1021;0.06076;0.03105;0.00861;0.00168
699;27 jaar;2049;0.1021;0.06076;0.03105;0.00861;0.00168
700;28 jaar;2000;0.11496;0.06679;0.03649;0.00906;0.00262
701;28 jaar;2001;0.11546;0.06679;0.0368;0.00925;0.00262
702;28 jaar;2002;0.11552;0.06679;0.03696;0.00912;0.00265
703;28 jaar;2003;0.11532;0.06678;0.03671;0.00916;0.00267
704;28 jaar;2004;0.11578;0.06678;0.03705;0.00927;0.00268
705;28 jaar;2005;0.11614;0.06678;0.0373;0.00938;0.00268
706;28 jaar;2006;0.11641;0.06677;0.03751;0.00944;0.00269
707;28 jaar;2007;0.11666;0.06677;0.03771;0.00949;0.00269
708;28 jaar;2008;0.11687;0.06676;0.03787;0.00954;0.0027
709;28 jaar;2009;0.11715;0.06676;0.03809;0.0096;0.0027
710;28 jaar;2010;0.11729;0.06675;0.03818;0.00965;0.00271
711;28 jaar;2011;0.11741;0.06675;0.03826;0.00969;0.00271
712;28 jaar;2012;0.11753;0.06674;0.03834;0.00973;0.00272
713;28 jaar;2013;0.11762;0.06673;0.03841;0.00976;0.00272
714;28 jaar;2014;0.11772;0.06672;0.03847;0.0098;0.00273
715;28 jaar;2015;0.11781;0.06671;0.03853;0.00983;0.00274
716;28 jaar;2016;0.11789;0.0667;0.03859;0.00986;0.00274
717;28 jaar;2017;0.11797;0.06669;0.03864;0.00989;0.00275
718;28 jaar;2018;0.11803;0.06668;0.03869;0.00991;0.00275
719;28 jaar;2019;0.11808;0.06666;0.03873;0.00993;0.00276
720;28 jaar;2020;0.11814;0.06664;0.03877;0.00996;0.00277
721;28 jaar;2021;0.11818;0.06662;0.03881;0.00998;0.00277
722;28 jaar;2022;0.11823;0.0666;0.03885;0.01;0.00278
723;28 jaar;2023;0.11826;0.06658;0.03889;0.01001;0.00278
724;28 jaar;2024;0.11829;0.06655;0.03892;0.01003;0.00279
725;28 jaar;2025;0.11831;0.06652;0.03895;0.01004;0.0028
726;28 jaar;2026;0.11833;0.06649;0.03898;0.01006;0.0028
727;28 jaar;2027;0.11835;0.06646;0.03901;0.01007;0.00281
728;28 jaar;2028;0.11835;0.06642;0.03904;0.01008;0.00281
729;28 jaar;2029;0.11835;0.06637;0.03907;0.01009;0.00282
730;28 jaar;2030;0.11836;0.06633;0.0391;0.0101;0.00283
731;28 jaar;2031;0.11833;0.06627;0.03912;0.01011;0.00283
732;28 jaar;2032;0.11832;0.06621;0.03915;0.01012;0.00284
733;28 jaar;2033;0.11829;0.06614;0.03917;0.01013;0.00285
734;28 jaar;2034;0.11826;0.06607;0.0392;0.01014;0.00285
735;28 jaar;2035;0.11821;0.06599;0.03922;0.01014;0.00286
736;28 jaar;2036;0.11816;0.0659;0.03925;0.01015;0.00286
737;28 jaar;2037;0.11808;0.06579;0.03927;0.01015;0.00287
738;28 jaar;2038;0.11801;0.06568;0.03929;0.01016;0.00288
739;28 jaar;2039;0.11791;0.06555;0.03932;0.01016;0.00288
740;28 jaar;2040;0.11781;0.06541;0.03934;0.01017;0.00289
741;28 jaar;2041;0.11769;0.06526;0.03936;0.01017;0.0029
742;28 jaar;2042;0.11754;0.06509;0.03938;0.01017;0.0029
743;28 jaar;2043;0.11737;0.06489;0.0394;0.01017;0.00291
744;28 jaar;2044;0.11721;0.06468;0.03943;0.01018;0.00292
745;28 jaar;2045;0.11699;0.06444;0.03945;0.01018;0.00292
746;28 jaar;2046;0.11676;0.06418;0.03947;0.01018;0.00293
747;28 jaar;2047;0.11649;0.06389;0.03949;0.01018;0.00293
748;28 jaar;2048;0.11619;0.06356;0.03951;0.01018;0.00294
749;28 jaar;2049;0.11619;0.06356;0.03951;0.01018;0.00294
750;29 jaar;2000;0.12917;0.07102;0.04382;0.01113;0.0032
751;29 jaar;2001;0.12872;0.07035;0.04394;0.01124;0.00319
752;29 jaar;2002;0.12869;0.06973;0.04432;0.01145;0.00319
753;29 jaar;2003;0.1282;0.06918;0.04452;0.01128;0.00322
754;29 jaar;2004;0.12743;0.06867;0.04422;0.0113;0.00324
755;29 jaar;2005;0.12752;0.06822;0.04465;0.01141;0.00324
756;29 jaar;2006;0.12752;0.0678;0.04495;0.01153;0.00324
757;29 jaar;2007;0.12745;0.06742;0.0452;0.01158;0.00325
758;29 jaar;2008;0.1274;0.06707;0.04546;0.01162;0.00325
759;29 jaar;2009;0.12733;0.06676;0.04566;0.01166;0.00325
760;29 jaar;2010;0.12737;0.06648;0.04593;0.01171;0.00325
761;29 jaar;2011;0.12726;0.06622;0.04605;0.01174;0.00325
762;29 jaar;2012;0.12716;0.06598;0.04615;0.01177;0.00326
763;29 jaar;2013;0.12708;0.06577;0.04625;0.0118;0.00326
764;29 jaar;2014;0.12699;0.06557;0.04634;0.01182;0.00326
765;29 jaar;2015;0.12691;0.06539;0.04642;0.01184;0.00326
766;29 jaar;2016;0.12685;0.06523;0.0465;0.01185;0.00327
