ID;KenmerkenVanHuishoudens;Inkomensgroepen;Inkomensbegrippen;Perioden;HoogsteInkomen_1;GemiddeldInkomen_2;AantalHuishoudens_3;Inkomensaandeel_4;PersonenPerHuishouden_5;PersonenMetInkomenPerHuishouden_6
0;0;0;Bruto inkomen;1990;;29.8;6128;100.0;2.4;1.7
1;0;0;Bruto inkomen;1991;;31.0;6211;100.0;2.4;1.7
2;0;0;Bruto inkomen;1992;;32.5;6309;100.0;2.4;1.7
3;0;0;Bruto inkomen;1993;;32.5;6401;100.0;2.3;1.7
4;0;0;Bruto inkomen;1994;;32.5;6454;100.0;2.3;1.7
5;0;0;Bruto inkomen;1995;;33.1;6549;100.0;2.3;1.7
6;0;0;Bruto inkomen;1996;;33.6;6617;100.0;2.3;1.7
7;0;0;Bruto inkomen;1997;;34.2;6704;100.0;2.3;1.7
8;0;0;Bruto inkomen;1998;;35.2;6783;100.0;2.3;1.7
9;0;0;Bruto inkomen;1999;;36.9;6855;100.0;2.3;1.7
10;0;0;Bruto inkomen;2000;;38.7;6941;100.0;2.3;1.7
11;0;0;Besteedbaar inkomen;1990;;18.4;6128;100.0;2.4;1.7
12;0;0;Besteedbaar inkomen;1991;;18.9;6211;100.0;2.4;1.7
13;0;0;Besteedbaar inkomen;1992;;19.5;6309;100.0;2.4;1.7
14;0;0;Besteedbaar inkomen;1993;;19.7;6401;100.0;2.3;1.7
15;0;0;Besteedbaar inkomen;1994;;20.3;6454;100.0;2.3;1.7
16;0;0;Besteedbaar inkomen;1995;;20.9;6549;100.0;2.3;1.7
17;0;0;Besteedbaar inkomen;1996;;21.3;6617;100.0;2.3;1.7
18;0;0;Besteedbaar inkomen;1997;;22.0;6704;100.0;2.3;1.7
19;0;0;Besteedbaar inkomen;1998;;22.7;6783;100.0;2.3;1.7
20;0;0;Besteedbaar inkomen;1999;;23.5;6855;100.0;2.3;1.7
21;0;0;Besteedbaar inkomen;2000;;24.8;6941;100.0;2.3;1.7
22;0;0;Gestandaardiseerd inkomen;1990;;12.5;6128;100.0;2.4;1.7
23;0;0;Gestandaardiseerd inkomen;1991;;12.9;6211;100.0;2.4;1.7
24;0;0;Gestandaardiseerd inkomen;1992;;13.4;6309;100.0;2.4;1.7
25;0;0;Gestandaardiseerd inkomen;1993;;13.6;6401;100.0;2.3;1.7
26;0;0;Gestandaardiseerd inkomen;1994;;14.0;6454;100.0;2.3;1.7
27;0;0;Gestandaardiseerd inkomen;1995;;14.5;6549;100.0;2.3;1.7
28;0;0;Gestandaardiseerd inkomen;1996;;14.8;6617;100.0;2.3;1.7
29;0;0;Gestandaardiseerd inkomen;1997;;15.3;6704;100.0;2.3;1.7
30;0;0;Gestandaardiseerd inkomen;1998;;15.9;6783;100.0;2.3;1.7
31;0;0;Gestandaardiseerd inkomen;1999;;16.5;6855;100.0;2.3;1.7
32;0;0;Gestandaardiseerd inkomen;2000;;17.4;6941;100.0;2.3;1.7
33;0;Laagste 10%-groep;Bruto inkomen;1990;9.3;5.8;613;1.9;1.2;1.0
34;0;Laagste 10%-groep;Bruto inkomen;1991;9.7;6.0;621;1.9;1.2;1.0
35;0;Laagste 10%-groep;Bruto inkomen;1992;10.2;6.1;631;1.9;1.2;1.1
36;0;Laagste 10%-groep;Bruto inkomen;1993;10.1;5.8;640;1.8;1.2;1.1
37;0;Laagste 10%-groep;Bruto inkomen;1994;10.4;6.3;645;1.9;1.2;1.1
38;0;Laagste 10%-groep;Bruto inkomen;1995;10.5;6.7;655;2.0;1.2;1.0
39;0;Laagste 10%-groep;Bruto inkomen;1996;10.9;6.4;662;1.9;1.2;1.1
40;0;Laagste 10%-groep;Bruto inkomen;1997;11.3;6.9;670;2.0;1.2;1.1
41;0;Laagste 10%-groep;Bruto inkomen;1998;11.7;6.5;678;1.9;1.3;1.1
42;0;Laagste 10%-groep;Bruto inkomen;1999;12.1;6.8;685;1.9;1.3;1.1
43;0;Laagste 10%-groep;Bruto inkomen;2000;12.7;7.6;694;2.0;1.3;1.1
44;0;Laagste 10%-groep;Besteedbaar inkomen;1990;7.0;3.8;613;2.1;1.2;1.1
45;0;Laagste 10%-groep;Besteedbaar inkomen;1991;7.2;4.1;621;2.2;1.2;1.1
46;0;Laagste 10%-groep;Besteedbaar inkomen;1992;7.6;4.1;631;2.1;1.2;1.1
47;0;Laagste 10%-groep;Besteedbaar inkomen;1993;7.6;3.8;640;1.9;1.3;1.1
48;0;Laagste 10%-groep;Besteedbaar inkomen;1994;7.9;4.4;645;2.2;1.3;1.1
49;0;Laagste 10%-groep;Besteedbaar inkomen;1995;8.2;4.8;655;2.3;1.2;1.1
50;0;Laagste 10%-groep;Besteedbaar inkomen;1996;8.4;4.3;662;2.0;1.3;1.1
51;0;Laagste 10%-groep;Besteedbaar inkomen;1997;8.8;4.6;670;2.1;1.2;1.1
52;0;Laagste 10%-groep;Besteedbaar inkomen;1998;9.3;4.1;678;1.8;1.3;1.1
53;0;Laagste 10%-groep;Besteedbaar inkomen;1999;9.6;4.3;685;1.8;1.3;1.1
54;0;Laagste 10%-groep;Besteedbaar inkomen;2000;10.0;4.9;694;2.0;1.3;1.1
55;0;Laagste 10%-groep;Gestandaardiseerd inkomen;1990;6.4;3.7;613;3.0;1.8;1.2
