ID;Geslacht;Startjaar;OpleidingsrichtingEnSectorStartjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositiePeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
0;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;103767.0;5394.0;3004.0;1973.0;243.0;174.0;98373.0;5.0;3.0;2.0;0.0;0.0;95.0
1;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;93755.0;3952.0;2342.0;1413.0;191.0;6.0;89803.0;4.0;2.0;2.0;0.0;0.0;96.0
2;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;10012.0;1442.0;662.0;560.0;52.0;168.0;8570.0;14.0;7.0;6.0;1.0;2.0;86.0
3;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;103767.0;26465.0;4422.0;16910.0;3538.0;1595.0;77302.0;26.0;4.0;16.0;3.0;2.0;74.0
4;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;79759.0;16316.0;2744.0;10987.0;2553.0;32.0;63443.0;20.0;3.0;14.0;3.0;0.0;80.0
5;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;24008.0;10149.0;1678.0;5923.0;985.0;1563.0;13859.0;42.0;7.0;25.0;4.0;7.0;58.0
6;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;103767.0;52814.0;4772.0;23315.0;11493.0;13234.0;50953.0;51.0;5.0;22.0;11.0;13.0;49.0
7;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;56650.0;20828.0;2118.0;13000.0;5402.0;308.0;35822.0;37.0;4.0;23.0;10.0;1.0;63.0
8;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;47117.0;31986.0;2654.0;10315.0;6091.0;12926.0;15131.0;68.0;6.0;22.0;13.0;27.0;32.0
9;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;103767.0;74729.0;4928.0;25750.0;15225.0;28826.0;29038.0;72.0;5.0;25.0;15.0;28.0;28.0
