ID;Leeftijd;SoortVerdachte;Misdrijven;Opleiding;Herkomstkenmerken;Huishoudensinkomen;Perioden;IngeschrevenRechtbankstrafzaken_1;TotaalBeslissingenDoorOM_2;Dagvaarding_3;OproepenTerTerechtzittingNAVVerzet_4;OnvoorwaardelijkSepot_5;VoorwaardelijkBeleidssepot_6;Transactie_7;Strafbeschikking_8;Overig_9;TotaalEindbeslissing_10;SchuldigverklaringMetStraf_11;SchuldigverklaringZonderStraf_12;VrijspraakEnOntslagRechtsvervolging_13;Overig_14;TotaalOpgelegdeSancties_15;TotaalHoofdstraffen_16;GevangenisstrafInclJeugddetentie_17;Geldboete_18;Taakstraf_19;BijkomendeStraffen_20;Maatregelen_21;StrafOnbekend_22
0;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2001;236030.0;259630.0;144090.0;;25610.0;2730.0;66970.0;;20230.0;113330.0;106450.0;690.0;5130.0;1070.0;159690.0;123380.0;50270.0;48730.0;24380.0;19530.0;16140.0;640.0
1;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2002;251290.0;275370.0;154680.0;;24900.0;2980.0;71220.0;;21600.0;118820.0;112000.0;770.0;5080.0;960.0;169240.0;129460.0;54100.0;47230.0;28130.0;20500.0;18640.0;640.0
2;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2003;270320.0;292580.0;163910.0;;23570.0;3500.0;81110.0;;20490.0;137350.0;129290.0;890.0;6250.0;930.0;194890.0;148620.0;59520.0;55840.0;33270.0;23820.0;21650.0;790.0
3;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2004;273970.0;293570.0;165910.0;;24210.0;3880.0;78640.0;;20940.0;136050.0;127920.0;850.0;6580.0;700.0;193610.0;148170.0;56520.0;54950.0;36690.0;22530.0;22150.0;760.0
4;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2005;266860.0;285770.0;162770.0;;23630.0;4800.0;76070.0;;18500.0;136350.0;126920.0;910.0;7710.0;810.0;191690.0;147360.0;52210.0;54650.0;40490.0;21810.0;21840.0;680.0
5;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2006;267710.0;287250.0;161160.0;;25210.0;5520.0;77880.0;;17480.0;137780.0;126410.0;1170.0;9310.0;880.0;190330.0;145440.0;46930.0;54870.0;43630.0;22740.0;21380.0;760.0
6;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2007;272660.0;281600.0;159330.0;;24950.0;5670.0;74230.0;;17430.0;131130.0;119890.0;1120.0;9270.0;850.0;180500.0;136190.0;42900.0;50800.0;42500.0;22750.0;20700.0;860.0
7;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2008;263010.0;275940.0;152160.0;;31390.0;7150.0;69620.0;0.0;15620.0;131540.0;118670.0;1380.0;10580.0;920.0;177670.0;134370.0;41570.0;48860.0;43940.0;21390.0;21090.0;820.0
8;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2009;232650.0;268230.0;145890.0;;31210.0;7230.0;66550.0;5660.0;11690.0;130980.0;118120.0;1440.0;10530.0;890.0;173290.0;132070.0;38520.0;50440.0;43110.0;20130.0;20300.0;790.0
9;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2010;212940.0;222170.0;129060.0;0.0;23770.0;6270.0;43010.0;12700.0;7350.0;113530.0;100980.0;1420.0;10360.0;790.0;145420.0;113340.0;35340.0;40320.0;37680.0;13550.0;17920.0;620.0
10;10000;Totaal;Misdrijven, totaal;Totaal opleidingen;Herkomstkenmerken: totaal;Totaal;2011;232520.0;239400.0;128700.0;0.0;30100.0;7000.0;36500.0;30300.0;6810.0;109450.0;96230.0;1710.0;10630.0;880.0;137260.0;107610.0;35850.0;35880.0;35870.0;11210.0;17870.0;570.0
