ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;InkomstenniveauHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
0;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2004/'05;1300100.0;76150.0;1223960.0;5.9
1;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2005/'06;1399710.0;74510.0;1325190.0;5.3
2;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2006/'07;1419500.0;72610.0;1346900.0;5.1
3;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2007/'08;1434710.0;71480.0;1363230.0;5.0
4;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2008/'09;1435120.0;64270.0;1370860.0;4.5
5;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 2 keer minimumloon;2004/'05;315650.0;28340.0;287310.0;9.0
6;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 2 keer minimumloon;2005/'06;345720.0;29030.0;316690.0;8.4
7;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 2 keer minimumloon;2006/'07;332500.0;27690.0;304810.0;8.3
8;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 2 keer minimumloon;2007/'08;306180.0;25660.0;280530.0;8.4
9;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 2 keer minimumloon;2008/'09;324040.0;23970.0;300080.0;7.4
10;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,9 keer minimumloon;2004/'05;86860.0;9400.0;77450.0;10.8
11;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,9 keer minimumloon;2005/'06;99680.0;10110.0;89570.0;10.1
12;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,9 keer minimumloon;2006/'07;97940.0;9710.0;88230.0;9.9
13;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,9 keer minimumloon;2007/'08;84350.0;8460.0;75890.0;10.0
14;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,9 keer minimumloon;2008/'09;97470.0;8180.0;89290.0;8.4
15;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2004/'05;48300.0;4370.0;43940.0;9.0
16;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2005/'06;51630.0;4330.0;47300.0;8.4
17;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2006/'07;50330.0;4280.0;46040.0;8.5
18;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2007/'08;48000.0;3920.0;44070.0;8.2
19;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2008/'09;45850.0;3720.0;42130.0;8.1
20;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2004/'05;84960.0;7430.0;77530.0;8.7
21;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2005/'06;92880.0;7470.0;85410.0;8.0
22;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2006/'07;86150.0;6910.0;79240.0;8.0
23;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2007/'08;81460.0;6640.0;74830.0;8.1
24;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2008/'09;87340.0;6140.0;81210.0;7.0
25;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2004/'05;95540.0;7140.0;88390.0;7.5
26;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2005/'06;101530.0;7120.0;94410.0;7.0
27;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2006/'07;98090.0;6790.0;91310.0;6.9
28;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2007/'08;92380.0;6640.0;85740.0;7.2
29;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2008/'09;93390.0;5930.0;87460.0;6.3
30;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;2 tot 4 keer minimumloon;2004/'05;571520.0;29780.0;541730.0;5.2
31;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;2 tot 4 keer minimumloon;2005/'06;596700.0;27980.0;568720.0;4.7
32;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;2 tot 4 keer minimumloon;2006/'07;564590.0;26120.0;538480.0;4.6
33;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;2 tot 4 keer minimumloon;2007/'08;543750.0;25510.0;518240.0;4.7
34;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;2 tot 4 keer minimumloon;2008/'09;539330.0;22730.0;516600.0;4.2
35;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 4 keer minimumloon;2004/'05;403620.0;16360.0;387260.0;4.1
36;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 4 keer minimumloon;2005/'06;446300.0;15610.0;430690.0;3.5
37;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 4 keer minimumloon;2006/'07;502540.0;16310.0;486230.0;3.2
38;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 4 keer minimumloon;2007/'08;575810.0;18920.0;556900.0;3.3
39;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 4 keer minimumloon;2008/'09;566510.0;16390.0;550120.0;2.9
40;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Inkomstenniveau onbekend;2004/'05;9320.0;1670.0;7650.0;17.9
41;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Inkomstenniveau onbekend;2005/'06;10990.0;1900.0;9090.0;17.3
42;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Inkomstenniveau onbekend;2006/'07;19880.0;2500.0;17380.0;12.6
43;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Inkomstenniveau onbekend;2007/'08;8970.0;1400.0;7570.0;15.6
44;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Inkomstenniveau onbekend;2008/'09;5240.0;1170.0;4070.0;22.4
45;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2004/'05;1249460.0;65670.0;1183790.0;5.3
46;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2005/'06;1336280.0;62810.0;1273470.0;4.7
47;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2006/'07;1348270.0;59740.0;1288530.0;4.4
48;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2007/'08;1357920.0;58540.0;1299380.0;4.3
49;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal inkomstenniveau huishouden;2008/'09;1357950.0;52170.0;1305780.0;3.8
50;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 2 keer minimumloon;2004/'05;294850.0;23430.0;271420.0;7.9
51;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 2 keer minimumloon;2005/'06;319240.0;23220.0;296020.0;7.3
52;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 2 keer minimumloon;2006/'07;304030.0;21480.0;282550.0;7.1
53;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 2 keer minimumloon;2007/'08;277600.0;19610.0;257990.0;7.1
54;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 2 keer minimumloon;2008/'09;294280.0;18280.0;276000.0;6.2
55;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,9 keer minimumloon;2004/'05;80580.0;7670.0;72910.0;9.5
56;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,9 keer minimumloon;2005/'06;91440.0;8020.0;83420.0;8.8
57;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,9 keer minimumloon;2006/'07;88570.0;7310.0;81260.0;8.2
58;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,9 keer minimumloon;2007/'08;75910.0;6390.0;69520.0;8.4
59;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,9 keer minimumloon;2008/'09;87850.0;6150.0;81700.0;7.0
60;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2004/'05;44520.0;3530.0;41000.0;7.9
61;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2005/'06;47060.0;3360.0;43710.0;7.1
62;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2006/'07;45410.0;3250.0;42160.0;7.1
63;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2007/'08;42850.0;2920.0;39930.0;6.8
64;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2008/'09;41020.0;2780.0;38240.0;6.8
65;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2004/'05;79140.0;6140.0;73000.0;7.8
66;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2005/'06;85390.0;5950.0;79450.0;7.0
67;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2006/'07;78740.0;5450.0;73290.0;6.9
68;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2007/'08;73740.0;5060.0;68670.0;6.9
69;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2008/'09;79180.0;4660.0;74520.0;5.9
70;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2004/'05;90600.0;6090.0;84510.0;6.7
71;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2005/'06;95340.0;5900.0;89440.0;6.2
72;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2006/'07;91320.0;5480.0;85840.0;6.0
73;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2007/'08;85110.0;5250.0;79860.0;6.2
74;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1,5 tot 2 keer minimumloon;2008/'09;86240.0;4690.0;81540.0;5.4
75;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;2 tot 4 keer minimumloon;2004/'05;553840.0;26380.0;527460.0;4.8
76;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;2 tot 4 keer minimumloon;2005/'06;575020.0;24440.0;550580.0;4.3
77;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;2 tot 4 keer minimumloon;2006/'07;541130.0;22290.0;518840.0;4.1
78;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;2 tot 4 keer minimumloon;2007/'08;518410.0;21680.0;496730.0;4.2
79;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;2 tot 4 keer minimumloon;2008/'09;514240.0;19150.0;495090.0;3.7
80;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 4 keer minimumloon;2004/'05;392470.0;14600.0;377870.0;3.7
81;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 4 keer minimumloon;2005/'06;432450.0;13790.0;418660.0;3.2
82;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 4 keer minimumloon;2006/'07;485440.0;14150.0;471290.0;2.9
83;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 4 keer minimumloon;2007/'08;554230.0;16320.0;537920.0;2.9
84;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 4 keer minimumloon;2008/'09;545210.0;13980.0;531240.0;2.6
85;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Inkomstenniveau onbekend;2004/'05;8300.0;1250.0;7050.0;15.1
86;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Inkomstenniveau onbekend;2005/'06;9570.0;1360.0;8220.0;14.2
87;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Inkomstenniveau onbekend;2006/'07;17670.0;1820.0;15850.0;10.3
88;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Inkomstenniveau onbekend;2007/'08;7680.0;930.0;6740.0;12.2
89;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Inkomstenniveau onbekend;2008/'09;4220.0;760.0;3450.0;18.1
90;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal inkomstenniveau huishouden;2004/'05;50650.0;10480.0;40170.0;20.7
91;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal inkomstenniveau huishouden;2005/'06;63430.0;11700.0;51720.0;18.5
92;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal inkomstenniveau huishouden;2006/'07;71240.0;12870.0;58360.0;18.1
93;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal inkomstenniveau huishouden;2007/'08;76780.0;12940.0;63840.0;16.9
94;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal inkomstenniveau huishouden;2008/'09;77180.0;12100.0;65080.0;15.7
95;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 2 keer minimumloon;2004/'05;20800.0;4910.0;15900.0;23.6
96;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 2 keer minimumloon;2005/'06;26490.0;5810.0;20680.0;21.9
97;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 2 keer minimumloon;2006/'07;28470.0;6210.0;22260.0;21.8
98;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 2 keer minimumloon;2007/'08;28580.0;6040.0;22540.0;21.1
99;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 2 keer minimumloon;2008/'09;29760.0;5690.0;24070.0;19.1
100;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,9 keer minimumloon;2004/'05;6270.0;1730.0;4540.0;27.6
101;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,9 keer minimumloon;2005/'06;8240.0;2090.0;6150.0;25.4
