ID;Donorregistratie;Persoonskenmerken;Perioden;DonorregisterVastgelegdeKeuze_1;DonorregisterVastgelegdeKeuze_2
0;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2014;14591.0;100.0
1;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2015;14685.1;100.0
2;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2016;14782.6;100.0
3;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2017;14895.2;100.0
4;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2018;15005.8;100.0
5;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2019;15117.2;100.0
6;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2020;15247.4;100.0
7;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2021;15332.4;100.0
8;Totaal wel of niet geregistreerd;Totale bevolking van 12 jaar en ouder;2022;15450.0;100.0
9;Totaal wel of niet geregistreerd;Geslacht: Mannen;2014;7188.2;100.0
10;Totaal wel of niet geregistreerd;Geslacht: Mannen;2015;7238.6;100.0
11;Totaal wel of niet geregistreerd;Geslacht: Mannen;2016;7292.1;100.0
12;Totaal wel of niet geregistreerd;Geslacht: Mannen;2017;7354.4;100.0
13;Totaal wel of niet geregistreerd;Geslacht: Mannen;2018;7412.1;100.0
14;Totaal wel of niet geregistreerd;Geslacht: Mannen;2019;7471.5;100.0
15;Totaal wel of niet geregistreerd;Geslacht: Mannen;2020;7540.3;100.0
16;Totaal wel of niet geregistreerd;Geslacht: Mannen;2021;7588.1;100.0
17;Totaal wel of niet geregistreerd;Geslacht: Mannen;2022;7648.3;100.0
18;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2014;7402.8;100.0
19;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2015;7446.5;100.0
20;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2016;7490.5;100.0
21;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2017;7540.8;100.0
22;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2018;7593.7;100.0
23;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2019;7645.7;100.0
24;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2020;7707.1;100.0
25;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2021;7744.4;100.0
26;Totaal wel of niet geregistreerd;Geslacht: Vrouwen;2022;7801.7;100.0
27;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2014;1206.7;100.0
28;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2015;1215.9;100.0
29;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2016;1225.6;100.0
30;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2017;1224.4;100.0
31;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2018;1214.9;100.0
32;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2019;1197.4;100.0
33;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2020;1182.4;100.0
34;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2021;1171.6;100.0
35;Totaal wel of niet geregistreerd;Leeftijd: 12 tot 18 jaar;2022;1163.4;100.0
36;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2014;403.2;100.0
37;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2015;398.8;100.0
38;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2016;401.8;100.0
39;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2017;412.9;100.0
40;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2018;424.5;100.0
41;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2019;434.0;100.0
42;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2020;437.9;100.0
43;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2021;432.2;100.0
44;Totaal wel of niet geregistreerd;Leeftijd: 18 tot 20 jaar;2022;436.9;100.0
45;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2014;2098.5;100.0
46;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2015;2119.0;100.0
47;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2016;2134.8;100.0
48;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2017;2153.8;100.0
49;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2018;2173.6;100.0
50;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2019;2200.1;100.0
51;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2020;2231.6;100.0
52;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2021;2239.1;100.0
53;Totaal wel of niet geregistreerd;Leeftijd: 20 tot 30 jaar;2022;2266.5;100.0
54;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2014;2018.1;100.0
55;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2015;2014.3;100.0
56;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2016;2025.4;100.0
57;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2017;2048.5;100.0
58;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2018;2077.1;100.0
59;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2019;2107.0;100.0
60;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2020;2146.5;100.0
61;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2021;2179.8;100.0
62;Totaal wel of niet geregistreerd;Leeftijd: 30 tot 40 jaar;2022;2219.6;100.0
63;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2014;2517.5;100.0
64;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2015;2462.5;100.0
65;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2016;2405.9;100.0
66;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2017;2355.6;100.0
67;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2018;2306.6;100.0
68;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2019;2260.5;100.0
69;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2020;2207.4;100.0
70;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2021;2165.8;100.0
71;Totaal wel of niet geregistreerd;Leeftijd: 40 tot 50 jaar;2022;2132.1;100.0
72;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2014;2384.4;100.0
73;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2015;2421.3;100.0
74;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2016;2450.7;100.0
75;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2017;2472.7;100.0
76;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2018;2491.0;100.0
77;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2019;2508.0;100.0
78;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2020;2531.9;100.0
79;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2021;2549.5;100.0
80;Totaal wel of niet geregistreerd;Leeftijd: 50 tot 60 jaar;2022;2548.3;100.0
81;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2014;2029.8;100.0
82;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2015;2060.4;100.0
83;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2016;2100.2;100.0
84;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2017;2083.7;100.0
85;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2018;2079.1;100.0
86;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2019;2089.7;100.0
87;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2020;2113.6;100.0
88;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2021;2141.3;100.0
89;Totaal wel of niet geregistreerd;Leeftijd: 60 tot 70 jaar;2022;2175.6;100.0
90;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2014;1216.1;100.0
91;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2015;1258.1;100.0
92;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2016;1289.7;100.0
93;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2017;1379.6;100.0
94;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2018;1460.5;100.0
95;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2019;1522.0;100.0
96;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2020;1574.3;100.0
97;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2021;1614.9;100.0
98;Totaal wel of niet geregistreerd;Leeftijd: 70 tot 80 jaar;2022;1654.9;100.0
99;Totaal wel of niet geregistreerd;Leeftijd: 80 jaar of ouder;2014;716.8;100.0
100;Totaal wel of niet geregistreerd;Leeftijd: 80 jaar of ouder;2015;734.7;100.0
101;Totaal wel of niet geregistreerd;Leeftijd: 80 jaar of ouder;2016;748.5;100.0
102;Totaal wel of niet geregistreerd;Leeftijd: 80 jaar of ouder;2017;764.0;100.0
103;Totaal wel of niet geregistreerd;Leeftijd: 80 jaar of ouder;2018;778.6;100.0
