ID;KenmerkenWerknemer;BedrijfstakkenBranchesSBI93;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
34;Totaal;123270;2008;447.0;21.1;26.3;32.3;41.2;51.4;74.2;364.9;10.7;13.5;17.0;22.6;29.3;45.4
35;Totaal;123270;2009;438.9;24.2;29.7;36.7;46.1;56.2;78.7;354.2;11.3;14.3;18.3;24.2;31.0;46.3
36;Totaal;124750;2006;282.3;7.2;8.6;10.2;12.0;14.3;20.3;246.2;5.2;6.1;7.1;8.3;10.0;14.5
37;Totaal;124750;2007;282.0;7.4;8.7;10.2;12.1;14.2;20.1;246.5;5.5;6.4;7.3;8.6;10.2;14.6
38;Totaal;124750;2008;272.9;6.4;7.6;8.9;10.6;12.6;17.9;239.1;4.7;5.5;6.4;7.6;9.0;13.0
39;Totaal;124750;2009;270.1;5.2;6.4;7.8;9.4;11.5;17.0;237.4;3.8;4.6;5.5;6.6;8.1;12.3
40;Totaal;125910;2006;1466.8;115.5;155.6;207.1;284.8;340.4;440.0;1060.0;60.6;81.8;108.5;147.0;179.3;240.6
41;Totaal;125910;2007;1566.9;129.2;174.2;227.5;311.9;373.2;479.7;1147.0;71.9;96.6;126.0;169.3;205.5;272.8
42;Totaal;125910;2008;1615.6;117.4;163.5;214.1;278.1;351.0;468.4;1195.4;68.4;94.2;122.7;158.5;199.6;272.2
43;Totaal;125910;2009;1544.3;128.7;172.5;221.4;270.4;333.7;459.7;1135.7;70.0;93.8;121.3;149.7;185.2;258.3
44;Totaal;129670;2006;499.3;14.7;15.8;17.0;18.8;22.8;29.7;449.2;11.3;12.2;13.2;14.8;18.3;24.3
45;Totaal;129670;2007;501.0;15.0;15.9;17.0;18.6;22.1;28.2;451.9;11.9;12.6;13.5;14.9;18.1;23.4
46;Totaal;129670;2008;498.3;13.9;14.7;15.8;17.3;20.4;26.4;450.7;11.8;12.5;13.4;14.6;17.5;22.6
47;Totaal;129670;2009;514.8;15.6;16.6;17.7;19.3;21.7;27.9;465.4;13.4;14.2;15.1;16.5;18.6;24.0
48;Totaal;130250;2006;471.2;12.6;13.8;15.4;17.8;22.3;35.5;358.6;7.8;8.5;9.3;10.7;13.7;22.1
49;Totaal;130250;2007;484.3;12.9;14.3;15.9;18.3;22.5;35.4;368.1;8.5;9.3;10.1;11.5;14.3;22.5
50;Totaal;130250;2008;500.8;12.1;13.5;15.3;17.8;21.9;34.1;381.4;8.0;8.8;9.7;11.1;13.7;21.6
51;Totaal;130250;2009;508.8;12.5;14.0;15.9;18.5;22.3;33.9;384.9;8.2;9.0;10.1;11.5;13.8;21.1
52;Totaal;131410;2006;1153.8;47.2;61.9;81.1;105.0;133.9;200.2;781.0;28.4;36.4;47.1;61.0;78.0;118.1
53;Totaal;131410;2007;1185.5;58.3;72.7;91.5;115.1;143.9;210.8;810.7;36.6;44.6;55.1;68.8;85.7;126.6
54;Totaal;131410;2008;1207.3;56.7;69.7;86.9;110.2;137.6;206.2;833.1;37.3;44.7;54.7;68.5;84.9;127.3
55;Totaal;131410;2009;1242.8;66.9;80.6;97.4;119.0;145.2;212.5;853.3;43.9;51.7;61.4;74.2;89.9;131.8
56;Totaal;134150;2006;310.6;26.7;34.3;43.7;53.7;63.8;83.4;213.9;14.8;19.1;24.7;30.8;36.6;48.6
57;Totaal;134150;2007;315.9;28.7;37.4;47.6;58.1;68.7;89.4;217.8;16.3;21.4;27.5;33.8;40.0;52.5
58;Totaal;134150;2008;322.1;29.3;37.7;47.8;59.1;69.6;90.8;221.9;16.7;21.6;27.6;34.4;40.6;53.4
59;Totaal;134150;2009;331.0;28.5;37.2;47.5;58.3;69.3;90.5;226.5;16.3;21.2;27.3;33.7;39.9;52.6
60;3000;100010;2006;4129.3;191.0;247.7;314.0;394.4;484.8;683.9;3540.9;113.4;148.3;190.0;242.1;304.9;447.3
61;3000;100010;2007;4224.1;205.4;267.3;340.0;426.5;524.0;736.7;3623.1;126.1;164.0;210.3;266.8;333.9;485.4
62;3000;100010;2008;4267.0;194.6;259.3;331.2;413.0;506.4;710.9;3656.4;122.2;162.1;207.7;261.9;326.0;474.0
63;3000;100010;2009;4188.9;202.1;268.8;341.7;418.6;511.2;705.3;3575.8;123.6;164.2;210.6;261.4;324.7;465.3
64;3000;100070;2006;87.4;7.5;9.5;12.0;14.6;17.5;23.6;65.1;3.8;4.8;6.0;7.4;9.0;12.4
65;3000;100070;2007;87.4;7.2;9.6;12.2;14.9;18.1;24.7;65.7;3.9;5.1;6.5;8.0;9.7;13.6
66;3000;100070;2008;86.3;6.7;8.9;11.2;14.0;17.2;23.6;65.7;3.8;4.9;6.2;7.8;9.6;13.5
67;3000;100070;2009;85.4;6.1;8.2;10.5;13.0;16.4;22.8;65.3;3.6;4.8;6.1;7.6;9.6;13.6
68;3000;101030;2006;6.7;0.1;0.1;0.1;0.1;0.1;0.2;6.5;0.1;0.1;0.1;0.1;0.1;0.2
69;3000;101030;2007;6.7;0.1;0.1;0.1;0.1;0.1;0.2;6.4;0.1;0.1;0.1;0.1;0.1;0.2
70;3000;101030;2008;6.4;0.1;0.1;0.1;0.1;0.1;0.2;6.1;0.1;0.1;0.1;0.1;0.1;0.1
71;3000;101030;2009;6.8;0.1;0.1;0.1;0.1;0.1;0.1;6.5;0.1;0.1;0.1;0.1;0.1;0.1
72;3000;101760;2006;661.7;18.5;26.2;34.9;45.4;57.4;89.6;625.9;14.4;20.7;28.1;37.3;48.0;77.6
73;3000;101760;2007;662.0;19.5;27.0;36.8;47.0;59.9;93.0;626.8;15.6;21.8;30.1;39.0;50.5;81.0
74;3000;101760;2008;667.0;20.0;28.3;38.3;48.4;60.7;92.2;630.4;16.1;22.8;31.3;40.1;51.1;80.0
75;3000;101760;2009;642.3;19.7;29.3;39.6;49.6;64.0;92.4;607.2;16.0;23.8;32.6;41.3;54.4;80.4
76;3000;112710;2006;19.3;0.1;0.2;0.2;0.2;0.2;0.2;18.7;0.1;0.1;0.1;0.2;0.2;0.2
77;3000;112710;2007;19.9;0.2;0.2;0.3;0.3;0.3;0.3;19.4;0.2;0.2;0.2;0.2;0.2;0.3
78;3000;112710;2008;19.3;0.2;0.2;0.3;0.3;0.3;0.3;18.8;0.2;0.2;0.2;0.2;0.2;0.3
79;3000;112710;2009;20.6;0.2;0.3;0.3;0.3;0.3;0.4;20.0;0.2;0.2;0.2;0.3;0.3;0.3
80;3000;113110;2006;344.2;5.6;7.1;8.5;10.3;12.9;19.0;324.0;4.2;5.3;6.4;7.9;10.2;15.6
81;3000;113110;2007;347.1;6.1;7.5;9.0;10.8;13.6;20.0;327.1;4.7;5.8;6.9;8.5;10.9;16.6
82;3000;113110;2008;349.3;5.4;6.8;8.2;9.9;12.2;18.1;327.5;4.2;5.3;6.3;7.7;9.7;14.9
83;3000;113110;2009;342.4;5.2;6.6;8.0;9.5;11.7;17.6;321.3;4.0;5.1;6.2;7.5;9.2;14.5
84;3000;114110;2006;661.4;36.9;49.8;64.8;81.1;102.5;155.4;540.6;20.9;28.9;38.5;49.4;64.0;98.4
85;3000;114110;2007;678.3;38.6;52.3;68.2;86.2;110.4;168.5;553.8;22.0;30.2;40.3;52.2;68.0;104.7
86;3000;114110;2008;690.4;36.9;51.1;66.3;83.1;103.0;153.1;560.6;21.2;29.8;39.4;50.7;64.5;98.5
87;3000;114110;2009;685.1;35.0;49.7;64.8;81.1;100.1;146.3;550.9;19.7;28.5;38.3;49.3;62.3;95.6
88;3000;122690;2006;141.4;18.3;24.3;31.4;39.5;47.8;63.1;82.9;7.5;9.9;13.0;16.9;21.1;29.7
89;3000;122690;2007;148.0;19.4;26.9;35.8;45.1;54.1;71.1;86.6;8.0;11.1;14.9;19.5;24.2;33.6
90;3000;122690;2008;150.9;18.8;27.2;37.2;46.7;56.3;74.0;88.0;7.8;11.3;15.8;20.5;25.1;35.0
91;3000;122690;2009;150.2;18.2;27.5;37.5;47.0;57.3;75.2;85.9;7.5;11.3;15.9;20.4;25.2;35.0
92;3000;123270;2006;327.2;10.6;13.0;16.1;21.2;27.9;41.6;283.2;6.2;7.5;9.3;12.4;16.9;26.7
93;3000;123270;2007;331.1;10.8;13.2;16.3;21.7;28.2;42.6;286.0;6.3;7.6;9.5;12.9;17.3;27.7
94;3000;123270;2008;329.2;10.1;12.6;15.7;20.7;26.8;40.9;285.2;5.5;6.9;8.8;11.9;16.0;26.2
95;3000;123270;2009;321.4;11.6;14.1;18.0;23.5;29.6;43.5;276.2;5.9;7.4;9.5;13.1;17.2;27.0
96;3000;124750;2006;155.8;3.9;4.5;5.0;5.6;6.4;8.3;147.9;2.9;3.3;3.6;4.1;4.7;6.2
97;3000;124750;2007;154.9;4.1;4.6;5.2;5.8;6.5;8.3;146.9;3.1;3.5;3.8;4.3;4.8;6.2
98;3000;124750;2008;147.8;3.4;3.8;4.2;4.7;5.3;6.8;140.5;2.5;2.8;3.1;3.5;3.9;5.1
99;3000;124750;2009;146.9;2.7;3.0;3.5;4.0;4.6;6.2;140.2;2.0;2.3;2.6;3.0;3.4;4.7
100;3000;125910;2006;874.0;59.9;79.1;101.6;130.3;156.7;208.0;701.4;33.9;45.4;58.9;76.0;93.3;128.0
101;3000;125910;2007;934.8;67.5;89.3;114.5;146.2;175.3;230.8;756.3;40.5;54.0;69.8;89.4;108.8;147.4
102;3000;125910;2008;964.5;61.5;84.0;108.4;137.0;167.9;225.3;784.3;38.5;52.6;67.8;86.2;106.3;146.2
103;3000;125910;2009;920.4;69.0;90.8;114.9;139.2;167.7;221.4;744.8;39.9;53.0;67.8;83.3;101.8;137.8
104;3000;129670;2006;317.1;9.9;10.6;11.3;12.4;14.7;18.4;302.6;7.6;8.1;8.7;9.6;11.8;15.2
105;3000;129670;2007;315.3;10.1;10.6;11.2;12.1;14.2;17.6;301.4;7.8;8.3;8.8;9.6;11.5;14.6
106;3000;129670;2008;311.0;9.4;9.8;10.4;11.2;13.0;16.2;298.2;8.0;8.4;8.9;9.6;11.2;14.2
107;3000;129670;2009;316.2;10.2;10.7;11.3;12.2;13.5;16.8;303.6;8.9;9.4;9.8;10.7;11.9;15.0
108;3000;130250;2006;187.5;3.6;4.0;4.4;5.1;6.5;10.4;161.0;2.4;2.7;3.0;3.4;4.6;7.8
109;3000;130250;2007;190.0;3.9;4.3;4.8;5.5;7.0;10.9;162.7;2.7;3.0;3.3;3.8;5.0;8.2
110;3000;130250;2008;194.6;3.7;4.1;4.6;5.3;6.6;10.7;166.1;2.6;2.9;3.2;3.7;4.7;8.1
111;3000;130250;2009;195.4;4.1;4.7;5.3;6.0;7.1;11.1;166.0;2.9;3.2;3.6;4.0;4.9;8.1
112;3000;131410;2006;198.9;6.0;7.2;8.8;10.9;13.5;19.3;168.2;3.9;4.7;5.8;7.4;9.2;13.6
113;3000;131410;2007;201.0;7.5;8.7;10.2;12.3;14.6;20.4;170.3;5.2;6.0;7.1;8.5;10.2;14.5
114;3000;131410;2008;200.8;7.9;9.2;10.7;12.7;14.9;20.5;170.6;5.7;6.7;7.7;9.1;10.8;14.9
115;3000;131410;2009;204.4;9.2;10.7;12.2;14.2;16.5;22.4;172.4;6.7;7.7;8.8;10.2;11.8;16.1
116;3000;134150;2006;146.8;10.1;12.4;14.9;17.6;20.6;26.8;113.0;5.6;6.8;8.4;10.0;11.8;15.7
117;3000;134150;2007;147.8;10.5;12.9;15.5;18.4;21.8;28.4;113.6;6.0;7.3;8.8;10.6;12.5;16.7
118;3000;134150;2008;149.6;10.7;13.1;15.7;18.9;22.1;28.8;114.3;6.1;7.4;8.9;10.8;12.7;16.9
119;3000;134150;2009;151.4;10.6;13.1;15.9;18.9;22.3;29.1;115.4;6.2;7.5;9.0;10.8;12.7;17.0
120;4000;100010;2006;3413.2;259.4;347.5;461.6;606.9;739.2;1008.8;2181.6;138.5;183.9;243.4;319.2;393.3;548.1
121;4000;100010;2007;3531.4;280.7;375.0;492.1;644.4;785.5;1066.1;2279.4;154.1;203.1;265.9;345.9;424.6;586.0
122;4000;100010;2008;3613.4;269.5;365.5;480.8;615.5;761.8;1048.0;2353.1;151.2;201.6;264.6;339.2;420.3;586.2
123;4000;100010;2009;3629.8;276.3;370.9;485.0;602.7;740.6;1029.5;2347.3;151.7;201.0;263.6;329.5;405.4;569.7
124;4000;100070;2006;38.3;5.1;6.8;9.0;11.4;14.0;19.1;19.2;2.4;3.2;4.2;5.3;6.5;8.9
125;4000;100070;2007;38.0;5.0;7.0;9.3;11.7;14.3;19.9;19.7;2.6;3.5;4.6;5.8;7.0;9.7
126;4000;100070;2008;36.9;4.7;6.6;8.6;10.9;13.4;18.5;19.6;2.5;3.4;4.5;5.6;6.8;9.3
127;4000;100070;2009;36.4;4.4;6.2;8.2;10.3;13.0;17.9;19.5;2.4;3.4;4.5;5.5;6.9;9.5
128;4000;101030;2006;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.8;0.0;0.0;0.0;0.0;0.0;0.0
129;4000;101030;2007;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.9;0.0;0.0;0.0;0.0;0.0;0.0
130;4000;101030;2008;1.1;0.0;0.0;0.0;0.0;0.0;0.1;0.9;0.0;0.0;0.0;0.0;0.0;0.0
131;4000;101030;2009;1.2;0.0;0.0;0.0;0.0;0.0;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
132;4000;101760;2006;185.8;13.6;20.0;27.9;36.3;45.7;64.4;135.5;9.1;13.4;18.9;25.0;31.4;44.4
133;4000;101760;2007;186.6;13.8;20.2;28.6;36.8;46.7;64.9;137.1;9.5;13.8;19.9;25.5;32.4;45.1
134;4000;101760;2008;192.8;14.1;20.8;29.4;37.5;46.7;64.5;142.0;9.9;14.5;20.6;26.4;32.7;45.2
135;4000;101760;2009;187.7;13.2;21.0;29.9;37.6;47.5;64.1;137.0;9.3;14.6;20.9;26.3;33.3;44.6
136;4000;112710;2006;5.1;0.1;0.1;0.1;0.1;0.1;0.1;4.1;0.0;0.0;0.1;0.1;0.1;0.1
137;4000;112710;2007;5.5;0.1;0.1;0.1;0.1;0.1;0.2;4.5;0.1;0.1;0.1;0.1;0.1;0.1
138;4000;112710;2008;5.5;0.1;0.1;0.1;0.1;0.1;0.2;4.6;0.1;0.1;0.1;0.1;0.1;0.2
139;4000;112710;2009;6.2;0.1;0.1;0.1;0.1;0.2;0.2;5.2;0.1;0.1;0.1;0.1;0.1;0.2
140;4000;113110;2006;34.6;2.1;2.7;3.3;4.0;4.7;6.7;22.3;1.3;1.6;1.9;2.2;2.6;3.7
141;4000;113110;2007;35.4;2.0;2.6;3.2;3.9;4.7;6.7;23.1;1.3;1.6;1.9;2.2;2.7;3.8
142;4000;113110;2008;36.9;1.7;2.3;2.8;3.4;4.1;6.0;24.1;1.1;1.4;1.7;2.0;2.4;3.5
143;4000;113110;2009;36.7;1.6;2.1;2.6;3.1;3.8;5.5;23.8;1.1;1.3;1.6;1.9;2.2;3.2
144;4000;114110;2006;566.7;73.9;100.8;135.3;172.4;207.2;281.6;330.1;38.5;52.4;71.1;92.0;111.6;152.8
145;4000;114110;2007;585.4;75.4;104.1;139.7;179.4;218.8;298.3;342.9;39.3;54.2;73.8;96.1;118.0;161.6
146;4000;114110;2008;602.5;75.4;105.8;142.5;181.3;217.7;292.3;354.1;39.3;55.4;75.8;98.3;119.3;162.0
147;4000;114110;2009;599.1;71.3;100.2;137.0;172.7;208.0;276.8;345.1;35.6;50.6;71.1;91.6;111.7;151.7
148;4000;122690;2006;160.8;23.5;31.4;41.2;52.3;64.0;85.8;74.8;9.6;12.7;16.6;21.2;26.2;36.4
149;4000;122690;2007;167.9;24.9;34.2;45.8;57.9;70.5;94.6;78.7;10.2;13.9;18.6;23.9;29.3;40.7
150;4000;122690;2008;171.1;23.2;33.4;46.0;58.5;71.8;97.7;80.5;9.7;13.7;18.9;24.3;30.0;42.3
151;4000;122690;2009;168.1;21.6;31.7;43.9;55.8;69.6;95.0;77.0;8.7;12.5;17.5;22.5;28.1;39.9
152;4000;123270;2006;117.1;10.6;13.3;16.3;20.1;24.4;33.3;79.9;5.8;7.2;9.1;11.4;14.2;20.1
153;4000;123270;2007;119.7;11.4;14.0;17.0;20.8;25.1;34.1;81.6;5.8;7.2;9.1;11.5;14.3;20.3
154;4000;123270;2008;117.8;11.0;13.8;16.6;20.5;24.5;33.4;79.7;5.1;6.5;8.2;10.6;13.3;19.2
155;4000;123270;2009;117.6;12.6;15.5;18.7;22.6;26.6;35.2;78.0;5.4;6.9;8.8;11.2;13.8;19.3
156;4000;124750;2006;126.5;3.3;4.2;5.2;6.4;7.9;12.0;98.3;2.3;2.8;3.5;4.3;5.4;8.3
157;4000;124750;2007;127.2;3.3;4.1;5.0;6.2;7.7;11.8;99.6;2.4;2.9;3.5;4.3;5.4;8.4
158;4000;124750;2008;125.1;3.0;3.8;4.7;5.8;7.3;11.1;98.6;2.2;2.7;3.3;4.1;5.1;7.9
159;4000;124750;2009;123.2;2.5;3.3;4.3;5.4;6.9;10.9;97.2;1.8;2.3;2.9;3.7;4.7;7.6
160;4000;125910;2006;592.8;55.7;76.5;105.5;154.5;183.7;232.0;358.6;26.7;36.5;49.6;71.0;86.0;112.6
161;4000;125910;2007;632.2;61.8;84.9;113.0;165.8;197.9;248.9;390.8;31.4;42.6;56.2;79.9;96.7;125.4
162;4000;125910;2008;651.1;55.9;79.5;105.7;141.0;183.2;243.2;411.1;29.9;41.7;54.9;72.3;93.2;126.0
163;4000;125910;2009;623.9;59.7;81.7;106.5;131.2;166.0;238.3;391.0;30.1;40.9;53.5;66.4;83.5;120.5
164;4000;129670;2006;182.2;4.7;5.2;5.7;6.5;8.1;11.3;146.7;3.8;4.1;4.5;5.1;6.5;9.1
165;4000;129670;2007;185.7;5.0;5.3;5.8;6.5;7.9;10.7;150.5;4.1;4.4;4.7;5.3;6.5;8.7
166;4000;129670;2008;187.3;4.5;4.9;5.4;6.0;7.4;10.1;152.5;3.8;4.1;4.5;5.0;6.2;8.4
167;4000;129670;2009;198.5;5.4;5.8;6.4;7.1;8.2;11.1;161.7;4.5;4.9;5.3;5.8;6.7;9.0
168;4000;130250;2006;283.6;9.0;9.9;11.0;12.7;15.7;25.1;197.6;5.3;5.8;6.4;7.3;9.1;14.3
169;4000;130250;2007;294.2;9.0;10.0;11.1;12.8;15.5;24.5;205.5;5.8;6.3;6.8;7.7;9.3;14.3
170;4000;130250;2008;306.3;8.4;9.4;10.6;12.5;15.2;23.4;215.3;5.3;5.8;6.5;7.4;8.9;13.4
171;4000;130250;2009;313.4;8.3;9.3;10.7;12.5;15.2;22.8;218.9;5.3;5.8;6.5;7.4;8.9;13.0
172;4000;131410;2006;955.0;41.3;54.6;72.3;94.1;120.5;180.9;612.9;24.5;31.7;41.3;53.6;68.7;104.5
173;4000;131410;2007;984.5;50.8;63.9;81.2;102.8;129.3;190.4;640.4;31.4;38.5;48.1;60.3;75.5;112.1
174;4000;131410;2008;1006.5;48.8;60.5;76.2;97.5;122.7;185.6;662.5;31.5;38.1;46.9;59.3;74.2;112.4
175;4000;131410;2009;1038.4;57.6;69.9;85.2;104.8;128.7;190.2;680.8;37.2;44.0;52.6;64.0;78.1;115.6
176;4000;134150;2006;163.8;16.6;22.0;28.8;36.1;43.2;56.6;100.8;9.2;12.3;16.3;20.8;24.9;32.9
177;4000;134150;2007;168.1;18.2;24.5;32.1;39.7;46.9;61.0;104.2;10.3;14.1;18.7;23.3;27.4;35.8
178;4000;134150;2008;172.5;18.6;24.7;32.1;40.2;47.5;62.0;107.6;10.6;14.2;18.7;23.6;27.9;36.5
179;4000;134150;2009;179.6;17.9;24.1;31.7;39.4;47.1;61.5;111.2;10.2;13.7;18.3;22.9;27.2;35.6
180;Leeftijd: 0 tot 15 jaar;100010;2006;10.9;2.3;3.0;4.0;4.6;5.4;6.9;2.4;0.5;0.7;0.9;1.0;1.2;1.5
181;Leeftijd: 0 tot 15 jaar;100010;2007;12.0;2.7;3.7;4.6;5.4;6.2;8.1;2.6;0.6;0.8;1.0;1.2;1.4;1.8
182;Leeftijd: 0 tot 15 jaar;100010;2008;13.1;2.7;3.9;4.8;5.8;6.7;8.5;2.8;0.6;0.9;1.1;1.3;1.5;1.9
183;Leeftijd: 0 tot 15 jaar;100010;2009;12.1;2.8;3.6;4.5;5.4;6.5;7.9;2.4;0.6;0.8;0.9;1.1;1.3;1.6
184;Leeftijd: 0 tot 15 jaar;100070;2006;5.1;1.2;1.6;2.1;2.4;2.8;3.4;1.2;0.3;0.4;0.5;0.6;0.7;0.8
185;Leeftijd: 0 tot 15 jaar;100070;2007;5.2;1.3;1.9;2.3;2.7;3.0;3.8;1.2;0.3;0.5;0.6;0.6;0.7;0.9
186;Leeftijd: 0 tot 15 jaar;100070;2008;5.1;1.2;1.9;2.2;2.7;3.1;3.8;1.3;0.3;0.5;0.5;0.6;0.7;0.9
187;Leeftijd: 0 tot 15 jaar;100070;2009;4.5;1.3;1.6;2.0;2.4;2.9;3.4;1.1;0.3;0.4;0.5;0.5;0.7;0.8
188;Leeftijd: 0 tot 15 jaar;101030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
189;Leeftijd: 0 tot 15 jaar;101030;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
190;Leeftijd: 0 tot 15 jaar;101030;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
191;Leeftijd: 0 tot 15 jaar;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;Leeftijd: 0 tot 15 jaar;101760;2006;0.4;0.1;0.1;0.2;0.2;0.2;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.1
193;Leeftijd: 0 tot 15 jaar;101760;2007;0.5;0.1;0.2;0.2;0.2;0.2;0.3;0.1;0.0;0.0;0.0;0.0;0.1;0.1
194;Leeftijd: 0 tot 15 jaar;101760;2008;0.5;0.1;0.2;0.2;0.3;0.3;0.4;0.1;0.0;0.0;0.0;0.1;0.1;0.1
195;Leeftijd: 0 tot 15 jaar;101760;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
