ID;Peilmoment;OnderwijsOfKwalificatieOpPeilmoment;Leeftijd;Geslacht;Huishoudkenmerken;TotaalVsvErs_1;VsvErsVanuitVo_2;VsvErsVanuitMbo_3;TotaalVsvErs_4;VsvErsVanuitVo_5;VsvErsVanuitMbo_6;VsvErsVanuitVavo_7;TotaalVsvErs_8;VsvErsVanuitVo_9;VsvErsVanuitMbo_10;VsvErsVanuitVavo_11;TotaalVsvErs_12;VsvErsVanuitVo_13;VsvErsVanuitMbo_14;VsvErsVanuitVavo_15
0;3;0;0;Totaal mannen en vrouwen;0;76150.0;17370.0;58780.0;74510.0;15950.0;56230.0;2330.0;72610.0;14660.0;55420.0;2520.0;71480.0;12390.0;56350.0;2750.0
1;3;0;0;Totaal mannen en vrouwen;1;36390.0;11240.0;25150.0;33910.0;10280.0;22680.0;950.0;31820.0;9330.0;21510.0;980.0;29920.0;7920.0;20790.0;1210.0
2;3;0;0;Totaal mannen en vrouwen;2;13600.0;4750.0;8850.0;14100.0;4480.0;9080.0;540.0;13910.0;4100.0;9210.0;600.0;13840.0;3570.0;9570.0;700.0
3;3;0;0;Totaal mannen en vrouwen;3;8650.0;480.0;8180.0;9030.0;320.0;8350.0;360.0;9390.0;340.0;8690.0;350.0;9490.0;310.0;8830.0;360.0
4;3;0;0;Totaal mannen en vrouwen;4;13510.0;100.0;13410.0;13280.0;80.0;12810.0;390.0;12800.0;70.0;12290.0;440.0;14830.0;50.0;14420.0;360.0
5;3;0;0;Totaal mannen en vrouwen;5;3990.0;800.0;3190.0;4200.0;800.0;3310.0;90.0;4690.0;820.0;3720.0;160.0;3400.0;540.0;2750.0;120.0
6;3;0;0;Totaal mannen en vrouwen;Huishoudinkomsten <0,9 keer minimuml.;9400.0;1920.0;7480.0;10110.0;1770.0;7940.0;390.0;9710.0;1520.0;7760.0;430.0;8710.0;1230.0;7070.0;410.0
7;3;0;0;Totaal mannen en vrouwen;Huishoudinkomsten 0,9 tot 1,1 minimuml.;4370.0;1480.0;2880.0;4330.0;1410.0;2820.0;100.0;4280.0;1190.0;2970.0;120.0;4180.0;960.0;3100.0;120.0
8;3;0;0;Totaal mannen en vrouwen;Huishoudinkomsten 1,1 tot 1,5 minimuml.;7430.0;1960.0;5470.0;7470.0;1630.0;5630.0;200.0;6910.0;1380.0;5330.0;200.0;6640.0;1110.0;5310.0;220.0
9;3;0;0;Totaal mannen en vrouwen;Huishoudinkomsten 1,5 tot 2 minimuml.;7140.0;1580.0;5560.0;7120.0;1470.0;5440.0;220.0;6790.0;1280.0;5280.0;230.0;6740.0;1020.0;5490.0;230.0
10;3;0;0;Totaal mannen en vrouwen;Huishoudinkomsten 2 tot 4 minimuml.;29780.0;6280.0;23510.0;27980.0;5410.0;21740.0;830.0;26120.0;4740.0;20600.0;780.0;25960.0;3920.0;21170.0;870.0
11;3;0;0;Totaal mannen en vrouwen;Huishoudinkomsten >= 4 minimuml.;16360.0;3670.0;12690.0;15610.0;3720.0;11350.0;550.0;16310.0;3960.0;11660.0;680.0;17850.0;3810.0;13180.0;860.0
12;3;0;0;Totaal mannen en vrouwen;Inkomstenniveau onbekend;1670.0;480.0;1190.0;1900.0;540.0;1310.0;40.0;2500.0;600.0;1820.0;80.0;1400.0;340.0;1020.0;40.0
13;3;0;0;Totaal mannen en vrouwen;Huishoudvorm in 3 jaar niet veranderd;63160.0;15370.0;47790.0;60810.0;14020.0;44960.0;1830.0;58740.0;12930.0;43840.0;1970.0;58490.0;11080.0;45180.0;2230.0
14;3;0;0;Totaal mannen en vrouwen;Huishoudvorm in 3 jaar 1 keer veranderd;11580.0;1840.0;9740.0;12140.0;1760.0;9950.0;440.0;12140.0;1570.0;10080.0;490.0;11490.0;1190.0;9840.0;460.0
15;3;0;0;Totaal mannen en vrouwen;Huishoudvorm in 3 jaar >1 keer veranderd;1420.0;170.0;1250.0;1560.0;180.0;1320.0;60.0;1730.0;160.0;1510.0;70.0;1510.0;110.0;1330.0;70.0
16;3;0;0;Mannen;0;44730.0;9910.0;34820.0;43870.0;9010.0;33580.0;1290.0;42540.0;8440.0;32680.0;1430.0;41980.0;7110.0;33270.0;1610.0
17;3;0;0;Mannen;1;22660.0;6420.0;16240.0;21000.0;5780.0;14610.0;600.0;19820.0;5430.0;13740.0;660.0;18750.0;4560.0;13380.0;820.0
18;3;0;0;Mannen;2;8280.0;2710.0;5570.0;8680.0;2610.0;5740.0;330.0;8450.0;2350.0;5740.0;360.0;8610.0;2090.0;6100.0;420.0
19;3;0;0;Mannen;3;5430.0;290.0;5140.0;5680.0;160.0;5330.0;190.0;5740.0;190.0;5370.0;180.0;5810.0;160.0;5470.0;180.0
20;3;0;0;Mannen;4;6000.0;40.0;5960.0;6050.0;20.0;5920.0;110.0;5850.0;20.0;5690.0;140.0;6830.0;20.0;6690.0;120.0
21;3;0;0;Mannen;5;2370.0;460.0;1920.0;2470.0;430.0;1980.0;60.0;2680.0;440.0;2150.0;90.0;1980.0;280.0;1640.0;70.0
