ID;Beroep;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
41;Beroepsniveau 1 (ISCO 2008);Waarde;2022;71.0;71.5;58.9;56.9;85.2;89.5;55.0;72.6
42;Beroepsniveau 1 (ISCO 2008);Waarde;2023;73.4;73.3;57.4;56.6;85.8;89.7;55.2;72.3
43;Beroepsniveau 1 (ISCO 2008);Waarde;2024;72.7;73.7;57.0;56.7;87.1;91.7;56.6;72.9
44;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2014;66.7;66.6;58.5;57.2;84.0;88.7;39.8;48.8
45;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2015;66.9;67.0;57.7;58.0;84.0;89.5;42.9;51.3
46;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2016;66.8;67.9;56.9;57.2;84.6;89.9;44.0;54.6
47;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2017;65.2;66.4;56.1;56.3;82.6;88.1;45.5;58.8
48;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2018;67.1;68.3;57.0;56.9;83.7;89.2;46.3;62.0
49;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2019;68.6;69.1;57.1;57.2;83.3;88.3;49.7;63.4
50;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2020;72.2;72.0;55.1;57.3;86.9;90.9;52.3;64.0
51;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2021;69.5;70.4;54.8;55.5;84.9;88.7;52.5;66.0
52;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2022;69.4;69.9;58.2;56.1;84.0;88.3;53.4;71.1
53;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2023;71.9;71.8;56.6;55.8;84.6;88.6;53.6;70.8
54;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2024;71.2;72.1;56.1;55.9;85.9;90.7;54.9;71.3
55;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2014;70.6;70.6;60.5;59.1;87.0;91.4;44.2;53.2
56;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2015;70.3;70.5;59.3;59.5;86.6;91.7;46.5;54.9
57;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2016;70.2;71.2;58.6;58.7;87.1;92.1;47.6;58.2
58;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2017;68.7;69.8;58.0;57.9;85.3;90.4;49.2;62.4
59;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2018;69.9;71.2;58.5;58.3;85.9;91.0;49.4;64.9
60;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2019;71.6;72.1;58.5;58.6;85.7;90.4;52.9;66.5
61;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2020;75.1;74.9;56.8;58.8;89.1;92.7;55.5;67.1
62;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2021;72.9;73.8;56.7;57.3;87.5;91.0;56.3;69.5
63;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2022;72.5;73.0;59.7;57.7;86.4;90.5;56.6;74.1
64;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2023;74.8;74.8;58.2;57.4;86.9;90.7;56.8;73.8
65;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2024;74.2;75.2;57.8;57.5;88.2;92.7;58.3;74.4
66;Beroepsniveau 2 (ISCO 2008);Waarde;2014;71.1;74.8;62.5;61.3;88.6;91.1;43.8;49.7
67;Beroepsniveau 2 (ISCO 2008);Waarde;2015;70.3;74.1;62.5;61.4;87.3;90.8;44.4;51.9
68;Beroepsniveau 2 (ISCO 2008);Waarde;2016;70.5;74.5;62.5;61.3;88.3;91.7;46.0;55.3
69;Beroepsniveau 2 (ISCO 2008);Waarde;2017;69.8;74.0;62.2;61.0;86.3;89.4;48.0;60.1
70;Beroepsniveau 2 (ISCO 2008);Waarde;2018;69.1;74.1;62.3;61.3;87.0;90.4;48.6;66.3
71;Beroepsniveau 2 (ISCO 2008);Waarde;2019;72.2;76.5;62.3;61.4;87.0;90.1;49.9;67.0
72;Beroepsniveau 2 (ISCO 2008);Waarde;2020;73.5;77.2;62.4;62.1;89.5;92.3;51.9;66.1
73;Beroepsniveau 2 (ISCO 2008);Waarde;2021;73.2;76.7;62.0;61.8;87.5;90.5;53.2;71.1
74;Beroepsniveau 2 (ISCO 2008);Waarde;2022;72.4;76.0;62.8;61.0;87.5;89.5;54.3;77.1
75;Beroepsniveau 2 (ISCO 2008);Waarde;2023;74.3;77.2;62.6;61.3;88.3;90.2;55.1;76.9
76;Beroepsniveau 2 (ISCO 2008);Waarde;2024;74.1;77.2;62.7;61.3;88.0;90.5;55.1;76.8
77;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2014;70.3;74.0;62.2;61.1;88.0;90.6;42.9;48.8
78;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2015;69.6;73.4;62.3;61.1;86.8;90.3;43.6;51.1
79;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2016;69.8;73.9;62.3;61.0;87.8;91.2;45.2;54.5
80;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2017;69.0;73.2;62.0;60.8;85.7;88.9;47.2;59.3
81;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2018;68.5;73.5;62.1;61.2;86.5;90.0;47.9;65.7
82;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2019;71.5;75.9;62.2;61.2;86.6;89.7;49.2;66.3
83;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2020;72.9;76.6;62.2;61.9;89.1;91.9;51.2;65.4
84;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2021;72.5;76.1;61.8;61.6;86.9;90.0;52.4;70.4
85;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2022;71.8;75.4;62.6;60.8;87.0;89.1;53.5;76.5
86;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2023;73.7;76.6;62.4;61.1;87.8;89.7;54.4;76.3
87;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2024;73.5;76.5;62.5;61.0;87.5;90.1;54.4;76.1
88;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2014;71.9;75.5;62.7;61.6;89.1;91.6;44.7;50.5
89;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2015;71.0;74.7;62.7;61.6;87.8;91.3;45.2;52.7
90;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2016;71.2;75.2;62.6;61.5;88.7;92.1;46.8;56.0
91;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2017;70.5;74.7;62.4;61.3;86.8;89.9;48.8;60.8
92;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2018;69.7;74.7;62.5;61.5;87.4;90.8;49.3;66.9
93;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2019;72.8;77.1;62.5;61.6;87.5;90.5;50.6;67.6
94;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2020;74.2;77.8;62.6;62.3;89.9;92.7;52.6;66.8
95;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2021;73.9;77.4;62.2;62.1;88.0;91.0;54.0;71.8
96;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2022;73.1;76.6;63.0;61.2;88.0;90.0;55.0;77.7
97;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2023;75.0;77.8;62.8;61.5;88.7;90.6;55.8;77.5
98;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2024;74.8;77.8;62.9;61.5;88.4;91.0;55.9;77.4
99;Beroepsniveau 3 (ISCO 2008);Waarde;2014;73.6;78.3;63.5;63.0;91.5;90.9;47.0;52.2
100;Beroepsniveau 3 (ISCO 2008);Waarde;2015;74.4;77.7;63.5;63.1;90.5;91.0;47.5;54.0
101;Beroepsniveau 3 (ISCO 2008);Waarde;2016;74.9;78.9;63.4;63.0;91.8;91.0;50.8;60.1
102;Beroepsniveau 3 (ISCO 2008);Waarde;2017;73.5;77.4;63.2;62.8;89.9;89.2;53.2;65.6
103;Beroepsniveau 3 (ISCO 2008);Waarde;2018;74.2;78.4;63.2;62.8;91.1;90.4;54.9;70.7
104;Beroepsniveau 3 (ISCO 2008);Waarde;2019;75.2;78.6;63.3;63.1;90.3;90.2;55.3;71.9
105;Beroepsniveau 3 (ISCO 2008);Waarde;2020;77.7;80.4;63.6;63.8;93.2;92.1;58.2;72.0
106;Beroepsniveau 3 (ISCO 2008);Waarde;2021;78.0;79.8;63.1;63.5;91.4;90.2;59.4;76.3
107;Beroepsniveau 3 (ISCO 2008);Waarde;2022;76.4;78.7;63.7;63.3;92.2;89.6;59.6;81.6
108;Beroepsniveau 3 (ISCO 2008);Waarde;2023;77.9;79.9;63.6;63.4;92.5;90.5;61.1;81.5
109;Beroepsniveau 3 (ISCO 2008);Waarde;2024;78.6;80.9;63.7;63.5;92.4;90.1;61.0;81.8
110;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2014;72.4;77.2;63.3;62.7;90.8;90.1;45.7;50.9
111;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2015;73.4;76.7;63.3;62.9;89.8;90.3;46.3;52.8
112;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2016;73.9;77.9;63.2;62.8;91.2;90.3;49.6;59.0
113;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2017;72.4;76.4;63.0;62.6;89.2;88.5;52.0;64.5
114;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2018;73.3;77.6;63.0;62.6;90.6;89.7;53.9;69.8
115;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2019;74.3;77.7;63.1;62.9;89.7;89.5;54.3;71.0
116;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2020;76.8;79.6;63.4;63.6;92.7;91.5;57.1;71.1
117;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2021;77.0;78.8;62.9;63.2;90.7;89.5;58.2;75.3
118;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2022;75.4;77.8;63.5;63.0;91.6;88.9;58.5;80.8
119;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2023;77.0;79.1;63.4;63.2;92.0;89.9;60.1;80.7
120;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2024;77.7;80.0;63.5;63.3;91.9;89.5;60.0;81.0
121;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2014;74.7;79.3;63.7;63.2;92.2;91.6;48.3;53.5
122;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2015;75.4;78.6;63.7;63.4;91.2;91.6;48.7;55.1
123;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2016;75.9;79.8;63.6;63.3;92.4;91.7;51.9;61.3
124;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2017;74.5;78.4;63.4;63.0;90.6;89.9;54.3;66.7
125;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2018;75.1;79.3;63.3;63.0;91.7;90.9;55.9;71.6
126;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2019;76.1;79.4;63.4;63.4;90.9;90.8;56.4;72.8
127;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2020;78.6;81.2;63.8;64.0;93.7;92.7;59.2;72.9
128;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2021;79.0;80.7;63.3;63.7;92.0;90.8;60.5;77.2
129;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2022;77.2;79.5;63.8;63.5;92.7;90.2;60.6;82.4
130;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2023;78.8;80.7;63.8;63.6;93.0;91.1;62.0;82.3
131;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2024;79.4;81.7;63.8;63.8;93.0;90.7;62.0;82.6
132;Beroepsniveau 4 (ISCO 2008);Waarde;2014;77.0;80.3;64.1;64.7;94.9;89.8;52.7;59.4
133;Beroepsniveau 4 (ISCO 2008);Waarde;2015;77.7;81.1;64.1;64.7;94.4;90.6;53.7;61.1
134;Beroepsniveau 4 (ISCO 2008);Waarde;2016;78.2;81.3;63.8;64.5;95.3;91.2;55.2;66.2
135;Beroepsniveau 4 (ISCO 2008);Waarde;2017;76.4;80.2;63.9;64.6;94.1;89.6;57.9;71.4
136;Beroepsniveau 4 (ISCO 2008);Waarde;2018;77.6;81.0;63.7;64.5;94.7;90.4;58.2;76.5
137;Beroepsniveau 4 (ISCO 2008);Waarde;2019;78.9;81.6;63.8;64.7;94.4;89.9;58.3;77.4
138;Beroepsniveau 4 (ISCO 2008);Waarde;2020;80.6;82.8;63.8;65.3;95.4;91.9;60.5;77.1
139;Beroepsniveau 4 (ISCO 2008);Waarde;2021;81.8;82.5;63.4;65.0;94.7;90.7;62.0;81.1
140;Beroepsniveau 4 (ISCO 2008);Waarde;2022;80.9;81.1;63.7;64.5;95.5;89.0;62.8;85.8
141;Beroepsniveau 4 (ISCO 2008);Waarde;2023;81.4;81.5;63.7;64.8;95.9;89.7;63.5;85.0
142;Beroepsniveau 4 (ISCO 2008);Waarde;2024;81.8;81.9;64.1;65.1;95.7;89.9;62.2;85.2
143;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2014;76.2;79.5;64.0;64.5;94.4;89.2;51.8;58.4
144;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2015;77.0;80.4;63.9;64.6;94.0;90.1;52.8;60.2
145;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2016;77.5;80.6;63.7;64.3;95.0;90.7;54.3;65.4
146;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2017;75.6;79.5;63.8;64.4;93.7;89.0;57.0;70.6
147;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2018;77.0;80.4;63.6;64.3;94.4;90.0;57.4;75.9
148;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2019;78.2;81.0;63.6;64.6;94.1;89.5;57.5;76.8
149;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2020;80.0;82.2;63.7;65.2;95.1;91.5;59.8;76.5
150;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2021;81.2;81.9;63.3;64.9;94.4;90.2;61.3;80.5
151;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2022;80.3;80.6;63.5;64.4;95.2;88.6;62.1;85.3
152;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2023;80.9;81.0;63.6;64.7;95.6;89.2;62.8;84.5
153;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2024;81.2;81.3;64.0;65.0;95.4;89.5;61.5;84.7
154;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2014;77.8;81.0;64.2;64.9;95.3;90.4;53.6;60.3
155;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2015;78.5;81.8;64.2;64.9;94.8;91.1;54.6;62.0
156;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2016;78.9;82.0;64.0;64.6;95.7;91.7;56.1;67.0
157;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2017;77.1;80.9;64.0;64.7;94.5;90.1;58.7;72.2
158;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2018;78.2;81.6;63.8;64.6;95.0;90.8;58.9;77.1
159;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2019;79.5;82.2;63.9;64.9;94.7;90.4;59.0;78.0
160;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2020;81.2;83.4;64.0;65.5;95.7;92.3;61.2;77.7
161;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2021;82.4;83.1;63.6;65.2;95.1;91.1;62.8;81.7
162;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2022;81.4;81.7;63.8;64.7;95.8;89.5;63.4;86.3
163;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2023;82.0;82.1;63.8;65.0;96.2;90.1;64.1;85.5
164;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2024;82.3;82.5;64.2;65.3;96.0;90.3;62.8;85.7
165;Beroepsniveau onbekend (ISCO 2008);Waarde;2014;69.3;71.6;63.6;63.1;80.4;81.6;48.7;47.2
166;Beroepsniveau onbekend (ISCO 2008);Waarde;2015;71.1;73.0;63.5;63.2;84.2;84.4;46.4;42.1
167;Beroepsniveau onbekend (ISCO 2008);Waarde;2016;70.0;73.3;63.0;63.6;81.5;78.4;51.5;49.4
168;Beroepsniveau onbekend (ISCO 2008);Waarde;2017;72.1;75.4;61.5;62.1;83.4;81.6;55.0;55.8
169;Beroepsniveau onbekend (ISCO 2008);Waarde;2018;60.6;66.4;60.5;59.9;75.7;73.5;46.5;56.1
170;Beroepsniveau onbekend (ISCO 2008);Waarde;2019;68.0;69.4;60.3;59.5;78.3;77.6;52.0;58.9
171;Beroepsniveau onbekend (ISCO 2008);Waarde;2020;61.8;66.7;60.5;60.4;75.8;78.0;54.3;57.8
172;Beroepsniveau onbekend (ISCO 2008);Waarde;2021;72.8;76.6;60.9;61.7;79.0;79.3;55.2;64.2
173;Beroepsniveau onbekend (ISCO 2008);Waarde;2022;64.2;65.8;;;74.6;73.8;61.0;69.5
174;Beroepsniveau onbekend (ISCO 2008);Waarde;2023;61.9;63.6;;;77.0;77.4;62.3;67.5
175;Beroepsniveau onbekend (ISCO 2008);Waarde;2024;69.6;71.9;;;78.0;79.8;54.1;60.3
176;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2014;65.1;67.5;62.7;62.0;76.5;77.9;44.3;42.9
177;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2015;66.9;68.9;62.8;62.0;80.5;80.7;41.9;37.7
178;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2016;64.7;68.1;61.5;62.1;76.7;73.3;46.0;43.9
179;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2017;68.1;71.5;60.1;60.9;80.0;77.9;50.7;51.5
180;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2018;54.7;60.6;58.3;57.2;70.2;67.9;40.8;50.3
181;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2019;62.3;63.7;57.5;57.1;73.0;72.2;46.1;53.1
182;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2020;55.8;60.8;57.6;57.5;70.3;72.4;48.5;51.9
183;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2021;66.7;70.9;58.8;58.9;73.3;73.7;48.8;58.0
184;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2022;56.6;58.3;;;67.3;66.4;53.3;62.2
185;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2023;54.9;56.5;;;70.6;71.0;55.3;60.6
186;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2024;60.4;62.8;;;69.4;71.6;45.2;51.4
187;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2014;73.2;75.3;64.5;64.3;83.7;84.9;53.0;51.6
188;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2015;75.0;76.8;64.2;64.3;87.3;87.5;50.9;46.6
189;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2016;74.9;78.0;64.4;65.2;85.5;82.7;56.9;54.9
190;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2017;75.8;78.9;62.9;63.2;86.3;84.8;59.2;60.0
191;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2018;66.1;71.8;62.7;62.6;80.4;78.4;52.3;61.8
192;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2019;73.3;74.6;63.2;61.9;82.9;82.2;57.7;64.5
193;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2020;67.4;72.0;63.5;63.2;80.6;82.7;60.1;63.4
194;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2021;78.2;81.5;62.9;64.6;83.8;83.9;61.3;70.0
195;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2022;71.1;72.6;;;80.8;80.1;68.2;76.0
196;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2023;68.5;70.1;;;82.4;82.8;68.8;73.6
197;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2024;77.4;79.5;;;84.8;86.0;62.8;68.6
198;01 Pedagogische beroepen;Waarde;2014;70.0;78.2;64.0;62.7;91.1;85.0;41.5;43.4
199;01 Pedagogische beroepen;Waarde;2015;71.4;80.6;63.7;62.5;91.0;86.9;46.7;49.5
200;01 Pedagogische beroepen;Waarde;2016;72.8;82.1;63.6;62.4;92.4;87.4;47.1;55.4
201;01 Pedagogische beroepen;Waarde;2017;67.4;78.4;63.7;62.6;91.2;85.0;50.3;61.4
202;01 Pedagogische beroepen;Waarde;2018;70.1;80.4;63.5;62.5;91.2;86.2;50.1;71.2
203;01 Pedagogische beroepen;Waarde;2019;72.1;81.0;63.8;62.6;91.5;86.9;49.7;72.4
204;01 Pedagogische beroepen;Waarde;2020;76.5;82.8;64.2;63.5;92.8;89.4;53.0;72.7
205;01 Pedagogische beroepen;Waarde;2021;75.8;82.1;63.9;63.5;92.1;88.3;55.0;76.3
206;01 Pedagogische beroepen;Waarde;2022;74.6;81.1;64.1;62.7;92.5;85.3;56.3;82.1
207;01 Pedagogische beroepen;Waarde;2023;76.7;82.2;64.1;63.0;92.8;86.0;55.9;81.7
208;01 Pedagogische beroepen;Waarde;2024;76.7;81.7;64.2;62.9;92.1;86.5;54.0;81.0
209;01 Pedagogische beroepen;Ondergrens 95%-interval;2014;68.0;76.4;63.7;62.3;89.8;83.5;39.4;41.3
210;01 Pedagogische beroepen;Ondergrens 95%-interval;2015;69.6;79.0;63.3;62.1;89.8;85.5;44.7;47.6
211;01 Pedagogische beroepen;Ondergrens 95%-interval;2016;71.0;80.6;63.3;62.0;91.4;86.1;45.2;53.5
