ID;Geslacht;TypeWerkenden;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonen_1;Banen_2;Arbeidsjaren_3;GewerkteUren_4
0;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1995;7281.0;8078.0;5948.0;10856.0
1;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1996;7434.0;8264.0;6087.0;11196.0
2;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1997;7661.0;8478.0;6274.0;11429.0
3;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1998;7840.0;8700.0;6453.0;11670.0
4;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1999;8066.0;8944.0;6617.0;11993.0
5;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2000;8214.0;9083.0;6719.0;12103.0
6;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2001;8377.0;9208.0;6825.0;12260.0
7;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2002;8436.0;9261.0;6813.0;12198.0
8;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2003;8388.0;9197.0;6733.0;12055.0
9;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2004;8293.0;9145.0;6684.0;12093.0
10;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2005;8346.0;9229.0;6700.0;12054.0
11;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2006;8527.0;9448.0;6846.0;12283.0
12;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2007;8777.0;9749.0;7034.0;12635.0
13;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2008;8919.0;9929.0;7160.0;12835.0
14;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2009;8840.0;9864.0;7077.0;12647.0
15;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2010;8779.0;9832.0;7035.0;12555.0
16;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2011;8850.0;9961.0;7073.0;12662.0
17;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2012;8827.0;9927.0;7028.0;12549.0
18;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2013;8719.0;9787.0;6941.0;12439.0
19;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2014;8706.0;9783.0;6930.0;12524.0
20;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2015;8776.0;9891.0;7011.0;12624.0
21;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2016;8909.0;10040.0;7156.0;12928.0
22;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2017;9116.0;10276.0;7332.0;13228.0
23;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2018;9361.0;10548.0;7551.0;13583.0
24;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2019;9573.0;10764.0;7737.0;13944.0
25;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2020;9524.0;10661.0;7638.0;13354.0
26;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2021;9690.0;10892.0;7875.0;13975.0
27;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2022;10069.0;11325.0;8164.0;14526.0
28;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2023;10233.0;11527.0;8327.0;14723.0
29;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1995;234.0;292.0;208.0;436.0
30;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1996;237.0;297.0;213.0;446.0
31;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1997;241.0;298.0;213.0;446.0
32;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1998;232.0;290.0;210.0;409.0
33;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1999;234.0;294.0;214.0;440.0
34;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2000;233.0;292.0;207.0;473.0
