ID;Huishoudensgrootte;LeeftijdReferentiepersoon;Perioden;ParticuliereHuishoudens_1
0;Totaal;Totaal;2019;7937545
1;Totaal;Totaal;2020;8007355
2;Totaal;Totaal;2021;8068933
3;Totaal;Totaal;2022;8123435
4;Totaal;Totaal;2023;8176703
5;Totaal;Totaal;2024;8228108
6;Totaal;Totaal;2025;8276892
7;Totaal;Totaal;2026;8323919
8;Totaal;Totaal;2027;8368740
9;Totaal;Totaal;2028;8410902
10;Totaal;Totaal;2029;8450561
11;Totaal;Totaal;2030;8487482
12;Totaal;Totaal;2031;8521338
13;Totaal;Totaal;2032;8552053
14;Totaal;Totaal;2033;8579685
15;Totaal;Totaal;2034;8604490
16;Totaal;Totaal;2035;8626576
17;Totaal;Totaal;2036;8645858
18;Totaal;Totaal;2037;8662323
19;Totaal;Totaal;2038;8676328
20;Totaal;Totaal;2039;8688215
21;Totaal;Totaal;2040;8698483
22;Totaal;Totaal;2041;8707506
23;Totaal;Totaal;2042;8715513
24;Totaal;Totaal;2043;8722922
25;Totaal;Totaal;2044;8730118
26;Totaal;Totaal;2045;8737282
27;Totaal;Totaal;2046;8744500
28;Totaal;Totaal;2047;8752060
29;Totaal;Totaal;2048;8759929
30;Totaal;Totaal;2049;8768004
31;Totaal;Totaal;2050;8776022
32;Totaal;Totaal;2051;8783940
33;Totaal;Totaal;2052;8791568
34;Totaal;Totaal;2053;8798989
35;Totaal;Totaal;2054;8806006
36;Totaal;Totaal;2055;8812754
37;Totaal;Totaal;2056;8819174
38;Totaal;Totaal;2057;8825441
39;Totaal;Totaal;2058;8831532
40;Totaal;Totaal;2059;8837666
41;Totaal;Totaal;2060;8843916
42;Totaal;15 tot 20 jaar;2019;52193
43;Totaal;15 tot 20 jaar;2020;51282
44;Totaal;15 tot 20 jaar;2021;50230
45;Totaal;15 tot 20 jaar;2022;49399
46;Totaal;15 tot 20 jaar;2023;48550
47;Totaal;15 tot 20 jaar;2024;47327
48;Totaal;15 tot 20 jaar;2025;46459
49;Totaal;15 tot 20 jaar;2026;46106
50;Totaal;15 tot 20 jaar;2027;45943
51;Totaal;15 tot 20 jaar;2028;46276
52;Totaal;15 tot 20 jaar;2029;46157
53;Totaal;15 tot 20 jaar;2030;45786
54;Totaal;15 tot 20 jaar;2031;45050
55;Totaal;15 tot 20 jaar;2032;44444
56;Totaal;15 tot 20 jaar;2033;44111
57;Totaal;15 tot 20 jaar;2034;44296
58;Totaal;15 tot 20 jaar;2035;43849
59;Totaal;15 tot 20 jaar;2036;43905
60;Totaal;15 tot 20 jaar;2037;43619
61;Totaal;15 tot 20 jaar;2038;43812
62;Totaal;15 tot 20 jaar;2039;44340
63;Totaal;15 tot 20 jaar;2040;44948
64;Totaal;15 tot 20 jaar;2041;45601
65;Totaal;15 tot 20 jaar;2042;46202
66;Totaal;15 tot 20 jaar;2043;46811
67;Totaal;15 tot 20 jaar;2044;47380
68;Totaal;15 tot 20 jaar;2045;47853
69;Totaal;15 tot 20 jaar;2046;48220
70;Totaal;15 tot 20 jaar;2047;48488
71;Totaal;15 tot 20 jaar;2048;48686
72;Totaal;15 tot 20 jaar;2049;48811
73;Totaal;15 tot 20 jaar;2050;48870
74;Totaal;15 tot 20 jaar;2051;48864
75;Totaal;15 tot 20 jaar;2052;48811
76;Totaal;15 tot 20 jaar;2053;48729
77;Totaal;15 tot 20 jaar;2054;48611
78;Totaal;15 tot 20 jaar;2055;48461
79;Totaal;15 tot 20 jaar;2056;48268
80;Totaal;15 tot 20 jaar;2057;48039
81;Totaal;15 tot 20 jaar;2058;47797
82;Totaal;15 tot 20 jaar;2059;47555
83;Totaal;15 tot 20 jaar;2060;47322
84;Totaal;20 tot 25 jaar;2019;339992
85;Totaal;20 tot 25 jaar;2020;336307
86;Totaal;20 tot 25 jaar;2021;334381
87;Totaal;20 tot 25 jaar;2022;333117
88;Totaal;20 tot 25 jaar;2023;333445
89;Totaal;20 tot 25 jaar;2024;331643
90;Totaal;20 tot 25 jaar;2025;328931
91;Totaal;20 tot 25 jaar;2026;323860
92;Totaal;20 tot 25 jaar;2027;319284
93;Totaal;20 tot 25 jaar;2028;314115
94;Totaal;20 tot 25 jaar;2029;309090
95;Totaal;20 tot 25 jaar;2030;306174
96;Totaal;20 tot 25 jaar;2031;305213
97;Totaal;20 tot 25 jaar;2032;304156
98;Totaal;20 tot 25 jaar;2033;303743
99;Totaal;20 tot 25 jaar;2034;300892
100;Totaal;20 tot 25 jaar;2035;298104
101;Totaal;20 tot 25 jaar;2036;294423
102;Totaal;20 tot 25 jaar;2037;292112
103;Totaal;20 tot 25 jaar;2038;290499
104;Totaal;20 tot 25 jaar;2039;290316
105;Totaal;20 tot 25 jaar;2040;289130
106;Totaal;20 tot 25 jaar;2041;290070
107;Totaal;20 tot 25 jaar;2042;291015
108;Totaal;20 tot 25 jaar;2043;294023
109;Totaal;20 tot 25 jaar;2044;298130
110;Totaal;20 tot 25 jaar;2045;302518
111;Totaal;20 tot 25 jaar;2046;307050
112;Totaal;20 tot 25 jaar;2047;311262
113;Totaal;20 tot 25 jaar;2048;315189
114;Totaal;20 tot 25 jaar;2049;318595
115;Totaal;20 tot 25 jaar;2050;321350
116;Totaal;20 tot 25 jaar;2051;323485
117;Totaal;20 tot 25 jaar;2052;325025
118;Totaal;20 tot 25 jaar;2053;326063
119;Totaal;20 tot 25 jaar;2054;326606
120;Totaal;20 tot 25 jaar;2055;326750
121;Totaal;20 tot 25 jaar;2056;326544
122;Totaal;20 tot 25 jaar;2057;326035
123;Totaal;20 tot 25 jaar;2058;325285
124;Totaal;20 tot 25 jaar;2059;324300
125;Totaal;20 tot 25 jaar;2060;323041
126;Totaal;25 tot 30 jaar;2019;572959
127;Totaal;25 tot 30 jaar;2020;580692
128;Totaal;25 tot 30 jaar;2021;578696
129;Totaal;25 tot 30 jaar;2022;574025
130;Totaal;25 tot 30 jaar;2023;569748
131;Totaal;25 tot 30 jaar;2024;569500
132;Totaal;25 tot 30 jaar;2025;569565
133;Totaal;25 tot 30 jaar;2026;575021
134;Totaal;25 tot 30 jaar;2027;579867
135;Totaal;25 tot 30 jaar;2028;583918
136;Totaal;25 tot 30 jaar;2029;583495
137;Totaal;25 tot 30 jaar;2030;579632
138;Totaal;25 tot 30 jaar;2031;571023
139;Totaal;25 tot 30 jaar;2032;563058
140;Totaal;25 tot 30 jaar;2033;554072
141;Totaal;25 tot 30 jaar;2034;546665
142;Totaal;25 tot 30 jaar;2035;542771
143;Totaal;25 tot 30 jaar;2036;541567
144;Totaal;25 tot 30 jaar;2037;539536
145;Totaal;25 tot 30 jaar;2038;537836
146;Totaal;25 tot 30 jaar;2039;532032
147;Totaal;25 tot 30 jaar;2040;527358
148;Totaal;25 tot 30 jaar;2041;521304
149;Totaal;25 tot 30 jaar;2042;518001
150;Totaal;25 tot 30 jaar;2043;515450
151;Totaal;25 tot 30 jaar;2044;515080
152;Totaal;25 tot 30 jaar;2045;514021
