ID;Geslacht;BedrijfstakkenBranches;Peilmoment;Studiekenmerken;Persoonskenmerken;Perioden;UitstromersHoMetWerkTotaal_1;UitstromersHoMetWerkZonderDiploma_2;UitstromersHoMetWerkMetDiploma_3
0;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2006/'07;103290.0;36180.0;67120.0
1;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2007/'08;103790.0;36990.0;66800.0
2;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2008/'09;97890.0;32500.0;65390.0
3;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2009/'10;101670.0;34920.0;66760.0
4;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2010/'11;109440.0;37880.0;71550.0
5;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2011/'12;116140.0;38770.0;77360.0
6;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2012/'13;97870.0;29920.0;67960.0
7;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;0;2013/'14;103650.0;32950.0;70700.0
8;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2006/'07;3200.0;3200.0;
9;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2007/'08;3340.0;3340.0;
10;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2008/'09;2860.0;2860.0;
11;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2009/'10;2980.0;2980.0;
12;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2010/'11;2950.0;2940.0;
13;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2011/'12;2960.0;2950.0;
14;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2012/'13;2240.0;2230.0;
15;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;1;2013/'14;2360.0;2350.0;10.0
16;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2006/'07;32680.0;12530.0;20150.0
17;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2007/'08;34140.0;13500.0;20640.0
18;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2008/'09;30670.0;11060.0;19610.0
19;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2009/'10;32260.0;12280.0;19980.0
20;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2010/'11;34660.0;13460.0;21200.0
21;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2011/'12;37150.0;13990.0;23160.0
22;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2012/'13;33850.0;11590.0;22260.0
23;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;2;2013/'14;35280.0;12920.0;22360.0
24;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2006/'07;37750.0;8790.0;28950.0
25;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2007/'08;37500.0;8980.0;28520.0
26;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2008/'09;36170.0;7810.0;28360.0
27;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2009/'10;38070.0;8650.0;29420.0
28;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2010/'11;41650.0;9740.0;31910.0
29;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2011/'12;44810.0;10010.0;34800.0
30;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2012/'13;38360.0;7990.0;30370.0
31;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;3;2013/'14;41910.0;8860.0;33050.0
32;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2006/'07;10110.0;3610.0;6510.0
33;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2007/'08;9930.0;3460.0;6470.0
34;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2008/'09;10000.0;3500.0;6500.0
35;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2009/'10;10310.0;3640.0;6670.0
36;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2010/'11;10890.0;3870.0;7020.0
37;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2011/'12;11510.0;4010.0;7500.0
38;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2012/'13;8900.0;2860.0;6040.0
39;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;4;2013/'14;9630.0;3200.0;6430.0
40;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2006/'07;10350.0;4360.0;5990.0
41;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2007/'08;10090.0;4290.0;5800.0
42;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2008/'09;9640.0;4010.0;5630.0
43;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2009/'10;9490.0;3900.0;5600.0
44;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2010/'11;10110.0;4230.0;5880.0
45;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2011/'12;10560.0;4350.0;6210.0
46;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2012/'13;7670.0;2790.0;4880.0
47;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2013/'14;7730.0;3050.0;4670.0
48;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2006/'07;9200.0;3690.0;5510.0
49;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2007/'08;8790.0;3430.0;5360.0
50;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2008/'09;8550.0;3270.0;5280.0
51;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2009/'10;8560.0;3470.0;5090.0
52;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2010/'11;9190.0;3650.0;5550.0
53;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2011/'12;9150.0;3460.0;5690.0
54;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2012/'13;6850.0;2450.0;4400.0
55;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2013/'14;6740.0;2570.0;4170.0
56;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2006/'07;84120.0;27820.0;56300.0
57;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2007/'08;84190.0;28440.0;55750.0
58;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2008/'09;79150.0;24720.0;54430.0
59;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2009/'10;81970.0;26500.0;55470.0
60;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2010/'11;87780.0;28160.0;59620.0
61;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2011/'12;92570.0;28650.0;63920.0
62;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2012/'13;78460.0;22100.0;56370.0
63;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2013/'14;82310.0;23850.0;58450.0
64;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2006/'07;10770.0;5170.0;5610.0
65;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2007/'08;11180.0;5310.0;5870.0
66;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2008/'09;10750.0;4920.0;5840.0
67;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2009/'10;11540.0;5520.0;6020.0
68;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2010/'11;12660.0;6400.0;6270.0
69;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2011/'12;13880.0;6770.0;7120.0
70;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2012/'13;11410.0;5280.0;6140.0
71;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2013/'14;12930.0;6350.0;6580.0
72;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2006/'07;8400.0;3200.0;5210.0
73;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2007/'08;8430.0;3240.0;5190.0
74;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2008/'09;7990.0;2870.0;5120.0
75;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2009/'10;8170.0;2900.0;5270.0
76;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2010/'11;8990.0;3330.0;5660.0
77;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2011/'12;9680.0;3360.0;6330.0
78;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2012/'13;8000.0;2540.0;5450.0
79;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2013/'14;8420.0;2750.0;5670.0
80;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2006/'07;100910.0;35340.0;65570.0
81;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2007/'08;101130.0;36120.0;65010.0
82;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2008/'09;95530.0;31770.0;63770.0
83;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2009/'10;99110.0;34150.0;64960.0
84;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2010/'11;106650.0;37080.0;69570.0
85;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2011/'12;112880.0;37860.0;75020.0
86;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2012/'13;95080.0;29200.0;65880.0
87;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2013/'14;100610.0;32110.0;68500.0
88;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2006/'07;1100.0;340.0;770.0
89;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2007/'08;1160.0;370.0;790.0
90;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2008/'09;1130.0;330.0;800.0
91;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2009/'10;1310.0;350.0;960.0
92;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2010/'11;1530.0;420.0;1110.0
93;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2011/'12;1830.0;510.0;1330.0
94;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2012/'13;1610.0;370.0;1240.0
95;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2013/'14;1810.0;460.0;1350.0
96;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2006/'07;1280.0;500.0;780.0
97;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2007/'08;1510.0;500.0;1010.0
98;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2008/'09;1230.0;410.0;820.0
99;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2009/'10;1260.0;410.0;850.0
100;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2010/'11;1260.0;380.0;880.0
101;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2011/'12;1420.0;400.0;1010.0
102;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2012/'13;1190.0;350.0;840.0
103;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2013/'14;1230.0;380.0;850.0
104;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2006/'07;19450.0;7390.0;12060.0
105;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2007/'08;19190.0;6910.0;12280.0
106;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2008/'09;16620.0;5770.0;10850.0
107;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2009/'10;17240.0;6290.0;10950.0
108;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2010/'11;18460.0;6600.0;11850.0
109;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2011/'12;18160.0;6160.0;11990.0
110;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2012/'13;14400.0;4650.0;9750.0
111;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2013/'14;14850.0;5250.0;9600.0
112;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2006/'07;470.0;470.0;0.0
113;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2007/'08;470.0;470.0;
114;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2008/'09;360.0;360.0;0.0
115;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2009/'10;380.0;380.0;0.0
116;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2010/'11;400.0;400.0;0.0
117;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2011/'12;370.0;370.0;
118;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2012/'13;290.0;290.0;0.0
119;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;1;2013/'14;300.0;300.0;
120;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2006/'07;5720.0;1930.0;3790.0
121;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2007/'08;5760.0;1970.0;3790.0
122;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2008/'09;4720.0;1550.0;3170.0
123;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2009/'10;4700.0;1580.0;3120.0
124;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2010/'11;4870.0;1770.0;3100.0
125;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2011/'12;4690.0;1660.0;3020.0
126;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2012/'13;4110.0;1350.0;2770.0
127;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;2;2013/'14;4040.0;1530.0;2510.0
128;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2006/'07;4200.0;1270.0;2930.0
129;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2007/'08;4300.0;1270.0;3030.0
130;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2008/'09;3830.0;1050.0;2790.0
131;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2009/'10;3970.0;1080.0;2890.0
132;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2010/'11;4410.0;1240.0;3170.0
133;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2011/'12;4550.0;1230.0;3310.0
134;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2012/'13;3680.0;960.0;2720.0
135;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;3;2013/'14;4030.0;1070.0;2960.0
136;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2006/'07;1680.0;670.0;1010.0
137;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2007/'08;1720.0;610.0;1110.0
138;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2008/'09;1570.0;550.0;1030.0
139;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2009/'10;1750.0;650.0;1100.0
140;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2010/'11;1850.0;620.0;1220.0
141;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2011/'12;1850.0;590.0;1250.0
142;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2012/'13;1470.0;450.0;1020.0
143;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;4;2013/'14;1510.0;500.0;1010.0
144;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2006/'07;2890.0;1170.0;1730.0
145;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2007/'08;2770.0;1080.0;1690.0
146;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2008/'09;2470.0;950.0;1520.0
147;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2009/'10;2550.0;1010.0;1540.0
148;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2010/'11;2740.0;1030.0;1710.0
149;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2011/'12;2780.0;970.0;1810.0
150;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2012/'13;1970.0;650.0;1330.0
151;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;5;2013/'14;2070.0;740.0;1340.0
152;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2006/'07;4480.0;1870.0;2600.0
153;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2007/'08;4180.0;1510.0;2670.0
154;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2008/'09;3680.0;1340.0;2340.0
155;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2009/'10;3890.0;1590.0;2290.0
156;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2010/'11;4190.0;1540.0;2650.0
157;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2011/'12;3930.0;1340.0;2590.0
158;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2012/'13;2880.0;960.0;1920.0
159;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;6;2013/'14;2910.0;1130.0;1780.0
160;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2006/'07;16890.0;6140.0;10750.0
161;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2007/'08;16690.0;5710.0;10980.0
162;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2008/'09;14370.0;4780.0;9590.0
163;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2009/'10;15000.0;5200.0;9810.0
164;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2010/'11;15960.0;5370.0;10600.0
165;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2011/'12;15650.0;4970.0;10690.0
166;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2012/'13;12400.0;3730.0;8670.0
167;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;7;2013/'14;12680.0;4160.0;8510.0
168;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2006/'07;1260.0;680.0;590.0
169;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2007/'08;1260.0;680.0;580.0
170;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2008/'09;1120.0;560.0;560.0
171;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2009/'10;1120.0;630.0;480.0
172;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2010/'11;1280.0;730.0;550.0
173;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2011/'12;1260.0;700.0;560.0
174;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2012/'13;1060.0;550.0;510.0
175;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;8;2013/'14;1220.0;700.0;510.0
176;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2006/'07;1290.0;570.0;730.0
177;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2007/'08;1250.0;520.0;730.0
178;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2008/'09;1130.0;430.0;700.0
179;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2009/'10;1120.0;460.0;660.0
