ID;HoogteVanHetInkomen;RegioS;Perioden;AantalHuishoudens_1;RelatiefAantalHuishoudens_2;GemiddeldBesteedbaarInkomen_3;MediaanBesteedbaarInkomen_4;GemiddeldGestandaardiseerdInkomen_5;MediaanGestandaardiseerdInkomen_6
0;40;Nederland;2005;7247.5;100.0;28.6;24.8;20.1;17.9
1;40;Nederland;2006;7293.5;100.0;30.0;25.9;21.0;18.7
2;40;Nederland;2007;7350.9;100.0;32.1;27.2;22.5;19.7
3;40;Nederland;2008;7423.2;100.0;32.8;28.0;23.0;20.3
4;40;Nederland;2009 voor methodewijziging;7497.5;100.0;32.9;28.1;23.1;20.6
5;40;Nederland;2009 na methodewijziging;7480.5;100.0;33.0;28.2;23.2;20.6
6;40;Nederland;2010;7532.3;100.0;32.9;28.0;23.1;20.5
7;40;Nederland;2011;7600.8;100.0;32.8;28.1;23.2;20.7
8;40;Nederland;2012;7648.2;100.0;33.1;28.1;23.4;20.8
9;40;Nederland;2013;7700.8;100.0;33.2;28.0;23.5;20.9
10;40;Nederland;2014;7771.7;100.0;34.6;28.4;24.4;21.3
11;40;Noord-Nederland (LD);2005;760.6;100.0;26.0;23.0;18.3;16.5
12;40;Noord-Nederland (LD);2006;765.2;100.0;27.4;24.0;19.2;17.3
13;40;Noord-Nederland (LD);2007;770.6;100.0;29.0;25.1;20.4;18.1
14;40;Noord-Nederland (LD);2008;776.7;100.0;29.9;26.0;21.1;18.8
15;40;Noord-Nederland (LD);2009 voor methodewijziging;782.8;100.0;29.9;26.1;21.2;19.0
16;40;Noord-Nederland (LD);2009 na methodewijziging;781.0;100.0;30.0;26.1;21.2;19.1
17;40;Noord-Nederland (LD);2010;784.8;100.0;29.9;26.0;21.2;19.0
18;40;Noord-Nederland (LD);2011;790.3;100.0;30.0;26.1;21.3;19.2
19;40;Noord-Nederland (LD);2012;793.6;100.0;30.1;26.1;21.4;19.3
20;40;Noord-Nederland (LD);2013;797.2;100.0;30.2;26.0;21.5;19.4
21;40;Noord-Nederland (LD);2014;801.7;100.0;31.3;26.4;22.3;19.8
22;40;Oost-Nederland (LD);2005;1459.3;100.0;28.6;25.4;19.6;17.7
23;40;Oost-Nederland (LD);2006;1471.7;100.0;29.9;26.6;20.5;18.5
24;40;Oost-Nederland (LD);2007;1485.5;100.0;32.0;27.8;21.9;19.4
25;40;Oost-Nederland (LD);2008;1500.5;100.0;32.7;28.7;22.5;20.1
26;40;Oost-Nederland (LD);2009 voor methodewijziging;1516.7;100.0;32.7;28.8;22.5;20.3
27;40;Oost-Nederland (LD);2009 na methodewijziging;1511.7;100.0;32.8;28.9;22.6;20.4
28;40;Oost-Nederland (LD);2010;1522.7;100.0;32.8;28.7;22.6;20.3
29;40;Oost-Nederland (LD);2011;1537.3;100.0;32.8;28.8;22.6;20.5
30;40;Oost-Nederland (LD);2012;1548.9;100.0;33.0;28.8;22.8;20.6
31;40;Oost-Nederland (LD);2013;1559.6;100.0;33.1;28.6;22.9;20.6
32;40;Oost-Nederland (LD);2014;1573.6;100.0;34.4;29.0;23.8;21.1
33;40;West-Nederland (LD);2005;3481.2;100.0;29.1;24.7;20.7;18.3
34;40;West-Nederland (LD);2006;3501.1;100.0;30.5;25.8;21.7;19.1
35;40;West-Nederland (LD);2007;3527.8;100.0;32.8;27.1;23.3;20.1
36;40;West-Nederland (LD);2008;3564.7;100.0;33.5;27.9;23.8;20.8
37;40;West-Nederland (LD);2009 voor methodewijziging;3603.0;100.0;33.5;28.1;23.9;21.1
38;40;West-Nederland (LD);2009 na methodewijziging;3597.0;100.0;33.6;28.1;24.0;21.1
39;40;West-Nederland (LD);2010;3624.1;100.0;33.5;27.9;23.8;21.0
40;40;West-Nederland (LD);2011;3657.9;100.0;33.4;28.0;23.8;21.1
41;40;West-Nederland (LD);2012;3680.2;100.0;33.7;28.0;24.0;21.3
42;40;West-Nederland (LD);2013;3706.9;100.0;33.9;28.0;24.2;21.3
43;40;West-Nederland (LD);2014;3746.4;100.0;35.3;28.4;25.2;21.8
44;40;Zuid-Nederland (LD);2005;1546.5;100.0;28.8;25.5;20.0;18.0
45;40;Zuid-Nederland (LD);2006;1555.5;100.0;30.2;26.6;20.9;18.8
46;40;Zuid-Nederland (LD);2007;1567.1;100.0;32.2;27.8;22.3;19.8
47;40;Zuid-Nederland (LD);2008;1581.3;100.0;32.9;28.6;22.9;20.5
48;40;Zuid-Nederland (LD);2009 voor methodewijziging;1594.9;100.0;32.9;28.7;23.0;20.7
49;40;Zuid-Nederland (LD);2009 na methodewijziging;1590.8;100.0;33.1;28.8;23.1;20.7
50;40;Zuid-Nederland (LD);2010;1600.8;100.0;33.0;28.5;23.0;20.6
51;40;Zuid-Nederland (LD);2011;1615.3;100.0;33.0;28.7;23.1;20.8
52;40;Zuid-Nederland (LD);2012;1625.6;100.0;33.3;28.7;23.3;21.0
53;40;Zuid-Nederland (LD);2013;1637.2;100.0;33.4;28.5;23.4;21.0
54;40;Zuid-Nederland (LD);2014;1650.0;100.0;34.7;28.9;24.4;21.5
55;40;Groningen (PV);2005;273.1;100.0;24.2;21.0;17.4;15.8
56;40;Groningen (PV);2006;274.3;100.0;25.4;21.8;18.3;16.5
57;40;Groningen (PV);2007;276.2;100.0;26.9;22.8;19.3;17.2
58;40;Groningen (PV);2008;277.9;100.0;27.7;23.6;19.9;17.9
59;40;Groningen (PV);2009 voor methodewijziging;280.4;100.0;27.9;23.8;20.2;18.1
60;40;Groningen (PV);2009 na methodewijziging;280.1;100.0;27.8;23.8;20.2;18.1
61;40;Groningen (PV);2010;281.5;100.0;27.8;23.7;20.1;18.1
62;40;Groningen (PV);2011;284.1;100.0;27.9;23.8;20.2;18.3
63;40;Groningen (PV);2012;285.5;100.0;27.8;23.8;20.2;18.4
64;40;Groningen (PV);2013;287.1;100.0;27.9;23.7;20.3;18.4
65;40;Groningen (PV);2014;289.1;100.0;28.9;24.2;21.0;18.8
66;40;Friesland (PV);2005;279.7;100.0;26.4;23.4;18.4;16.6
67;40;Friesland (PV);2006;281.1;100.0;27.9;24.7;19.4;17.4
68;40;Friesland (PV);2007;282.9;100.0;29.6;25.8;20.6;18.3
69;40;Friesland (PV);2008;285.4;100.0;30.6;26.7;21.4;19.0
70;40;Friesland (PV);2009 voor methodewijziging;287.3;100.0;30.4;26.8;21.3;19.1
71;40;Friesland (PV);2009 na methodewijziging;286.2;100.0;30.4;26.8;21.4;19.2
72;40;Friesland (PV);2010;287.7;100.0;30.4;26.6;21.3;19.2
73;40;Friesland (PV);2011;289.5;100.0;30.5;26.8;21.5;19.4
74;40;Friesland (PV);2012;290.6;100.0;30.7;26.8;21.6;19.5
75;40;Friesland (PV);2013;291.8;100.0;30.8;26.7;21.7;19.6
76;40;Friesland (PV);2014;293.5;100.0;31.9;27.0;22.5;20.0
77;40;Drenthe (PV);2005;207.9;100.0;27.8;25.0;19.3;17.4
78;40;Drenthe (PV);2006;209.7;100.0;29.2;26.1;20.2;18.2
79;40;Drenthe (PV);2007;211.4;100.0;31.0;27.4;21.5;19.1
80;40;Drenthe (PV);2008;213.4;100.0;31.9;28.3;22.1;19.8
81;40;Drenthe (PV);2009 voor methodewijziging;215.1;100.0;31.9;28.3;22.2;20.0
82;40;Drenthe (PV);2009 na methodewijziging;214.7;100.0;32.1;28.3;22.3;20.0
83;40;Drenthe (PV);2010;215.6;100.0;32.0;28.1;22.3;19.9
84;40;Drenthe (PV);2011;216.6;100.0;32.1;28.4;22.4;20.2
85;40;Drenthe (PV);2012;217.4;100.0;32.3;28.4;22.6;20.3
86;40;Drenthe (PV);2013;218.2;100.0;32.4;28.2;22.7;20.4
87;40;Drenthe (PV);2014;219.1;100.0;33.6;28.7;23.6;20.9
88;40;Overijssel (PV);2005;468.2;100.0;27.8;24.7;19.0;17.2
89;40;Overijssel (PV);2006;471.8;100.0;29.1;25.9;19.9;18.1
90;40;Overijssel (PV);2007;476.1;100.0;31.0;27.1;21.2;18.9
91;40;Overijssel (PV);2008;480.6;100.0;31.9;28.0;21.8;19.6
92;40;Overijssel (PV);2009 voor methodewijziging;484.9;100.0;31.9;28.2;21.9;19.8
93;40;Overijssel (PV);2009 na methodewijziging;483.6;100.0;31.9;28.2;22.0;19.9
94;40;Overijssel (PV);2010;486.2;100.0;31.9;28.0;22.0;19.8
95;40;Overijssel (PV);2011;489.9;100.0;32.0;28.3;22.0;20.0
96;40;Overijssel (PV);2012;492.5;100.0;32.3;28.3;22.3;20.2
97;40;Overijssel (PV);2013;494.3;100.0;32.4;28.2;22.4;20.2
98;40;Overijssel (PV);2014;497.4;100.0;33.7;28.6;23.2;20.7
99;40;Flevoland (PV);2005;147.9;100.0;29.0;26.5;19.6;18.0
100;40;Flevoland (PV);2006;150.0;100.0;30.8;28.0;20.7;18.9
101;40;Flevoland (PV);2007;152.7;100.0;32.9;29.4;22.1;19.9
102;40;Flevoland (PV);2008;155.6;100.0;33.6;30.1;22.7;20.6
103;40;Flevoland (PV);2009 voor methodewijziging;158.8;100.0;33.6;30.2;22.8;20.7
104;40;Flevoland (PV);2009 na methodewijziging;157.5;100.0;33.7;30.3;22.8;20.8
105;40;Flevoland (PV);2010;159.5;100.0;33.8;30.1;22.9;20.8
106;40;Flevoland (PV);2011;162.2;100.0;33.9;30.2;23.0;20.9
107;40;Flevoland (PV);2012;163.8;100.0;33.8;30.0;22.9;20.9
108;40;Flevoland (PV);2013;165.3;100.0;34.1;29.9;23.2;21.0
109;40;Flevoland (PV);2014;167.1;100.0;35.3;30.4;24.0;21.5
110;40;Gelderland (PV);2005;843.2;100.0;28.9;25.6;19.9;17.9
111;40;Gelderland (PV);2006;849.9;100.0;30.2;26.7;20.8;18.6
112;40;Gelderland (PV);2007;856.7;100.0;32.4;28.0;22.3;19.6
113;40;Gelderland (PV);2008;864.3;100.0;33.0;28.8;22.8;20.3
114;40;Gelderland (PV);2009 voor methodewijziging;873.1;100.0;33.0;28.9;22.8;20.5
115;40;Gelderland (PV);2009 na methodewijziging;870.5;100.0;33.2;29.0;22.9;20.6
116;40;Gelderland (PV);2010;876.9;100.0;33.1;28.8;22.9;20.5
117;40;Gelderland (PV);2011;885.3;100.0;33.0;28.9;22.9;20.7
118;40;Gelderland (PV);2012;892.6;100.0;33.2;28.8;23.1;20.8
119;40;Gelderland (PV);2013;900.1;100.0;33.2;28.6;23.1;20.8
120;40;Gelderland (PV);2014;909.1;100.0;34.6;29.0;24.1;21.2
121;40;Utrecht (PV);2005;526.1;100.0;30.6;26.4;21.4;19.0
122;40;Utrecht (PV);2006;533.0;100.0;32.1;27.6;22.5;19.9
123;40;Utrecht (PV);2007;541.0;100.0;34.5;28.9;24.1;20.9
