ID;PersoonInHuishouden;Persoonskenmerken;Perioden;ConsumentenvertrouwenIndicator_1;EconomischeSituatieLaatste12Maanden_2;EconomischeSituatieKomende12Maanden_3;FinancieleSituatieLaatste12Maanden_4;FinancieleSituatieKomende12Maanden_5;GunstigeTijdVoorGroteAankopen_6;EconomischKlimaatIndicator_7;EconomischeSituatieLaatste12Maanden_8;EconomischeSituatieKomende12Maanden_9;KoopbereidheidIndicator_10;FinancieleSituatieLaatste12Maanden_11;FinancieleSituatieKomende12Maanden_12;GunstigeTijdVoorGroteAankopen_13;TotaalEconomischeSitLaatste12Mnd_14;DuidelijkVerbeteren_15;IetsVerbeteren_16;Ongewijzigd_17;IetsVerslechterd_18;DuidelijkVerslechterd_19;WeetNiet_20;TotaalEconomischeSitKomende12Mnd_21;DuidelijkVerbeteren_22;IetsVerbeteren_23;OngewijzigdBlijven_24;IetsVerslechteren_25;DuidelijkVerslechteren_26;WeetNiet_27;TotaalFinancieleSitLaatste12Mnd_28;DuidelijkVerbeterd_29;IetsVerbeterd_30;Ongewijzigd_31;IetsVerslechterd_32;DuidelijkVerslechterd_33;WeetNiet_34;TotaalFinancieleSitKomende12Mnd_35;DuidelijkVerbeteren_36;IetsVerbeteren_37;OngewijzigdBlijven_38;IetsVerslechteren_39;DuidelijkVerslechteren_40;WeetNiet_41;TotaalGunstigeTijdVoorAankoopArt_42;GunstigeTijd_43;NietGunstigOngunstig_44;OngunstigeTijd_45;WeetNiet_46;TotaalPrijzenLaatste12Mnd_47;SterkGestegen_48;MatigGestegen_49;ZwakGestegen_50;VrijwelGelijkGebleven_51;Gedaald_52;WeetNiet_53;TotaalPrijzenKomende12Mnd_54;SterkerStijgen_55;EvenveelStijgen_56;MinderStijgen_57;GelijkBlijven_58;Dalen_59;WeetNiet_60;TotaalWerkloosheidKomende12Mnd_61;DuidelijkStijgen_62;EnigszinsStijgen_63;GelijkBlijven_64;IetsDalen_65;DuidelijkDalen_66;WeetNiet_67;TotaalFinancieleSituatieEigenHuish_68;SchuldenMaken_69;SpaarmiddelenAanspreken_70;PreciesRondkomen_71;BeetjeGeldOverhouden_72;VeelGeldOverhouden_73;WeetNiet_74;TotaalGeldOpzijLeggenKomende12Mnd_75;Jazeker_76;JaMisschien_77;WaarschijnlijkNiet_78;ZekerNiet_79;WeetNiet_80;TotaalSparenZinvol_81;Jazeker_82;JaMisschien_83;WaarschijnlijkNiet_84;ZekerNiet_85;WeetNiet_86;TotaalAankoopDuurzameArtKomendJaar_87;VeelMeer_88;EenBeetjeMeer_89;Evenveel_90;IetsMinder_91;VeelMinder_92;WeetNiet_93;TotaalAutoKopenKomende2Jaren_94;Jazeker_95;JaMisschien_96;WaarschijnlijkNiet_97;ZekerNiet_98;WeetNiet_99;TotaalWoningKopenOfBouwenKom2Jr_100;Jazeker_101;JaMisschien_102;WaarschijnlijkNiet_103;ZekerNiet_104;WeetNiet_105;TotaalOnderhoudOfVerbeteringWoning_106;Jazeker_107;JaMisschien_108;WaarschijnlijkNiet_109;ZekerNiet_110;WeetNiet_111;TotaalWaaropBezuinBijDalingInkomen_112;VoedingDrankenTabak_113;KledingSchoeisel_114;Auto_115;VakantieUitgaan_116;DuurzameArtikelen_117;OverigeBezuinigingen_118;WeetNiet_119;TotaalWaaropBezuinBijDalingInkomen_120;VoedingDrankenTabak_121;KledingSchoeisel_122;AutoEnVervoer_123;Vakantie_124;RecreatieEnCultuur_125;Overig_126;OpAllesOpNiets_127;WeetNiet_128
729;Hoofdkostwinner;55 tot 65 jaar;2011 1e kwartaal;-6.0;-18.0;12.0;-13.0;-6.0;-5.0;-3.0;-18.0;12.0;-8.0;-13.0;-6.0;-5.0;100.0;4.0;19.0;32.0;22.0;19.0;3.0;100.0;5.0;30.0;36.0;15.0;9.0;5.0;100.0;5.0;7.0;62.0;12.0;13.0;1.0;100.0;5.0;9.0;64.0;13.0;6.0;3.0;100.0;21.0;42.0;27.0;10.0;100.0;20.0;36.0;11.0;26.0;3.0;4.0;100.0;35.0;36.0;5.0;19.0;2.0;3.0;100.0;12.0;16.0;31.0;29.0;6.0;6.0;100.0;2.0;4.0;46.0;36.0;11.0;2.0;100.0;51.0;13.0;10.0;21.0;4.0;100.0;71.0;7.0;6.0;14.0;2.0;100.0;3.0;6.0;61.0;11.0;13.0;5.0;100.0;12.0;10.0;13.0;63.0;3.0;100.0;3.0;5.0;3.0;88.0;0.0;100.0;21.0;7.0;6.0;65.0;1.0;100.0;6.0;6.0;12.0;20.0;20.0;22.0;14.0;;;;;;;;;
730;Hoofdkostwinner;55 tot 65 jaar;2011 2e kwartaal;-13.0;-19.0;-9.0;-20.0;-7.0;-10.0;-14.0;-19.0;-9.0;-12.0;-20.0;-7.0;-10.0;100.0;3.0;16.0;40.0;15.0;23.0;3.0;100.0;4.0;20.0;40.0;18.0;13.0;4.0;100.0;6.0;5.0;57.0;15.0;15.0;1.0;100.0;3.0;7.0;68.0;10.0;7.0;6.0;100.0;22.0;33.0;31.0;14.0;100.0;26.0;42.0;8.0;20.0;2.0;3.0;100.0;31.0;42.0;7.0;18.0;1.0;2.0;100.0;19.0;17.0;35.0;20.0;4.0;4.0;100.0;2.0;4.0;47.0;35.0;10.0;2.0;100.0;46.0;14.0;11.0;24.0;4.0;100.0;72.0;6.0;6.0;14.0;3.0;100.0;3.0;4.0;65.0;9.0;16.0;3.0;100.0;12.0;9.0;14.0;62.0;3.0;100.0;2.0;4.0;4.0;89.0;1.0;100.0;21.0;4.0;6.0;67.0;2.0;;;;;;;;;;;;;;;;;
731;Hoofdkostwinner;55 tot 65 jaar;2011 3e kwartaal;-23.0;-42.0;-35.0;-17.0;-13.0;-9.0;-38.0;-42.0;-35.0;-13.0;-17.0;-13.0;-9.0;100.0;2.0;10.0;32.0;22.0;31.0;2.0;100.0;3.0;12.0;31.0;24.0;25.0;5.0;100.0;4.0;6.0;61.0;14.0;14.0;1.0;100.0;3.0;7.0;63.0;15.0;8.0;3.0;100.0;20.0;40.0;29.0;11.0;100.0;22.0;39.0;9.0;26.0;1.0;3.0;100.0;31.0;36.0;6.0;22.0;2.0;3.0;100.0;25.0;27.0;28.0;13.0;3.0;5.0;100.0;3.0;5.0;40.0;38.0;12.0;2.0;100.0;52.0;14.0;7.0;23.0;4.0;100.0;75.0;5.0;4.0;14.0;2.0;100.0;4.0;5.0;61.0;11.0;17.0;2.0;100.0;13.0;8.0;12.0;66.0;1.0;100.0;4.0;3.0;4.0;88.0;1.0;100.0;24.0;5.0;4.0;66.0;1.0;;;;;;;;;100.0;8.0;8.0;12.0;16.0;12.0;15.0;13.0;16.0
732;Hoofdkostwinner;55 tot 65 jaar;2011 4e kwartaal;-39.0;-74.0;-66.0;-22.0;-19.0;-16.0;-70.0;-74.0;-66.0;-19.0;-22.0;-19.0;-16.0;100.0;0.0;0.0;23.0;31.0;43.0;2.0;100.0;0.0;3.0;22.0;30.0;40.0;4.0;100.0;3.0;4.0;64.0;18.0;11.0;0.0;100.0;3.0;5.0;61.0;15.0;12.0;4.0;100.0;21.0;35.0;37.0;7.0;100.0;18.0;34.0;10.0;29.0;2.0;7.0;100.0;34.0;31.0;4.0;22.0;3.0;6.0;100.0;49.0;27.0;17.0;4.0;1.0;3.0;100.0;2.0;4.0;43.0;39.0;11.0;1.0;100.0;48.0;13.0;11.0;25.0;4.0;100.0;72.0;8.0;5.0;13.0;3.0;100.0;2.0;4.0;63.0;13.0;16.0;2.0;100.0;12.0;8.0;15.0;63.0;1.0;100.0;3.0;2.0;3.0;91.0;1.0;100.0;20.0;5.0;4.0;70.0;0.0;;;;;;;;;100.0;8.0;7.0;13.0;19.0;17.0;14.0;11.0;12.0
733;Hoofdkostwinner;55 tot 65 jaar;2011;-20.0;-38.0;-24.0;-18.0;-11.0;-10.0;-31.0;-38.0;-24.0;-13.0;-18.0;-11.0;-10.0;100.0;3.0;11.0;32.0;23.0;29.0;2.0;100.0;3.0;16.0;32.0;22.0;22.0;5.0;100.0;4.0;6.0;61.0;15.0;13.0;1.0;100.0;3.0;7.0;64.0;13.0;8.0;4.0;100.0;21.0;37.0;31.0;10.0;100.0;21.0;38.0;9.0;25.0;2.0;4.0;100.0;33.0;36.0;6.0;20.0;2.0;4.0;100.0;26.0;22.0;28.0;17.0;3.0;4.0;100.0;2.0;4.0;44.0;37.0;11.0;2.0;100.0;49.0;14.0;10.0;24.0;4.0;100.0;72.0;7.0;5.0;14.0;2.0;100.0;3.0;5.0;63.0;11.0;16.0;3.0;100.0;12.0;9.0;14.0;63.0;2.0;100.0;3.0;4.0;4.0;89.0;1.0;100.0;22.0;5.0;5.0;67.0;1.0;;;;;;;;;;;;;;;;;
734;Hoofdkostwinner;55 tot 65 jaar;2012 1e kwartaal;-40.0;-77.0;-56.0;-27.0;-26.0;-15.0;-66.0;-77.0;-56.0;-23.0;-27.0;-26.0;-15.0;100.0;0.0;1.0;18.0;32.0;46.0;2.0;100.0;2.0;6.0;25.0;26.0;38.0;3.0;100.0;4.0;3.0;57.0;16.0;19.0;1.0;100.0;2.0;4.0;58.0;18.0;15.0;2.0;100.0;21.0;38.0;36.0;6.0;100.0;17.0;38.0;9.0;30.0;1.0;5.0;100.0;28.0;37.0;4.0;23.0;3.0;4.0;100.0;56.0;23.0;13.0;3.0;1.0;3.0;100.0;3.0;5.0;42.0;35.0;13.0;1.0;100.0;49.0;13.0;10.0;25.0;2.0;100.0;75.0;6.0;5.0;12.0;3.0;100.0;2.0;4.0;59.0;12.0;19.0;3.0;100.0;10.0;9.0;14.0;65.0;1.0;100.0;2.0;3.0;4.0;90.0;1.0;100.0;18.0;5.0;5.0;70.0;1.0;;;;;;;;;100.0;7.0;7.0;15.0;15.0;15.0;22.0;8.0;12.0
735;Hoofdkostwinner;55 tot 65 jaar;2012 2e kwartaal;-39.0;-79.0;-51.0;-27.0;-21.0;-19.0;-65.0;-79.0;-51.0;-22.0;-27.0;-21.0;-19.0;100.0;0.0;1.0;18.0;26.0;53.0;2.0;100.0;2.0;7.0;28.0;24.0;36.0;4.0;100.0;3.0;3.0;60.0;18.0;15.0;0.0;100.0;4.0;4.0;60.0;16.0;13.0;3.0;100.0;21.0;34.0;40.0;5.0;100.0;20.0;38.0;9.0;27.0;2.0;4.0;100.0;35.0;33.0;6.0;21.0;3.0;1.0;100.0;53.0;28.0;13.0;2.0;1.0;2.0;100.0;2.0;5.0;44.0;35.0;12.0;3.0;100.0;52.0;13.0;10.0;23.0;4.0;100.0;73.0;7.0;4.0;13.0;2.0;100.0;3.0;5.0;61.0;13.0;15.0;2.0;100.0;10.0;9.0;13.0;65.0;2.0;100.0;4.0;4.0;4.0;87.0;1.0;100.0;22.0;5.0;5.0;68.0;1.0;;;;;;;;;100.0;10.0;8.0;15.0;19.0;14.0;14.0;11.0;10.0
736;Hoofdkostwinner;55 tot 65 jaar;2012 3e kwartaal;-31.0;-66.0;-31.0;-21.0;-19.0;-16.0;-48.0;-66.0;-31.0;-19.0;-21.0;-19.0;-16.0;100.0;0.0;3.0;26.0;27.0;41.0;2.0;100.0;2.0;12.0;33.0;22.0;23.0;7.0;100.0;3.0;5.0;60.0;17.0;14.0;0.0;100.0;3.0;5.0;59.0;16.0;11.0;6.0;100.0;20.0;34.0;36.0;10.0;100.0;17.0;39.0;10.0;30.0;1.0;3.0;100.0;36.0;30.0;6.0;22.0;2.0;4.0;100.0;49.0;28.0;15.0;4.0;1.0;2.0;100.0;1.0;5.0;44.0;35.0;12.0;2.0;100.0;50.0;13.0;9.0;24.0;5.0;100.0;75.0;7.0;4.0;11.0;3.0;100.0;2.0;4.0;61.0;10.0;20.0;3.0;100.0;11.0;9.0;13.0;66.0;2.0;100.0;2.0;3.0;3.0;91.0;1.0;100.0;20.0;4.0;5.0;70.0;1.0;;;;;;;;;100.0;12.0;8.0;15.0;12.0;18.0;22.0;7.0;7.0
737;Hoofdkostwinner;55 tot 65 jaar;2012 4e kwartaal;-42.0;-74.0;-51.0;-26.0;-29.0;-29.0;-63.0;-74.0;-51.0;-28.0;-26.0;-29.0;-29.0;100.0;0.0;1.0;22.0;23.0;52.0;1.0;100.0;1.0;9.0;25.0;26.0;35.0;5.0;100.0;4.0;4.0;57.0;17.0;17.0;0.0;100.0;2.0;5.0;53.0;17.0;19.0;3.0;100.0;15.0;34.0;44.0;6.0;100.0;19.0;38.0;11.0;28.0;1.0;4.0;100.0;38.0;29.0;7.0;21.0;3.0;2.0;100.0;62.0;24.0;9.0;3.0;1.0;1.0;100.0;3.0;5.0;43.0;34.0;14.0;2.0;100.0;48.0;16.0;9.0;24.0;3.0;100.0;73.0;7.0;4.0;14.0;2.0;100.0;3.0;3.0;58.0;14.0;19.0;3.0;100.0;8.0;8.0;17.0;63.0;3.0;100.0;2.0;4.0;5.0;89.0;1.0;100.0;22.0;8.0;6.0;63.0;2.0;;;;;;;;;100.0;7.0;8.0;13.0;18.0;12.0;18.0;12.0;12.0
738;Hoofdkostwinner;55 tot 65 jaar;2012;-38.0;-74.0;-47.0;-26.0;-24.0;-20.0;-61.0;-74.0;-47.0;-23.0;-26.0;-24.0;-20.0;100.0;0.0;1.0;21.0;27.0;48.0;2.0;100.0;2.0;8.0;28.0;24.0;33.0;5.0;100.0;4.0;4.0;59.0;17.0;16.0;0.0;100.0;3.0;5.0;58.0;17.0;15.0;4.0;100.0;19.0;35.0;39.0;7.0;100.0;18.0;38.0;9.0;29.0;1.0;4.0;100.0;34.0;33.0;6.0;22.0;3.0;3.0;100.0;55.0;26.0;13.0;3.0;1.0;2.0;100.0;2.0;5.0;43.0;35.0;13.0;2.0;100.0;50.0;14.0;9.0;24.0;3.0;100.0;74.0;7.0;4.0;13.0;2.0;100.0;3.0;4.0;60.0;12.0;18.0;3.0;100.0;10.0;9.0;15.0;65.0;2.0;100.0;3.0;4.0;4.0;89.0;1.0;100.0;21.0;6.0;5.0;68.0;1.0;;;;;;;;;100.0;9.0;8.0;14.0;17.0;15.0;17.0;11.0;10.0
739;Hoofdkostwinner;55 tot 65 jaar;2013 1e kwartaal;-42.0;-81.0;-45.0;-33.0;-28.0;-24.0;-63.0;-81.0;-45.0;-28.0;-33.0;-28.0;-24.0;100.0;0.0;1.0;16.0;22.0;59.0;2.0;100.0;1.0;10.0;30.0;24.0;32.0;3.0;100.0;3.0;5.0;51.0;19.0;22.0;1.0;100.0;3.0;5.0;52.0;20.0;16.0;5.0;100.0;19.0;30.0;43.0;8.0;100.0;21.0;40.0;7.0;26.0;2.0;4.0;100.0;22.0;35.0;7.0;30.0;3.0;3.0;100.0;68.0;21.0;7.0;3.0;1.0;1.0;100.0;2.0;6.0;42.0;36.0;12.0;3.0;100.0;46.0;15.0;11.0;24.0;3.0;100.0;68.0;7.0;6.0;17.0;2.0;100.0;1.0;5.0;60.0;14.0;18.0;2.0;100.0;10.0;8.0;14.0;66.0;2.0;100.0;2.0;3.0;3.0;92.0;0.0;100.0;22.0;5.0;6.0;66.0;1.0;;;;;;;;;100.0;8.0;7.0;12.0;19.0;13.0;17.0;12.0;11.0
740;Hoofdkostwinner;55 tot 65 jaar;2013 2e kwartaal;-36.0;-78.0;-31.0;-35.0;-17.0;-17.0;-55.0;-78.0;-31.0;-23.0;-35.0;-17.0;-17.0;100.0;0.0;2.0;17.0;22.0;58.0;2.0;100.0;2.0;14.0;34.0;20.0;27.0;4.0;100.0;4.0;4.0;47.0;18.0;25.0;1.0;100.0;3.0;6.0;62.0;13.0;12.0;4.0;100.0;21.0;33.0;39.0;7.0;100.0;21.0;38.0;6.0;28.0;3.0;4.0;100.0;16.0;31.0;8.0;38.0;4.0;3.0;100.0;62.0;23.0;10.0;3.0;1.0;1.0;100.0;3.0;8.0;43.0;34.0;10.0;2.0;100.0;45.0;14.0;9.0;28.0;3.0;100.0;61.0;6.0;9.0;21.0;3.0;100.0;3.0;5.0;61.0;12.0;16.0;1.0;100.0;10.0;8.0;13.0;69.0;1.0;100.0;2.0;4.0;4.0;89.0;1.0;100.0;25.0;5.0;4.0;65.0;1.0;;;;;;;;;100.0;9.0;7.0;16.0;15.0;16.0;16.0;11.0;12.0
741;Hoofdkostwinner;55 tot 65 jaar;2013 3e kwartaal;-36.0;-72.0;-28.0;-36.0;-23.0;-23.0;-50.0;-72.0;-28.0;-27.0;-36.0;-23.0;-23.0;100.0;0.0;2.0;22.0;21.0;53.0;1.0;100.0;2.0;15.0;35.0;20.0;25.0;3.0;100.0;4.0;3.0;50.0;18.0;25.0;1.0;100.0;2.0;4.0;61.0;13.0;16.0;4.0;100.0;20.0;29.0;43.0;9.0;100.0;20.0;37.0;6.0;28.0;3.0;5.0;100.0;18.0;32.0;6.0;34.0;5.0;5.0;100.0;52.0;29.0;13.0;4.0;1.0;1.0;100.0;3.0;7.0;41.0;37.0;11.0;2.0;100.0;50.0;13.0;8.0;25.0;3.0;100.0;64.0;9.0;5.0;21.0;2.0;100.0;3.0;5.0;59.0;13.0;18.0;3.0;100.0;10.0;8.0;11.0;70.0;1.0;100.0;3.0;4.0;3.0;90.0;0.0;100.0;23.0;5.0;3.0;69.0;0.0;;;;;;;;;100.0;9.0;6.0;14.0;19.0;15.0;13.0;13.0;11.0
742;Hoofdkostwinner;55 tot 65 jaar;2013 4e kwartaal;-25.0;-51.0;-1.0;-32.0;-21.0;-22.0;-26.0;-51.0;-1.0;-25.0;-32.0;-21.0;-22.0;100.0;1.0;8.0;30.0;21.0;38.0;2.0;100.0;4.0;24.0;39.0;13.0;16.0;4.0;100.0;3.0;5.0;52.0;18.0;22.0;1.0;100.0;3.0;5.0;59.0;16.0;13.0;3.0;100.0;19.0;33.0;41.0;7.0;100.0;14.0;33.0;9.0;37.0;3.0;4.0;100.0;20.0;25.0;9.0;38.0;4.0;4.0;100.0;43.0;29.0;16.0;8.0;1.0;3.0;100.0;2.0;5.0;43.0;35.0;13.0;1.0;100.0;47.0;13.0;12.0;26.0;3.0;100.0;63.0;8.0;8.0;19.0;3.0;100.0;2.0;5.0;62.0;15.0;16.0;1.0;100.0;8.0;8.0;13.0;70.0;2.0;100.0;3.0;4.0;4.0;87.0;1.0;100.0;19.0;6.0;6.0;68.0;1.0;;;;;;;;;100.0;9.0;7.0;14.0;18.0;15.0;16.0;10.0;11.0
743;Hoofdkostwinner;55 tot 65 jaar;2013;-35.0;-70.0;-26.0;-34.0;-22.0;-22.0;-48.0;-70.0;-26.0;-26.0;-34.0;-22.0;-22.0;100.0;0.0;3.0;21.0;22.0;52.0;2.0;100.0;2.0;16.0;34.0;19.0;25.0;3.0;100.0;3.0;4.0;50.0;18.0;23.0;1.0;100.0;3.0;5.0;58.0;16.0;14.0;4.0;100.0;20.0;31.0;41.0;8.0;100.0;19.0;37.0;7.0;30.0;3.0;4.0;100.0;19.0;31.0;8.0;35.0;4.0;4.0;100.0;56.0;26.0;11.0;4.0;1.0;2.0;100.0;3.0;7.0;42.0;35.0;12.0;2.0;100.0;47.0;14.0;10.0;26.0;3.0;100.0;64.0;8.0;7.0;19.0;3.0;100.0;2.0;5.0;61.0;14.0;17.0;2.0;100.0;10.0;8.0;13.0;69.0;1.0;100.0;3.0;4.0;4.0;89.0;1.0;100.0;22.0;5.0;5.0;67.0;1.0;;;;;;;;;100.0;9.0;7.0;14.0;18.0;15.0;16.0;12.0;11.0
744;Hoofdkostwinner;55 tot 65 jaar;2014 1e kwartaal;-10.0;-24.0;19.0;-23.0;-7.0;-13.0;-3.0;-24.0;19.0;-14.0;-23.0;-7.0;-13.0;100.0;2.0;16.0;37.0;16.0;26.0;3.0;100.0;5.0;32.0;41.0;9.0;9.0;3.0;100.0;4.0;5.0;57.0;14.0;19.0;0.0;100.0;3.0;8.0;66.0;11.0;8.0;4.0;100.0;21.0;37.0;34.0;7.0;100.0;14.0;35.0;7.0;37.0;3.0;5.0;100.0;19.0;28.0;8.0;39.0;2.0;5.0;100.0;42.0;26.0;17.0;11.0;2.0;1.0;100.0;3.0;7.0;42.0;34.0;12.0;2.0;100.0;47.0;15.0;10.0;27.0;2.0;100.0;66.0;7.0;8.0;18.0;1.0;100.0;4.0;6.0;63.0;9.0;15.0;3.0;100.0;11.0;9.0;12.0;67.0;2.0;100.0;4.0;4.0;2.0;89.0;1.0;100.0;23.0;7.0;4.0;66.0;0.0;;;;;;;;;100.0;9.0;6.0;16.0;17.0;14.0;16.0;11.0;10.0
745;Hoofdkostwinner;55 tot 65 jaar;2014 2e kwartaal;-2.0;-8.0;29.0;-21.0;-2.0;-8.0;10.0;-8.0;29.0;-10.0;-21.0;-2.0;-8.0;100.0;2.0;23.0;41.0;16.0;17.0;2.0;100.0;7.0;36.0;38.0;9.0;6.0;5.0;100.0;4.0;7.0;55.0;14.0;18.0;1.0;100.0;5.0;8.0;68.0;8.0;6.0;4.0;100.0;22.0;40.0;30.0;8.0;100.0;14.0;32.0;6.0;41.0;2.0;6.0;100.0;20.0;26.0;6.0;40.0;2.0;5.0;100.0;33.0;27.0;23.0;12.0;3.0;2.0;100.0;2.0;5.0;42.0;37.0;12.0;2.0;100.0;50.0;13.0;9.0;24.0;3.0;100.0;65.0;6.0;7.0;20.0;2.0;100.0;4.0;5.0;61.0;12.0;17.0;2.0;100.0;13.0;11.0;14.0;62.0;1.0;100.0;3.0;4.0;4.0;88.0;1.0;100.0;26.0;5.0;8.0;60.0;1.0;;;;;;;;;100.0;9.0;5.0;15.0;18.0;14.0;15.0;11.0;13.0
746;Hoofdkostwinner;55 tot 65 jaar;2014 3e kwartaal;-7.0;-5.0;8.0;-23.0;-8.0;-8.0;1.0;-5.0;8.0;-13.0;-23.0;-8.0;-8.0;100.0;3.0;22.0;42.0;11.0;19.0;3.0;100.0;5.0;26.0;42.0;11.0;12.0;6.0;100.0;4.0;7.0;55.0;15.0;19.0;0.0;100.0;3.0;7.0;68.0;9.0;9.0;3.0;100.0;21.0;39.0;30.0;10.0;100.0;12.0;31.0;8.0;42.0;2.0;6.0;100.0;22.0;26.0;5.0;38.0;3.0;7.0;100.0;23.0;22.0;29.0;21.0;3.0;3.0;100.0;3.0;7.0;43.0;36.0;12.0;1.0;100.0;45.0;12.0;8.0;30.0;4.0;100.0;56.0;7.0;7.0;26.0;4.0;100.0;3.0;4.0;65.0;11.0;16.0;2.0;100.0;9.0;7.0;16.0;66.0;2.0;100.0;4.0;5.0;3.0;88.0;1.0;100.0;20.0;5.0;5.0;70.0;0.0;;;;;;;;;100.0;10.0;6.0;13.0;21.0;14.0;15.0;13.0;9.0
747;Hoofdkostwinner;55 tot 65 jaar;2014 4e kwartaal;-9.0;-9.0;0.0;-20.0;-8.0;-6.0;-5.0;-9.0;0.0;-11.0;-20.0;-8.0;-6.0;100.0;3.0;20.0;42.0;14.0;19.0;3.0;100.0;4.0;23.0;42.0;15.0;12.0;4.0;100.0;4.0;7.0;58.0;13.0;18.0;0.0;100.0;4.0;8.0;63.0;9.0;11.0;5.0;100.0;23.0;41.0;29.0;7.0;100.0;9.0;29.0;10.0;44.0;5.0;4.0;100.0;25.0;27.0;4.0;36.0;4.0;4.0;100.0;25.0;21.0;28.0;20.0;4.0;2.0;100.0;3.0;7.0;39.0;36.0;13.0;2.0;100.0;47.0;14.0;10.0;25.0;3.0;100.0;56.0;7.0;9.0;26.0;2.0;100.0;3.0;6.0;64.0;10.0;15.0;3.0;100.0;11.0;10.0;16.0;61.0;2.0;100.0;3.0;5.0;3.0;87.0;1.0;100.0;22.0;6.0;6.0;65.0;1.0;;;;;;;;;100.0;9.0;7.0;15.0;18.0;17.0;14.0;9.0;13.0
748;Hoofdkostwinner;55 tot 65 jaar;2014;-7.0;-12.0;14.0;-22.0;-6.0;-9.0;1.0;-12.0;14.0;-12.0;-22.0;-6.0;-9.0;100.0;2.0;20.0;40.0;14.0;20.0;3.0;100.0;5.0;29.0;40.0;11.0;10.0;4.0;100.0;4.0;7.0;56.0;14.0;19.0;0.0;100.0;4.0;8.0;67.0;9.0;9.0;4.0;100.0;22.0;39.0;31.0;8.0;100.0;12.0;32.0;8.0;41.0;3.0;5.0;100.0;22.0;27.0;6.0;38.0;3.0;5.0;100.0;31.0;24.0;24.0;16.0;3.0;2.0;100.0;3.0;7.0;42.0;36.0;12.0;2.0;100.0;47.0;14.0;9.0;27.0;3.0;100.0;61.0;7.0;8.0;22.0;2.0;100.0;3.0;5.0;63.0;10.0;16.0;2.0;100.0;11.0;9.0;15.0;64.0;2.0;100.0;4.0;5.0;3.0;88.0;1.0;100.0;23.0;6.0;6.0;65.0;1.0;;;;;;;;;100.0;9.0;6.0;15.0;18.0;15.0;15.0;11.0;11.0
749;Hoofdkostwinner;55 tot 65 jaar;2015 1e kwartaal;-5.0;-13.0;8.0;-16.0;-8.0;6.0;-3.0;-13.0;8.0;-6.0;-16.0;-8.0;6.0;100.0;2.0;19.0;40.0;15.0;20.0;3.0;100.0;5.0;26.0;41.0;12.0;12.0;4.0;100.0;6.0;8.0;57.0;14.0;16.0;1.0;100.0;3.0;9.0;62.0;10.0;10.0;5.0;100.0;28.0;42.0;22.0;8.0;100.0;9.0;25.0;7.0;50.0;6.0;3.0;100.0;26.0;19.0;6.0;39.0;5.0;6.0;100.0;28.0;21.0;24.0;22.0;3.0;2.0;100.0;2.0;6.0;41.0;36.0;13.0;2.0;100.0;50.0;14.0;9.0;24.0;4.0;100.0;57.0;7.0;10.0;24.0;2.0;100.0;4.0;7.0;61.0;9.0;17.0;3.0;100.0;10.0;8.0;17.0;65.0;1.0;100.0;4.0;5.0;5.0;85.0;1.0;100.0;25.0;6.0;5.0;63.0;1.0;;;;;;;;;100.0;11.0;7.0;14.0;16.0;13.0;14.0;13.0;11.0
750;Hoofdkostwinner;55 tot 65 jaar;2015 2e kwartaal;5.0;14.0;25.0;-14.0;-2.0;3.0;19.0;14.0;25.0;-4.0;-14.0;-2.0;3.0;100.0;7.0;29.0;39.0;9.0;13.0;2.0;100.0;9.0;31.0;40.0;10.0;5.0;5.0;100.0;5.0;8.0;58.0;11.0;16.0;1.0;100.0;4.0;10.0;65.0;9.0;7.0;5.0;100.0;26.0;43.0;23.0;8.0;100.0;8.0;25.0;7.0;50.0;5.0;5.0;100.0;24.0;22.0;4.0;40.0;4.0;6.0;100.0;17.0;19.0;26.0;29.0;5.0;4.0;100.0;3.0;5.0;43.0;35.0;13.0;2.0;100.0;48.0;15.0;11.0;24.0;3.0;100.0;50.0;9.0;8.0;30.0;2.0;100.0;4.0;7.0;63.0;8.0;15.0;3.0;100.0;11.0;7.0;15.0;64.0;3.0;100.0;3.0;5.0;3.0;88.0;1.0;100.0;21.0;4.0;6.0;68.0;1.0;;;;;;;;;100.0;8.0;8.0;11.0;18.0;14.0;15.0;12.0;13.0
751;Hoofdkostwinner;55 tot 65 jaar;2015 3e kwartaal;10.0;19.0;25.0;-11.0;3.0;12.0;22.0;19.0;25.0;2.0;-11.0;3.0;12.0;100.0;7.0;33.0;37.0;9.0;11.0;2.0;100.0;8.0;30.0;41.0;8.0;5.0;6.0;100.0;6.0;9.0;58.0;11.0;16.0;1.0;100.0;6.0;12.0;64.0;8.0;6.0;4.0;100.0;29.0;44.0;17.0;9.0;100.0;6.0;23.0;9.0;52.0;5.0;5.0;100.0;31.0;22.0;4.0;36.0;3.0;5.0;100.0;16.0;18.0;28.0;30.0;6.0;3.0;100.0;1.0;5.0;41.0;37.0;14.0;2.0;100.0;54.0;13.0;9.0;23.0;1.0;100.0;55.0;7.0;7.0;28.0;2.0;100.0;3.0;6.0;66.0;10.0;13.0;2.0;100.0;11.0;9.0;14.0;63.0;2.0;100.0;3.0;4.0;4.0;88.0;1.0;100.0;24.0;6.0;7.0;62.0;1.0;;;;;;;;;100.0;9.0;7.0;16.0;15.0;17.0;13.0;12.0;12.0
