ID;Geslacht;Leeftijd;DiagnosenGGZ;RegioS;Perioden;PrimaireDiagnoses_1;PrimaireEnNevendiagnoses_2;PrimaireDiagnoses_3;PrimaireEnNevendiagnoses_4;PrimaireDiagnoses_5;PrimaireEnNevendiagnoses_6;PrimaireDiagnoses_7;PrimaireEnNevendiagnoses_8
0;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2009;1414880.0;1414880;8559.0;8559;979160.0;979160;5923.0;5923
1;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2010;1491570.0;1491570;8977.0;8977;1084730.0;1084730;6528.0;6528
2;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2011;1495650.0;1495650;8960.0;8960;1066035.0;1066035;6386.0;6386
3;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2012;1358840.0;1358840;8110.0;8110;977405.0;977405;5834.0;5834
4;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2013;1403315.0;1403315;8351.0;8351;998960.0;998960;5945.0;5945
5;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2014;1249120.0;1249120;7407.0;7407;978315.0;978315;5801.0;5801
6;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2015;866560.0;866560;5115.0;5115;621065.0;621065;3666.0;3666
7;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederland;2016;860450.0;860450;5052.0;5052;613110.0;613110;3600.0;3600
8;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2009;155980.0;155980;9114.0;9114;109885.0;109885;6421.0;6421
9;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2010;162265.0;162265;9457.0;9457;119725.0;119725;6978.0;6978
10;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2011;159505.0;159505;9283.0;9283;114765.0;114765;6679.0;6679
11;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2012;148100.0;148100;8617.0;8617;107250.0;107250;6240.0;6240
12;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2013;157145.0;157145;9145.0;9145;114530.0;114530;6666.0;6666
13;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2014;146990.0;146990;8554.0;8554;117770.0;117770;6853.0;6853
14;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2015;99150.0;99150;5769.0;5769;70025.0;70025;4074.0;4074
15;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Nederland (LD);2016;97525.0;97525;5669.0;5669;71640.0;71640;4164.0;4164
16;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2009;283600.0;283600;8083.0;8083;195145.0;195145;5562.0;5562
17;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2010;288565.0;288565;8188.0;8188;211880.0;211880;6012.0;6012
18;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2011;292015.0;292015;8255.0;8255;208380.0;208380;5891.0;5891
19;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2012;265465.0;265465;7481.0;7481;190765.0;190765;5376.0;5376
20;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2013;279550.0;279550;7860.0;7860;195420.0;195420;5495.0;5495
21;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2014;243370.0;243370;6828.0;6828;185525.0;185525;5205.0;5205
22;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2015;161765.0;161765;4523.0;4523;115815.0;115815;3238.0;3238
23;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Oost-Nederland (LD);2016;159675.0;159675;4443.0;4443;113195.0;113195;3150.0;3150
24;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2009;688680.0;688680;8888.0;8888;472825.0;472825;6102.0;6102
25;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2010;750345.0;750345;9615.0;9615;538490.0;538490;6901.0;6901
26;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2011;748620.0;748620;9530.0;9530;528460.0;528460;6727.0;6727
27;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2012;680025.0;680025;8610.0;8610;488090.0;488090;6180.0;6180
28;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2013;687545.0;687545;8666.0;8666;487300.0;487300;6142.0;6142
29;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2014;606630.0;606630;7602.0;7602;479525.0;479525;6010.0;6010
30;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2015;426500.0;426500;5309.0;5309;307705.0;307705;3830.0;3830
31;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;West-Nederland (LD);2016;423105.0;423105;5227.0;5227;301265.0;301265;3722.0;3722
32;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2009;286625.0;286625;8047.0;8047;201310.0;201310;5652.0;5652
33;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2010;290400.0;290400;8130.0;8130;214635.0;214635;6009.0;6009
34;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2011;295515.0;295515;8250.0;8250;214425.0;214425;5987.0;5987
35;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2012;265250.0;265250;7389.0;7389;191300.0;191300;5329.0;5329
36;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2013;279075.0;279075;7761.0;7761;201710.0;201710;5609.0;5609
37;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2014;252135.0;252135;6998.0;6998;195495.0;195495;5426.0;5426
38;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2015;179145.0;179145;4961.0;4961;127520.0;127520;3532.0;3532
39;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Nederland (LD);2016;180145.0;180145;4973.0;4973;127010.0;127010;3506.0;3506
40;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2009;55175.0;55175;9590.0;9590;39070.0;39070;6790.0;6790
41;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2010;59285.0;59285;10259.0;10259;43365.0;43365;7505.0;7505
42;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2011;57700.0;57700;9949.0;9949;41820.0;41820;7211.0;7211
43;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2012;53285.0;53285;9167.0;9167;38965.0;38965;6703.0;6703
44;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2013;58425.0;58425;10035.0;10035;42440.0;42440;7290.0;7290
45;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2014;54625.0;54625;9364.0;9364;42700.0;42700;7320.0;7320
46;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2015;39285.0;39285;6729.0;6729;28540.0;28540;4888.0;4888
47;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Groningen (PV);2016;39810.0;39810;6821.0;6821;30975.0;30975;5307.0;5307
48;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2009;60360.0;60360;9350.0;9350;42335.0;42335;6558.0;6558
49;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2010;58790.0;58790;9090.0;9090;43505.0;43505;6727.0;6727
50;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2011;56400.0;56400;8714.0;8714;40180.0;40180;6208.0;6208
51;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2012;51275.0;51275;7925.0;7925;36610.0;36610;5658.0;5658
52;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2013;54100.0;54100;8367.0;8367;38970.0;38970;6027.0;6027
53;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2014;52730.0;52730;8159.0;8159;43710.0;43710;6763.0;6763
54;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2015;34820.0;34820;5389.0;5389;22365.0;22365;3461.0;3461
55;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Fryslân (PV);2016;35315.0;35315;5463.0;5463;24095.0;24095;3727.0;3727
56;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2009;40440.0;40440;8246.0;8246;28480.0;28480;5807.0;5807
57;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2010;44190.0;44190;8996.0;8996;32850.0;32850;6688.0;6688
58;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2011;45405.0;45405;9246.0;9246;32765.0;32765;6671.0;6671
59;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2012;43540.0;43540;8879.0;8879;31680.0;31680;6460.0;6460
60;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2013;44620.0;44620;9116.0;9116;33120.0;33120;6767.0;6767
61;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2014;39635.0;39635;8109.0;8109;31360.0;31360;6416.0;6416
62;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2015;25040.0;25040;5125.0;5125;19120.0;19120;3913.0;3913
63;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Drenthe (PV);2016;22400.0;22400;4569.0;4569;16575.0;16575;3381.0;3381
64;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2009;84620.0;84620;7503.0;7503;57130.0;57130;5065.0;5065
65;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2010;84420.0;84420;7455.0;7455;61630.0;61630;5442.0;5442
66;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2011;89585.0;89585;7886.0;7886;62785.0;62785;5526.0;5526
67;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2012;84115.0;84115;7388.0;7388;59995.0;59995;5270.0;5270
68;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2013;87685.0;87685;7695.0;7695;61110.0;61110;5363.0;5363
69;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2014;76500.0;76500;6710.0;6710;58030.0;58030;5089.0;5089
70;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2015;48655.0;48655;4259.0;4259;34850.0;34850;3050.0;3050
71;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Overijssel (PV);2016;46910.0;46910;4094.0;4094;33160.0;33160;2893.0;2893
72;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2009;30545.0;30545;7920.0;7920;20790.0;20790;5391.0;5391
73;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2010;34710.0;34710;8902.0;8902;25050.0;25050;6424.0;6424
74;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2011;35085.0;35085;8911.0;8911;25040.0;25040;6360.0;6360
75;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2012;31675.0;31675;7979.0;7979;23280.0;23280;5864.0;5864
76;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2013;33815.0;33815;8472.0;8472;23140.0;23140;5797.0;5797
77;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2014;27760.0;27760;6925.0;6925;20915.0;20915;5218.0;5218
78;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2015;18190.0;18190;4515.0;4515;12965.0;12965;3218.0;3218
79;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Flevoland (PV);2016;17735.0;17735;4369.0;4369;12240.0;12240;3015.0;3015
80;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2009;168435.0;168435;8443.0;8443;117220.0;117220;5876.0;5876
81;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2010;169430.0;169430;8464.0;8464;125200.0;125200;6254.0;6254
82;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2011;167345.0;167345;8335.0;8335;120555.0;120555;6005.0;6005
83;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2012;149675.0;149675;7434.0;7434;107490.0;107490;5339.0;5339
84;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2013;158050.0;158050;7833.0;7833;111170.0;111170;5510.0;5510
85;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2014;139110.0;139110;6876.0;6876;106580.0;106580;5268.0;5268
