ID;Geslacht;Leeftijdsklasse;Opleidingsniveau;Ontslagjaar;Perioden;PersonenNaOntslagWeerWerkzaam_1;PersonenNaOntslagNietWerkzaam_2
0;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;51.0;49.0
1;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;57.0;43.0
2;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;61.0;39.0
3;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;67.0;33.0
4;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;65.0;35.0
5;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
6;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;53.0;47.0
7;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;60.0;40.0
8;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;68.0;32.0
9;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;69.0;31.0
10;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
11;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
12;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;58.0;42.0
13;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;64.0;36.0
14;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;67.0;33.0
15;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
16;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
17;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
18;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;65.0;35.0
19;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;68.0;32.0
20;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
21;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
22;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
23;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
24;Totaal mannen en vrouwen;0;Lager opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;63.0;37.0
25;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;61.0;39.0
26;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;69.0;31.0
27;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;74.0;26.0
28;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;78.0;22.0
29;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;80.0;20.0
30;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
31;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;63.0;37.0
32;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;70.0;30.0
33;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;76.0;24.0
34;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;78.0;22.0
35;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
36;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
37;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;65.0;35.0
38;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;73.0;27.0
39;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;75.0;25.0
40;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
41;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
42;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
43;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;71.0;29.0
44;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;73.0;27.0
45;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
46;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
47;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
48;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
49;Totaal mannen en vrouwen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;72.0;28.0
50;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;71.0;29.0
51;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;79.0;21.0
52;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;82.0;18.0
53;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;84.0;16.0
54;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;83.0;17.0
55;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
56;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;62.0;38.0
57;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;72.0;28.0
58;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;76.0;24.0
59;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;76.0;24.0
60;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
61;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
62;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;72.0;28.0
63;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;76.0;24.0
64;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;78.0;22.0
65;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
66;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
67;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
68;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;77.0;23.0
69;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;79.0;21.0
70;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
71;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
72;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
73;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
74;Totaal mannen en vrouwen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;76.0;24.0
75;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;59.0;41.0
76;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;67.0;33.0
77;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;75.0;25.0
78;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;81.0;19.0
79;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;80.0;20.0
80;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
81;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;62.0;38.0
82;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;71.0;29.0
83;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;81.0;19.0
84;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;83.0;17.0
85;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
86;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
87;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;68.0;32.0
88;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;76.0;24.0
89;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;78.0;22.0
90;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
91;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
92;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
93;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;70.0;30.0
94;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;73.0;27.0
95;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
96;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
97;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
98;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
99;Totaal mannen en vrouwen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;66.0;34.0
100;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;66.0;34.0
101;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;76.0;24.0
102;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;81.0;19.0
103;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;85.0;15.0
104;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;87.0;13.0
105;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
106;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;70.0;30.0
107;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;78.0;22.0
108;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;83.0;17.0
109;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;86.0;14.0
110;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
111;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
112;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;72.0;28.0
113;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;79.0;21.0
114;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;82.0;18.0
115;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
116;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
117;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
118;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;75.0;25.0
119;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;77.0;23.0
120;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
121;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
122;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
123;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
124;Totaal mannen en vrouwen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;76.0;24.0
125;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;76.0;24.0
126;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;85.0;15.0
127;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;88.0;12.0
128;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;90.0;10.0
129;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;89.0;11.0
130;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
131;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;75.0;25.0
132;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;86.0;14.0
133;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;89.0;11.0
134;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;89.0;11.0
135;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
136;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
137;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;82.0;18.0
138;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;86.0;14.0
139;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;86.0;14.0
140;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
141;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
142;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
143;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;84.0;16.0
144;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;85.0;15.0
145;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
146;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
147;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
148;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
149;Totaal mannen en vrouwen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;84.0;16.0
150;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;38.0;62.0
151;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;45.0;55.0
152;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;47.0;53.0
153;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;55.0;45.0
154;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;56.0;44.0
155;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
156;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;41.0;59.0
157;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;46.0;54.0
158;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;56.0;44.0
159;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;58.0;42.0
160;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
161;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
162;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;44.0;56.0
163;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;52.0;48.0
