ID;GeboortegeneratieVrouwen;LeeftijdVanDeMoederOp31December;BurgerlijkeStaatVanDeMoeder;VolgordeVanGeboorteUitDeMoeder;LevendGeborenKinderen_1;LevendGeborenKinderenPerVrouw_2
0;1935;Totaal;Totaal burgerlijke staat;Totaal;187757;2.499169
1;1935;Totaal;Totaal burgerlijke staat;Eerste kind;66699;0.883256
2;1935;Totaal;Totaal burgerlijke staat;Tweede kind;58612;0.780994
3;1935;Totaal;Totaal burgerlijke staat;Derde kind;34153;0.456382
4;1935;Totaal;Totaal burgerlijke staat;Vierde of volgende kind;28293;0.378537
5;1935;Totaal;Moeder gehuwd;Totaal;184764;2.459701
6;1935;Totaal;Moeder gehuwd;Eerste kind;64698;0.857003
7;1935;Totaal;Moeder gehuwd;Tweede kind;58211;0.775672
8;1935;Totaal;Moeder gehuwd;Derde kind;33937;0.453502
9;1935;Totaal;Moeder gehuwd;Vierde of volgende kind;27918;0.373524
10;1935;Totaal;Niet-gehuwd;Totaal;2993;0.039468
11;1935;Totaal;Niet-gehuwd;Eerste kind;2001;0.026253
12;1935;Totaal;Niet-gehuwd;Tweede kind;401;0.005322
13;1935;Totaal;Niet-gehuwd;Derde kind;216;0.00288
14;1935;Totaal;Niet-gehuwd;Vierde of volgende kind;375;0.005013
15;1935;Jonger dan 16 jaar;Totaal burgerlijke staat;Totaal;21;0.000271
16;1935;Jonger dan 16 jaar;Totaal burgerlijke staat;Eerste kind;21;0.000271
17;1935;Jonger dan 16 jaar;Totaal burgerlijke staat;Tweede kind;0;0.0
18;1935;Jonger dan 16 jaar;Totaal burgerlijke staat;Derde kind;0;0.0
19;1935;Jonger dan 16 jaar;Totaal burgerlijke staat;Vierde of volgende kind;0;0.0
20;1935;Jonger dan 16 jaar;Moeder gehuwd;Totaal;3;3.9e-05
21;1935;Jonger dan 16 jaar;Moeder gehuwd;Eerste kind;3;3.9e-05
22;1935;Jonger dan 16 jaar;Moeder gehuwd;Tweede kind;0;0.0
23;1935;Jonger dan 16 jaar;Moeder gehuwd;Derde kind;0;0.0
24;1935;Jonger dan 16 jaar;Moeder gehuwd;Vierde of volgende kind;0;0.0
25;1935;Jonger dan 16 jaar;Niet-gehuwd;Totaal;18;0.000232
26;1935;Jonger dan 16 jaar;Niet-gehuwd;Eerste kind;18;0.000232
27;1935;Jonger dan 16 jaar;Niet-gehuwd;Tweede kind;0;0.0
28;1935;Jonger dan 16 jaar;Niet-gehuwd;Derde kind;0;0.0
29;1935;Jonger dan 16 jaar;Niet-gehuwd;Vierde of volgende kind;0;0.0
30;1935;16 jaar;Totaal burgerlijke staat;Totaal;87;0.001119
31;1935;16 jaar;Totaal burgerlijke staat;Eerste kind;86;0.001106
32;1935;16 jaar;Totaal burgerlijke staat;Tweede kind;1;1.3e-05
33;1935;16 jaar;Totaal burgerlijke staat;Derde kind;0;0.0
34;1935;16 jaar;Totaal burgerlijke staat;Vierde of volgende kind;0;0.0
35;1935;16 jaar;Moeder gehuwd;Totaal;39;0.000502
36;1935;16 jaar;Moeder gehuwd;Eerste kind;38;0.000489
37;1935;16 jaar;Moeder gehuwd;Tweede kind;1;1.3e-05
38;1935;16 jaar;Moeder gehuwd;Derde kind;0;0.0
39;1935;16 jaar;Moeder gehuwd;Vierde of volgende kind;0;0.0
40;1935;16 jaar;Niet-gehuwd;Totaal;48;0.000617
41;1935;16 jaar;Niet-gehuwd;Eerste kind;48;0.000617
42;1935;16 jaar;Niet-gehuwd;Tweede kind;0;0.0
43;1935;16 jaar;Niet-gehuwd;Derde kind;0;0.0
44;1935;16 jaar;Niet-gehuwd;Vierde of volgende kind;0;0.0
45;1935;17 jaar;Totaal burgerlijke staat;Totaal;373;0.004808
