ID;Functies;Financiering;Perioden;UitgavenZorg_1
0;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2005;67614.0
1;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2006;70722.0
2;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2007;74643.0
3;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2008;79755.0
4;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2009;83884.0
5;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2010;87342.0
6;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2011;89330.0
7;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2012;92767.0
8;Totaal zorgrekeningen;Totaal alle financieringsbronnen;2013;93901.0
9;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2005;67509.0
10;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2006;70627.0
11;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2007;74556.0
12;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2008;79665.0
13;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2009;83800.0
14;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2010;87234.0
15;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2011;89226.0
16;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2012;92664.0
17;Totaal zorgrekeningen;Totaal financiering van ingezetenen;2013;93797.0
18;Totaal zorgrekeningen;HF1: Publieke sector;2005;47725.0
19;Totaal zorgrekeningen;HF1: Publieke sector;2006;58110.0
20;Totaal zorgrekeningen;HF1: Publieke sector;2007;61423.0
21;Totaal zorgrekeningen;HF1: Publieke sector;2008;65822.0
22;Totaal zorgrekeningen;HF1: Publieke sector;2009;69734.0
23;Totaal zorgrekeningen;HF1: Publieke sector;2010;72734.0
24;Totaal zorgrekeningen;HF1: Publieke sector;2011;74147.0
25;Totaal zorgrekeningen;HF1: Publieke sector;2012;77271.0
26;Totaal zorgrekeningen;HF1: Publieke sector;2013;78806.0
27;Totaal zorgrekeningen;HF11: Overheid;2005;8119.0
28;Totaal zorgrekeningen;HF11: Overheid;2006;8206.0
29;Totaal zorgrekeningen;HF11: Overheid;2007;10724.0
30;Totaal zorgrekeningen;HF11: Overheid;2008;11328.0
31;Totaal zorgrekeningen;HF11: Overheid;2009;12390.0
32;Totaal zorgrekeningen;HF11: Overheid;2010;12712.0
33;Totaal zorgrekeningen;HF11: Overheid;2011;12909.0
34;Totaal zorgrekeningen;HF11: Overheid;2012;12306.0
35;Totaal zorgrekeningen;HF11: Overheid;2013;11374.0
36;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2005;39606.0
37;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2006;49904.0
38;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2007;50699.0
39;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2008;54494.0
40;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2009;57345.0
41;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2010;60022.0
42;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2011;61238.0
43;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2012;64965.0
44;Totaal zorgrekeningen;HF12: Sociale verzekering, zekerheid;2013;67432.0
45;Totaal zorgrekeningen;HF121a: AWBZ;2005;22052.0
46;Totaal zorgrekeningen;HF121a: AWBZ;2006;23177.0
47;Totaal zorgrekeningen;HF121a: AWBZ;2007;23007.0
48;Totaal zorgrekeningen;HF121a: AWBZ;2008;22169.0
49;Totaal zorgrekeningen;HF121a: AWBZ;2009;23201.0
50;Totaal zorgrekeningen;HF121a: AWBZ;2010;24469.0
51;Totaal zorgrekeningen;HF121a: AWBZ;2011;25368.0
52;Totaal zorgrekeningen;HF121a: AWBZ;2012;28070.0
53;Totaal zorgrekeningen;HF121a: AWBZ;2013;27444.0
54;Totaal zorgrekeningen;HF121b: Ziekenfonds;2005;17554.0
55;Totaal zorgrekeningen;HF121b: Ziekenfonds;2006;
56;Totaal zorgrekeningen;HF121b: Ziekenfonds;2007;
57;Totaal zorgrekeningen;HF121b: Ziekenfonds;2008;
58;Totaal zorgrekeningen;HF121b: Ziekenfonds;2009;
59;Totaal zorgrekeningen;HF121b: Ziekenfonds;2010;
60;Totaal zorgrekeningen;HF121b: Ziekenfonds;2011;
61;Totaal zorgrekeningen;HF121b: Ziekenfonds;2012;
62;Totaal zorgrekeningen;HF121b: Ziekenfonds;2013;
63;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2005;
64;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2006;26727.0
65;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2007;27693.0
66;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2008;32325.0
67;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2009;34143.0
68;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2010;35553.0
69;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2011;35871.0
70;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2012;36895.0
71;Totaal zorgrekeningen;HF122: Zorgverzekeringswet;2013;39989.0
72;Totaal zorgrekeningen;HF2: Private sector;2005;19785.0
73;Totaal zorgrekeningen;HF2: Private sector;2006;12517.0
74;Totaal zorgrekeningen;HF2: Private sector;2007;13133.0
75;Totaal zorgrekeningen;HF2: Private sector;2008;13843.0
76;Totaal zorgrekeningen;HF2: Private sector;2009;14066.0
77;Totaal zorgrekeningen;HF2: Private sector;2010;14500.0
78;Totaal zorgrekeningen;HF2: Private sector;2011;15079.0
79;Totaal zorgrekeningen;HF2: Private sector;2012;15392.0
80;Totaal zorgrekeningen;HF2: Private sector;2013;14991.0
81;Totaal zorgrekeningen;HF21: Private sociale verzekering;2005;3300.0
82;Totaal zorgrekeningen;HF21: Private sociale verzekering;2006;
83;Totaal zorgrekeningen;HF21: Private sociale verzekering;2007;
84;Totaal zorgrekeningen;HF21: Private sociale verzekering;2008;
85;Totaal zorgrekeningen;HF21: Private sociale verzekering;2009;
86;Totaal zorgrekeningen;HF21: Private sociale verzekering;2010;
87;Totaal zorgrekeningen;HF21: Private sociale verzekering;2011;
88;Totaal zorgrekeningen;HF21: Private sociale verzekering;2012;
89;Totaal zorgrekeningen;HF21: Private sociale verzekering;2013;
90;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2005;5776.0
91;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2006;2904.0
92;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2007;3146.0
93;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2008;3154.0
94;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2009;3384.0
95;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2010;3407.0
96;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2011;3736.0
97;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2012;3854.0
98;Totaal zorgrekeningen;HF22: Particuliere ziekteverzekering;2013;3648.0
99;Totaal zorgrekeningen;HF23: Eigen betalingen;2005;7241.0
100;Totaal zorgrekeningen;HF23: Eigen betalingen;2006;6896.0
101;Totaal zorgrekeningen;HF23: Eigen betalingen;2007;7237.0
102;Totaal zorgrekeningen;HF23: Eigen betalingen;2008;7913.0
103;Totaal zorgrekeningen;HF23: Eigen betalingen;2009;7870.0
104;Totaal zorgrekeningen;HF23: Eigen betalingen;2010;8191.0
105;Totaal zorgrekeningen;HF23: Eigen betalingen;2011;8544.0
106;Totaal zorgrekeningen;HF23: Eigen betalingen;2012;8728.0
107;Totaal zorgrekeningen;HF23: Eigen betalingen;2013;8536.0
108;Totaal zorgrekeningen;HF24: Non-profit instellingen;2005;1202.0
109;Totaal zorgrekeningen;HF24: Non-profit instellingen;2006;1336.0
110;Totaal zorgrekeningen;HF24: Non-profit instellingen;2007;1344.0
111;Totaal zorgrekeningen;HF24: Non-profit instellingen;2008;1373.0
112;Totaal zorgrekeningen;HF24: Non-profit instellingen;2009;1317.0
113;Totaal zorgrekeningen;HF24: Non-profit instellingen;2010;1364.0
114;Totaal zorgrekeningen;HF24: Non-profit instellingen;2011;1295.0
115;Totaal zorgrekeningen;HF24: Non-profit instellingen;2012;1366.0
116;Totaal zorgrekeningen;HF24: Non-profit instellingen;2013;1404.0
117;Totaal zorgrekeningen;HF25: Bedrijven;2005;2265.0
118;Totaal zorgrekeningen;HF25: Bedrijven;2006;1381.0
119;Totaal zorgrekeningen;HF25: Bedrijven;2007;1406.0
120;Totaal zorgrekeningen;HF25: Bedrijven;2008;1403.0
121;Totaal zorgrekeningen;HF25: Bedrijven;2009;1495.0
122;Totaal zorgrekeningen;HF25: Bedrijven;2010;1539.0
123;Totaal zorgrekeningen;HF25: Bedrijven;2011;1505.0
124;Totaal zorgrekeningen;HF25: Bedrijven;2012;1445.0
125;Totaal zorgrekeningen;HF25: Bedrijven;2013;1403.0
126;Totaal zorgrekeningen;"Buitenland; uitvoer";2005;105.0
127;Totaal zorgrekeningen;"Buitenland; uitvoer";2006;95.0
128;Totaal zorgrekeningen;"Buitenland; uitvoer";2007;87.0
129;Totaal zorgrekeningen;"Buitenland; uitvoer";2008;90.0
130;Totaal zorgrekeningen;"Buitenland; uitvoer";2009;84.0
131;Totaal zorgrekeningen;"Buitenland; uitvoer";2010;107.0
132;Totaal zorgrekeningen;"Buitenland; uitvoer";2011;103.0
133;Totaal zorgrekeningen;"Buitenland; uitvoer";2012;103.0
134;Totaal zorgrekeningen;"Buitenland; uitvoer";2013;104.0
135;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2005;51913.0
136;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2006;53954.0
137;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2007;57050.0
138;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2008;60754.0
139;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2009;63187.0
140;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2010;65818.0
141;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2011;67338.0
142;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2012;70727.0
143;Totaal uitgaven gebruik gezondheidszorg;Totaal alle financieringsbronnen;2013;72042.0
144;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2005;51810.0
145;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2006;53863.0
146;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2007;56966.0
147;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2008;60667.0
148;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2009;63106.0
149;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2010;65714.0
150;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2011;67238.0
151;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2012;70627.0
152;Totaal uitgaven gebruik gezondheidszorg;Totaal financiering van ingezetenen;2013;71941.0
153;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2005;36126.0
154;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2006;45439.0
155;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2007;48155.0
156;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2008;51548.0
157;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2009;54198.0
158;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2010;56573.0
159;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2011;57615.0
160;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2012;60607.0
161;Totaal uitgaven gebruik gezondheidszorg;HF1: Publieke sector;2013;62134.0
162;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2005;2654.0
163;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2006;2808.0
164;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2007;4539.0
165;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2008;4874.0
166;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2009;5192.0
167;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2010;5355.0
168;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2011;5592.0
169;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2012;5379.0
170;Totaal uitgaven gebruik gezondheidszorg;HF11: Overheid;2013;4616.0
171;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2005;33473.0
172;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2006;42631.0
173;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2007;43616.0
174;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2008;46674.0
175;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2009;49006.0
176;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2010;51218.0
177;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2011;52023.0
178;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2012;55228.0
179;Totaal uitgaven gebruik gezondheidszorg;HF12: Sociale verzekering, zekerheid;2013;57517.0
180;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2005;16624.0
181;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2006;17464.0
182;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2007;17493.0
183;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2008;16233.0
184;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2009;16849.0
