ID;SoortMisdrijf;SoortVerdachte;LeeftijdVerdachte;Perioden;TotaalOpgelegdeSancties_1;GeldboeteOnvoorwaardelijk_2;GeldboeteGedeeltelijkOnvoorwaardelijk_3;GeldboeteVoorwaardelijk_4;GevangenisstrafOnvoorwaardelijk_5;GevangenisstrafGedeeltelijkOnvoorw_6;GevangenisstrafVoorwaardelijk_7;JeugddetentieOnvoorwaardelijk_8;JeugddetentieGedeeltelijkOnvoorw_9;JeugddetentieVoorwaardelijk_10;Werkstraf_11;Leerstraf_12;OverigeHoofdstraffen_13;TBSOnvoorwaardelijk_14;TBSVoorwaardelijk_15;PlaatsingInInrichtingVoorJeugdigen_16;PlaatsingInInrStelselmatigeDaders_17;OnttrekkingAanVerkeer_18;BetalingAanDeStaat_19;OverigeMaatregelen_20;OntzeggingOnvoorwaardelijk_21;OntzeggingGedeeltelijkVoorwaardelijk_22;OntzeggingVoorwaardelijk_23;Verbeurdverklaring_24;StilleggingVanDeOnderneming_25;OverigeBijkomendeStraffen_26;StrafOnbekend_27;TotaalGevangenisstraf_28;TotaalTot6Weken_29;KorterDan1Week_30;k_1Tot2Weken_31;k_2Tot3Weken_32;k_3WekenTot1Maand_33;k_1MaandTot6Weken_34;Totaal6WekenTot6Maanden_35;k_6WekenTot2Maanden_36;k_2Tot3Maanden_37;k_3Tot4Maanden_38;k_4Tot5Maanden_39;k_5Tot6Maanden_40;Totaal6MaandenTot3Jaar_41;k_6Tot9Maanden_42;k_9MaandenTot1Jaar_43;k_1Tot15Jaar_44;k_15Tot2Jaar_45;k_2Tot3Jaar_46;Totaal3JaarOfLanger_47;k_3Tot4Jaar_48;k_4Tot6Jaar_49;k_6Tot8Jaar_50;k_8JaarOfLanger_51;TotaalJeugddetentie_52;MinderDan1Maand_53;k_1Tot3Maanden_54;k_3Tot6Maanden_55;k_6MaandenOfLanger_56;TotaalMinderDan113Euro_57;MinderDan22Euro_58;k_22Tot45Euro_59;k_45Tot68Euro_60;k_68Tot90Euro_61;k_90Tot113Euro_62;Totaal113Tot226Euro_63;k_113Tot136Euro_64;k_136Tot158Euro_65;k_158Tot181Euro_66;k_181Tot204Euro_67;k_204Tot226Euro_68;Totaal226Tot453Euro_69;k_226Tot272Euro_70;k_272Tot317Euro_71;k_317Tot363Euro_72;k_363Tot408Euro_73;k_408Tot453Euro_74;Totaal453Tot2268Euro_75;k_453Tot680Euro_76;k_680Tot907Euro_77;k_907Tot1361Euro_78;k_1361Tot1815Euro_79;k_1815Tot2268Euro_80;Totaal2268EuroOfMeer_81;k_2268Tot4537Euro_82;k_4537EuroOfMeer_83;TotaalOntzeggingRijbevoegdheid_84;KorterDan1Maand_85;k_1Tot2Maanden_86;k_2Tot3Maanden_87;k_3Tot4Maanden_88;k_4Tot5Maanden_89;k_5Tot6Maanden_90;k_6Tot7Maanden_91;k_7Tot8Maanden_92;k_8Tot9Maanden_93;k_9Tot10Maanden_94;k_10Tot11Maanden_95;k_11MaandenTot1Jaar_96;k_1Tot15Jaar_97;k_15Tot2Jaar_98;k_2JaarOfLanger_99
0;Misdrijven, totaal;Totaal;Totaal leeftijd;1994;128580;41185;4345;2530;19185;4785;16660;0;0;0;10730;0;4070;230;0;85;0;3590;2635;140;6015;2495;5400;3550;45;5;895;23965;8720;30;1305;2790;2875;1720;8670;1750;2530;2245;1540;610;5610;1505;1495;1320;475;820;965;590;150;120;105;0;0;0;0;0;5135;85;585;1600;1375;1485;9110;3010;2650;1170;2060;220;14890;6885;2280;4365;940;420;15620;7355;4680;2845;570;170;780;345;435;8510;10;65;150;860;385;255;2765;70;95;2250;35;805;535;30;205
1;Misdrijven, totaal;Totaal;Totaal leeftijd;1995;134550;41610;4585;2550;20355;4945;17455;75;65;280;13885;70;3835;240;0;100;0;2955;2910;120;6300;2460;5710;3160;45;15;825;25280;9350;25;1570;2980;2980;1795;9165;1835;2650;2325;1650;705;5795;1460;1605;1415;480;835;970;580;160;120;110;115;20;30;55;15;5060;115;580;1410;1355;1600;8945;3030;2880;1000;1755;280;15090;6680;2495;4435;985;505;16375;7555;4995;3095;555;175;725;320;405;8760;15;75;140;855;435;255;2850;80;95;2295;35;860;510;40;220
2;Misdrijven, totaal;Totaal;Totaal leeftijd;1996;140770;41710;4970;3000;19505;5020;17335;375;495;1965;17125;395;720;340;0;205;0;3035;5050;80;6450;2585;6245;3355;55;10;755;24525;9415;40;1905;3110;2520;1840;8470;1705;2580;2130;1435;620;5660;1340;1735;1345;485;755;975;580;140;140;115;865;130;270;315;150;4545;110;470;1460;1100;1405;8775;2895;3000;980;1575;325;15775;6820;2820;4290;1305;540;16930;8060;4795;3255;650;170;645;325;320;9035;25;90;180;890;510;285;2970;75;105;2235;30;895;470;35;230
3;Misdrijven, totaal;Totaal;Totaal leeftijd;1997;145020;44010;4355;3025;18920;5190;17220;375;495;2135;17975;585;215;300;0;195;0;2920;6370;105;7205;2360;6895;3270;45;10;855;24105;9645;45;2120;3100;2675;1705;7840;1545;2375;2000;1335;590;5630;1350;1650;1390;555;680;985;590;140;130;125;870;135;250;295;195;3630;80;385;1110;875;1185;8460;2645;2810;975;1670;355;17495;7850;3290;3715;2170;475;18100;8770;5165;3305;685;180;675;350;325;9565;10;80;170;805;475;275;3250;70;95;2585;40;1055;455;35;165
4;Misdrijven, totaal;Totaal;Totaal leeftijd;1998;146375;41935;4450;3015;19320;5650;17325;375;540;2520;18060;745;195;190;0;245;0;2950;8305;90;6710;2440;6975;3195;35;15;1095;24965;10645;45;2520;3450;2945;1685;7930;1685;2390;1950;1320;585;5530;1310;1785;1305;525;605;860;525;110;115;110;910;120;255;310;225;3185;50;305;990;805;1035;8010;2535;2520;1160;1365;435;15965;7375;2420;3400;1995;770;18470;8805;5150;3635;685;195;755;385;375;9145;15;60;160;800;525;245;3040;90;100;2500;40;1020;355;35;160
5;Misdrijven, totaal;Totaal;Totaal leeftijd;1999;155665;42480;4630;3215;21535;5805;18550;375;635;2800;20745;830;245;220;0;235;0;2775;10045;95;6880;2535;6965;3125;35;5;905;27345;12490;85;3015;3920;3705;1765;8665;1995;2730;1930;1370;640;5265;1295;1550;1235;480;705;925;535;140;115;135;1005;145;240;370;255;3055;25;250;935;910;935;7975;2325;2380;1470;1330;470;15875;6945;2585;3690;1580;1080;19405;8945;5460;4010;790;195;795;435;360;9415;10;70;180;780;615;275;3095;85;95;2490;40;1080;415;45;145
6;Misdrijven, totaal;Totaal;Totaal leeftijd;2000;155270;43445;4660;3165;21480;5960;17160;400;600;2995;19815;955;225;220;0;220;0;2895;10380;85;6840;2730;7155;2940;25;10;910;27440;13000;80;3060;4460;3555;1845;8390;2080;2485;1950;1295;580;5175;1345;1550;1150;530;605;875;505;125;110;135;1000;180;225;345;250;2805;15;185;755;910;945;8130;2120;2295;1870;1220;625;16655;6925;2700;4165;1560;1305;19830;9015;5575;4225;815;200;685;385;300;9570;20;85;195;825;595;340;2985;105;165;2345;70;1145;445;55;195
7;Misdrijven, totaal;Totaal;Totaal leeftijd;2001;159625;40860;4605;3270;23510;6550;15610;595;1035;2775;22970;1405;200;275;0;195;55;3200;12325;85;6565;3010;6660;3260;25;10;570;30060;12810;115;3105;4065;3540;1990;10280;2300;3600;2160;1510;705;5915;1540;1735;1325;635;680;1055;595;155;150;155;1630;335;475;525;295;2860;20;180;670;910;1085;7525;1510;2275;1900;1255;590;15315;6160;3155;3430;1385;1185;18985;8155;5405;4315;885;225;775;395;380;9580;45;125;230;825;645;310;2840;125;170;2275;95;1060;565;75;190
8;Misdrijven, totaal;Totaal;Totaal leeftijd;2002;169195;40345;3675;3210;26340;7745;14725;635;1220;3245;26435;1700;190;280;0;210;130;3750;14165;100;6670;3295;6505;3980;30;20;595;34075;13995;150;3650;4250;3520;2430;11640;2475;4130;2495;1710;835;7240;1940;2100;1500;805;895;1200;695;170;170;160;1855;445;585;520;305;3405;30;195;940;455;1790;8920;1420;2365;1340;2215;1575;12665;4600;2720;1780;2430;1135;18230;7955;5470;3805;720;280;805;375;430;9960;25;145;290;870;610;315;3100;150;175;2285;115;1110;510;65;200
9;Misdrijven, totaal;Totaal;Totaal leeftijd;2003;194860;47725;4495;3625;29220;8380;16025;585;1230;3790;31690;1575;285;305;0;205;85;3985;16935;135;7565;3725;7700;4775;45;10;765;37600;15130;175;3970;4520;3815;2655;13430;2795;4535;3035;2050;1020;7655;2255;2225;1600;760;810;1385;770;225;180;205;1815;540;615;425;235;3940;25;210;965;710;2030;10660;1685;3025;1485;2540;1920;15830;5405;3560;2535;3125;1200;20990;10050;6010;3845;760;325;795;370;430;11285;95;180;290;1010;750;395;3310;400;425;2195;305;1080;555;100;195
10;Misdrijven, totaal;Totaal;Totaal leeftijd;2004;193580;46805;4355;3790;25205;8770;15990;685;1385;4245;34995;1700;245;325;0;255;145;3420;17890;115;7330;3465;7670;3995;45;15;735;33970;13070;205;2995;3815;3570;2485;12170;2595;3565;2975;2070;960;7405;2145;2155;1500;715;890;1330;710;250;180;190;2070;565;715;530;260;3940;35;180;930;770;2030;10750;1630;3085;1490;2380;2160;15995;5630;3705;2745;2665;1245;19605;9915;5375;3320;690;305;875;405;470;10795;55;155;285;995;840;435;2960;795;710;1370;520;890;530;90;175
11;Misdrijven, totaal;Totaal;Totaal leeftijd;2005;191670;46480;4340;3835;20705;8820;16480;655;1670;3610;39060;1435;275;255;0;300;420;3185;17575;105;7135;3345;7850;3445;25;10;655;29515;11125;270;2305;3280;3210;2060;10755;2375;3155;2730;1685;810;6530;2045;1800;1275;695;720;1105;580;200;160;160;2330;685;835;520;290;3870;15;295;710;1045;1805;10990;1585;3045;1335;2515;2510;15665;5650;3675;2745;2570;1020;19365;9865;5270;3150;780;295;925;460;465;10480;60;160;335;890;880;360;2855;740;835;1360;515;730;520;85;155
12;Misdrijven, totaal;Totaal;Totaal leeftijd;2006;190280;46335;4190;4350;16900;9075;15795;630;1390;2845;42350;1285;300;250;0;255;450;3165;17155;105;6570;3290;8600;4250;25;5;715;25970;9925;255;2025;2960;2785;1900;9715;1945;3000;2475;1535;760;5480;1765;1495;1100;540;580;850;490;130;110;115;2020;640;775;390;215;4165;15;125;880;1435;1710;10950;1575;2865;1315;2475;2720;16540;5590;4220;3115;2745;870;18145;9555;4745;2940;630;275;725;385;340;9865;65;180;355;800;740;445;2590;905;845;970;545;635;540;105;150
13;Misdrijven, totaal;Totaal;Totaal leeftijd;2007;180445;42675;3960;4165;16050;8265;14100;640;1270;2265;41500;995;305;255;0;215;375;2975;16760;120;6280;3165;9140;4125;25;20;800;24310;8795;240;1775;2690;2370;1725;9390;1725;3275;2285;1435;665;5295;1695;1500;1050;485;565;835;470;130;105;130;1910;615;710;375;210;3360;15;55;595;1050;1645;9995;1430;2555;1270;2330;2410;15970;4960;4420;2950;2835;805;16625;8905;4370;2600;525;225;685;315;370;9440;50;185;325;840;755;405;2640;880;755;855;535;565;450;80;125
14;Misdrijven, totaal;Totaal;Totaal leeftijd;2008;177640;40885;3760;4215;15890;8040;13795;535;1085;1910;43095;845;315;200;0;145;385;3130;17055;170;6040;3005;7890;4430;15;10;795;23925;8950;270;1715;2930;2430;1605;8995;1720;2980;2150;1395;750;5135;1910;1385;860;450;525;845;445;155;100;145;1620;550;625;265;180;3380;10;75;645;1045;1605;9325;1220;2485;1350;2245;2030;15510;4510;4265;2885;2770;1080;15810;8265;4150;2545;605;245;615;330;285;9045;55;190;305;730;675;345;2640;795;775;860;510;490;440;90;145
15;Misdrijven, totaal;Totaal;Totaal leeftijd;2009;173225;41905;4045;4485;15565;7120;12810;450;880;1405;42535;575;290;165;0;115;320;2680;16645;375;6420;2525;7260;3900;15;10;725;22680;9265;275;2000;3015;2450;1525;7975;1595;2700;1820;1235;625;4640;1790;1220;735;405;490;795;415;135;110;135;1330;420;505;260;145;2930;5;75;495;965;1390;8580;860;2630;1660;2135;1295;17860;5070;4430;3230;2595;2535;16030;7960;3960;3285;610;215;555;295;260;8945;45;165;310;660;970;315;2520;790;685;910;475;470;430;70;140
16;Misdrijven, totaal;Totaal;Totaal leeftijd;2010;145290;32525;3590;4200;14505;6905;11395;430;830;1025;37325;355;260;160;0;115;345;2225;14760;320;5755;2010;3155;2595;20;15;490;21405;8910;325;1930;2960;2355;1345;7400;1505;2400;1795;1110;590;4305;1690;1095;685;390;445;790;400;160;95;135;1260;365;480;240;170;2155;10;45;335;705;1065;7710;795;2505;1785;1780;840;13615;4110;3465;2180;2125;1735;12145;5455;2895;3085;510;200;495;255;240;7765;40;140;250;445;985;235;1765;750;715;840;500;470;445;70;115
