ID;AlleLeeftijden;Geslacht;RegioS2009;Perioden;TotaleBevolking_1;Autochtoon_2;Totaal1eEn2eGeneratie_3;k_1eGeneratie_4;k_2eGeneratie_5;Totaal1eEn2eGeneratie_6;k_1eGeneratie_7;k_2eGeneratie_8;Regiocode_9
2751;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2033;1705706;1061158;241001;121775;119226;403547;200803;202744;10
2752;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2034;1708598;1061924;242394;122669;119725;404280;200179;204101;10
2753;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2035;1711484;1062315;243933;123787;120146;405236;199701;205535;10
2754;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2036;1713776;1062222;245422;124789;120633;406132;198984;207148;10
2755;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2037;1716317;1062326;246822;125757;121065;407169;198261;208908;10
2756;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2038;1718481;1061869;248397;126711;121686;408215;197574;210641;10
2757;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2039;1720238;1061249;249734;127556;122178;409255;197042;212213;10
2758;Totaal over alle leeftijden;Mannen en vrouwen;Amsterdam (SG);2040;1721569;1060043;251317;128474;122843;410209;196330;213879;10
2759;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2010;411454;331734;41683;16794;24889;38037;20683;17354;11
2760;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2011;412255;331289;42061;17083;24978;38905;20885;18020;11
2761;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2012;413005;330877;42343;17315;25028;39785;21124;18661;11
2762;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2013;413529;330141;42641;17505;25136;40747;21395;19352;11
2763;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2014;414030;329442;42869;17643;25226;41719;21666;20053;11
2764;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2015;414188;328565;43043;17791;25252;42580;22068;20512;11
2765;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2016;414536;327673;43262;17928;25334;43601;22503;21098;11
2766;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2017;414423;326506;43467;18092;25375;44450;22798;21652;11
2767;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2018;414509;325559;43570;18143;25427;45380;23217;22163;11
2768;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2019;414792;324715;43821;18256;25565;46256;23674;22582;11
2769;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2020;414958;323754;44118;18459;25659;47086;23999;23087;11
2770;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2021;414759;322679;44264;18534;25730;47816;24285;23531;11
2771;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2022;414830;321836;44433;18658;25775;48561;24597;23964;11
2772;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2023;414703;320746;44573;18708;25865;49384;24928;24456;11
2773;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2024;414852;319931;44748;18849;25899;50173;25192;24981;11
2774;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2025;415189;319132;44936;18916;26020;51121;25566;25555;11
2775;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2026;415315;318349;45142;18994;26148;51824;25891;25933;11
2776;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2027;415398;317558;45314;19091;26223;52526;26220;26306;11
2777;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2028;415629;316928;45599;19297;26302;53102;26363;26739;11
2778;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2029;416062;316285;45844;19471;26373;53933;26748;27185;11
2779;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2030;416267;315484;46143;19620;26523;54640;27024;27616;11
2780;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2031;416501;314667;46384;19760;26624;55450;27383;28067;11
2781;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2032;416750;313968;46532;19835;26697;56250;27721;28529;11
2782;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2033;416981;313126;46863;20025;26838;56992;28010;28982;11
2783;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2034;417133;312229;47173;20182;26991;57731;28263;29468;11
2784;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2035;417758;311703;47555;20336;27219;58500;28497;30003;11
2785;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2036;418162;311153;47841;20467;27374;59168;28644;30524;11
2786;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2037;418494;310430;48102;20553;27549;59962;28900;31062;11
2787;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2038;418982;309706;48458;20766;27692;60818;29162;31656;11
2788;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2039;419347;308952;48875;21034;27841;61520;29357;32163;11
2789;Totaal over alle leeftijden;Mannen en vrouwen;Haarlem (SG);2040;419883;308369;49226;21238;27988;62288;29584;32704;11
2790;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2010;334931;270917;34011;16776;17235;30003;17603;12400;12
2791;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2011;335242;270144;34370;16976;17394;30728;17889;12839;12
2792;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2012;335893;269434;34736;17189;17547;31723;18324;13399;12
2793;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2013;336525;268879;35007;17292;17715;32639;18743;13896;12
2794;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2014;337388;268362;35408;17511;17897;33618;19100;14518;12
2795;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2015;337930;267677;35753;17680;18073;34500;19523;14977;12
2796;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2016;338651;267207;36174;17901;18273;35270;19899;15371;12
2797;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2017;339487;266581;36626;18114;18512;36280;20351;15929;12
2798;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2018;340652;266245;37152;18385;18767;37255;20776;16479;12
2799;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2019;341303;265641;37474;18539;18935;38188;21198;16990;12
2800;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2020;342487;265462;37954;18798;19156;39071;21641;17430;12
2801;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2021;343747;265389;38388;19030;19358;39970;22014;17956;12
2802;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2022;344897;265082;38898;19256;19642;40917;22397;18520;12
2803;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2023;345904;264774;39312;19396;19916;41818;22775;19043;12
2804;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2024;347030;264505;39837;19676;20161;42688;23180;19508;12
2805;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2025;348108;264269;40325;19913;20412;43514;23468;20046;12
2806;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2026;349214;264001;40744;20172;20572;44469;23857;20612;12
2807;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2027;350337;263722;41267;20437;20830;45348;24307;21041;12
2808;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2028;351276;263400;41805;20722;21083;46071;24654;21417;12
2809;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2029;352366;263206;42293;20947;21346;46867;25002;21865;12
2810;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2030;353305;262845;42905;21200;21705;47555;25252;22303;12
2811;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2031;354150;262392;43408;21470;21938;48350;25659;22691;12
2812;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2032;354578;261706;43936;21681;22255;48936;25909;23027;12
2813;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2033;354969;260939;44473;21885;22588;49557;26205;23352;12
2814;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2034;355292;260177;44925;22074;22851;50190;26456;23734;12
2815;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2035;355429;259323;45319;22236;23083;50787;26686;24101;12
2816;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2036;355747;258493;45789;22467;23322;51465;26976;24489;12
2817;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2037;355676;257462;46199;22613;23586;52015;27204;24811;12
2818;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2038;355441;256397;46692;22891;23801;52352;27305;25047;12
2819;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2039;355295;255281;47159;23039;24120;52855;27424;25431;12
2820;Totaal over alle leeftijden;Mannen en vrouwen;Leiden (SG);2040;354849;254059;47544;23193;24351;53246;27651;25595;12
2821;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2010;1015923;666932;128550;67719;60831;220441;131135;89306;13
2822;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2011;1023064;669217;131768;70102;61666;222079;130582;91497;13
2823;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2012;1028730;670496;134472;71985;62487;223762;130042;93720;13
2824;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2013;1034057;671487;137018;73797;63221;225552;129765;95787;13
2825;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2014;1039530;672696;139384;75457;63927;227450;129922;97528;13
2826;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2015;1045367;674187;141493;77200;64293;229687;130450;99237;13
2827;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2016;1050948;675673;143534;78795;64739;231741;130926;100815;13
2828;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2017;1056140;676883;145629;80396;65233;233628;131510;102118;13
2829;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2018;1061351;678080;147849;82065;65784;235422;131996;103426;13
2830;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2019;1066324;678933;150040;83634;66406;237351;132813;104538;13
2831;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2020;1070870;679154;152353;85379;66974;239363;133502;105861;13
2832;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2021;1075352;679698;154618;87085;67533;241036;134036;107000;13
2833;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2022;1079717;680213;156894;88781;68113;242610;134586;108024;13
2834;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2023;1083681;680557;159094;90474;68620;244030;135104;108926;13
2835;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2024;1087738;681035;161302;92144;69158;245401;135505;109896;13
2836;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2025;1091704;681578;163365;93667;69698;246761;135982;110779;13
2837;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2026;1095273;681676;165650;95288;70362;247947;136384;111563;13
2838;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2027;1098251;681260;168027;96986;71041;248964;136768;112196;13
2839;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2028;1101913;681515;170334;98718;71616;250064;137058;113006;13
2840;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2029;1105287;681413;172727;100495;72232;251147;137329;113818;13
2841;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2030;1108803;681341;175396;102459;72937;252066;137349;114717;13
2842;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2031;1113429;681942;178111;104384;73727;253376;137610;115766;13
2843;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2032;1117388;682163;180660;106313;74347;254565;137909;116656;13
2844;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2033;1121692;682596;183310;108226;75084;255786;138027;117759;13
2845;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2034;1125882;682784;186064;110154;75910;257034;138194;118840;13
2846;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2035;1130185;683151;188817;112184;76633;258217;138244;119973;13
2847;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2036;1134186;683680;191094;113987;77107;259412;138183;121229;13
2848;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2037;1138463;683934;193886;115962;77924;260643;138156;122487;13
2849;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2038;1142652;684423;196468;117915;78553;261761;138171;123590;13
2850;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2039;1146861;684712;199209;119934;79275;262940;138122;124818;13
2851;Totaal over alle leeftijden;Mannen en vrouwen;'s-Gravenhage (SG);2040;1151474;685118;202106;122048;80058;264250;138121;126129;13
2852;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2010;1172467;779982;110211;53866;56345;282274;157426;124848;14
2853;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2011;1175211;781858;111441;55056;56385;281912;155421;126491;14
2854;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2012;1180055;785098;112706;56277;56429;282251;153973;128278;14
2855;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2013;1184526;788018;113782;57230;56552;282726;152999;129727;14
2856;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2014;1189202;791067;114879;58119;56760;283256;152090;131166;14
2857;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2015;1193001;793194;116049;58949;57100;283758;151352;132406;14
2858;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2016;1196734;794977;117275;59816;57459;284482;150908;133574;14
2859;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2017;1200555;797119;118453;60758;57695;284983;150419;134564;14
2860;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2018;1204336;799154;119587;61560;58027;285595;150187;135408;14
2861;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2019;1207957;800958;120962;62533;58429;286037;149727;136310;14
2862;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2020;1211718;802924;122129;63235;58894;286665;149525;137140;14
2863;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2021;1214869;804496;123293;64144;59149;287080;149258;137822;14
2864;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2022;1218324;806418;124661;65023;59638;287245;148893;138352;14
2865;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2023;1221527;808000;125909;65844;60065;287618;148524;139094;14
2866;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2024;1224600;809546;127189;66708;60481;287865;148173;139692;14
2867;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2025;1227581;810994;128476;67637;60839;288111;147777;140334;14
2868;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2026;1230082;812207;129643;68488;61155;288232;147409;140823;14
2869;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2027;1232691;813359;130788;69224;61564;288544;147121;141423;14
2870;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2028;1235058;814230;131954;70015;61939;288874;146740;142134;14
2871;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2029;1237462;815350;133134;70918;62216;288978;146308;142670;14
2872;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2030;1239246;815811;134308;71817;62491;289127;145921;143206;14
2873;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2031;1241203;816459;135370;72595;62775;289374;145527;143847;14
2874;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2032;1242785;816741;136453;73381;63072;289591;145108;144483;14
2875;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2033;1243685;816408;137563;74220;63343;289714;144468;145246;14
2876;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2034;1244653;815975;138627;75071;63556;290051;143996;146055;14
2877;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2035;1244943;815233;139620;75761;63859;290090;143256;146834;14
2878;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2036;1244918;814118;140712;76503;64209;290088;142642;147446;14
2879;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2037;1244561;812779;141612;77191;64421;290170;141961;148209;14
2880;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2038;1244160;811305;142396;77835;64561;290459;141145;149314;14
2881;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2039;1243815;809586;143392;78565;64827;290837;140451;150386;14
2882;Totaal over alle leeftijden;Mannen en vrouwen;Rotterdam (SG);2040;1242771;807352;144312;79291;65021;291107;139700;151407;14
2883;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2010;283339;228931;22512;9341;13171;31896;17561;14335;15
2884;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2011;284228;229162;22820;9568;13252;32246;17577;14669;15
2885;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2012;284688;229204;22965;9688;13277;32519;17594;14925;15
2886;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2013;285126;229111;23176;9812;13364;32839;17665;15174;15
2887;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2014;285941;229565;23367;9873;13494;33009;17733;15276;15
2888;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2015;286642;229675;23559;9978;13581;33408;17873;15535;15
2889;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2016;287569;230074;23786;10065;13721;33709;17939;15770;15
2890;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2017;288217;230107;24016;10166;13850;34094;18082;16012;15
2891;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2018;288703;229956;24198;10227;13971;34549;18201;16348;15
2892;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2019;289311;229949;24345;10270;14075;35017;18334;16683;15
2893;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2020;289917;229859;24608;10395;14213;35450;18493;16957;15
2894;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2021;290604;229800;24930;10511;14419;35874;18656;17218;15
2895;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2022;291384;229849;25220;10631;14589;36315;18789;17526;15
2896;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2023;291987;229617;25526;10773;14753;36844;19001;17843;15
2897;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2024;292699;229641;25766;10870;14896;37292;19138;18154;15
2898;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2025;292915;229280;25875;10925;14950;37760;19347;18413;15
2899;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2026;293594;229206;26119;11070;15049;38269;19549;18720;15
2900;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2027;294252;229066;26468;11211;15257;38718;19659;19059;15
2901;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2028;294390;228591;26609;11239;15370;39190;19794;19396;15
2902;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2029;294690;228284;26791;11311;15480;39615;19980;19635;15
2903;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2030;294883;227923;26908;11412;15496;40052;20095;19957;15
2904;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2031;294848;227355;27041;11478;15563;40452;20164;20288;15
2905;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2032;294886;226936;27196;11593;15603;40754;20169;20585;15
2906;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2033;294820;226285;27355;11708;15647;41180;20322;20858;15
2907;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2034;294517;225484;27439;11760;15679;41594;20399;21195;15
2908;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2035;294055;224536;27590;11825;15765;41929;20494;21435;15
2909;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2036;293366;223438;27692;11891;15801;42236;20630;21606;15
2910;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2037;292678;222385;27717;11969;15748;42576;20673;21903;15
2911;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2038;291750;221169;27736;11987;15749;42845;20742;22103;15
2912;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2039;290872;219990;27781;11985;15796;43101;20798;22303;15
2913;Totaal over alle leeftijden;Mannen en vrouwen;Dordrecht (SG);2040;290154;218876;27810;12051;15759;43468;20886;22582;15
2914;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2010;316024;257092;30769;13018;17751;28163;15242;12921;16
2915;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2011;317230;256902;31515;13624;17891;28813;15477;13336;16
2916;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2012;318297;256645;32141;14128;18013;29511;15757;13754;16
2917;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2013;319166;256481;32596;14496;18100;30089;16030;14059;16
2918;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2014;319856;256080;33102;14828;18274;30674;16246;14428;16
2919;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2015;320934;255948;33613;15127;18486;31373;16525;14848;16
2920;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2016;321887;255709;34209;15448;18761;31969;16812;15157;16
2921;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2017;323055;255535;34849;15851;18998;32671;17099;15572;16
2922;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2018;324250;255453;35447;16254;19193;33350;17423;15927;16
2923;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2019;325543;255393;36068;16602;19466;34082;17676;16406;16
2924;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2020;327058;255579;36673;16999;19674;34806;18017;16789;16
2925;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2021;328378;255553;37377;17419;19958;35448;18265;17183;16
2926;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2022;329816;255836;37916;17807;20109;36064;18567;17497;16
2927;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2023;331481;256167;38537;18221;20316;36777;18908;17869;16
2928;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2024;333273;256490;39172;18664;20508;37611;19331;18280;16
2929;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2025;334758;256647;39841;19056;20785;38270;19653;18617;16
2930;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2026;336159;256795;40480;19443;21037;38884;19966;18918;16
2931;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2027;337596;257107;40987;19800;21187;39502;20234;19268;16
2932;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2028;338966;257214;41559;20223;21336;40193;20549;19644;16
2933;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2029;340194;257313;41981;20525;21456;40900;20846;20054;16
2934;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2030;341264;257156;42505;20885;21620;41603;21101;20502;16
2935;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2031;342401;257139;43127;21372;21755;42135;21336;20799;16
2936;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2032;343275;256981;43581;21713;21868;42713;21570;21143;16
2937;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2033;344349;256890;44076;22085;21991;43383;21913;21470;16
2938;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2034;345224;256722;44591;22468;22123;43911;22164;21747;16
2939;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2035;345905;256505;45017;22785;22232;44383;22404;21979;16
2940;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2036;346678;256305;45466;23084;22382;44907;22592;22315;16
2941;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2037;347243;255995;45950;23454;22496;45298;22769;22529;16
2942;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2038;347861;255648;46325;23708;22617;45888;23015;22873;16
2943;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2039;348333;255182;46811;24029;22782;46340;23165;23175;16
2944;Totaal over alle leeftijden;Mannen en vrouwen;Breda (SG);2040;348699;254603;47231;24348;22883;46865;23388;23477;16
2945;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2010;295094;238520;24125;10149;13976;32449;18606;13843;17
2946;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2011;296468;238957;24549;10501;14048;32962;18804;14158;17
2947;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2012;298053;239623;24899;10804;14095;33531;19002;14529;17
2948;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2013;299315;240056;25304;11147;14157;33955;19098;14857;17
2949;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2014;300555;240444;25686;11424;14262;34425;19240;15185;17
2950;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2015;301644;240752;25961;11590;14371;34931;19472;15459;17
2951;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2016;302657;240952;26191;11763;14428;35514;19703;15811;17
2952;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2017;303982;241543;26479;11980;14499;35960;19912;16048;17
2953;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2018;305186;241848;26844;12226;14618;36494;20138;16356;17
2954;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2019;306741;242360;27242;12479;14763;37139;20462;16677;17
2955;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2020;307941;242641;27622;12703;14919;37678;20739;16939;17
2956;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2021;309368;243025;28039;12931;15108;38304;20981;17323;17
2957;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2022;310758;243453;28294;13091;15203;39011;21339;17672;17
2958;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2023;312209;243945;28707;13377;15330;39557;21536;18021;17
2959;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2024;313533;244298;29040;13565;15475;40195;21795;18400;17
2960;Totaal over alle leeftijden;Mannen en vrouwen;Tilburg (SG);2025;314929;244675;29460;13861;15599;40794;22120;18674;17
