ID;COFOGOverheidsfuncties;Sectoren;Perioden;TotaalUitgaven_1;BeloningVanWerknemers_2;AankopenGoederenEnDiensten_3;NettoInvesteringen_4;Afschrijvingen_5;SaldoAanEnVerkopenVanNietGepro_6;TotaalInkomenUitVermogen_7;Rente_8;InkomenUitGrondEnMineraleReserves_9;TotaalUitkeringen_10;TotaalSocialeUitkeringenInGeld_11;UitkeringenWettSocVerzInGeld_12;UitkeringenSocialeVoorzieningInGeld_13;TotaalSocialeUitkeringenInNatura_14;UitkeringenWettSocVerzInNatura_15;UitkeringenSocVoorzieningInNatura_16;Subsidies_17;TotaalInkomensoverdrachten_18;InkomensoverdrachtenBinnenDeOverheid_19;InkomensoverdrIvmInternationSamenw_20;OverigeInkomensoverdrachtenNEG_21;TotaalKapitaaloverdrachten_22;Investeringsbijdragen_23;OverigeKapitaaloverdrachten_24;TotaalOverigeUitgaven_25;BelastingenOpProductieEnInvoer_26;BelastingenOpInkomenEnVermogen_27;UitkSocVerzRechtstrDoorWerkgevers_28
0;Totaal;Overheid;1995;174713.0;32391.0;19090.0;1849.0;10109.0;-1056.0;16767.0;16734.0;33.0;65543.0;43005.0;32414.0;10591.0;22538.0;18318.0;4220.0;3434.0;4887.0;;1618.0;3269.0;17846.0;1458.0;16388.0;3853.0;355.0;0.0;3498.0
1;Totaal;Overheid;1996;159985.0;32621.0;19709.0;2564.0;10467.0;-2109.0;16363.0;16331.0;32.0;65238.0;43120.0;32694.0;10426.0;22118.0;17876.0;4242.0;3900.0;5277.0;;1765.0;3512.0;1901.0;1307.0;594.0;4054.0;365.0;0.0;3689.0
2;Totaal;Overheid;1997;165501.0;33951.0;20232.0;2312.0;10856.0;-1403.0;16322.0;16289.0;33.0;66711.0;42726.0;32749.0;9977.0;23985.0;20746.0;3239.0;4511.0;5742.0;;1791.0;3951.0;2153.0;1316.0;837.0;4114.0;379.0;0.0;3735.0
3;Totaal;Overheid;1998;171717.0;35703.0;21674.0;2535.0;11247.0;-2221.0;16448.0;16417.0;31.0;67895.0;42427.0;31787.0;10640.0;25468.0;21841.0;3627.0;5236.0;6114.0;;1758.0;4356.0;2897.0;1678.0;1219.0;4189.0;408.0;0.0;3781.0
4;Totaal;Overheid;1999;180313.0;37602.0;23087.0;3767.0;11902.0;-1471.0;16101.0;16071.0;30.0;69506.0;42636.0;32470.0;10166.0;26870.0;23012.0;3858.0;6089.0;6884.0;;1870.0;5014.0;2591.0;1499.0;1092.0;4255.0;436.0;0.0;3819.0
5;Totaal;Overheid;2000;187137.0;39780.0;25151.0;4064.0;12770.0;-3843.0;14839.0;14808.0;31.0;72789.0;43309.0;33138.0;10171.0;29480.0;25161.0;4319.0;6098.0;8460.0;;2279.0;6181.0;2758.0;1637.0;1121.0;4271.0;463.0;0.0;3808.0
6;Totaal;Overheid;2001;205572.0;42557.0;27762.0;4969.0;13650.0;-578.0;13844.0;13806.0;38.0;77602.0;45502.0;35164.0;10338.0;32100.0;27689.0;4411.0;6714.0;10643.0;;2594.0;8049.0;3928.0;1493.0;2435.0;4481.0;462.0;0.0;4019.0
7;Totaal;Overheid;2002;217009.0;45415.0;30049.0;5997.0;14521.0;-270.0;12823.0;12783.0;40.0;83968.0;47686.0;37122.0;10564.0;36282.0;31389.0;4893.0;6943.0;10195.0;;2642.0;7553.0;2839.0;1508.0;1331.0;4529.0;498.0;0.0;4031.0
8;Totaal;Overheid;2003;226666.0;47808.0;32253.0;6018.0;15357.0;-411.0;12078.0;12036.0;42.0;89641.0;50764.0;39786.0;10978.0;38877.0;33960.0;4917.0;6792.0;9693.0;;2338.0;7355.0;2897.0;1468.0;1429.0;4540.0;519.0;0.0;4021.0
9;Totaal;Overheid;2004;228637.0;48700.0;32343.0;4393.0;15984.0;-1705.0;12182.0;12138.0;44.0;91589.0;51597.0;40480.0;11117.0;39992.0;35124.0;4868.0;7174.0;10522.0;;2499.0;8023.0;2585.0;1005.0;1580.0;4870.0;529.0;0.0;4341.0
10;Totaal;Overheid;2005;230867.0;49463.0;33823.0;3751.0;16628.0;-2293.0;11852.0;11800.0;52.0;93051.0;51838.0;40456.0;11382.0;41213.0;36045.0;5168.0;6827.0;10918.0;;2489.0;8429.0;2021.0;784.0;1237.0;4826.0;529.0;0.0;4297.0
11;Totaal;Overheid;2006;249276.0;50498.0;36040.0;5369.0;17424.0;-2875.0;11681.0;11623.0;58.0;106162.0;54424.0;40286.0;14138.0;51738.0;46135.0;5603.0;6938.0;12572.0;;2866.0;9706.0;1568.0;738.0;830.0;3899.0;550.0;0.0;3349.0
12;Totaal;Overheid;2007;260350.0;52561.0;38107.0;5455.0;18330.0;-2156.0;12037.0;11998.0;39.0;109885.0;55284.0;40659.0;14625.0;54601.0;46764.0;7837.0;7974.0;11748.0;;3063.0;8685.0;2328.0;847.0;1481.0;4081.0;572.0;0.0;3509.0
13;Totaal;Overheid;2008;278419.0;55456.0;41314.0;6283.0;19205.0;-1834.0;13028.0;12995.0;33.0;116391.0;58110.0;41793.0;16317.0;58281.0;49600.0;8681.0;8305.0;13105.0;;3207.0;9898.0;3087.0;1056.0;2031.0;4079.0;610.0;0.0;3469.0
14;Totaal;Overheid;2009;297480.0;58579.0;44228.0;6907.0;19721.0;-154.0;12523.0;12494.0;29.0;125032.0;62252.0;44366.0;17886.0;62780.0;53593.0;9187.0;10110.0;9854.0;;3297.0;6557.0;6445.0;1173.0;5272.0;4235.0;611.0;0.0;3624.0
15;Totaal;Overheid;2010;304107.0;60116.0;43908.0;5769.0;20588.0;-942.0;11197.0;11162.0;35.0;130550.0;65647.0;46564.0;19083.0;64903.0;55517.0;9386.0;10398.0;11918.0;;2882.0;9036.0;6426.0;1162.0;5264.0;4179.0;634.0;0.0;3545.0
16;Totaal;Overheid;2011;302010.0;59718.0;42804.0;4709.0;21023.0;-1575.0;11329.0;11295.0;34.0;134022.0;67809.0;47521.0;20288.0;66213.0;56923.0;9290.0;9674.0;11963.0;;2851.0;9112.0;4128.0;1349.0;2779.0;4215.0;659.0;0.0;3556.0
17;Totaal;Overheid;2012;303865.0;60113.0;42608.0;2740.0;21438.0;-950.0;10636.0;10606.0;30.0;138117.0;70050.0;49760.0;20290.0;68067.0;59440.0;8627.0;8929.0;11977.0;;2903.0;9074.0;4287.0;1441.0;2846.0;3970.0;601.0;0.0;3369.0
18;Totaal;Overheid;2013;302036.0;60193.0;41845.0;1944.0;21842.0;-4803.0;9940.0;9913.0;27.0;141873.0;73589.0;52261.0;21328.0;68284.0;60059.0;8225.0;8211.0;11828.0;;2750.0;9078.0;5082.0;831.0;4251.0;4081.0;667.0;0.0;3414.0
19;Totaal;Overheid;2014;306204.0;60423.0;42906.0;1206.0;22117.0;-1400.0;9452.0;9428.0;24.0;142889.0;74237.0;53518.0;20719.0;68652.0;60518.0;8134.0;8021.0;12700.0;;2652.0;10048.0;3816.0;858.0;2958.0;4074.0;705.0;54.0;3315.0
20;Totaal;Overheid;2015;306759.0;59651.0;41988.0;2322.0;22213.0;-2065.0;8509.0;8491.0;18.0;144962.0;74656.0;54668.0;19988.0;70306.0;55479.0;14827.0;7804.0;12950.0;;2736.0;10214.0;4625.0;946.0;3679.0;3800.0;640.0;0.0;3160.0
21;Totaal;Overheid;2016;305249.0;60974.0;40866.0;2127.0;22476.0;-2323.0;7576.0;7559.0;17.0;148269.0;76090.0;55269.0;20821.0;72179.0;56778.0;15401.0;8406.0;8804.0;;2671.0;6133.0;4309.0;705.0;3604.0;3765.0;652.0;2.0;3111.0
22;Totaal;Centrale overheid;1995;107217.0;10543.0;6061.0;389.0;5210.0;-14.0;14308.0;14285.0;23.0;7001.0;5378.0;0.0;5378.0;1623.0;0.0;1623.0;2085.0;40134.0;35579.0;1618.0;2937.0;19649.0;2236.0;17413.0;1851.0;64.0;0.0;1787.0
23;Totaal;Centrale overheid;1996;92639.0;10445.0;6376.0;913.0;5296.0;-261.0;14121.0;14103.0;18.0;6747.0;5072.0;0.0;5072.0;1675.0;0.0;1675.0;2340.0;41250.0;36353.0;1765.0;3132.0;3521.0;2434.0;1087.0;1891.0;64.0;0.0;1827.0
24;Totaal;Centrale overheid;1997;98634.0;10841.0;6700.0;1148.0;5406.0;-97.0;14051.0;14034.0;17.0;6632.0;4820.0;0.0;4820.0;1812.0;0.0;1812.0;2552.0;43627.0;38295.0;1791.0;3541.0;5892.0;2046.0;3846.0;1882.0;61.0;0.0;1821.0
25;Totaal;Centrale overheid;1998;99503.0;11332.0;7241.0;771.0;5622.0;-911.0;14218.0;14203.0;15.0;7684.0;5647.0;0.0;5647.0;2037.0;0.0;2037.0;3077.0;44754.0;39251.0;1758.0;3745.0;3806.0;1946.0;1860.0;1909.0;64.0;0.0;1845.0
26;Totaal;Centrale overheid;1999;105160.0;11826.0;7624.0;1664.0;5902.0;-184.0;13674.0;13662.0;12.0;7658.0;5505.0;0.0;5505.0;2153.0;0.0;2153.0;3592.0;47844.0;41661.0;1870.0;4313.0;3659.0;1814.0;1845.0;1901.0;74.0;0.0;1827.0
27;Totaal;Centrale overheid;2000;107895.0;12331.0;8414.0;1597.0;6250.0;-2657.0;12783.0;12769.0;14.0;7834.0;5568.0;0.0;5568.0;2266.0;0.0;2266.0;3509.0;51658.0;44034.0;2279.0;5345.0;4331.0;2554.0;1777.0;1845.0;74.0;0.0;1771.0
28;Totaal;Centrale overheid;2001;122266.0;13200.0;9795.0;2622.0;6614.0;97.0;12296.0;12278.0;18.0;7974.0;5706.0;0.0;5706.0;2268.0;0.0;2268.0;3852.0;58826.0;49253.0;2593.0;6980.0;4984.0;2234.0;2750.0;2006.0;67.0;0.0;1939.0
29;Totaal;Centrale overheid;2002;128852.0;14042.0;10241.0;3119.0;6988.0;126.0;11462.0;11446.0;16.0;8437.0;5804.0;0.0;5804.0;2633.0;0.0;2633.0;3849.0;64871.0;56006.0;2639.0;6226.0;3671.0;2194.0;1477.0;2046.0;77.0;0.0;1969.0
30;Totaal;Centrale overheid;2003;136052.0;14469.0;10314.0;2971.0;7306.0;40.0;10978.0;10962.0;16.0;8697.0;6069.0;0.0;6069.0;2628.0;0.0;2628.0;3649.0;71116.0;62868.0;2333.0;5915.0;4538.0;2967.0;1571.0;1974.0;95.0;0.0;1879.0
31;Totaal;Centrale overheid;2004;135276.0;14560.0;9921.0;2141.0;7525.0;-62.0;10892.0;10877.0;15.0;8786.0;6255.0;0.0;6255.0;2531.0;0.0;2531.0;3228.0;71221.0;62328.0;2492.0;6401.0;4904.0;3041.0;1863.0;2160.0;99.0;0.0;2061.0
32;Totaal;Centrale overheid;2005;137247.0;14811.0;10663.0;864.0;7778.0;-154.0;10646.0;10627.0;19.0;9597.0;6558.0;0.0;6558.0;3039.0;0.0;3039.0;2871.0;73449.0;64337.0;2480.0;6632.0;4532.0;2719.0;1813.0;2190.0;90.0;0.0;2100.0
33;Totaal;Centrale overheid;2006;145165.0;15014.0;11258.0;1602.0;8072.0;-94.0;10495.0;10495.0;0.0;13120.0;9502.0;0.0;9502.0;3618.0;0.0;3618.0;3061.0;77140.0;66638.0;2855.0;7647.0;3648.0;2438.0;1210.0;1849.0;94.0;0.0;1755.0
34;Totaal;Centrale overheid;2007;155598.0;15609.0;12217.0;1547.0;8429.0;-30.0;10988.0;10988.0;0.0;14947.0;10155.0;0.0;10155.0;4792.0;0.0;4792.0;3953.0;81261.0;71755.0;3050.0;6456.0;4743.0;2913.0;1830.0;1934.0;96.0;0.0;1838.0
35;Totaal;Centrale overheid;2008;164758.0;16432.0;13157.0;2087.0;8791.0;138.0;11681.0;11681.0;0.0;17519.0;11957.0;0.0;11957.0;5562.0;0.0;5562.0;4009.0;83869.0;73281.0;3193.0;7395.0;5164.0;2901.0;2263.0;1911.0;106.0;0.0;1805.0
36;Totaal;Centrale overheid;2009;178462.0;17213.0;13750.0;2234.0;9022.0;319.0;11446.0;11446.0;0.0;19148.0;13286.0;0.0;13286.0;5862.0;0.0;5862.0;5090.0;88217.0;80894.0;3280.0;4043.0;10076.0;3395.0;6681.0;1947.0;109.0;0.0;1838.0
37;Totaal;Centrale overheid;2010;187324.0;17637.0;13092.0;2436.0;9447.0;170.0;10322.0;10322.0;0.0;20124.0;14267.0;0.0;14267.0;5857.0;0.0;5857.0;5499.0;92718.0;83433.0;2865.0;6420.0;13993.0;3508.0;10485.0;1886.0;110.0;0.0;1776.0
38;Totaal;Centrale overheid;2011;177587.0;17353.0;12503.0;2034.0;9630.0;6.0;10507.0;10507.0;0.0;21139.0;15251.0;0.0;15251.0;5888.0;0.0;5888.0;5206.0;90729.0;81489.0;2833.0;6407.0;6455.0;3621.0;2834.0;2025.0;124.0;0.0;1901.0
39;Totaal;Centrale overheid;2012;176571.0;17557.0;12254.0;1029.0;9811.0;81.0;9793.0;9793.0;0.0;20554.0;15182.0;0.0;15182.0;5372.0;0.0;5372.0;4775.0;92799.0;83332.0;2887.0;6580.0;6102.0;3191.0;2911.0;1816.0;106.0;0.0;1710.0
40;Totaal;Centrale overheid;2013;169072.0;21148.0;13449.0;266.0;10327.0;-3821.0;9207.0;9207.0;0.0;21003.0;15842.0;0.0;15842.0;5161.0;0.0;5161.0;3789.0;84683.0;74977.0;2737.0;6969.0;7136.0;2842.0;4294.0;1885.0;140.0;0.0;1745.0
41;Totaal;Centrale overheid;2014;175798.0;21516.0;13415.0;356.0;10447.0;-533.0;9009.0;9009.0;0.0;19966.0;14682.0;0.0;14682.0;5284.0;0.0;5284.0;3904.0;89972.0;78826.0;2640.0;8506.0;5829.0;2464.0;3365.0;1917.0;150.0;54.0;1713.0
42;Totaal;Centrale overheid;2015;184583.0;21905.0;13352.0;1146.0;10582.0;-1206.0;8269.0;8269.0;0.0;19643.0;14107.0;0.0;14107.0;5536.0;0.0;5536.0;3867.0;97686.0;86535.0;2723.0;8428.0;7583.0;2920.0;4663.0;1756.0;138.0;0.0;1618.0
43;Totaal;Centrale overheid;2016;184192.0;22417.0;13720.0;883.0;10742.0;-46.0;7535.0;7535.0;0.0;20733.0;14581.0;0.0;14581.0;6152.0;0.0;6152.0;4472.0;95841.0;88558.0;2661.0;4622.0;6092.0;2553.0;3539.0;1803.0;139.0;0.0;1664.0
44;Totaal;Rijk;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Totaal;Rijk;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Totaal;Rijk;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Totaal;Rijk;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Totaal;Rijk;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Totaal;Rijk;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Totaal;Rijk;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Totaal;Rijk;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Totaal;Rijk;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;
