ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Omschrijving_47;Code_48;Omschrijving_49;Inwonertal_50;Omgevingsadressendichtheid_51
125;518;518;'s-Gravenhage                                     ;Gravenhage 's-                                    ;9;'s-Gravenhage                                     ;26;Agglomeratie 's-Gravenhage                        ;260;Agglomeratie 's-Gravenhage                        ;2601;Aggl. 's-Gravenhage excl. Zoetermeer              ;3906;GGD Den Haag                                      ;       27 ;Den Haag                                          ;2809;Westland en Zuidhollandse Droogmakerijen          ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL332    ;Agglomeratie 's-Gravenhage                        ;15;Haaglanden                                        ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;22;Haaglanden                                        ;16;4 grote steden excl. Noordzeebadplaatsen          ;15;Haaglanden                                        ;28;Haaglanden                                        ;13;'s-Gravenhage                                     ;13;'s-Gravenhage                                     ;8;250 000 inwoners of meer                          ;1;Zeer sterk stedelijk     ;502055;4718
126;241;241;Groesbeek                                         ;Groesbeek                                         ;5;Arnhem                                            ;15;Arnhem/Nijmegen                                   ;150;Arnhem/Nijmegen                                   ;1500;Arnhem/Nijmegen                                   ;2106;GGD Regio Nijmegen                                ;       09 ;Centraal Gelderland                               ;2503;Zuidelijk Gelderland                              ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL226    ;Arnhem/Nijmegen                                   ;8;Gelderland-Zuid                                   ;25;Gelderland                                        ;2;Arnhem                                            ;13;Nijmegen                                          ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;8;Gelderland-Zuid                                   ;14;Arnhem/Nijmegen                                   ;0;                                                  ;7;Nijmegen                                          ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;18884;690
127;14;14;Groningen                                         ;Groningen                                         ;18;Groningen                                         ;3;Overig Groningen                                  ;30;Overig Groningen                                  ;300;Overig Groningen                                  ;111;GGD Groningen                                     ;       01 ;Noord-Nederland                                   ;2002;Centraal Weidegebied in Groningen                 ;3;Noordelijk Weidegebied                            ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL11    ;Groningen                                         ; NL113    ;Overig Groningen                                  ;1;Groningen                                         ;20;Groningen                                         ;5;Leeuwarden                                        ;3;Centraal-Groningen                                ;17;Overig Nederland                                  ;1;Groningen                                         ;3;Centraal en westelijk Groningen                   ;1;Groningen                                         ;1;Groningen                                         ;7;150 000 tot 250 000 inwoners                      ;1;Zeer sterk stedelijk     ;193127;3182
128;15;15;Grootegast                                        ;Grootegast                                        ;18;Groningen                                         ;3;Overig Groningen                                  ;30;Overig Groningen                                  ;300;Overig Groningen                                  ;111;GGD Groningen                                     ;       01 ;Noord-Nederland                                   ;2005;Groninger zuidelijk Westerkwartier                ;3;Noordelijk Weidegebied                            ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL11    ;Groningen                                         ; NL113    ;Overig Groningen                                  ;1;Groningen                                         ;20;Groningen                                         ;5;Leeuwarden                                        ;3;Centraal-Groningen                                ;17;Overig Nederland                                  ;1;Groningen                                         ;3;Centraal en westelijk Groningen                   ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;12275;194
129;Gulpen-Wittem;1729;Gulpen-Wittem                                     ;Gulpen+Wittem                                     ;3;Maastricht                                        ;39;Zuid-Limburg                                      ;390;Zuid-Limburg                                      ;3900;Zuid-Limburg                                      ;6106;GGD Zuid-Limburg                                  ;       14 ;Limburg                                           ;3102;Zuid-Limburg                                      ;14;Zuid-Limburg                                      ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL42    ;Limburg (NL)                                      ; NL423    ;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;31;Limburg                                           ;1;'s-Hertogenbosch                                  ;34;Maastricht Mergelland                             ;15;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;42;Maastricht en Mergelland                          ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;14479;258
130;158;158;Haaksbergen                                       ;Haaksbergen                                       ;8;Almelo                                            ;12;Twente                                            ;120;Twente                                            ;1200;Twente                                            ;1106;GGD Regio Twente                                  ;       08 ;Oost-Nederland                                    ;2303;Twente                                            ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL21    ;Overijssel                                        ; NL213    ;Twente                                            ;5;Twente                                            ;23;Overijssel                                        ;2;Arnhem                                            ;7;Twente                                            ;11;Twente, Salland en Vechtstreek                    ;5;Twente                                            ;12;Twente                                            ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;24419;934
131;788;788;Haaren                                            ;Haaren                                            ;1;'s-Hertogenbosch                                  ;35;Noordoost-Noord-Brabant                           ;351;Stadsgewest 's-Hertogenbosch                      ;3510;Stadsgewest 's-Hertogenbosch                      ;5406;GGD Hart voor Brabant                             ;       17 ;Brabant                                           ;3008;Midden-Noord-Brabant                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL413    ;Noordoost-Noord-Brabant                           ;21;Brabant-Noord                                     ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;27;Noordoost-Brabant                                 ;13;West- en Midden-Brabant                           ;21;Brabant-Noord                                     ;36;Noordoost-Brabant                                 ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;13621;319
132;392;392;Haarlem                                           ;Haarlem                                           ;15;Haarlem                                           ;21;Agglomeratie Haarlem                              ;210;Agglomeratie Haarlem                              ;2100;Agglomeratie Haarlem                              ;3109;GGD Kennemerland                                  ;       34 ;Amsterdam                                         ;2708;Kennemerland                                      ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL324    ;Agglomeratie Haarlem                              ;12;Kennemerland                                      ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;17;Overig Nederland                                  ;12;Kennemerland                                      ;25;West-Kennnemerland                                ;11;Haarlem                                           ;11;Haarlem                                           ;7;150 000 tot 250 000 inwoners                      ;1;Zeer sterk stedelijk     ;151818;3287
133;393;393;Haarlemmerliede en Spaarnwoude                    ;Haarlemmerliede en Spaarnwoude                    ;15;Haarlem                                           ;21;Agglomeratie Haarlem                              ;210;Agglomeratie Haarlem                              ;2100;Agglomeratie Haarlem                              ;3109;GGD Kennemerland                                  ;       34 ;Amsterdam                                         ;2706;Waterland en N.-Hollandse Droogmakerijen          ;8;Waterland en Droogmakerijen                       ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL324    ;Agglomeratie Haarlem                              ;12;Kennemerland                                      ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;17;Overig Nederland                                  ;12;Kennemerland                                      ;25;West-Kennnemerland                                ;0;                                                  ;11;Haarlem                                           ;2;5 000 tot 10 000 inwoners                         ;4;Weinig stedelijk         ;5474;587
134;394;394;Haarlemmermeer                                    ;Haarlemmermeer                                    ;15;Haarlem                                           ;23;Groot-Amsterdam                                   ;232;Overig Groot-Amsterdam                            ;2323;Haarlemmermeer en omgeving                        ;3109;GGD Kennemerland                                  ;       34 ;Amsterdam                                         ;2702;Haarlemmermeer                                    ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL326    ;Groot-Amsterdam                                   ;12;Kennemerland                                      ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;17;Overig Nederland                                  ;12;Kennemerland                                      ;21;Agglomeratie Amsterdam                            ;0;                                                  ;10;Amsterdam                                         ;6;100 000 tot 150 000 inwoners                      ;3;Matig stedelijk          ;143943;1449
135;Halderberge;1655;Halderberge                                       ;Halderberge                                       ;2;Breda                                             ;33;West-Noord-Brabant                                ;330;West-Noord-Brabant                                ;3300;West-Noord-Brabant                                ;5206;GGD West-Brabant                                  ;       20 ;Zuidwest-Nederland                                ;3005;Westelijke Zandgronden                            ;12;Zuidwest-Brabant                                  ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL411    ;West-Noord-Brabant                                ;20;Midden- en West-Brabant                           ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;25;West-Brabant                                      ;13;West- en Midden-Brabant                           ;20;Midden- en West-Brabant                           ;34;West-Brabant                                      ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;29325;661
136;160;160;Hardenberg                                        ;Hardenberg                                        ;7;Zwolle/Lelystad                                   ;10;Noord-Overijssel                                  ;100;Noord-Overijssel                                  ;1000;Noord-Overijssel                                  ;1009;GGD IJsselland                                    ;       08 ;Oost-Nederland                                    ;2302;Noordoost-Overijssel                              ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL21    ;Overijssel                                        ; NL211    ;Noord-Overijssel                                  ;4;IJsselland                                        ;23;Overijssel                                        ;2;Arnhem                                            ;6;IJssel en Vecht                                   ;11;Twente, Salland en Vechtstreek                    ;4;IJsselland                                        ;10;IJssel-Vecht                                      ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;4;Weinig stedelijk         ;59430;506
137;243;243;Harderwijk                                        ;Harderwijk                                        ;6;Zutphen                                           ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1406;GGD Gelre-IJssel                                  ;       08 ;Oost-Nederland                                    ;2507;Westelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;8;Noordwest-Veluwe                                  ;3;IJsselmeerkust                                    ;6;Noord- en Oost-Gelderland                         ;17;Noordwest-Veluwe                                  ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;45429;1359
138;523;523;Hardinxveld-Giessendam                            ;Hardinxveld+Giessendam                            ;11;Dordrecht                                         ;30;Zuidoost-Zuid-Holland                             ;300;Zuidoost-Zuid-Holland                             ;3001;Drechtsteden                                      ;4810;GGD Zuid-Holland-Zuid                             ;       24 ;Rotterdam                                         ;2807;Alblasserwaard en Vijfherenlanden                 ;9;Hollands/Utrechts Weidegebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL33A    ;Zuidoost-Zuid-Holland                             ;18;Zuid-Holland-Zuid                                 ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;23;Rijnmond                                          ;17;Overig Nederland                                  ;18;Zuid-Holland-Zuid                                 ;30;Zuid-Holland-Zuid                                 ;15;Dordrecht                                         ;15;Dordrecht                                         ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;17654;916
139;17;17;Haren                                             ;Haren                                             ;18;Groningen                                         ;3;Overig Groningen                                  ;30;Overig Groningen                                  ;300;Overig Groningen                                  ;111;GGD Groningen                                     ;       01 ;Noord-Nederland                                   ;2002;Centraal Weidegebied in Groningen                 ;3;Noordelijk Weidegebied                            ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL11    ;Groningen                                         ; NL113    ;Overig Groningen                                  ;1;Groningen                                         ;20;Groningen                                         ;5;Leeuwarden                                        ;3;Centraal-Groningen                                ;5;Meren in Gron., Friesl., N.W.-Overijssel          ;1;Groningen                                         ;3;Centraal en westelijk Groningen                   ;1;Groningen                                         ;1;Groningen                                         ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;18457;802
140;395;395;Harenkarspel                                      ;Harenkarspel                                      ;14;Alkmaar                                           ;18;Kop van Noord-Holland                             ;180;Kop van Noord-Holland                             ;1800;Kop van Noord-Holland                             ;2707;GGD Hollands-Noorden                              ;       37 ;Noordwest-Holland                                 ;2705;West-Friesland en omgeving                        ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL321    ;Kop van Noord-Holland                             ;10;Noord-Holland-Noord                               ;27;Noord-Holland                                     ;4;Amsterdam                                         ;19;Noord-Holland-Noord                               ;17;Overig Nederland                                  ;10;Noord-Holland-Noord                               ;23;Kop van Noord-Holland                             ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;16194;359
141;72;72;Harlingen                                         ;Harlingen                                         ;17;Leeuwarden                                        ;4;Noord-Friesland                                   ;40;Noord-Friesland                                   ;400;Noord-Friesland                                   ;7206;GGD Fryslân                                       ;       01 ;Noord-Nederland                                   ;2101;Noordelijk Friesland                              ;1;Bouwhoek en Hogeland                              ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL12    ;Friesland (NL)                                    ; NL121    ;Noord-Friesland                                   ;2;Friesland                                         ;21;Friesland                                         ;5;Leeuwarden                                        ;4;Fryslân                                           ;17;Overig Nederland                                  ;2;Fryslân                                           ;4;Friesland-Noord                                   ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;3;Matig stedelijk          ;15844;1006
142;244;244;Hattem                                            ;Hattem                                            ;6;Zutphen                                           ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1009;GGD IJsselland                                    ;       08 ;Oost-Nederland                                    ;2501;Oostelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;6;IJssel en Vecht                                   ;8;Veluwe en Veluwerand                              ;6;Noord- en Oost-Gelderland                         ;10;IJssel-Vecht                                      ;0;                                                  ;3;Zwolle                                            ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;11805;773
143;396;396;Heemskerk                                         ;Heemskerk                                         ;15;Haarlem                                           ;20;IJmond                                            ;200;IJmond                                            ;2000;IJmond                                            ;3109;GGD Kennemerland                                  ;       34 ;Amsterdam                                         ;2708;Kennemerland                                      ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL323    ;IJmond                                            ;12;Kennemerland                                      ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;2;Noordzeebadplaatsen                               ;12;Kennemerland                                      ;25;West-Kennnemerland                                ;0;                                                  ;11;Haarlem                                           ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;39268;2116
144;397;397;Heemstede                                         ;Heemstede                                         ;15;Haarlem                                           ;21;Agglomeratie Haarlem                              ;210;Agglomeratie Haarlem                              ;2100;Agglomeratie Haarlem                              ;3109;GGD Kennemerland                                  ;       34 ;Amsterdam                                         ;2708;Kennemerland                                      ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL324    ;Agglomeratie Haarlem                              ;12;Kennemerland                                      ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;17;Overig Nederland                                  ;12;Kennemerland                                      ;25;West-Kennnemerland                                ;11;Haarlem                                           ;11;Haarlem                                           ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;26242;1509
145;246;246;Heerde                                            ;Heerde                                            ;6;Zutphen                                           ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1406;GGD Gelre-IJssel                                  ;       08 ;Oost-Nederland                                    ;2501;Oostelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;6;IJssel en Vecht                                   ;8;Veluwe en Veluwerand                              ;6;Noord- en Oost-Gelderland                         ;10;IJssel-Vecht                                      ;0;                                                  ;3;Zwolle                                            ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;18244;548
146;74;74;Heerenveen                                        ;Heerenveen                                        ;17;Leeuwarden                                        ;6;Zuidoost-Friesland                                ;60;Zuidoost-Friesland                                ;600;Zuidoost-Friesland                                ;7206;GGD Fryslân                                       ;       01 ;Noord-Nederland                                   ;2103;De Wouden                                         ;3;Noordelijk Weidegebied                            ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL12    ;Friesland (NL)                                    ; NL123    ;Zuidoost-Friesland                                ;2;Friesland                                         ;21;Friesland                                         ;5;Leeuwarden                                        ;4;Fryslân                                           ;12;Groningse, Friese en Drentse Zandgronden          ;2;Fryslân                                           ;6;Friesland-Oost                                    ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;43514;1097
147;398;398;Heerhugowaard                                     ;Heerhugowaard                                     ;14;Alkmaar                                           ;19;Alkmaar en omgeving                               ;190;Alkmaar en omgeving                               ;1900;Alkmaar en omgeving                               ;2707;GGD Hollands-Noorden                              ;       37 ;Noordwest-Holland                                 ;2705;West-Friesland en omgeving                        ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL322    ;Alkmaar en omgeving                               ;10;Noord-Holland-Noord                               ;27;Noord-Holland                                     ;4;Amsterdam                                         ;19;Noord-Holland-Noord                               ;17;Overig Nederland                                  ;10;Noord-Holland-Noord                               ;24;Noord-Kennemerland                                ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;52483;1557
148;917;917;Heerlen                                           ;Heerlen                                           ;3;Maastricht                                        ;39;Zuid-Limburg                                      ;390;Zuid-Limburg                                      ;3900;Zuid-Limburg                                      ;6106;GGD Zuid-Limburg                                  ;       14 ;Limburg                                           ;3102;Zuid-Limburg                                      ;14;Zuid-Limburg                                      ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL42    ;Limburg (NL)                                      ; NL423    ;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;31;Limburg                                           ;1;'s-Hertogenbosch                                  ;33;Parkstad Limburg                                  ;15;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;41;Oostelijk Zuid-Limburg                            ;21;Heerlen                                           ;21;Heerlen                                           ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;89016;1667
149;Heeze-Leende;1658;Heeze-Leende                                      ;Heeze+Leende                                      ;1;'s-Hertogenbosch                                  ;36;Zuidoost-Noord-Brabant                            ;360;Zuidoost-Noord-Brabant                            ;3600;Zuidoost-Noord-Brabant                            ;5608;GGD Brabant-Zuidoost                              ;       17 ;Brabant                                           ;3008;Midden-Noord-Brabant                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL414    ;Zuidoost-Noord-Brabant                            ;22;Brabant-Zuidoost                                  ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;28;Zuidoost-Brabant                                  ;13;West- en Midden-Brabant                           ;22;Brabant-Zuidoost                                  ;37;Zuidoost-Brabant                                  ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;15352;550
150;399;399;Heiloo                                            ;Heiloo                                            ;14;Alkmaar                                           ;19;Alkmaar en omgeving                               ;190;Alkmaar en omgeving                               ;1900;Alkmaar en omgeving                               ;2707;GGD Hollands-Noorden                              ;       37 ;Noordwest-Holland                                 ;2708;Kennemerland                                      ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL322    ;Alkmaar en omgeving                               ;10;Noord-Holland-Noord                               ;27;Noord-Holland                                     ;4;Amsterdam                                         ;19;Noord-Holland-Noord                               ;17;Overig Nederland                                  ;10;Noord-Holland-Noord                               ;24;Noord-Kennemerland                                ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;22650;1111
151;400;400;Den Helder                                        ;Helder Den                                        ;14;Alkmaar                                           ;18;Kop van Noord-Holland                             ;180;Kop van Noord-Holland                             ;1800;Kop van Noord-Holland                             ;2707;GGD Hollands-Noorden                              ;       37 ;Noordwest-Holland                                 ;2704;Texel en Land van Zijpe                           ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL321    ;Kop van Noord-Holland                             ;10;Noord-Holland-Noord                               ;27;Noord-Holland                                     ;4;Amsterdam                                         ;19;Noord-Holland-Noord                               ;2;Noordzeebadplaatsen                               ;10;Noord-Holland-Noord                               ;23;Kop van Noord-Holland                             ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;57065;1652
152;163;163;Hellendoorn                                       ;Hellendoorn                                       ;8;Almelo                                            ;12;Twente                                            ;120;Twente                                            ;1200;Twente                                            ;1106;GGD Regio Twente                                  ;       08 ;Oost-Nederland                                    ;2303;Twente                                            ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL21    ;Overijssel                                        ; NL213    ;Twente                                            ;5;Twente                                            ;23;Overijssel                                        ;2;Arnhem                                            ;7;Twente                                            ;11;Twente, Salland en Vechtstreek                    ;5;Twente                                            ;12;Twente                                            ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;35796;737
153;530;530;Hellevoetsluis                                    ;Hellevoetsluis                                    ;10;Rotterdam                                         ;29;Groot-Rijnmond                                    ;291;Rijnmond                                          ;2910;Rijnmond                                          ;4607;GGD Rotterdam-Rijnmond                            ;       24 ;Rotterdam                                         ;2801;Voorne-Putten en Hoeksche Waard                   ;11;Zuidwestelijk Akkerbouwgebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL339    ;Groot-Rijnmond                                    ;17;Rotterdam-Rijnmond                                ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;23;Rijnmond                                          ;4;Deltagebied                                       ;17;Rotterdam-Rijnmond                                ;29;Rijnmond                                          ;0;                                                  ;14;Rotterdam                                         ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;39442;1539
154;794;794;Helmond                                           ;Helmond                                           ;1;'s-Hertogenbosch                                  ;36;Zuidoost-Noord-Brabant                            ;360;Zuidoost-Noord-Brabant                            ;3600;Zuidoost-Noord-Brabant                            ;5608;GGD Brabant-Zuidoost                              ;       17 ;Brabant                                           ;3010;Westelijk Peelgebied                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL414    ;Zuidoost-Noord-Brabant                            ;22;Brabant-Zuidoost                                  ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;28;Zuidoost-Brabant                                  ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;22;Brabant-Zuidoost                                  ;37;Zuidoost-Brabant                                  ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;88801;1544
155;531;531;Hendrik-Ido-Ambacht                               ;Hendrik+Ido+Ambacht                               ;11;Dordrecht                                         ;30;Zuidoost-Zuid-Holland                             ;300;Zuidoost-Zuid-Holland                             ;3002;Overig Zuidoost-Zuid-Holland                      ;4810;GGD Zuid-Holland-Zuid                             ;       24 ;Rotterdam                                         ;2802;Rotterdam en omgeving                             ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL33A    ;Zuidoost-Zuid-Holland                             ;18;Zuid-Holland-Zuid                                 ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;23;Rijnmond                                          ;17;Overig Nederland                                  ;18;Zuid-Holland-Zuid                                 ;30;Zuid-Holland-Zuid                                 ;0;                                                  ;15;Dordrecht                                         ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;28257;1664
156;164;164;Hengelo                                           ;Hengelo                                           ;8;Almelo                                            ;12;Twente                                            ;120;Twente                                            ;1200;Twente                                            ;1106;GGD Regio Twente                                  ;       08 ;Oost-Nederland                                    ;2303;Twente                                            ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL21    ;Overijssel                                        ; NL213    ;Twente                                            ;5;Twente                                            ;23;Overijssel                                        ;2;Arnhem                                            ;7;Twente                                            ;11;Twente, Salland en Vechtstreek                    ;5;Twente                                            ;12;Twente                                            ;0;                                                  ;4;Enschede                                          ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;80939;1653
157;796;796;'s-Hertogenbosch                                  ;Hertogenbosch 's-                                 ;1;'s-Hertogenbosch                                  ;35;Noordoost-Noord-Brabant                           ;351;Stadsgewest 's-Hertogenbosch                      ;3510;Stadsgewest 's-Hertogenbosch                      ;5406;GGD Hart voor Brabant                             ;       17 ;Brabant                                           ;3004;Oostelijke Langstraat                             ;10;Rivierengebied                                    ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL413    ;Noordoost-Noord-Brabant                           ;21;Brabant-Noord                                     ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;27;Noordoost-Brabant                                 ;13;West- en Midden-Brabant                           ;21;Brabant-Noord                                     ;36;Noordoost-Brabant                                 ;18;'s-Hertogenbosch                                  ;18;'s-Hertogenbosch                                  ;6;100 000 tot 150 000 inwoners                      ;2;Sterk stedelijk          ;141893;1960
