ID;KenmerkenVanHuishoudens;Inkomensgroepen;Inkomensbegrippen;Perioden;HoogsteInkomen_1;GemiddeldInkomen_2;TotaalAantal_3;InProcentenVanHetTotaal_4;TotaalAantal_5;GemiddeldPerHuishouden_6;TotaalAantal_7;GemiddeldPerHuishouden_8
0;0;0;Bruto inkomen;1990;;29.8;6128;100.0;14635;2.4;10168;1.7
1;0;0;Bruto inkomen;1991;;31.0;6211;100.0;14740;2.4;10347;1.7
2;0;0;Bruto inkomen;1992;;32.5;6309;100.0;14863;2.4;10529;1.7
3;0;0;Bruto inkomen;1993;;32.5;6401;100.0;14958;2.3;10616;1.7
4;0;0;Bruto inkomen;1994;;32.5;6454;100.0;15016;2.3;10704;1.7
5;0;0;Bruto inkomen;1995;;33.1;6549;100.0;15125;2.3;10883;1.7
6;0;0;Bruto inkomen;1996;;33.6;6617;100.0;15206;2.3;11032;1.7
7;0;0;Bruto inkomen;1997;;34.2;6704;100.0;15303;2.3;11202;1.7
8;0;0;Bruto inkomen;1998;;35.2;6783;100.0;15417;2.3;11360;1.7
9;0;0;Bruto inkomen;1999;;36.9;6855;100.0;15485;2.3;11478;1.7
10;0;0;Bruto inkomen;2000;;38.7;6941;100.0;15654;2.3;11676;1.7
11;0;0;Besteedbaar inkomen;1990;;18.4;6128;100.0;14635;2.4;10168;1.7
12;0;0;Besteedbaar inkomen;1991;;18.9;6211;100.0;14740;2.4;10347;1.7
13;0;0;Besteedbaar inkomen;1992;;19.5;6309;100.0;14863;2.4;10529;1.7
14;0;0;Besteedbaar inkomen;1993;;19.7;6401;100.0;14958;2.3;10616;1.7
15;0;0;Besteedbaar inkomen;1994;;20.3;6454;100.0;15016;2.3;10704;1.7
16;0;0;Besteedbaar inkomen;1995;;20.9;6549;100.0;15125;2.3;10883;1.7
17;0;0;Besteedbaar inkomen;1996;;21.3;6617;100.0;15206;2.3;11032;1.7
18;0;0;Besteedbaar inkomen;1997;;22.0;6704;100.0;15303;2.3;11202;1.7
19;0;0;Besteedbaar inkomen;1998;;22.7;6783;100.0;15417;2.3;11360;1.7
20;0;0;Besteedbaar inkomen;1999;;23.5;6855;100.0;15485;2.3;11478;1.7
21;0;0;Besteedbaar inkomen;2000;;24.8;6941;100.0;15654;2.3;11676;1.7
22;0;0;Gestandaardiseerd inkomen;1990;;12.5;6128;100.0;14635;2.4;10168;1.7
23;0;0;Gestandaardiseerd inkomen;1991;;12.9;6211;100.0;14740;2.4;10347;1.7
24;0;0;Gestandaardiseerd inkomen;1992;;13.4;6309;100.0;14863;2.4;10529;1.7
25;0;0;Gestandaardiseerd inkomen;1993;;13.6;6401;100.0;14958;2.3;10616;1.7
26;0;0;Gestandaardiseerd inkomen;1994;;14.0;6454;100.0;15016;2.3;10704;1.7
27;0;0;Gestandaardiseerd inkomen;1995;;14.5;6549;100.0;15125;2.3;10883;1.7
28;0;0;Gestandaardiseerd inkomen;1996;;14.8;6617;100.0;15206;2.3;11032;1.7
29;0;0;Gestandaardiseerd inkomen;1997;;15.3;6704;100.0;15303;2.3;11202;1.7
30;0;0;Gestandaardiseerd inkomen;1998;;15.9;6783;100.0;15417;2.3;11360;1.7
31;0;0;Gestandaardiseerd inkomen;1999;;16.5;6855;100.0;15485;2.3;11478;1.7
32;0;0;Gestandaardiseerd inkomen;2000;;17.4;6941;100.0;15654;2.3;11676;1.7
33;0;Laagste 10%-groep;Bruto inkomen;1990;9.3;5.8;613;10.0;726;1.2;640;1.0
