ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;Huishoudgrootte;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
18;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;4010.0;250.0;3760.0;6.3
19;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;100.0;20.0;80.0;16.8
20;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;1249460.0;65670.0;1183790.0;5.3
21;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;1336280.0;62810.0;1273470.0;4.7
22;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;1348270.0;59740.0;1288530.0;4.4
23;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1357920.0;58540.0;1299380.0;4.3
24;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;1357950.0;52170.0;1305780.0;3.8
25;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1 tot 5 leden;2004/'05;1108850.0;59890.0;1048960.0;5.4
26;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1 tot 5 leden;2005/'06;1192000.0;57560.0;1134440.0;4.8
27;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1 tot 5 leden;2006/'07;1198940.0;54300.0;1144630.0;4.5
28;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1 tot 5 leden;2007/'08;1218010.0;54110.0;1163900.0;4.4
29;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;1 tot 5 leden;2008/'09;1224510.0;48590.0;1175920.0;4.0
30;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;6 leden of meer;2004/'05;135860.0;5170.0;130690.0;3.8
31;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;6 leden of meer;2005/'06;138490.0;4540.0;133940.0;3.3
32;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;6 leden of meer;2006/'07;135540.0;4290.0;131260.0;3.2
33;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;6 leden of meer;2007/'08;136190.0;4240.0;131950.0;3.1
34;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;6 leden of meer;2008/'09;133350.0;3570.0;129790.0;2.7
35;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;4750.0;600.0;4150.0;12.7
36;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;5800.0;710.0;5090.0;12.2
37;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;13790.0;1150.0;12640.0;8.3
38;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;3720.0;190.0;3530.0;5.2
39;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;90.0;10.0;70.0;16.1
40;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;50650.0;10480.0;40170.0;20.7
41;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;63430.0;11700.0;51720.0;18.5
42;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;71240.0;12870.0;58360.0;18.1
43;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;76780.0;12940.0;63840.0;16.9
44;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;77180.0;12100.0;65080.0;15.7
45;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1 tot 5 leden;2004/'05;44930.0;9380.0;35550.0;20.9
46;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1 tot 5 leden;2005/'06;56430.0;10480.0;45950.0;18.6
47;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1 tot 5 leden;2006/'07;62660.0;11210.0;51450.0;17.9
48;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1 tot 5 leden;2007/'08;68440.0;11480.0;56960.0;16.8
49;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1 tot 5 leden;2008/'09;69640.0;10980.0;58660.0;15.8
50;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;6 leden of meer;2004/'05;5310.0;970.0;4340.0;18.3
51;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;6 leden of meer;2005/'06;6380.0;1010.0;5370.0;15.9
52;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;6 leden of meer;2006/'07;7250.0;1340.0;5910.0;18.5
53;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;6 leden of meer;2007/'08;8060.0;1400.0;6660.0;17.3
54;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;6 leden of meer;2008/'09;7530.0;1110.0;6420.0;14.8
55;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;410.0;130.0;280.0;31.9
56;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;610.0;210.0;410.0;33.9
57;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;1320.0;320.0;1000.0;24.1
58;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;290.0;60.0;230.0;20.8
59;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
60;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;37760.0;6670.0;31090.0;17.7
61;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;46520.0;7270.0;39250.0;15.6
62;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;51540.0;7750.0;43780.0;15.0
63;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;55020.0;7640.0;47380.0;13.9
64;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;55450.0;7060.0;48390.0;12.7
65;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1 tot 5 leden;2004/'05;33710.0;6030.0;27680.0;17.9
66;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1 tot 5 leden;2005/'06;41640.0;6570.0;35070.0;15.8
67;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1 tot 5 leden;2006/'07;45710.0;6870.0;38840.0;15.0
68;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1 tot 5 leden;2007/'08;49390.0;6900.0;42490.0;14.0
69;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1 tot 5 leden;2008/'09;50280.0;6500.0;43790.0;12.9
70;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;6 leden of meer;2004/'05;3790.0;570.0;3220.0;15.1
71;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;6 leden of meer;2005/'06;4470.0;580.0;3890.0;13.1
72;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;6 leden of meer;2006/'07;4920.0;700.0;4220.0;14.2
73;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;6 leden of meer;2007/'08;5420.0;700.0;4720.0;13.0
74;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;6 leden of meer;2008/'09;5170.0;560.0;4600.0;10.9
75;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;260.0;70.0;190.0;26.2
76;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;410.0;120.0;290.0;29.4
77;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;910.0;190.0;720.0;20.5
78;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;210.0;40.0;170.0;17.1
79;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
80;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;12890.0;3820.0;9070.0;29.6
81;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;16910.0;4430.0;12480.0;26.2
82;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;19700.0;5120.0;14580.0;26.0
83;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;21760.0;5300.0;16460.0;24.4
84;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;21720.0;5030.0;16690.0;23.2
85;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2004/'05;11220.0;3350.0;7870.0;29.9
86;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2005/'06;14790.0;3920.0;10880.0;26.5
87;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2006/'07;16950.0;4350.0;12610.0;25.6
88;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2007/'08;19050.0;4580.0;14460.0;24.1
89;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2008/'09;19360.0;4490.0;14870.0;23.2
90;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2004/'05;1520.0;400.0;1110.0;26.5
91;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2005/'06;1910.0;430.0;1480.0;22.4
92;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2006/'07;2340.0;640.0;1700.0;27.4
93;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2007/'08;2630.0;690.0;1940.0;26.3
94;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2008/'09;2360.0;550.0;1820.0;23.2
95;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;160.0;60.0;90.0;41.3
96;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;210.0;90.0;120.0;42.9
97;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;410.0;130.0;280.0;32.0
98;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;80.0;30.0;60.0;30.1
99;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
100;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;1211960.0;55060.0;1156900.0;4.5
101;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;1299580.0;53590.0;1245980.0;4.1
102;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;1313120.0;51980.0;1261140.0;4.0
103;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1315100.0;48450.0;1266650.0;3.7
104;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;1310060.0;43340.0;1266720.0;3.3
105;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2004/'05;1068850.0;49000.0;1019850.0;4.6
106;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2005/'06;1151930.0;47910.0;1104020.0;4.2
107;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2006/'07;1160190.0;45870.0;1114330.0;4.0
108;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2007/'08;1170890.0;43370.0;1127520.0;3.7
109;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2008/'09;1172990.0;39300.0;1133690.0;3.4
110;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2004/'05;138460.0;5490.0;132980.0;4.0
111;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2005/'06;141930.0;4970.0;136960.0;3.5
112;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2006/'07;139400.0;4930.0;134460.0;3.5
113;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2007/'08;140320.0;4850.0;135470.0;3.5
114;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2008/'09;136990.0;4030.0;132960.0;2.9
115;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;4650.0;570.0;4080.0;12.3
116;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;5720.0;710.0;5010.0;12.4
117;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;13530.0;1180.0;12350.0;8.7
118;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;3890.0;230.0;3660.0;5.9
119;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;80.0;10.0;70.0;13.2
120;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;1166390.0;46230.0;1120160.0;4.0
121;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;1242850.0;43910.0;1198950.0;3.5
122;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;1249840.0;41280.0;1208560.0;3.3
123;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1247440.0;37820.0;1209620.0;3.0
124;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;1242720.0;33580.0;1209150.0;2.7
125;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2004/'05;1028800.0;41200.0;987590.0;4.0
126;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2005/'06;1101900.0;39330.0;1062570.0;3.6
127;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2006/'07;1105010.0;36680.0;1068330.0;3.3
128;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2007/'08;1111200.0;34060.0;1077130.0;3.1
129;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2008/'09;1112860.0;30550.0;1082310.0;2.7
130;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2004/'05;133310.0;4570.0;128740.0;3.4
131;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2005/'06;135740.0;4030.0;131710.0;3.0
132;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2006/'07;132450.0;3690.0;128760.0;2.8
133;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2007/'08;132640.0;3590.0;129050.0;2.7
134;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2008/'09;129800.0;3020.0;126780.0;2.3
135;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;4290.0;460.0;3830.0;10.8
136;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;5210.0;540.0;4670.0;10.4
137;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;12380.0;920.0;11470.0;7.4
138;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;3610.0;170.0;3440.0;4.8
139;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;70.0;;60.0;
140;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;45570.0;8820.0;36750.0;19.4
141;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;56720.0;9690.0;47040.0;17.1
142;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;63290.0;10700.0;52590.0;16.9
143;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;67650.0;10630.0;57030.0;15.7
144;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;67330.0;9760.0;57570.0;14.5
145;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2004/'05;40060.0;7800.0;32260.0;19.5
146;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2005/'06;50030.0;8580.0;41450.0;17.2
147;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2006/'07;55190.0;9190.0;46000.0;16.7
148;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2007/'08;59690.0;9300.0;50390.0;15.6
149;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2008/'09;60130.0;8750.0;51380.0;14.5
150;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2004/'05;5150.0;920.0;4240.0;17.8
151;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2005/'06;6180.0;940.0;5250.0;15.2
152;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2006/'07;6950.0;1240.0;5700.0;17.9
153;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2007/'08;7690.0;1270.0;6420.0;16.5
154;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2008/'09;7200.0;1010.0;6190.0;14.0
155;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;360.0;110.0;250.0;30.4
156;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;510.0;170.0;350.0;32.4
157;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;1150.0;270.0;880.0;23.1
158;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;280.0;60.0;220.0;20.6
159;Totaal mannen en vrouwen;0;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
160;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;33850.0;5480.0;28370.0;16.2
161;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;41440.0;5880.0;35560.0;14.2
162;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;45570.0;6250.0;39310.0;13.7
163;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;48240.0;6100.0;42140.0;12.6
164;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;48090.0;5470.0;42620.0;11.4
165;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2004/'05;29960.0;4900.0;25060.0;16.4
166;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2005/'06;36780.0;5260.0;31520.0;14.3
167;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2006/'07;40070.0;5450.0;34620.0;13.6
168;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2007/'08;42850.0;5430.0;37420.0;12.7
169;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2008/'09;43150.0;4970.0;38180.0;11.5
170;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2004/'05;3680.0;530.0;3150.0;14.5
171;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2005/'06;4320.0;530.0;3790.0;12.3
172;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2006/'07;4710.0;650.0;4060.0;13.8
173;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2007/'08;5190.0;640.0;4550.0;12.2
174;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2008/'09;4930.0;500.0;4430.0;10.2
175;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;220.0;50.0;170.0;23.7
176;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;330.0;90.0;240.0;27.5
177;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;780.0;150.0;630.0;19.4
178;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;200.0;30.0;170.0;16.7
179;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
180;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;11720.0;3340.0;8370.0;28.5
