ID;Baankenmerken;Onderwijssoorten;Herkomstgroepering;Geslacht;Leeftijd;Perioden;SchoolverlatersOnderzoekspopulatie_1;VoortijdigSchoolverlaters_2;SchoolverlatersMetStartkwalificatie_3;PercentageVoortijdigSchoolverlaters_4
0;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;2005, vrijdag 30 september;146300.0;76150.0;70150.0;52.0
1;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;2006, vrijdag 29 september;159210.0;74510.0;84700.0;46.8
2;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;2007, vrijdag 28 september;163030.0;72610.0;90430.0;44.5
3;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;2008, vrijdag 26 september;172800.0;71480.0;101320.0;41.4
4;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 17 jaar;2005, vrijdag 30 september;22210.0;19490.0;2720.0;87.7
5;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 17 jaar;2006, vrijdag 29 september;21730.0;18780.0;2950.0;86.4
6;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 17 jaar;2007, vrijdag 28 september;20430.0;17150.0;3280.0;84.0
7;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 17 jaar;2008, vrijdag 26 september;16830.0;13310.0;3520.0;79.1
8;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;2005, vrijdag 30 september;79160.0;35570.0;43590.0;44.9
9;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;2006, vrijdag 29 september;87800.0;34810.0;52990.0;39.7
10;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;2007, vrijdag 28 september;91800.0;34830.0;56970.0;37.9
11;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;2008, vrijdag 26 september;96910.0;35140.0;61770.0;36.3
12;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 22 jaar;2005, vrijdag 30 september;101370.0;55060.0;46320.0;54.3
13;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 22 jaar;2006, vrijdag 29 september;109530.0;53590.0;55940.0;48.9
14;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 22 jaar;2007, vrijdag 28 september;112220.0;51980.0;60250.0;46.3
15;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;<= 22 jaar;2008, vrijdag 26 september;113740.0;48450.0;65290.0;42.6
16;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;>= 23 jaar;2005, vrijdag 30 september;44930.0;21090.0;23840.0;46.9
17;0;Totaal populatie;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;>= 23 jaar;2006, vrijdag 29 september;49680.0;20920.0;28760.0;42.1
