ID;TypeWerkenden;Geslacht;Perioden;WerkzamePersonen_1;Banen_2;GewerkteUren_3;GewerkteUrenPerWerkzamePersoon_4;GewerkteUrenPerBaan_5;WerkzamePersonen_6;Banen_7;GewerkteUren_8;GewerkteUrenPerWerkzamePersoon_9;GewerkteUrenPerBaan_10
0;Totaal;Totaal mannen en vrouwen;2010 1e kwartaal;8687;9672;3156;363;326;8743.0;9727.0;3101.0;355.0;319.0
1;Totaal;Totaal mannen en vrouwen;2010 2e kwartaal;8799;9824;2929;333;298;8777.0;9785.0;3120.0;355.0;319.0
2;Totaal;Totaal mannen en vrouwen;2010 3e kwartaal;8821;9827;3006;341;306;8790.0;9797.0;3155.0;359.0;322.0
3;Totaal;Totaal mannen en vrouwen;2010 4e kwartaal;8806;9804;3372;383;344;8805.0;9816.0;3154.0;358.0;321.0
4;Totaal;Totaal mannen en vrouwen;2010;8779;9782;12463;1420;1274;;;;;
5;Totaal;Totaal mannen en vrouwen;2011 1e kwartaal;8783;9834;3226;367;328;8823.0;9872.0;3149.0;357.0;319.0
6;Totaal;Totaal mannen en vrouwen;2011 2e kwartaal;8863;9947;2996;338;301;8854.0;9917.0;3120.0;352.0;315.0
7;Totaal;Totaal mannen en vrouwen;2011 3e kwartaal;8902;9959;3031;340;304;8864.0;9928.0;3170.0;358.0;319.0
8;Totaal;Totaal mannen en vrouwen;2011 4e kwartaal;8868;9929;3323;375;335;8861.0;9924.0;3181.0;359.0;321.0
9;Totaal;Totaal mannen en vrouwen;2011;8855;9918;12576;1420;1268;;;;;
10;Totaal;Totaal mannen en vrouwen;2012 1e kwartaal;8799;9844;3260;370;331;8863.0;9922.0;3156.0;356.0;318.0
11;Totaal;Totaal mannen en vrouwen;2012 2e kwartaal;8871;9955;3008;339;302;8852.0;9905.0;3152.0;356.0;318.0
12;Totaal;Totaal mannen en vrouwen;2012 3e kwartaal;8852;9894;2959;334;299;8825.0;9874.0;3125.0;354.0;316.0
13;Totaal;Totaal mannen en vrouwen;2012 4e kwartaal;8824;9865;3238;367;328;8795.0;9836.0;3109.0;354.0;316.0
14;Totaal;Totaal mannen en vrouwen;2012;8837;9889;12465;1411;1260;;;;;
15;Totaal;Totaal mannen en vrouwen;2013 1e kwartaal;8682;9697;3137;361;323;8756.0;9784.0;3101.0;354.0;317.0
16;Totaal;Totaal mannen en vrouwen;2013 2e kwartaal;8753;9799;2994;342;306;8737.0;9761.0;3125.0;358.0;320.0
17;Totaal;Totaal mannen en vrouwen;2013 3e kwartaal;8770;9789;2976;339;304;8728.0;9750.0;3116.0;357.0;320.0
18;Totaal;Totaal mannen en vrouwen;2013 4e kwartaal;8725;9737;3248;372;334;8722.0;9739.0;3121.0;358.0;320.0
19;Totaal;Totaal mannen en vrouwen;2013;8733;9756;12355;1415;1266;;;;;
20;Totaal;Totaal mannen en vrouwen;2014 1e kwartaal;8628;9639;3162;366;328;8707.0;9726.0;3129.0;359.0;322.0
21;Totaal;Totaal mannen en vrouwen;2014 2e kwartaal;8745;9799;3002;343;306;8720.0;9744.0;3091.0;355.0;317.0
22;Totaal;Totaal mannen en vrouwen;2014 3e kwartaal;8750;9769;3001;343;307;8730.0;9767.0;3146.0;360.0;322.0
23;Totaal;Totaal mannen en vrouwen;2014 4e kwartaal;8776;9819;3273;373;333;8744.0;9796.0;3145.0;360.0;321.0
24;Totaal;Totaal mannen en vrouwen;2014;8725;9757;12438;1426;1275;;;;;
25;Totaal;Totaal mannen en vrouwen;2015 1e kwartaal;8684;9736;3165;365;325;8768.0;9832.0;3139.0;358.0;319.0
26;Totaal;Totaal mannen en vrouwen;2015 2e kwartaal;8816;9912;3004;341;303;8793.0;9865.0;3147.0;358.0;319.0
27;Totaal;Totaal mannen en vrouwen;2015 3e kwartaal;8864;9934;3025;341;304;8825.0;9901.0;3175.0;360.0;321.0
28;Totaal;Totaal mannen en vrouwen;2015 4e kwartaal;8865;9938;3365;380;339;8858.0;9944.0;3199.0;361.0;322.0
29;Totaal;Totaal mannen en vrouwen;2015;8808;9881;12559;1426;1271;;;;;
30;Totaal;Totaal mannen en vrouwen;2016 1e kwartaal;8807;9893;3226;366;326;8871.0;9956.0;3207.0;362.0;322.0
31;Totaal;Totaal mannen en vrouwen;2016 2e kwartaal;8940;10054;3162;354;315;8919.0;10010.0;3238.0;363.0;323.0
32;Totaal;Totaal mannen en vrouwen;2016 3e kwartaal;8988;10070;3066;341;304;8964.0;10054.0;3221.0;359.0;320.0
33;Totaal;Totaal mannen en vrouwen;2016 4e kwartaal;9036;10125;3400;376;336;9015.0;10110.0;3268.0;362.0;323.0
34;Totaal;Totaal mannen en vrouwen;2016;8943;10036;12854;1437;1281;;;;;
35;Totaal;Totaal mannen en vrouwen;2017 1e kwartaal;8997;10097;3359;373;333;9069.0;10173.0;3274.0;361.0;322.0
36;Totaal;Totaal mannen en vrouwen;2017 2e kwartaal;9153;10295;3220;352;313;9123.0;10240.0;3324.0;364.0;325.0
37;Totaal;Totaal mannen en vrouwen;2017 3e kwartaal;9214;10328;3146;341;305;9187.0;10318.0;3337.0;363.0;323.0
38;Totaal;Totaal mannen en vrouwen;2017 4e kwartaal;9260;10403;3432;371;330;9251.0;10394.0;3338.0;361.0;321.0
39;Totaal;Totaal mannen en vrouwen;2017;9157;10282;13156;1437;1280;;;;;
40;Totaal;Totaal mannen en vrouwen;2018 1e kwartaal;9259;10400;3422;370;329;9324.0;10470.0;3367.0;361.0;322.0
41;Totaal;Totaal mannen en vrouwen;2018 2e kwartaal;9395;10565;3280;349;310;9379.0;10535.0;3384.0;361.0;321.0
42;Totaal;Totaal mannen en vrouwen;2018 3e kwartaal;9478;10630;3238;342;305;9441.0;10602.0;3434.0;364.0;324.0
43;Totaal;Totaal mannen en vrouwen;2018 4e kwartaal;9495;10651;3570;376;335;9502.0;10659.0;3448.0;363.0;323.0
44;Totaal;Totaal mannen en vrouwen;2018;9408;10562;13510;1436;1279;;;;;
45;Totaal;Totaal mannen en vrouwen;2019 1e kwartaal;9515;10662;3503;368;329;9569.0;10722.0;3473.0;363.0;324.0
46;Totaal;Totaal mannen en vrouwen;2019 2e kwartaal;9632;10807;3409;354;315;9596.0;10759.0;3478.0;362.0;323.0
47;Totaal;Totaal mannen en vrouwen;2019 3e kwartaal;9637;10793;3326;345;308;9631.0;10795.0;3494.0;363.0;324.0
48;Totaal;Totaal mannen en vrouwen;2019 4e kwartaal;9707;10888;3629;374;333;9669.0;10846.0;3516.0;364.0;324.0
49;Totaal;Totaal mannen en vrouwen;2019;9623;10788;13867;1441;1285;;;;;
50;Totaal;Totaal mannen en vrouwen;2020 1e kwartaal;9617;10776;3399;353;315;9694.0;10852.0;3329.0;343.0;307.0
51;Totaal;Totaal mannen en vrouwen;2020 2e kwartaal;9495;10601;3225;340;304;9459.0;10549.0;3356.0;355.0;318.0
52;Totaal;Totaal mannen en vrouwen;2020 3e kwartaal;9608;10720;3119;325;291;9598.0;10723.0;3383.0;352.0;315.0
53;Totaal;Totaal mannen en vrouwen;2020 4e kwartaal;9616;10741;3566;371;332;9598.0;10725.0;3391.0;353.0;316.0
54;Totaal;Totaal mannen en vrouwen;2020;9584;10710;13309;1389;1243;;;;;
55;Totaal;Totaal mannen en vrouwen;2021 1e kwartaal;9502;10663;3482;366;327;9581.0;10731.0;3395.0;354.0;316.0
56;Totaal;Totaal mannen en vrouwen;2021 2e kwartaal;9775;10924;3413;349;312;9720.0;10873.0;3479.0;358.0;320.0
57;Totaal;Totaal mannen en vrouwen;2021 3e kwartaal;9862;11033;3173;322;288;9864.0;11043.0;3451.0;350.0;313.0
58;Totaal;Totaal mannen en vrouwen;2021 4e kwartaal;9946;11136;3684;370;331;9924.0;11111.0;3474.0;350.0;313.0
59;Totaal;Totaal mannen en vrouwen;2021;9773;10941;13751;1407;1257;;;;;
60;Totaal;Totaal mannen en vrouwen;2022 1e kwartaal;9954;11179;3708;373;332;10030.0;11236.0;3567.0;356.0;317.0
61;Totaal;Totaal mannen en vrouwen;2022 2e kwartaal;10188;11388;3503;344;308;10135.0;11345.0;3573.0;353.0;315.0
62;Totaal;Totaal mannen en vrouwen;2022 3e kwartaal;10194;11413;3317;325;291;10193.0;11415.0;3610.0;354.0;316.0
63;Totaal;Totaal mannen en vrouwen;2022 4e kwartaal;10288;11524;3764;366;327;10252.0;11483.0;3627.0;354.0;316.0
64;Totaal;Totaal mannen en vrouwen;2022;10157;11377;14292;1407;1256;;;;;
65;Totaal;Totaal mannen en vrouwen;2023 1e kwartaal;10196;11455;3834;376;335;10280.0;11520.0;3642.0;354.0;316.0
66;Totaal;Totaal mannen en vrouwen;2023 2e kwartaal;10354;11573;3562;344;308;10293.0;11528.0;3637.0;353.0;315.0
67;Totaal;Totaal mannen en vrouwen;2023 3e kwartaal;10315;11558;3315;321;287;10318.0;11558.0;3645.0;353.0;315.0
68;Totaal;Totaal mannen en vrouwen;2023 4e kwartaal;10386;11638;3746;361;322;10361.0;11603.0;3648.0;352.0;314.0
69;Totaal;Totaal mannen en vrouwen;2023;10313;11557;14457;1402;1251;;;;;
70;Totaal;Totaal mannen en vrouwen;2024 1e kwartaal;10316;11572;3822;371;330;10399.0;11646.0;3664.0;352.0;315.0
71;Totaal;Mannen;2010 1e kwartaal;4613;5080;1965;426;387;4654.0;5118.0;1934.0;416.0;378.0
72;Totaal;Mannen;2010 2e kwartaal;4685;5174;1837;392;355;4670.0;5150.0;1951.0;418.0;379.0
73;Totaal;Mannen;2010 3e kwartaal;4693;5173;1879;400;363;4670.0;5150.0;1973.0;422.0;383.0
74;Totaal;Mannen;2010 4e kwartaal;4671;5147;2098;449;408;4674.0;5156.0;1961.0;420.0;380.0
75;Totaal;Mannen;2010;4666;5144;7778;1667;1512;;;;;
76;Totaal;Mannen;2011 1e kwartaal;4655;5159;2007;431;389;4684.0;5183.0;1965.0;419.0;379.0
77;Totaal;Mannen;2011 2e kwartaal;4705;5223;1872;398;358;4699.0;5207.0;1944.0;414.0;373.0
78;Totaal;Mannen;2011 3e kwartaal;4732;5236;1889;399;361;4703.0;5211.0;1973.0;419.0;379.0
79;Totaal;Mannen;2011 4e kwartaal;4704;5207;2062;438;396;4700.0;5204.0;1974.0;420.0;379.0
80;Totaal;Mannen;2011;4699;5206;7830;1666;1504;;;;;
81;Totaal;Mannen;2012 1e kwartaal;4653;5148;2012;433;391;4697.0;5200.0;1955.0;416.0;376.0
82;Totaal;Mannen;2012 2e kwartaal;4702;5220;1872;398;359;4685.0;5186.0;1955.0;417.0;377.0
83;Totaal;Mannen;2012 3e kwartaal;4679;5175;1835;392;355;4662.0;5161.0;1934.0;415.0;375.0
84;Totaal;Mannen;2012 4e kwartaal;4650;5145;1997;429;388;4636.0;5129.0;1918.0;414.0;374.0
85;Totaal;Mannen;2012;4671;5172;7717;1652;1492;;;;;
86;Totaal;Mannen;2013 1e kwartaal;4560;5041;1929;423;383;4606.0;5093.0;1914.0;416.0;376.0
87;Totaal;Mannen;2013 2e kwartaal;4607;5097;1849;401;363;4595.0;5077.0;1924.0;419.0;379.0
88;Totaal;Mannen;2013 3e kwartaal;4629;5109;1843;398;361;4596.0;5077.0;1924.0;419.0;379.0
89;Totaal;Mannen;2013 4e kwartaal;4591;5069;2003;436;395;4595.0;5073.0;1926.0;419.0;380.0
90;Totaal;Mannen;2013;4597;5079;7623;1658;1501;;;;;
91;Totaal;Mannen;2014 1e kwartaal;4539;5020;1944;428;387;4584.0;5069.0;1931.0;421.0;381.0
92;Totaal;Mannen;2014 2e kwartaal;4607;5108;1857;403;364;4591.0;5078.0;1907.0;415.0;376.0
93;Totaal;Mannen;2014 3e kwartaal;4608;5089;1856;403;365;4594.0;5086.0;1940.0;422.0;381.0
94;Totaal;Mannen;2014 4e kwartaal;4617;5113;2016;437;394;4604.0;5105.0;1940.0;421.0;380.0
95;Totaal;Mannen;2014;4593;5083;7674;1671;1510;;;;;
96;Totaal;Mannen;2015 1e kwartaal;4578;5079;1948;426;384;4623.0;5128.0;1938.0;419.0;378.0
97;Totaal;Mannen;2015 2e kwartaal;4648;5166;1856;399;359;4637.0;5145.0;1939.0;418.0;377.0
98;Totaal;Mannen;2015 3e kwartaal;4687;5195;1872;399;360;4657.0;5165.0;1959.0;421.0;379.0
99;Totaal;Mannen;2015 4e kwartaal;4673;5178;2068;443;399;4675.0;5186.0;1969.0;421.0;380.0
100;Totaal;Mannen;2015;4647;5155;7745;1667;1503;;;;;
101;Totaal;Mannen;2016 1e kwartaal;4641;5157;1979;426;384;4685.0;5194.0;1973.0;421.0;380.0
102;Totaal;Mannen;2016 2e kwartaal;4726;5253;1950;413;371;4710.0;5225.0;1991.0;423.0;381.0
103;Totaal;Mannen;2016 3e kwartaal;4750;5263;1892;398;359;4732.0;5249.0;1981.0;419.0;377.0
104;Totaal;Mannen;2016 4e kwartaal;4763;5280;2083;437;395;4753.0;5271.0;2005.0;422.0;380.0
105;Totaal;Mannen;2016;4720;5238;7903;1674;1509;;;;;
106;Totaal;Mannen;2017 1e kwartaal;4737;5261;2054;434;390;4779.0;5302.0;2008.0;420.0;379.0
107;Totaal;Mannen;2017 2e kwartaal;4830;5373;1981;410;369;4809.0;5338.0;2040.0;424.0;382.0
108;Totaal;Mannen;2017 3e kwartaal;4863;5387;1934;398;359;4844.0;5381.0;2044.0;422.0;380.0
109;Totaal;Mannen;2017 4e kwartaal;4879;5426;2099;430;387;4877.0;5423.0;2043.0;419.0;377.0
110;Totaal;Mannen;2017;4828;5362;8067;1671;1505;;;;;
111;Totaal;Mannen;2018 1e kwartaal;4880;5429;2087;428;385;4913.0;5460.0;2059.0;419.0;377.0
