ID;Geslacht;Startjaar;StudiefaseStartjaar;Peilmoment;StudierichtingDiploma;OnderwijspositiePeilmoment;TotaalStudentenStartjaar_1;TotaalGediplomeerden_2;Bachelor_3;Master_4;TotaalGediplomeerden_5;Bachelor_6;Master_7;NietGediplomeerden_8;NietGediplomeerdenRelatief_9
0;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;Totaal;Totaal onderwijspositie in wo;47426.0;1392;80;1312;3;0;3;46034.0;97.0
1;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;Totaal;Totaal studenten in wo op peilmoment;39540.0;110;64;46;0;0;0;39430.0;100.0
2;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;Totaal;Totaal studenten uit wo op peilmoment;7886.0;1282;16;1266;16;0;16;6604.0;84.0
3;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;01 Onderwijs;Totaal onderwijspositie in wo;;77;37;40;0;0;0;;
4;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;01 Onderwijs;Totaal studenten in wo op peilmoment;;36;35;1;0;0;0;;
5;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;01 Onderwijs;Totaal studenten uit wo op peilmoment;;41;2;39;1;0;0;;
6;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;011 Onderwijskunde, lerarenopleiding...;Totaal onderwijspositie in wo;;77;37;40;0;0;0;;
7;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;011 Onderwijskunde, lerarenopleiding...;Totaal studenten in wo op peilmoment;;36;35;1;0;0;0;;
8;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;011 Onderwijskunde, lerarenopleiding...;Totaal studenten uit wo op peilmoment;;41;2;39;1;0;0;;
9;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
10;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
11;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
12;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0111 Onderwijskunde;Totaal onderwijspositie in wo;;66;37;29;0;0;0;;
13;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0111 Onderwijskunde;Totaal studenten in wo op peilmoment;;36;35;1;0;0;0;;
14;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0111 Onderwijskunde;Totaal studenten uit wo op peilmoment;;30;2;28;0;0;0;;
15;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0112 Opleiding kleuterleidsters;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
16;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0112 Opleiding kleuterleidsters;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
17;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0112 Opleiding kleuterleidsters;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
18;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0113 Lerarenopleiding basisonderwijs,...;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
19;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0113 Lerarenopleiding basisonderwijs,...;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
20;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0113 Lerarenopleiding basisonderwijs,...;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
21;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0114 Lerarenopleiding algemene en ber...;Totaal onderwijspositie in wo;;11;0;11;0;0;0;;
22;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0114 Lerarenopleiding algemene en ber...;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
23;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0114 Lerarenopleiding algemene en ber...;Totaal studenten uit wo op peilmoment;;11;0;11;0;0;0;;
24;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;02 Vormgeving, kunst, talen en gesch...;Totaal onderwijspositie in wo;;151;16;135;0;0;0;;
25;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;02 Vormgeving, kunst, talen en gesch...;Totaal studenten in wo op peilmoment;;17;14;3;0;0;0;;
26;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;02 Vormgeving, kunst, talen en gesch...;Totaal studenten uit wo op peilmoment;;134;2;132;2;0;2;;
27;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;020 Vormgeving, kunst, talen… z.n.d.;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
28;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;020 Vormgeving, kunst, talen… z.n.d.;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
29;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;020 Vormgeving, kunst, talen… z.n.d.;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
30;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0200 Vormgeving, kunst, talen… z.n.d.;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
31;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0200 Vormgeving, kunst, talen… z.n.d.;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
32;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0200 Vormgeving, kunst, talen… z.n.d.;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
33;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;021 Kunst;Totaal onderwijspositie in wo;;13;0;13;0;0;0;;
34;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;021 Kunst;Totaal studenten in wo op peilmoment;;1;0;1;0;0;0;;
35;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;021 Kunst;Totaal studenten uit wo op peilmoment;;12;0;12;0;0;0;;
36;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0210 Kunst z.n.d.;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
37;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0210 Kunst z.n.d.;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
38;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0210 Kunst z.n.d.;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
39;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0211 Audiovisuele techniek en mediapr...;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
40;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0211 Audiovisuele techniek en mediapr...;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
41;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0211 Audiovisuele techniek en mediapr...;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
42;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0212 Mode-, interieur- en industriële...;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
43;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0212 Mode-, interieur- en industriële...;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
44;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0212 Mode-, interieur- en industriële...;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
45;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0213 Beeldende kunst, kunstgeschiedenis;Totaal onderwijspositie in wo;;13;0;13;0;0;0;;
46;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0213 Beeldende kunst, kunstgeschiedenis;Totaal studenten in wo op peilmoment;;1;0;1;0;0;0;;
47;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0213 Beeldende kunst, kunstgeschiedenis;Totaal studenten uit wo op peilmoment;;12;0;12;0;0;0;;
48;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0214 Kunstnijverheid;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
49;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0214 Kunstnijverheid;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
50;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0214 Kunstnijverheid;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
51;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0215 Muziek en theater;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
52;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0215 Muziek en theater;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
53;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0215 Muziek en theater;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
54;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;022 Geesteswetenschappen;Totaal onderwijspositie in wo;;60;12;48;0;0;0;;
55;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;022 Geesteswetenschappen;Totaal studenten in wo op peilmoment;;13;11;2;0;0;0;;
56;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;022 Geesteswetenschappen;Totaal studenten uit wo op peilmoment;;47;1;46;1;0;1;;
57;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0220 Geesteswetenschappen z.n.d.;Totaal onderwijspositie in wo;;0;0;0;0;0;0;;
58;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0220 Geesteswetenschappen z.n.d.;Totaal studenten in wo op peilmoment;;0;0;0;0;0;0;;
59;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0220 Geesteswetenschappen z.n.d.;Totaal studenten uit wo op peilmoment;;0;0;0;0;0;0;;
60;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0221 Theologie, levensbeschouwing;Totaal onderwijspositie in wo;;17;0;17;0;0;0;;
61;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0221 Theologie, levensbeschouwing;Totaal studenten in wo op peilmoment;;1;0;1;0;0;0;;
62;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0221 Theologie, levensbeschouwing;Totaal studenten uit wo op peilmoment;;16;0;16;0;0;0;;
63;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0222 Geschiedenis, archeologie;Totaal onderwijspositie in wo;;31;11;20;0;0;0;;
64;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0222 Geschiedenis, archeologie;Totaal studenten in wo op peilmoment;;12;11;1;0;0;0;;
65;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0222 Geschiedenis, archeologie;Totaal studenten uit wo op peilmoment;;19;0;19;0;0;0;;
66;Totaal geslacht;2008;Totaal studiefase startjaar;1 jaar na startjaar;0223 Filosofie en ethiek;Totaal onderwijspositie in wo;;12;1;11;0;0;0;;
