ID;Geslacht;LeeftijdOp31December;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;PeriodeLevensverwachting_4
0;Totaal mannen en vrouwen;0 jaar;2022;0.00314;100000;314;81.71
1;Totaal mannen en vrouwen;0 jaar;2023;0.0029;100000;290;82.27
2;Totaal mannen en vrouwen;0 jaar;2024;0.00274;100000;274;82.63
3;Totaal mannen en vrouwen;0 jaar;2025;0.00261;100000;261;82.89
4;Totaal mannen en vrouwen;0 jaar;2026;0.0025;100000;250;83.1
5;Totaal mannen en vrouwen;0 jaar;2027;0.0024;100000;240;83.28
6;Totaal mannen en vrouwen;0 jaar;2028;0.00231;100000;231;83.47
7;Totaal mannen en vrouwen;0 jaar;2029;0.00222;100000;222;83.63
8;Totaal mannen en vrouwen;0 jaar;2030;0.00214;100000;214;83.79
9;Totaal mannen en vrouwen;0 jaar;2031;0.00206;100000;206;83.94
10;Totaal mannen en vrouwen;0 jaar;2032;0.00198;100000;198;84.1
11;Totaal mannen en vrouwen;0 jaar;2033;0.00191;100000;191;84.26
12;Totaal mannen en vrouwen;0 jaar;2034;0.00184;100000;184;84.42
13;Totaal mannen en vrouwen;0 jaar;2035;0.00177;100000;177;84.58
14;Totaal mannen en vrouwen;0 jaar;2036;0.00171;100000;171;84.74
15;Totaal mannen en vrouwen;0 jaar;2037;0.00164;100000;164;84.9
16;Totaal mannen en vrouwen;0 jaar;2038;0.00158;100000;158;85.05
17;Totaal mannen en vrouwen;0 jaar;2039;0.00152;100000;152;85.21
18;Totaal mannen en vrouwen;0 jaar;2040;0.00147;100000;147;85.36
19;Totaal mannen en vrouwen;0 jaar;2041;0.00141;100000;141;85.51
20;Totaal mannen en vrouwen;0 jaar;2042;0.00136;100000;136;85.66
21;Totaal mannen en vrouwen;0 jaar;2043;0.00131;100000;131;85.8
22;Totaal mannen en vrouwen;0 jaar;2044;0.00126;100000;126;85.95
23;Totaal mannen en vrouwen;0 jaar;2045;0.00121;100000;121;86.09
24;Totaal mannen en vrouwen;0 jaar;2046;0.00117;100000;117;86.24
25;Totaal mannen en vrouwen;0 jaar;2047;0.00113;100000;113;86.38
26;Totaal mannen en vrouwen;0 jaar;2048;0.00108;100000;108;86.52
27;Totaal mannen en vrouwen;0 jaar;2049;0.00104;100000;104;86.66
28;Totaal mannen en vrouwen;0 jaar;2050;0.001;100000;100;86.8
29;Totaal mannen en vrouwen;0 jaar;2051;0.00097;100000;97;86.93
30;Totaal mannen en vrouwen;0 jaar;2052;0.00093;100000;93;87.07
31;Totaal mannen en vrouwen;0 jaar;2053;0.0009;100000;90;87.2
32;Totaal mannen en vrouwen;0 jaar;2054;0.00086;100000;86;87.33
33;Totaal mannen en vrouwen;0 jaar;2055;0.00083;100000;83;87.46
34;Totaal mannen en vrouwen;0 jaar;2056;0.0008;100000;80;87.59
35;Totaal mannen en vrouwen;0 jaar;2057;0.00077;100000;77;87.72
36;Totaal mannen en vrouwen;0 jaar;2058;0.00074;100000;74;87.85
37;Totaal mannen en vrouwen;0 jaar;2059;0.00071;100000;71;87.97
38;Totaal mannen en vrouwen;0 jaar;2060;0.00069;100000;69;88.1
39;Totaal mannen en vrouwen;0 jaar;2061;0.00066;100000;66;88.22
40;Totaal mannen en vrouwen;0 jaar;2062;0.00064;100000;64;88.34
41;Totaal mannen en vrouwen;0 jaar;2063;0.00061;100000;61;88.46
42;Totaal mannen en vrouwen;0 jaar;2064;0.00059;100000;59;88.58
43;Totaal mannen en vrouwen;0 jaar;2065;0.00057;100000;57;88.7
44;Totaal mannen en vrouwen;0 jaar;2066;0.00055;100000;55;88.82
45;Totaal mannen en vrouwen;0 jaar;2067;0.00053;100000;53;88.93
46;Totaal mannen en vrouwen;0 jaar;2068;0.00051;100000;51;89.05
47;Totaal mannen en vrouwen;0 jaar;2069;0.00049;100000;49;89.16
48;Totaal mannen en vrouwen;0 jaar;2070;0.00047;100000;47;89.27
49;Totaal mannen en vrouwen;1 jaar;2022;0.00037;99686;37;81.47
50;Totaal mannen en vrouwen;1 jaar;2023;0.00034;99710;34;82.01
51;Totaal mannen en vrouwen;1 jaar;2024;0.00032;99726;32;82.36
52;Totaal mannen en vrouwen;1 jaar;2025;0.00031;99739;31;82.6
53;Totaal mannen en vrouwen;1 jaar;2026;0.00029;99750;29;82.8
54;Totaal mannen en vrouwen;1 jaar;2027;0.00028;99760;28;82.98
55;Totaal mannen en vrouwen;1 jaar;2028;0.00027;99769;27;83.16
56;Totaal mannen en vrouwen;1 jaar;2029;0.00026;99778;26;83.31
57;Totaal mannen en vrouwen;1 jaar;2030;0.00025;99786;25;83.46
58;Totaal mannen en vrouwen;1 jaar;2031;0.00024;99794;24;83.62
59;Totaal mannen en vrouwen;1 jaar;2032;0.00023;99802;23;83.77
60;Totaal mannen en vrouwen;1 jaar;2033;0.00022;99809;22;83.93
61;Totaal mannen en vrouwen;1 jaar;2034;0.00022;99816;22;84.08
62;Totaal mannen en vrouwen;1 jaar;2035;0.00021;99823;21;84.23
63;Totaal mannen en vrouwen;1 jaar;2036;0.0002;99829;20;84.39
64;Totaal mannen en vrouwen;1 jaar;2037;0.00019;99836;19;84.54
65;Totaal mannen en vrouwen;1 jaar;2038;0.00019;99842;19;84.69
66;Totaal mannen en vrouwen;1 jaar;2039;0.00018;99848;18;84.84
67;Totaal mannen en vrouwen;1 jaar;2040;0.00017;99853;17;84.98
68;Totaal mannen en vrouwen;1 jaar;2041;0.00017;99859;17;85.13
69;Totaal mannen en vrouwen;1 jaar;2042;0.00016;99864;16;85.27
70;Totaal mannen en vrouwen;1 jaar;2043;0.00015;99869;15;85.42
71;Totaal mannen en vrouwen;1 jaar;2044;0.00015;99874;15;85.56
72;Totaal mannen en vrouwen;1 jaar;2045;0.00014;99879;14;85.7
73;Totaal mannen en vrouwen;1 jaar;2046;0.00014;99883;14;85.84
74;Totaal mannen en vrouwen;1 jaar;2047;0.00013;99887;13;85.98
75;Totaal mannen en vrouwen;1 jaar;2048;0.00013;99892;13;86.11
76;Totaal mannen en vrouwen;1 jaar;2049;0.00012;99896;12;86.25
77;Totaal mannen en vrouwen;1 jaar;2050;0.00012;99900;12;86.38
78;Totaal mannen en vrouwen;1 jaar;2051;0.00011;99903;11;86.52
79;Totaal mannen en vrouwen;1 jaar;2052;0.00011;99907;11;86.65
80;Totaal mannen en vrouwen;1 jaar;2053;0.00011;99910;11;86.78
81;Totaal mannen en vrouwen;1 jaar;2054;0.0001;99914;10;86.91
82;Totaal mannen en vrouwen;1 jaar;2055;0.0001;99917;10;87.04
83;Totaal mannen en vrouwen;1 jaar;2056;9e-05;99920;9;87.16
84;Totaal mannen en vrouwen;1 jaar;2057;9e-05;99923;9;87.29
85;Totaal mannen en vrouwen;1 jaar;2058;9e-05;99926;9;87.41
86;Totaal mannen en vrouwen;1 jaar;2059;8e-05;99929;8;87.54
87;Totaal mannen en vrouwen;1 jaar;2060;8e-05;99931;8;87.66
88;Totaal mannen en vrouwen;1 jaar;2061;8e-05;99934;8;87.78
89;Totaal mannen en vrouwen;1 jaar;2062;8e-05;99936;8;87.9
