ID;GoederenindelingSITC;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3;Invoerwaarde_4;Uitvoerwaarde_5
82;0 Voeding en levende dieren;2016 4e kwartaal;10055.0;2.0;-10053.0;11.9;-97.8
83;0 Voeding en levende dieren;2016;35103.0;14.0;-35089.0;3.7;-88.1
84;0 Voeding en levende dieren;2017 1e kwartaal;8755.0;1.0;-8754.0;4.1;-87.5
85;0 Voeding en levende dieren;2017 2e kwartaal;8833.0;2.0;-8831.0;10.9;-50.0
86;0 Voeding en levende dieren;2017 3e kwartaal;8593.0;2.0;-8591.0;-0.9;100.0
87;0 Voeding en levende dieren;2017 4e kwartaal;10331.0;4.0;-10327.0;2.7;100.0
88;0 Voeding en levende dieren;2017;36512.0;9.0;-36503.0;4.0;-35.7
89;0 Voeding en levende dieren;2018 1e kwartaal;10933.0;6.0;-10927.0;24.9;500.0
90;0 Voeding en levende dieren;2018 2e kwartaal;9986.0;6.0;-9980.0;13.1;200.0
91;0 Voeding en levende dieren;2018 3e kwartaal;9484.0;3.0;-9481.0;10.4;50.0
92;0 Voeding en levende dieren;2018 4e kwartaal;10271.0;14.0;-10257.0;-0.6;250.0
93;0 Voeding en levende dieren;2018;40674.0;29.0;-40645.0;11.4;222.2
94;0 Voeding en levende dieren;2019 1e kwartaal;9597.0;0.0;-9597.0;-12.2;-100.0
95;0 Voeding en levende dieren;2019 2e kwartaal;11712.0;0.0;-11712.0;17.3;-100.0
96;0 Voeding en levende dieren;2019 3e kwartaal;10528.0;0.0;-10528.0;11.0;-100.0
97;0 Voeding en levende dieren;2019 4e kwartaal;12163.0;1.0;-12162.0;18.4;-92.9
98;0 Voeding en levende dieren;2019;43999.0;2.0;-43997.0;8.2;-93.1
99;0 Voeding en levende dieren;2020 1e kwartaal;11733.0;1.0;-11732.0;22.3;100.0
100;0 Voeding en levende dieren;2020 2e kwartaal;10262.0;7.0;-10255.0;-12.4;100.0
101;0 Voeding en levende dieren;2020 3e kwartaal;11274.0;9.0;-11265.0;7.1;100.0
102;0 Voeding en levende dieren;2020 4e kwartaal;11911.0;3.0;-11908.0;-2.1;200.0
103;0 Voeding en levende dieren;2020;45180.0;20.0;-45160.0;2.7;900.0
104;0 Voeding en levende dieren;2021 1e kwartaal;11531.0;26.0;-11505.0;-1.7;2500.0
105;0 Voeding en levende dieren;2021 2e kwartaal;12435.0;11.0;-12424.0;21.2;57.1
106;0 Voeding en levende dieren;2021 3e kwartaal;14478.0;10.0;-14468.0;28.4;11.1
107;0 Voeding en levende dieren;2021 4e kwartaal;16721.0;18.0;-16703.0;40.4;500.0
108;0 Voeding en levende dieren;2021;55165.0;64.0;-55101.0;22.1;220.0
109;0 Voeding en levende dieren;2022 1e kwartaal;14679.0;7.0;-14672.0;27.3;-73.1
110;0 Voeding en levende dieren;2022 2e kwartaal;16178.0;0.0;-16178.0;30.1;-100.0
111;0 Voeding en levende dieren;2022 3e kwartaal;16027.0;0.0;-16027.0;10.7;-100.0
112;1 Dranken en tabak;2011 3e kwartaal;3476.0;0.0;-3476.0;;
113;1 Dranken en tabak;2011 4e kwartaal;3621.0;10.0;-3611.0;;
114;1 Dranken en tabak;2011;;;;;
115;1 Dranken en tabak;2012 1e kwartaal;3524.0;3.0;-3521.0;;
116;1 Dranken en tabak;2012 2e kwartaal;2589.0;41.0;-2548.0;;
117;1 Dranken en tabak;2012 3e kwartaal;3251.0;3.0;-3248.0;-6.5;100.0
118;1 Dranken en tabak;2012 4e kwartaal;3516.0;3.0;-3513.0;-2.9;-70.0
119;1 Dranken en tabak;2012;12879.0;50.0;-12829.0;;
120;1 Dranken en tabak;2013 1e kwartaal;2477.0;0.0;-2477.0;-29.7;-100.0
121;1 Dranken en tabak;2013 2e kwartaal;2847.0;1.0;-2846.0;10.0;-97.6
122;1 Dranken en tabak;2013 3e kwartaal;3524.0;2.0;-3522.0;8.4;-33.3
123;1 Dranken en tabak;2013 4e kwartaal;3478.0;1.0;-3477.0;-1.1;-66.7
124;1 Dranken en tabak;2013;12326.0;4.0;-12322.0;-4.3;-92.0
125;1 Dranken en tabak;2014 1e kwartaal;3161.0;1.0;-3160.0;27.6;100.0
126;1 Dranken en tabak;2014 2e kwartaal;2801.0;0.0;-2801.0;-1.6;-100.0
127;1 Dranken en tabak;2014 3e kwartaal;3433.0;9.0;-3424.0;-2.6;350.0
128;1 Dranken en tabak;2014 4e kwartaal;3766.0;117.0;-3649.0;8.3;11600.0
129;1 Dranken en tabak;2014;13162.0;127.0;-13035.0;6.8;3075.0
130;1 Dranken en tabak;2015 1e kwartaal;3390.0;12.0;-3378.0;7.2;1100.0
131;1 Dranken en tabak;2015 2e kwartaal;3539.0;4.0;-3535.0;26.3;100.0
132;1 Dranken en tabak;2015 3e kwartaal;3103.0;27.0;-3076.0;-9.6;200.0
133;1 Dranken en tabak;2015 4e kwartaal;3939.0;500.0;-3439.0;4.6;327.4
134;1 Dranken en tabak;2015;13971.0;543.0;-13428.0;6.1;327.6
135;1 Dranken en tabak;2016 1e kwartaal;2529.0;44.0;-2485.0;-25.4;266.7
136;1 Dranken en tabak;2016 2e kwartaal;3231.0;73.0;-3158.0;-8.7;1725.0
137;1 Dranken en tabak;2016 3e kwartaal;3710.0;3.0;-3707.0;19.6;-88.9
138;1 Dranken en tabak;2016 4e kwartaal;4524.0;0.0;-4524.0;14.9;-100.0
139;1 Dranken en tabak;2016;13994.0;119.0;-13875.0;0.2;-78.1
140;1 Dranken en tabak;2017 1e kwartaal;3857.0;6.0;-3851.0;52.5;-86.4
141;1 Dranken en tabak;2017 2e kwartaal;4053.0;4.0;-4049.0;25.4;-94.5
142;1 Dranken en tabak;2017 3e kwartaal;2793.0;0.0;-2793.0;-24.7;-100.0
143;1 Dranken en tabak;2017 4e kwartaal;5080.0;0.0;-5080.0;12.3;0.0
144;1 Dranken en tabak;2017;15783.0;10.0;-15773.0;12.8;-91.6
145;1 Dranken en tabak;2018 1e kwartaal;4736.0;16.0;-4720.0;22.8;166.7
146;1 Dranken en tabak;2018 2e kwartaal;4839.0;9.0;-4830.0;19.4;125.0
147;1 Dranken en tabak;2018 3e kwartaal;4015.0;2.0;-4013.0;43.8;100.0
148;1 Dranken en tabak;2018 4e kwartaal;5480.0;4.0;-5476.0;7.9;100.0
149;1 Dranken en tabak;2018;19071.0;31.0;-19040.0;20.8;210.0
150;1 Dranken en tabak;2019 1e kwartaal;4024.0;57.0;-3967.0;-15.0;256.3
151;1 Dranken en tabak;2019 2e kwartaal;5384.0;0.0;-5384.0;11.3;-100.0
152;1 Dranken en tabak;2019 3e kwartaal;5213.0;4.0;-5209.0;29.8;100.0
153;1 Dranken en tabak;2019 4e kwartaal;5047.0;0.0;-5047.0;-7.9;-100.0
154;1 Dranken en tabak;2019;19667.0;61.0;-19606.0;3.1;96.8
155;1 Dranken en tabak;2020 1e kwartaal;4505.0;1.0;-4504.0;12.0;-98.2
156;1 Dranken en tabak;2020 2e kwartaal;5158.0;77.0;-5081.0;-4.2;100.0
157;1 Dranken en tabak;2020 3e kwartaal;3795.0;13.0;-3782.0;-27.2;225.0
158;1 Dranken en tabak;2020 4e kwartaal;6417.0;16.0;-6401.0;27.1;100.0
159;1 Dranken en tabak;2020;19875.0;107.0;-19768.0;1.1;75.4
160;1 Dranken en tabak;2021 1e kwartaal;2860.0;1.0;-2859.0;-36.5;0.0
161;1 Dranken en tabak;2021 2e kwartaal;5115.0;0.0;-5115.0;-0.8;-100.0
162;1 Dranken en tabak;2021 3e kwartaal;6227.0;32.0;-6195.0;64.1;146.2
163;1 Dranken en tabak;2021 4e kwartaal;8748.0;1.0;-8747.0;36.3;-93.8
164;1 Dranken en tabak;2021;22950.0;34.0;-22916.0;15.5;-68.2
165;1 Dranken en tabak;2022 1e kwartaal;4790.0;6.0;-4784.0;67.5;500.0
166;1 Dranken en tabak;2022 2e kwartaal;7971.0;10.0;-7961.0;55.8;100.0
167;1 Dranken en tabak;2022 3e kwartaal;7409.0;16.0;-7393.0;19.0;-50.0
168;2 Grondstoffen, niet eetbaar, behalve...;2011 3e kwartaal;895.0;118.0;-777.0;;
169;2 Grondstoffen, niet eetbaar, behalve...;2011 4e kwartaal;682.0;44.0;-638.0;;
170;2 Grondstoffen, niet eetbaar, behalve...;2011;;;;;
171;2 Grondstoffen, niet eetbaar, behalve...;2012 1e kwartaal;912.0;180.0;-732.0;;
172;2 Grondstoffen, niet eetbaar, behalve...;2012 2e kwartaal;740.0;0.0;-740.0;;
173;2 Grondstoffen, niet eetbaar, behalve...;2012 3e kwartaal;837.0;98.0;-739.0;-6.5;-16.9
174;2 Grondstoffen, niet eetbaar, behalve...;2012 4e kwartaal;643.0;346.0;-297.0;-5.7;686.4
175;2 Grondstoffen, niet eetbaar, behalve...;2012;3133.0;624.0;-2509.0;;
176;2 Grondstoffen, niet eetbaar, behalve...;2013 1e kwartaal;928.0;1442.0;514.0;1.8;701.1
177;2 Grondstoffen, niet eetbaar, behalve...;2013 2e kwartaal;850.0;217.0;-633.0;14.9;100.0
178;2 Grondstoffen, niet eetbaar, behalve...;2013 3e kwartaal;1132.0;676.0;-456.0;35.2;589.8
179;2 Grondstoffen, niet eetbaar, behalve...;2013 4e kwartaal;667.0;1503.0;836.0;3.7;334.4
180;2 Grondstoffen, niet eetbaar, behalve...;2013;3577.0;3838.0;261.0;14.2;515.1
181;2 Grondstoffen, niet eetbaar, behalve...;2014 1e kwartaal;984.0;1380.0;396.0;6.0;-4.3
182;2 Grondstoffen, niet eetbaar, behalve...;2014 2e kwartaal;884.0;682.0;-202.0;4.0;214.3
183;2 Grondstoffen, niet eetbaar, behalve...;2014 3e kwartaal;879.0;354.0;-525.0;-22.3;-47.6
184;2 Grondstoffen, niet eetbaar, behalve...;2014 4e kwartaal;1162.0;3024.0;1862.0;74.2;101.2
185;2 Grondstoffen, niet eetbaar, behalve...;2014;3910.0;5440.0;1530.0;9.3;41.7
186;2 Grondstoffen, niet eetbaar, behalve...;2015 1e kwartaal;997.0;1910.0;913.0;1.3;38.4
187;2 Grondstoffen, niet eetbaar, behalve...;2015 2e kwartaal;1091.0;97.0;-994.0;23.4;-85.8
188;2 Grondstoffen, niet eetbaar, behalve...;2015 3e kwartaal;1332.0;145.0;-1187.0;51.5;-59.0
189;2 Grondstoffen, niet eetbaar, behalve...;2015 4e kwartaal;1237.0;54.0;-1183.0;6.5;-98.2
190;2 Grondstoffen, niet eetbaar, behalve...;2015;4657.0;2207.0;-2450.0;19.1;-59.4
191;2 Grondstoffen, niet eetbaar, behalve...;2016 1e kwartaal;926.0;1259.0;333.0;-7.1;-34.1
192;2 Grondstoffen, niet eetbaar, behalve...;2016 2e kwartaal;1203.0;64.0;-1139.0;10.3;-34.0
193;2 Grondstoffen, niet eetbaar, behalve...;2016 3e kwartaal;1205.0;24.0;-1181.0;-9.5;-83.4
194;2 Grondstoffen, niet eetbaar, behalve...;2016 4e kwartaal;842.0;37.0;-805.0;-31.9;-31.5
195;2 Grondstoffen, niet eetbaar, behalve...;2016;4176.0;1385.0;-2791.0;-10.3;-37.2
196;2 Grondstoffen, niet eetbaar, behalve...;2017 1e kwartaal;1230.0;1085.0;-145.0;32.8;-13.8
197;2 Grondstoffen, niet eetbaar, behalve...;2017 2e kwartaal;1564.0;2096.0;532.0;30.0;3175.0
198;2 Grondstoffen, niet eetbaar, behalve...;2017 3e kwartaal;843.0;371.0;-472.0;-30.0;1445.8
199;2 Grondstoffen, niet eetbaar, behalve...;2017 4e kwartaal;1348.0;10.0;-1338.0;60.1;-73.0
200;2 Grondstoffen, niet eetbaar, behalve...;2017;4986.0;3562.0;-1424.0;19.4;157.2
201;2 Grondstoffen, niet eetbaar, behalve...;2018 1e kwartaal;1932.0;182.0;-1750.0;57.1;-83.2
202;2 Grondstoffen, niet eetbaar, behalve...;2018 2e kwartaal;2045.0;1272.0;-773.0;30.8;-39.3
203;2 Grondstoffen, niet eetbaar, behalve...;2018 3e kwartaal;1528.0;4.0;-1524.0;81.3;-98.9
204;2 Grondstoffen, niet eetbaar, behalve...;2018 4e kwartaal;1117.0;29.0;-1088.0;-17.1;190.0
205;2 Grondstoffen, niet eetbaar, behalve...;2018;6621.0;1487.0;-5134.0;32.8;-58.3
206;2 Grondstoffen, niet eetbaar, behalve...;2019 1e kwartaal;1904.0;1225.0;-679.0;-1.4;573.1
207;2 Grondstoffen, niet eetbaar, behalve...;2019 2e kwartaal;2465.0;1.0;-2464.0;20.5;-99.9
208;2 Grondstoffen, niet eetbaar, behalve...;2019 3e kwartaal;944.0;1113.0;169.0;-38.2;27725.0
209;2 Grondstoffen, niet eetbaar, behalve...;2019 4e kwartaal;1013.0;6.0;-1007.0;-9.3;-79.3
210;2 Grondstoffen, niet eetbaar, behalve...;2019;6327.0;2344.0;-3983.0;-4.4;57.6
211;2 Grondstoffen, niet eetbaar, behalve...;2020 1e kwartaal;1996.0;18.0;-1978.0;4.8;-98.5
212;2 Grondstoffen, niet eetbaar, behalve...;2020 2e kwartaal;2094.0;14.0;-2080.0;-15.1;1300.0
213;2 Grondstoffen, niet eetbaar, behalve...;2020 3e kwartaal;1992.0;5.0;-1987.0;111.0;-99.6
214;2 Grondstoffen, niet eetbaar, behalve...;2020 4e kwartaal;2217.0;32.0;-2185.0;118.9;433.3
215;2 Grondstoffen, niet eetbaar, behalve...;2020;8299.0;70.0;-8229.0;31.2;-97.0
216;2 Grondstoffen, niet eetbaar, behalve...;2021 1e kwartaal;2029.0;29.0;-2000.0;1.7;61.1
217;2 Grondstoffen, niet eetbaar, behalve...;2021 2e kwartaal;2450.0;78.0;-2372.0;17.0;457.1
218;2 Grondstoffen, niet eetbaar, behalve...;2021 3e kwartaal;1827.0;52.0;-1775.0;-8.3;940.0
219;2 Grondstoffen, niet eetbaar, behalve...;2021 4e kwartaal;1666.0;241.0;-1425.0;-24.9;653.1
220;2 Grondstoffen, niet eetbaar, behalve...;2021;7972.0;400.0;-7572.0;-3.9;471.4
221;2 Grondstoffen, niet eetbaar, behalve...;2022 1e kwartaal;2354.0;97.0;-2257.0;16.0;234.5
222;2 Grondstoffen, niet eetbaar, behalve...;2022 2e kwartaal;2140.0;47.0;-2093.0;-12.7;-39.7
223;2 Grondstoffen, niet eetbaar, behalve...;2022 3e kwartaal;3906.0;5.0;-3901.0;113.8;-90.4
224;3 Minerale brandstoffen, smeermiddele...;2011 3e kwartaal;217.0;1.0;-216.0;;
225;3 Minerale brandstoffen, smeermiddele...;2011 4e kwartaal;2390.0;1.0;-2389.0;;
226;3 Minerale brandstoffen, smeermiddele...;2011;;;;;
227;3 Minerale brandstoffen, smeermiddele...;2012 1e kwartaal;2502.0;0.0;-2502.0;;
228;3 Minerale brandstoffen, smeermiddele...;2012 2e kwartaal;2219.0;0.0;-2219.0;;
229;3 Minerale brandstoffen, smeermiddele...;2012 3e kwartaal;2150.0;1.0;-2149.0;890.8;0.0
230;3 Minerale brandstoffen, smeermiddele...;2012 4e kwartaal;3529.0;1.0;-3528.0;47.7;0.0
231;3 Minerale brandstoffen, smeermiddele...;2012;10399.0;2.0;-10397.0;;
232;3 Minerale brandstoffen, smeermiddele...;2013 1e kwartaal;4445.0;1.0;-4444.0;77.7;100.0
233;3 Minerale brandstoffen, smeermiddele...;2013 2e kwartaal;110.0;1.0;-109.0;-95.0;100.0
234;3 Minerale brandstoffen, smeermiddele...;2013 3e kwartaal;1747.0;0.0;-1747.0;-18.7;-100.0
235;3 Minerale brandstoffen, smeermiddele...;2013 4e kwartaal;3548.0;0.0;-3548.0;0.5;-100.0
236;3 Minerale brandstoffen, smeermiddele...;2013;9850.0;1.0;-9849.0;-5.3;-50.0
237;3 Minerale brandstoffen, smeermiddele...;2014 1e kwartaal;1456.0;0.0;-1456.0;-67.2;-100.0
238;3 Minerale brandstoffen, smeermiddele...;2014 2e kwartaal;376.0;0.0;-376.0;241.8;-100.0
239;3 Minerale brandstoffen, smeermiddele...;2014 3e kwartaal;3154.0;0.0;-3154.0;80.5;0.0
240;3 Minerale brandstoffen, smeermiddele...;2014 4e kwartaal;2074.0;0.0;-2074.0;-41.5;0.0
241;3 Minerale brandstoffen, smeermiddele...;2014;7061.0;1.0;-7060.0;-28.3;0.0
242;3 Minerale brandstoffen, smeermiddele...;2015 1e kwartaal;7984.0;0.0;-7984.0;448.4;0.0
243;3 Minerale brandstoffen, smeermiddele...;2015 2e kwartaal;4310.0;0.0;-4310.0;1046.3;0.0
244;3 Minerale brandstoffen, smeermiddele...;2015 3e kwartaal;1488.0;0.0;-1488.0;-52.8;0.0
245;3 Minerale brandstoffen, smeermiddele...;2015 4e kwartaal;3626.0;3.0;-3623.0;74.8;100.0
246;3 Minerale brandstoffen, smeermiddele...;2015;17408.0;3.0;-17405.0;146.5;200.0
247;3 Minerale brandstoffen, smeermiddele...;2016 1e kwartaal;1531.0;0.0;-1531.0;-80.8;0.0
248;3 Minerale brandstoffen, smeermiddele...;2016 2e kwartaal;3813.0;13.0;-3800.0;-11.5;100.0
249;3 Minerale brandstoffen, smeermiddele...;2016 3e kwartaal;292.0;1.0;-291.0;-80.4;100.0
250;3 Minerale brandstoffen, smeermiddele...;2016 4e kwartaal;3655.0;0.0;-3655.0;0.8;-100.0
251;3 Minerale brandstoffen, smeermiddele...;2016;9291.0;15.0;-9276.0;-46.6;400.0
252;3 Minerale brandstoffen, smeermiddele...;2017 1e kwartaal;2318.0;8.0;-2310.0;51.4;100.0
253;3 Minerale brandstoffen, smeermiddele...;2017 2e kwartaal;5081.0;0.0;-5081.0;33.3;-100.0
254;3 Minerale brandstoffen, smeermiddele...;2017 3e kwartaal;2680.0;1.0;-2679.0;817.8;0.0
255;3 Minerale brandstoffen, smeermiddele...;2017 4e kwartaal;3791.0;0.0;-3791.0;3.7;0.0
256;3 Minerale brandstoffen, smeermiddele...;2017;13870.0;9.0;-13861.0;49.3;-40.0
257;3 Minerale brandstoffen, smeermiddele...;2018 1e kwartaal;1120.0;0.0;-1120.0;-51.7;-100.0
258;3 Minerale brandstoffen, smeermiddele...;2018 2e kwartaal;519.0;0.0;-519.0;-89.8;0.0
259;3 Minerale brandstoffen, smeermiddele...;2018 3e kwartaal;548.0;0.0;-548.0;-79.6;-100.0
260;3 Minerale brandstoffen, smeermiddele...;2018 4e kwartaal;1354.0;0.0;-1354.0;-64.3;0.0
261;3 Minerale brandstoffen, smeermiddele...;2018;3541.0;0.0;-3541.0;-74.5;-100.0
262;3 Minerale brandstoffen, smeermiddele...;2019 1e kwartaal;831.0;0.0;-831.0;-25.8;0.0
263;3 Minerale brandstoffen, smeermiddele...;2019 2e kwartaal;476.0;0.0;-476.0;-8.3;0.0
264;3 Minerale brandstoffen, smeermiddele...;2019 3e kwartaal;584.0;0.0;-584.0;6.6;0.0
265;3 Minerale brandstoffen, smeermiddele...;2019 4e kwartaal;435.0;0.0;-435.0;-67.9;0.0
266;3 Minerale brandstoffen, smeermiddele...;2019;2326.0;0.0;-2326.0;-34.3;0.0
267;3 Minerale brandstoffen, smeermiddele...;2020 1e kwartaal;541.0;0.0;-541.0;-34.9;0.0
268;3 Minerale brandstoffen, smeermiddele...;2020 2e kwartaal;450.0;0.0;-450.0;-5.5;0.0
269;3 Minerale brandstoffen, smeermiddele...;2020 3e kwartaal;439.0;1.0;-438.0;-24.8;100.0
270;3 Minerale brandstoffen, smeermiddele...;2020 4e kwartaal;364.0;0.0;-364.0;-16.3;0.0
271;3 Minerale brandstoffen, smeermiddele...;2020;1794.0;1.0;-1793.0;-22.9;100.0
272;3 Minerale brandstoffen, smeermiddele...;2021 1e kwartaal;267.0;14.0;-253.0;-50.6;100.0
273;3 Minerale brandstoffen, smeermiddele...;2021 2e kwartaal;414.0;0.0;-414.0;-8.0;0.0
274;3 Minerale brandstoffen, smeermiddele...;2021 3e kwartaal;525.0;6.0;-519.0;19.6;500.0
275;3 Minerale brandstoffen, smeermiddele...;2021 4e kwartaal;778.0;1.0;-777.0;113.7;100.0
276;3 Minerale brandstoffen, smeermiddele...;2021;1983.0;22.0;-1961.0;10.5;2100.0
277;3 Minerale brandstoffen, smeermiddele...;2022 1e kwartaal;462.0;0.0;-462.0;73.0;-100.0
278;3 Minerale brandstoffen, smeermiddele...;2022 2e kwartaal;706.0;0.0;-706.0;70.5;0.0
279;3 Minerale brandstoffen, smeermiddele...;2022 3e kwartaal;11027.0;4.0;-11023.0;2000.4;-33.3
