ID;GemeentelijkeHeffingenVanaf2017;Regiokenmerken;Perioden;GemeentelijkeHeffingenInMlnEuro_1;GemeentelijkeHeffingenEuroInwoner_2
87;Totaal gemeentelijke heffingen;Flevoland (PV);2023;275.0;617.0
88;Totaal gemeentelijke heffingen;Flevoland (PV);2024;303.0;672.0
89;Totaal gemeentelijke heffingen;Flevoland (PV);2025;343.0;752.0
90;Totaal gemeentelijke heffingen;Gelderland (PV);2017;1054.0;514.0
91;Totaal gemeentelijke heffingen;Gelderland (PV);2018;1081.0;525.0
92;Totaal gemeentelijke heffingen;Gelderland (PV);2019;1107.0;534.0
93;Totaal gemeentelijke heffingen;Gelderland (PV);2020;1161.0;557.0
94;Totaal gemeentelijke heffingen;Gelderland (PV);2021;1218.0;581.0
95;Totaal gemeentelijke heffingen;Gelderland (PV);2022;1189.0;564.0
96;Totaal gemeentelijke heffingen;Gelderland (PV);2023;1235.0;579.0
97;Totaal gemeentelijke heffingen;Gelderland (PV);2024;1323.0;615.0
98;Totaal gemeentelijke heffingen;Gelderland (PV);2025;1421.0;658.0
99;Totaal gemeentelijke heffingen;Utrecht (PV);2017;676.0;526.0
100;Totaal gemeentelijke heffingen;Utrecht (PV);2018;697.0;538.0
101;Totaal gemeentelijke heffingen;Utrecht (PV);2019;750.0;559.0
102;Totaal gemeentelijke heffingen;Utrecht (PV);2020;790.0;583.0
103;Totaal gemeentelijke heffingen;Utrecht (PV);2021;853.0;627.0
104;Totaal gemeentelijke heffingen;Utrecht (PV);2022;887.0;648.0
105;Totaal gemeentelijke heffingen;Utrecht (PV);2023;959.0;691.0
106;Totaal gemeentelijke heffingen;Utrecht (PV);2024;1049.0;749.0
107;Totaal gemeentelijke heffingen;Utrecht (PV);2025;1151.0;817.0
108;Totaal gemeentelijke heffingen;Noord-Holland (PV);2017;1783.0;634.0
109;Totaal gemeentelijke heffingen;Noord-Holland (PV);2018;1889.0;667.0
110;Totaal gemeentelijke heffingen;Noord-Holland (PV);2019;2035.0;713.0
111;Totaal gemeentelijke heffingen;Noord-Holland (PV);2020;2259.0;785.0
112;Totaal gemeentelijke heffingen;Noord-Holland (PV);2021;2290.0;793.0
113;Totaal gemeentelijke heffingen;Noord-Holland (PV);2022;2350.0;807.0
114;Totaal gemeentelijke heffingen;Noord-Holland (PV);2023;2538.0;859.0
115;Totaal gemeentelijke heffingen;Noord-Holland (PV);2024;2821.0;946.0
116;Totaal gemeentelijke heffingen;Noord-Holland (PV);2025;3113.0;1040.0
117;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2017;2149.0;588.0
118;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2018;2197.0;597.0
119;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2019;2268.0;617.0
120;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2020;2401.0;647.0
121;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2021;2544.0;683.0
122;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2022;2581.0;688.0
123;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2023;2804.0;737.0
124;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2024;3056.0;796.0
125;Totaal gemeentelijke heffingen;Zuid-Holland (PV);2025;3298.0;854.0
126;Totaal gemeentelijke heffingen;Zeeland (PV);2017;265.0;695.0
127;Totaal gemeentelijke heffingen;Zeeland (PV);2018;272.0;710.0
128;Totaal gemeentelijke heffingen;Zeeland (PV);2019;278.0;725.0
129;Totaal gemeentelijke heffingen;Zeeland (PV);2020;289.0;753.0
130;Totaal gemeentelijke heffingen;Zeeland (PV);2021;305.0;790.0
131;Totaal gemeentelijke heffingen;Zeeland (PV);2022;311.0;805.0
132;Totaal gemeentelijke heffingen;Zeeland (PV);2023;329.0;841.0
133;Totaal gemeentelijke heffingen;Zeeland (PV);2024;348.0;887.0
134;Totaal gemeentelijke heffingen;Zeeland (PV);2025;367.0;933.0
135;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2017;1216.0;484.0
136;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2018;1242.0;491.0
137;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2019;1287.0;506.0
138;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2020;1362.0;531.0
139;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2021;1423.0;553.0
140;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2022;1478.0;570.0
141;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2023;1530.0;582.0
142;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2024;1652.0;624.0
143;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2025;1772.0;665.0
144;Totaal gemeentelijke heffingen;Limburg (PV);2017;620.0;555.0
145;Totaal gemeentelijke heffingen;Limburg (PV);2018;629.0;563.0
146;Totaal gemeentelijke heffingen;Limburg (PV);2019;644.0;577.0
147;Totaal gemeentelijke heffingen;Limburg (PV);2020;676.0;605.0
148;Totaal gemeentelijke heffingen;Limburg (PV);2021;703.0;630.0
149;Totaal gemeentelijke heffingen;Limburg (PV);2022;726.0;649.0
150;Totaal gemeentelijke heffingen;Limburg (PV);2023;753.0;667.0
151;Totaal gemeentelijke heffingen;Limburg (PV);2024;797.0;703.0
152;Totaal gemeentelijke heffingen;Limburg (PV);2025;837.0;737.0
153;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2017;72.0;490.0
154;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2018;66.0;487.0
155;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2019;67.0;495.0
156;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2020;70.0;514.0
157;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2021;73.0;540.0
158;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2022;76.0;558.0
159;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2023;79.0;570.0
160;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2024;84.0;607.0
161;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2025;86.0;620.0
162;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2017;30.0;642.0
163;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2018;30.0;651.0
164;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2019;30.0;662.0
165;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2020;32.0;688.0
166;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2021;32.0;699.0
167;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2022;32.0;708.0
168;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2023;36.0;783.0
169;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2024;37.0;818.0
170;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2025;38.0;851.0
171;Totaal gemeentelijke heffingen;Overig Groningen (CR);2017;231.0;593.0
172;Totaal gemeentelijke heffingen;Overig Groningen (CR);2018;241.0;599.0
173;Totaal gemeentelijke heffingen;Overig Groningen (CR);2019;257.0;638.0
174;Totaal gemeentelijke heffingen;Overig Groningen (CR);2020;277.0;684.0
175;Totaal gemeentelijke heffingen;Overig Groningen (CR);2021;294.0;724.0
176;Totaal gemeentelijke heffingen;Overig Groningen (CR);2022;309.0;758.0
177;Totaal gemeentelijke heffingen;Overig Groningen (CR);2023;327.0;792.0
178;Totaal gemeentelijke heffingen;Overig Groningen (CR);2024;354.0;846.0
179;Totaal gemeentelijke heffingen;Overig Groningen (CR);2025;371.0;884.0
180;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2017;175.0;539.0
181;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2018;173.0;544.0
182;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2019;179.0;559.0
183;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2020;187.0;583.0
184;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2021;195.0;606.0
185;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2022;198.0;612.0
186;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2023;202.0;619.0
187;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2024;216.0;657.0
188;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2025;226.0;685.0
189;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2017;70.0;519.0
190;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2018;73.0;519.0
191;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2019;75.0;531.0
192;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2020;83.0;585.0
193;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2021;86.0;604.0
194;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2022;82.0;576.0
195;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2023;84.0;589.0
196;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2024;89.0;624.0
197;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2025;96.0;672.0
198;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2017;98.0;527.0
199;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2018;99.0;528.0
200;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2019;101.0;542.0
201;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2020;105.0;561.0
202;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2021;108.0;576.0
203;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2022;104.0;549.0
204;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2023;105.0;554.0
205;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2024;111.0;582.0
206;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2025;116.0;606.0
207;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2017;89.0;463.0
208;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2018;92.0;477.0
209;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2019;92.0;479.0
210;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2020;94.0;486.0
211;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2021;97.0;502.0
212;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2022;100.0;516.0
213;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2023;105.0;535.0
214;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2024;113.0;574.0
215;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2025;119.0;602.0
216;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2017;90.0;538.0
217;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2018;90.0;539.0
218;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2019;91.0;542.0
219;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2020;93.0;554.0
220;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2021;98.0;583.0
221;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2022;99.0;586.0
222;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2023;101.0;592.0
223;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2024;105.0;615.0
224;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2025;109.0;638.0
225;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2017;62.0;475.0
226;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2018;63.0;480.0
227;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2019;64.0;482.0
228;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2020;68.0;507.0
229;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2021;74.0;554.0
230;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2022;75.0;553.0
231;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2023;77.0;562.0
232;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2024;80.0;584.0
233;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2025;81.0;588.0
234;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2017;180.0;491.0
235;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2018;183.0;497.0
236;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2019;190.0;510.0
237;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2020;203.0;541.0
238;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2021;214.0;567.0
239;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2022;220.0;580.0
240;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2023;227.0;589.0
241;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2024;243.0;627.0
242;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2025;264.0;678.0
243;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2017;78.0;504.0
244;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2018;79.0;514.0
245;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2019;81.0;518.0
246;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2020;85.0;540.0
247;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2021;88.0;561.0
248;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2022;91.0;573.0
249;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2023;92.0;575.0
250;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2024;98.0;609.0
251;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2025;105.0;648.0
252;Totaal gemeentelijke heffingen;Twente (CR);2017;326.0;520.0
253;Totaal gemeentelijke heffingen;Twente (CR);2018;330.0;525.0
254;Totaal gemeentelijke heffingen;Twente (CR);2019;339.0;539.0
255;Totaal gemeentelijke heffingen;Twente (CR);2020;356.0;564.0
256;Totaal gemeentelijke heffingen;Twente (CR);2021;370.0;585.0
257;Totaal gemeentelijke heffingen;Twente (CR);2022;381.0;600.0
258;Totaal gemeentelijke heffingen;Twente (CR);2023;393.0;615.0
259;Totaal gemeentelijke heffingen;Twente (CR);2024;420.0;655.0
260;Totaal gemeentelijke heffingen;Twente (CR);2025;443.0;688.0
261;Totaal gemeentelijke heffingen;Veluwe (CR);2017;353.0;521.0
262;Totaal gemeentelijke heffingen;Veluwe (CR);2018;371.0;543.0
263;Totaal gemeentelijke heffingen;Veluwe (CR);2019;381.0;553.0
264;Totaal gemeentelijke heffingen;Veluwe (CR);2020;401.0;577.0
265;Totaal gemeentelijke heffingen;Veluwe (CR);2021;414.0;590.0
266;Totaal gemeentelijke heffingen;Veluwe (CR);2022;398.0;563.0
267;Totaal gemeentelijke heffingen;Veluwe (CR);2023;409.0;571.0
268;Totaal gemeentelijke heffingen;Veluwe (CR);2024;437.0;605.0
269;Totaal gemeentelijke heffingen;Veluwe (CR);2025;465.0;640.0
270;Totaal gemeentelijke heffingen;Achterhoek (CR);2017;181.0;454.0
271;Totaal gemeentelijke heffingen;Achterhoek (CR);2018;182.0;454.0
272;Totaal gemeentelijke heffingen;Achterhoek (CR);2019;185.0;463.0
273;Totaal gemeentelijke heffingen;Achterhoek (CR);2020;194.0;483.0
274;Totaal gemeentelijke heffingen;Achterhoek (CR);2021;212.0;527.0
275;Totaal gemeentelijke heffingen;Achterhoek (CR);2022;211.0;522.0
276;Totaal gemeentelijke heffingen;Achterhoek (CR);2023;216.0;532.0
277;Totaal gemeentelijke heffingen;Achterhoek (CR);2024;230.0;565.0
278;Totaal gemeentelijke heffingen;Achterhoek (CR);2025;242.0;594.0
279;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2017;410.0;561.0
280;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2018;416.0;565.0
281;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2019;426.0;577.0
282;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2020;445.0;599.0
283;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2021;463.0;622.0
284;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2022;465.0;621.0
285;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2023;488.0;645.0
286;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2024;527.0;690.0
287;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2025;572.0;743.0
288;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2017;109.0;453.0
289;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2018;113.0;468.0
290;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2019;115.0;472.0
291;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2020;121.0;492.0
292;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2021;129.0;519.0
293;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2022;115.0;460.0
294;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2023;122.0;480.0
295;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2024;129.0;504.0
296;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2025;143.0;555.0
297;Totaal gemeentelijke heffingen;Utrecht (CR);2017;676.0;526.0
298;Totaal gemeentelijke heffingen;Utrecht (CR);2018;697.0;538.0
299;Totaal gemeentelijke heffingen;Utrecht (CR);2019;750.0;559.0
300;Totaal gemeentelijke heffingen;Utrecht (CR);2020;790.0;583.0
301;Totaal gemeentelijke heffingen;Utrecht (CR);2021;853.0;627.0
302;Totaal gemeentelijke heffingen;Utrecht (CR);2022;887.0;648.0
303;Totaal gemeentelijke heffingen;Utrecht (CR);2023;959.0;691.0
304;Totaal gemeentelijke heffingen;Utrecht (CR);2024;1049.0;749.0
305;Totaal gemeentelijke heffingen;Utrecht (CR);2025;1151.0;817.0
306;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2017;186.0;497.0
307;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2018;188.0;501.0
308;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2019;193.0;515.0
309;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2020;201.0;531.0
310;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2021;209.0;551.0
311;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2022;220.0;578.0
312;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2023;239.0;621.0
313;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2024;253.0;653.0
314;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2025;267.0;686.0
315;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2017;128.0;527.0
316;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2018;136.0;556.0
317;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2019;139.0;561.0
318;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2020;146.0;586.0
319;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2021;152.0;606.0
320;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2022;151.0;598.0
321;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2023;159.0;623.0
322;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2024;171.0;668.0
323;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2025;185.0;720.0
324;Totaal gemeentelijke heffingen;IJmond (CR);2017;97.0;494.0
325;Totaal gemeentelijke heffingen;IJmond (CR);2018;98.0;495.0
326;Totaal gemeentelijke heffingen;IJmond (CR);2019;100.0;506.0
327;Totaal gemeentelijke heffingen;IJmond (CR);2020;104.0;523.0
328;Totaal gemeentelijke heffingen;IJmond (CR);2021;108.0;543.0
329;Totaal gemeentelijke heffingen;IJmond (CR);2022;107.0;534.0
330;Totaal gemeentelijke heffingen;IJmond (CR);2023;111.0;553.0
331;Totaal gemeentelijke heffingen;IJmond (CR);2024;118.0;586.0
332;Totaal gemeentelijke heffingen;IJmond (CR);2025;127.0;626.0
333;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2017;161.0;695.0
334;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2018;163.0;701.0
335;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2019;169.0;738.0
336;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2020;176.0;763.0
337;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2021;184.0;797.0
