ID;Geslacht;TypeWerkenden;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonen_1;Banen_2;Arbeidsjaren_3;GewerkteUren_4
0;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1995;7268.0;8021.0;5935.0;10768.0
1;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1996;7420.0;8206.0;6073.0;11104.0
2;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1997;7648.0;8421.0;6259.0;11334.0
3;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1998;7830.0;8645.0;6440.0;11578.0
4;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;1999;8055.0;8888.0;6602.0;11899.0
5;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2000;8203.0;9027.0;6703.0;12010.0
6;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2001;8367.0;9152.0;6809.0;12166.0
7;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2002;8427.0;9204.0;6797.0;12104.0
8;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2003;8380.0;9141.0;6717.0;11965.0
9;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2004;8285.0;9089.0;6668.0;11996.0
10;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2005;8340.0;9175.0;6685.0;11956.0
11;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2006;8521.0;9395.0;6833.0;12189.0
12;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2007;8772.0;9696.0;7022.0;12537.0
13;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2008;8915.0;9876.0;7148.0;12736.0
14;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2009;8839.0;9814.0;7066.0;12552.0
15;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2010;8779.0;9782.0;7025.0;12463.0
16;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2011;8855.0;9918.0;7066.0;12576.0
17;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2012;8837.0;9889.0;7023.0;12465.0
18;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2013;8733.0;9756.0;6937.0;12355.0
19;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2014;8725.0;9757.0;6927.0;12438.0
20;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2015;8808.0;9881.0;7015.0;12559.0
21;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2016;8943.0;10036.0;7159.0;12854.0
22;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2017;9157.0;10282.0;7340.0;13156.0
23;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2018;9408.0;10562.0;7561.0;13510.0
24;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2019;9623.0;10788.0;7751.0;13867.0
25;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2020;9584.0;10710.0;7670.0;13309.0
26;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2021;9773.0;10941.0;7859.0;13751.0
27;Totaal mannen en vrouwen;Totaal;A-U Alle economische activiteiten;2022;10157.0;11377.0;8145.0;14292.0
28;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1995;235.0;293.0;206.0;429.0
29;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1996;237.0;297.0;210.0;437.0
30;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1997;241.0;299.0;211.0;437.0
31;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1998;232.0;291.0;208.0;402.0
32;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;1999;234.0;294.0;211.0;431.0
33;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2000;233.0;292.0;205.0;465.0
34;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2001;237.0;289.0;198.0;448.0
35;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2002;235.0;287.0;196.0;444.0
36;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2003;230.0;280.0;190.0;420.0
37;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2004;224.0;274.0;184.0;417.0
38;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2005;219.0;267.0;182.0;411.0
39;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2006;215.0;261.0;178.0;400.0
40;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2007;213.0;259.0;176.0;394.0
41;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2008;209.0;255.0;173.0;392.0
42;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2009;205.0;250.0;171.0;389.0
43;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2010;203.0;248.0;168.0;383.0
44;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2011;201.0;250.0;167.0;380.0
45;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2012;199.0;246.0;164.0;374.0
46;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2013;196.0;241.0;166.0;373.0
47;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2014;195.0;241.0;164.0;376.0
48;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2015;194.0;240.0;162.0;372.0
49;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2016;196.0;244.0;166.0;383.0
50;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2017;198.0;248.0;170.0;391.0
51;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2018;200.0;251.0;175.0;394.0
52;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2019;201.0;251.0;176.0;402.0
53;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2020;201.0;252.0;176.0;394.0
54;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2021;203.0;254.0;177.0;396.0
55;Totaal mannen en vrouwen;Totaal;A Landbouw, bosbouw en visserij;2022;204.0;255.0;179.0;400.0
56;Totaal mannen en vrouwen;Totaal;01 Landbouw;1995;227.0;285.0;199.0;414.0
57;Totaal mannen en vrouwen;Totaal;01 Landbouw;1996;230.0;289.0;204.0;423.0
58;Totaal mannen en vrouwen;Totaal;01 Landbouw;1997;234.0;291.0;204.0;423.0
59;Totaal mannen en vrouwen;Totaal;01 Landbouw;1998;225.0;284.0;202.0;389.0
60;Totaal mannen en vrouwen;Totaal;01 Landbouw;1999;227.0;287.0;205.0;417.0
61;Totaal mannen en vrouwen;Totaal;01 Landbouw;2000;226.0;285.0;199.0;450.0
62;Totaal mannen en vrouwen;Totaal;01 Landbouw;2001;230.0;282.0;192.0;434.0
63;Totaal mannen en vrouwen;Totaal;01 Landbouw;2002;229.0;280.0;190.0;431.0
64;Totaal mannen en vrouwen;Totaal;01 Landbouw;2003;224.0;273.0;184.0;408.0
65;Totaal mannen en vrouwen;Totaal;01 Landbouw;2004;218.0;268.0;178.0;405.0
66;Totaal mannen en vrouwen;Totaal;01 Landbouw;2005;213.0;261.0;176.0;399.0
67;Totaal mannen en vrouwen;Totaal;01 Landbouw;2006;210.0;256.0;173.0;389.0
68;Totaal mannen en vrouwen;Totaal;01 Landbouw;2007;208.0;253.0;171.0;383.0
69;Totaal mannen en vrouwen;Totaal;01 Landbouw;2008;204.0;249.0;168.0;381.0
70;Totaal mannen en vrouwen;Totaal;01 Landbouw;2009;199.0;244.0;166.0;378.0
71;Totaal mannen en vrouwen;Totaal;01 Landbouw;2010;198.0;243.0;164.0;373.0
72;Totaal mannen en vrouwen;Totaal;01 Landbouw;2011;196.0;245.0;163.0;370.0
73;Totaal mannen en vrouwen;Totaal;01 Landbouw;2012;194.0;241.0;160.0;364.0
74;Totaal mannen en vrouwen;Totaal;01 Landbouw;2013;191.0;236.0;162.0;363.0
75;Totaal mannen en vrouwen;Totaal;01 Landbouw;2014;190.0;235.0;160.0;366.0
76;Totaal mannen en vrouwen;Totaal;01 Landbouw;2015;189.0;235.0;158.0;362.0
77;Totaal mannen en vrouwen;Totaal;01 Landbouw;2016;191.0;239.0;161.0;373.0
78;Totaal mannen en vrouwen;Totaal;01 Landbouw;2017;193.0;242.0;165.0;381.0
79;Totaal mannen en vrouwen;Totaal;01 Landbouw;2018;195.0;245.0;170.0;384.0
80;Totaal mannen en vrouwen;Totaal;01 Landbouw;2019;196.0;245.0;172.0;391.0
81;Totaal mannen en vrouwen;Totaal;01 Landbouw;2020;196.0;246.0;171.0;384.0
82;Totaal mannen en vrouwen;Totaal;01 Landbouw;2021;198.0;248.0;172.0;386.0
83;Totaal mannen en vrouwen;Totaal;01 Landbouw;2022;198.0;249.0;174.0;389.0
84;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1995;2.0;2.0;2.0;3.0
85;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1996;2.0;2.0;2.0;4.0
86;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1997;2.0;2.0;2.0;4.0
87;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1998;2.0;2.0;2.0;3.0
88;Totaal mannen en vrouwen;Totaal;02 Bosbouw;1999;2.0;2.0;2.0;4.0
89;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2000;2.0;2.0;2.0;4.0
90;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2001;2.0;3.0;2.0;4.0
91;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2002;2.0;3.0;2.0;4.0
92;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2003;2.0;3.0;2.0;4.0
93;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2004;2.0;2.0;2.0;4.0
94;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2005;2.0;2.0;2.0;4.0
95;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2006;2.0;2.0;2.0;4.0
96;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2007;2.0;2.0;2.0;4.0
97;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2008;2.0;2.0;2.0;4.0
98;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2009;2.0;2.0;2.0;4.0
99;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2010;2.0;2.0;2.0;4.0
100;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2011;2.0;2.0;2.0;4.0
101;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2012;2.0;2.0;2.0;4.0
102;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2013;2.0;2.0;2.0;4.0
103;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2014;2.0;2.0;2.0;4.0
104;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2015;2.0;2.0;2.0;4.0
105;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2016;2.0;2.0;2.0;4.0
106;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2017;2.0;3.0;2.0;4.0
107;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2018;2.0;3.0;2.0;4.0
108;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2019;2.0;3.0;2.0;4.0
109;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2020;3.0;3.0;2.0;4.0
110;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2021;3.0;3.0;2.0;4.0
111;Totaal mannen en vrouwen;Totaal;02 Bosbouw;2022;3.0;3.0;3.0;5.0
112;Totaal mannen en vrouwen;Totaal;03 Visserij;1995;5.0;5.0;5.0;11.0
113;Totaal mannen en vrouwen;Totaal;03 Visserij;1996;5.0;5.0;4.0;11.0
114;Totaal mannen en vrouwen;Totaal;03 Visserij;1997;5.0;5.0;4.0;11.0
115;Totaal mannen en vrouwen;Totaal;03 Visserij;1998;4.0;5.0;4.0;10.0
116;Totaal mannen en vrouwen;Totaal;03 Visserij;1999;4.0;5.0;4.0;10.0
117;Totaal mannen en vrouwen;Totaal;03 Visserij;2000;4.0;5.0;4.0;11.0
118;Totaal mannen en vrouwen;Totaal;03 Visserij;2001;4.0;4.0;4.0;10.0
119;Totaal mannen en vrouwen;Totaal;03 Visserij;2002;4.0;4.0;3.0;9.0
120;Totaal mannen en vrouwen;Totaal;03 Visserij;2003;4.0;4.0;3.0;8.0
121;Totaal mannen en vrouwen;Totaal;03 Visserij;2004;3.0;4.0;3.0;8.0
122;Totaal mannen en vrouwen;Totaal;03 Visserij;2005;3.0;4.0;3.0;8.0
123;Totaal mannen en vrouwen;Totaal;03 Visserij;2006;3.0;4.0;3.0;8.0
124;Totaal mannen en vrouwen;Totaal;03 Visserij;2007;3.0;4.0;3.0;8.0
125;Totaal mannen en vrouwen;Totaal;03 Visserij;2008;3.0;4.0;3.0;7.0
126;Totaal mannen en vrouwen;Totaal;03 Visserij;2009;3.0;3.0;3.0;7.0
127;Totaal mannen en vrouwen;Totaal;03 Visserij;2010;3.0;3.0;3.0;6.0
128;Totaal mannen en vrouwen;Totaal;03 Visserij;2011;3.0;3.0;3.0;6.0
129;Totaal mannen en vrouwen;Totaal;03 Visserij;2012;3.0;3.0;3.0;6.0
130;Totaal mannen en vrouwen;Totaal;03 Visserij;2013;3.0;3.0;3.0;6.0
131;Totaal mannen en vrouwen;Totaal;03 Visserij;2014;3.0;3.0;3.0;6.0
132;Totaal mannen en vrouwen;Totaal;03 Visserij;2015;3.0;3.0;3.0;6.0
133;Totaal mannen en vrouwen;Totaal;03 Visserij;2016;3.0;3.0;2.0;6.0
134;Totaal mannen en vrouwen;Totaal;03 Visserij;2017;3.0;3.0;3.0;6.0
135;Totaal mannen en vrouwen;Totaal;03 Visserij;2018;3.0;3.0;3.0;6.0
136;Totaal mannen en vrouwen;Totaal;03 Visserij;2019;3.0;3.0;3.0;6.0
137;Totaal mannen en vrouwen;Totaal;03 Visserij;2020;3.0;3.0;3.0;6.0
138;Totaal mannen en vrouwen;Totaal;03 Visserij;2021;3.0;3.0;3.0;6.0
139;Totaal mannen en vrouwen;Totaal;03 Visserij;2022;3.0;3.0;3.0;6.0
140;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;1995;12.0;12.0;11.0;20.0
141;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;1996;12.0;12.0;11.0;21.0
142;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;1997;12.0;12.0;11.0;20.0
143;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;1998;12.0;12.0;11.0;21.0
144;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;1999;11.0;11.0;11.0;20.0
145;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;2000;11.0;11.0;10.0;19.0
146;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;2001;10.0;10.0;10.0;19.0
147;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;2002;11.0;11.0;11.0;20.0
148;Totaal mannen en vrouwen;Totaal;B Delfstoffenwinning;2003;11.0;11.0;10.0;19.0
