ID;Beroep;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
0;Totaal;Waarde;2014;36.5;45.2;30.7;60.5;62.4;56.0;68.0;48.0;23.1;;7.7;12.1;13.4;5.3;1.8;18.8;11.7;5.8;0.5;5.5;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;13.8;30.6;18.3;10.2;13.0
1;Totaal;Waarde;2015;36.2;45.4;30.6;59.9;62.1;56.6;67.7;48.6;23.3;;7.4;11.7;12.9;5.1;1.8;18.4;11.1;5.7;0.4;5.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4;12.3;27.8;17.3;9.8;12.7
2;Totaal;Waarde;2016;36.1;45.0;30.5;59.8;61.4;55.7;67.7;48.2;23.9;;8.0;12.1;13.1;5.5;2.1;19.2;11.1;5.8;0.5;5.5;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;13.5;30.0;18.9;10.7;13.4
3;Totaal;Waarde;2017;36.7;46.2;32.2;59.5;60.6;55.1;67.8;48.7;24.5;;8.6;13.0;14.1;6.0;2.1;19.1;11.4;5.8;0.4;5.5;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;14.5;30.3;19.5;12.1;14.4
4;Totaal;Waarde;2018;36.4;46.3;30.5;60.1;61.2;56.1;67.5;50.4;26.0;;8.6;12.9;14.7;5.3;2.2;18.7;10.7;5.8;0.6;5.8;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;17.6;31.9;20.4;13.5;15.2
5;Totaal;Waarde;2019;35.4;45.6;30.2;60.7;61.6;56.8;67.7;51.8;27.0;;8.9;13.3;15.1;8.4;3.1;23.6;13.2;7.3;0.8;7.9;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;16.1;31.0;20.6;13.9;15.5
6;Totaal;Waarde;2020;32.3;42.5;27.2;61.7;62.9;59.4;67.6;53.3;28.4;;7.9;12.1;15.2;4.6;1.8;17.6;8.4;5.0;0.5;5.3;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;15.9;30.1;19.3;12.9;13.6
7;Totaal;Waarde;2021;33.5;44.9;29.7;60.7;62.0;57.4;66.9;52.5;28.4;;9.1;13.2;15.9;6.1;2.2;18.4;8.8;5.5;0.5;6.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;16.5;30.9;21.4;14.4;15.4
8;Totaal;Waarde;2022;31.3;42.3;27.2;62.3;62.1;57.9;65.5;54.7;28.9;27.4;6.5;11.0;12.5;;;;;;;;;4.4;3.0;0.4;1.0;11.3;8.3;1.5;1.4;3.0;2.6;0.1;0.2;4.9;1.1;1.3;2.6;10.3;2.1;2.8;0.9;0.4;2.4;1.3;1.4;0.2;2.6;20.0;20.3;34.4;23.1;17.0;16.3
9;Totaal;Waarde;2023;30.0;40.4;25.3;63.0;62.6;58.3;65.7;56.3;29.3;27.4;7.0;11.3;12.9;;;;;;;;;4.5;3.1;0.3;1.1;11.6;8.4;1.7;1.5;2.9;2.5;0.1;0.2;5.3;1.2;1.4;2.8;10.7;2.1;2.9;0.8;0.5;2.6;1.3;1.4;0.4;2.6;19.0;19.5;32.8;22.0;16.3;15.4
10;Totaal;Waarde;2024;30.1;40.4;25.5;61.9;61.8;57.5;65.2;56.7;29.2;26.7;7.0;11.5;13.0;;;;;;;;;4.5;3.1;0.3;1.1;11.9;8.8;1.4;1.6;2.8;2.4;0.1;0.2;5.5;1.2;1.3;3.0;11.4;2.1;3.4;1.0;0.5;2.9;1.5;1.3;0.5;2.7;20.1;20.1;33.6;23.1;18.0;16.3
11;Totaal;Ondergrens 95%-interval;2014;36.0;44.7;30.2;60.0;61.8;55.5;67.5;47.5;22.6;;7.4;11.7;13.0;5.1;1.7;18.4;11.4;5.6;0.4;5.3;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;13.4;30.1;17.9;9.9;12.6
12;Totaal;Ondergrens 95%-interval;2015;35.8;44.9;30.2;59.4;61.6;56.1;67.2;48.2;22.9;;7.1;11.4;12.6;4.9;1.7;18.1;10.8;5.5;0.3;4.8;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;12.0;27.4;16.9;9.5;12.4
13;Totaal;Ondergrens 95%-interval;2016;35.6;44.6;30.1;59.3;60.9;55.3;67.3;47.7;23.5;;7.7;11.8;12.7;5.2;1.9;18.8;10.8;5.6;0.4;5.3;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;13.2;29.5;18.5;10.4;13.0
14;Totaal;Ondergrens 95%-interval;2017;36.2;45.7;31.7;59.1;60.2;54.6;67.3;48.2;24.1;;8.4;12.6;13.8;5.8;2.0;18.8;11.0;5.6;0.4;5.2;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;14.2;29.8;19.1;11.7;14.1
15;Totaal;Ondergrens 95%-interval;2018;35.9;45.9;30.2;59.7;60.8;55.7;67.1;50.0;25.6;;8.4;12.6;14.4;5.1;2.1;18.4;10.4;5.6;0.5;5.6;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;17.3;31.5;20.1;13.2;14.9
16;Totaal;Ondergrens 95%-interval;2019;35.0;45.2;29.8;60.3;61.2;56.4;67.3;51.4;26.6;;8.6;13.1;14.8;8.2;3.0;23.2;12.9;7.1;0.7;7.7;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;15.8;30.6;20.2;13.6;15.1
17;Totaal;Ondergrens 95%-interval;2020;31.8;42.0;26.8;61.3;62.5;59.0;67.2;52.9;28.1;;7.7;11.8;14.9;4.4;1.7;17.2;8.2;4.8;0.4;5.1;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.4;15.6;29.7;18.9;12.6;13.3
18;Totaal;Ondergrens 95%-interval;2021;33.1;44.4;29.3;60.2;61.6;56.9;66.5;52.1;28.0;;8.8;12.9;15.6;5.8;2.0;18.0;8.5;5.3;0.5;5.7;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;16.2;30.5;21.0;14.1;15.1
19;Totaal;Ondergrens 95%-interval;2022;30.9;41.9;26.8;61.9;61.6;57.4;65.1;54.3;28.5;27.1;6.2;10.6;12.1;;;;;;;;;4.2;2.8;0.3;0.9;10.9;7.9;1.4;1.3;2.8;2.4;0.0;0.1;4.6;1.0;1.1;2.4;9.9;2.0;2.6;0.7;0.3;2.2;1.2;1.2;0.2;2.4;19.7;19.9;33.9;22.7;16.6;16.0
20;Totaal;Ondergrens 95%-interval;2023;29.6;40.0;24.9;62.6;62.2;57.9;65.2;55.9;28.9;27.0;6.7;10.9;12.5;;;;;;;;;4.2;2.9;0.2;0.9;11.2;8.0;1.5;1.4;2.7;2.3;0.0;0.1;5.0;1.1;1.2;2.6;10.3;2.0;2.7;0.7;0.4;2.4;1.1;1.2;0.3;2.4;18.7;19.2;32.4;21.6;15.9;15.1
21;Totaal;Ondergrens 95%-interval;2024;29.7;40.0;25.2;61.5;61.4;57.1;64.8;56.3;28.8;26.3;6.7;11.2;12.6;;;;;;;;;4.2;2.9;0.2;1.0;11.6;8.5;1.3;1.4;2.6;2.2;0.1;0.1;5.2;1.1;1.2;2.8;11.0;2.0;3.2;0.8;0.4;2.7;1.3;1.2;0.4;2.5;19.8;19.7;33.2;22.7;17.6;15.9
22;Totaal;Bovengrens 95%-interval;2014;37.1;45.8;31.2;61.0;62.9;56.5;68.5;48.5;23.5;;8.0;12.4;13.8;5.6;2.0;19.3;12.0;6.1;0.6;5.8;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;14.2;31.1;18.8;10.6;13.4
23;Totaal;Bovengrens 95%-interval;2015;36.7;45.9;31.1;60.4;62.6;57.1;68.1;49.1;23.7;;7.7;12.0;13.2;5.3;1.9;18.8;11.4;5.9;0.5;5.3;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;12.7;28.3;17.7;10.1;13.0
24;Totaal;Bovengrens 95%-interval;2016;36.5;45.5;31.0;60.3;61.9;56.2;68.2;48.6;24.4;;8.2;12.5;13.4;5.7;2.2;19.6;11.4;6.1;0.5;5.8;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;13.9;30.4;19.3;11.0;13.7
25;Totaal;Bovengrens 95%-interval;2017;37.2;46.7;32.6;60.0;61.1;55.6;68.3;49.2;25.0;;8.9;13.3;14.5;6.3;2.3;19.5;11.7;6.0;0.5;5.7;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;14.9;30.7;19.9;12.4;14.8
26;Totaal;Bovengrens 95%-interval;2018;36.8;46.8;30.9;60.6;61.6;56.5;67.9;50.8;26.4;;8.9;13.2;15.0;5.5;2.4;19.0;10.9;6.0;0.7;6.0;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;18.0;32.3;20.8;13.8;15.6
27;Totaal;Bovengrens 95%-interval;2019;35.8;46.1;30.6;61.1;62.0;57.2;68.1;52.2;27.4;;9.1;13.6;15.4;8.7;3.3;24.0;13.5;7.5;0.9;8.2;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;16.5;31.4;20.9;14.2;15.8
28;Totaal;Bovengrens 95%-interval;2020;32.7;42.9;27.6;62.1;63.4;59.8;68.0;53.8;28.8;;8.2;12.4;15.5;4.8;1.9;17.9;8.7;5.2;0.6;5.5;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1;16.3;30.5;19.6;13.2;13.9
29;Totaal;Bovengrens 95%-interval;2021;34.0;45.4;30.2;61.2;62.5;57.8;67.4;53.0;28.9;;9.4;13.5;16.3;6.3;2.3;18.7;9.1;5.7;0.6;6.2;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;16.9;31.4;21.8;14.7;15.8
30;Totaal;Bovengrens 95%-interval;2022;31.7;42.8;27.6;62.7;62.5;58.3;65.9;55.1;29.3;27.8;6.9;11.4;12.9;;;;;;;;;4.7;3.2;0.5;1.2;11.7;8.6;1.7;1.6;3.2;2.8;0.1;0.3;5.2;1.3;1.4;2.8;10.7;2.3;3.1;1.0;0.4;2.6;1.5;1.5;0.3;2.8;20.4;20.6;34.8;23.5;17.3;16.7
31;Totaal;Bovengrens 95%-interval;2023;30.4;40.9;25.7;63.4;63.0;58.7;66.1;56.7;29.7;27.8;7.3;11.7;13.3;;;;;;;;;4.8;3.3;0.3;1.2;12.0;8.7;1.8;1.7;3.1;2.7;0.1;0.3;5.6;1.3;1.5;3.1;11.1;2.3;3.2;0.9;0.6;2.8;1.4;1.5;0.5;2.8;19.4;19.9;33.2;22.3;16.6;15.7
32;Totaal;Bovengrens 95%-interval;2024;30.5;40.8;25.9;62.3;62.2;57.9;65.6;57.2;29.6;27.0;7.3;11.9;13.4;;;;;;;;;4.7;3.4;0.3;1.2;12.3;9.1;1.6;1.8;3.0;2.6;0.1;0.2;5.8;1.4;1.5;3.2;11.8;2.3;3.7;1.1;0.5;3.1;1.6;1.5;0.5;2.9;20.5;20.4;34.1;23.5;18.3;16.6
33;Beroepsniveau 1 (ISCO 2008);Waarde;2014;37.7;39.6;26.7;40.4;42.4;41.9;36.6;40.6;12.5;;4.7;5.0;6.5;3.2;1.7;9.0;8.9;1.5;0.9;4.3;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;9.8;24.9;16.9;7.7;14.8
34;Beroepsniveau 1 (ISCO 2008);Waarde;2015;38.3;38.8;26.3;38.5;41.9;44.8;36.1;42.7;14.2;;3.7;3.9;6.1;2.4;1.9;8.6;9.0;1.9;0.8;3.5;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;11.8;8.2;22.3;16.0;7.8;13.9
35;Beroepsniveau 1 (ISCO 2008);Waarde;2016;39.3;39.8;26.7;41.1;41.7;41.9;36.6;42.4;17.1;;4.3;4.5;7.0;3.2;2.1;10.0;9.8;1.8;1.2;4.6;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;10.1;26.4;18.2;8.3;16.3
36;Beroepsniveau 1 (ISCO 2008);Waarde;2017;39.3;38.2;28.1;40.0;41.3;44.2;38.0;43.7;17.5;;4.3;5.2;7.0;3.5;2.0;10.2;9.3;1.6;1.0;3.9;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;13.3;10.0;24.7;17.5;8.8;14.9
37;Beroepsniveau 1 (ISCO 2008);Waarde;2018;37.6;38.5;25.1;40.8;42.5;45.3;36.9;46.1;19.1;;5.2;5.4;8.1;3.3;2.3;9.6;8.8;2.0;1.1;4.4;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;12.6;27.9;20.0;9.9;17.6
38;Beroepsniveau 1 (ISCO 2008);Waarde;2019;37.2;38.1;26.1;41.3;42.4;46.6;37.8;47.2;21.4;;4.9;5.3;7.7;5.9;3.5;13.7;11.5;3.0;1.4;5.9;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;12.0;26.5;20.1;11.1;17.6
39;Beroepsniveau 1 (ISCO 2008);Waarde;2020;34.0;33.6;20.8;38.7;40.7;45.7;35.4;48.3;22.4;;3.7;4.4;6.6;3.7;2.1;10.5;7.5;1.6;1.0;4.0;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5;9.8;23.7;15.7;9.1;14.8
40;Beroepsniveau 1 (ISCO 2008);Waarde;2021;34.9;36.4;23.9;38.4;39.5;44.2;35.5;47.2;22.8;;4.8;5.5;8.0;5.0;3.1;13.1;8.0;2.0;0.9;4.7;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;11.4;25.4;19.4;11.7;16.1
41;Beroepsniveau 1 (ISCO 2008);Waarde;2022;34.1;35.1;23.1;41.1;40.1;46.0;33.5;49.3;25.0;10.4;4.5;4.8;7.1;;;;;;;;;4.5;2.5;0.5;1.1;8.0;4.1;1.2;2.2;1.2;0.3;0.0;0.3;5.4;0.9;1.6;2.5;11.2;1.3;4.3;1.3;0.8;1.8;1.4;1.6;0.4;2.4;17.7;16.1;29.4;22.0;13.6;18.0
42;Beroepsniveau 1 (ISCO 2008);Waarde;2023;32.5;32.2;20.3;42.7;41.9;47.5;32.9;51.8;25.3;12.0;3.3;4.7;6.5;;;;;;;;;4.4;2.7;0.3;1.3;8.1;4.6;1.8;1.7;1.5;0.5;0.2;0.7;5.6;1.1;1.7;3.0;12.2;1.4;5.2;1.2;0.5;2.0;1.3;1.4;0.1;2.8;17.5;16.2;29.9;21.7;13.5;17.8
43;Beroepsniveau 1 (ISCO 2008);Waarde;2024;32.1;31.9;20.9;40.3;39.3;44.9;31.8;53.9;28.1;11.7;3.2;4.1;6.9;;;;;;;;;4.1;2.5;0.4;1.4;7.2;4.2;1.2;1.7;1.3;0.7;0.1;0.3;5.7;1.1;1.4;3.1;10.4;1.4;3.6;1.1;0.6;2.3;1.4;1.2;0.2;3.4;16.3;14.4;27.9;20.9;13.7;17.0
44;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2014;35.7;37.5;24.9;38.3;40.3;39.8;34.5;38.5;11.2;;3.8;4.1;5.5;2.5;1.2;7.9;7.8;1.0;0.6;3.5;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;8.7;23.1;15.3;6.7;13.4
45;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2015;36.5;37.0;24.7;36.8;40.1;43.0;34.4;40.9;13.0;;3.0;3.2;5.3;2.0;1.4;7.7;8.0;1.4;0.5;2.9;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7;7.2;20.9;14.7;6.8;12.7
46;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2016;37.6;38.0;25.2;39.4;39.9;40.1;34.8;40.6;15.7;;3.6;3.8;6.1;2.6;1.6;9.0;8.8;1.3;0.8;3.9;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;9.1;24.8;16.9;7.4;15.0
47;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2017;37.5;36.4;26.4;38.3;39.5;42.4;36.3;41.9;16.1;;3.6;4.4;6.1;2.9;1.6;9.2;8.3;1.2;0.7;3.2;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1;8.9;23.1;16.2;7.8;13.6
48;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2018;36.2;37.1;23.8;39.4;41.0;43.8;35.5;44.5;17.9;;4.6;4.7;7.3;2.8;1.9;8.8;8.0;1.6;0.8;3.8;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;11.6;26.6;18.8;9.0;16.4
49;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2019;35.6;36.6;24.7;39.7;40.8;45.0;36.3;45.6;20.1;;4.2;4.6;6.8;5.2;2.9;12.7;10.5;2.5;1.1;5.1;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;11.0;25.1;18.8;10.1;16.4
50;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2020;32.4;32.0;19.5;37.1;39.1;44.0;33.8;46.6;21.1;;3.1;3.8;5.8;3.1;1.7;9.6;6.7;1.2;0.7;3.4;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4;8.8;22.3;14.5;8.2;13.7
51;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2021;33.2;34.6;22.3;36.6;37.7;42.3;33.7;45.3;21.3;;4.1;4.7;7.1;4.2;2.5;11.9;7.0;1.5;0.6;3.9;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;10.2;23.8;17.9;10.5;14.8
52;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2022;32.5;33.5;21.7;39.5;38.5;44.4;32.0;47.6;23.6;9.4;3.5;3.9;5.9;;;;;;;;;3.6;1.8;0.3;0.7;6.8;3.2;0.8;1.6;0.8;0.1;0.0;0.1;4.4;0.6;1.1;1.8;9.8;0.9;3.4;0.8;0.5;1.3;1.0;1.1;0.2;1.8;16.5;14.8;27.9;20.7;12.5;16.8
53;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2023;31.0;30.7;19.0;41.1;40.3;45.9;31.4;50.1;23.9;11.0;2.6;3.8;5.4;;;;;;;;;3.5;2.0;0.2;0.9;6.9;3.7;1.3;1.2;1.0;0.2;0.0;0.4;4.6;0.6;1.2;2.3;10.7;0.9;4.2;0.8;0.3;1.4;0.8;0.9;0.0;2.1;16.3;15.0;28.4;20.4;12.4;16.6
54;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2024;30.5;30.3;19.6;38.7;37.7;43.2;30.3;52.2;26.6;10.7;2.4;3.2;5.7;;;;;;;;;3.2;1.8;0.2;0.9;6.0;3.3;0.7;1.2;0.9;0.4;0.0;0.1;4.6;0.7;0.9;2.3;9.0;0.9;2.7;0.6;0.3;1.7;0.9;0.8;0.1;2.6;15.0;13.2;26.4;19.5;12.5;15.7
55;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2014;39.8;41.8;28.7;42.5;44.5;44.0;38.7;42.7;14.0;;5.7;6.0;7.6;4.2;2.4;10.3;10.1;2.1;1.4;5.3;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7;11.2;26.8;18.5;8.9;16.3
56;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2015;40.0;40.6;27.9;40.3;43.7;46.6;37.9;44.5;15.5;;4.4;4.7;7.1;3.0;2.4;9.6;10.0;2.5;1.2;4.2;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;9.2;23.9;17.4;8.8;15.2
57;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2016;41.1;41.6;28.4;42.9;43.5;43.7;38.3;44.2;18.5;;5.1;5.3;7.9;3.9;2.7;11.1;10.9;2.3;1.6;5.4;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;11.3;28.0;19.7;9.4;17.7
58;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2017;41.1;40.0;29.7;41.8;43.1;46.0;39.8;45.5;19.0;;5.1;6.1;8.0;4.2;2.5;11.3;10.4;2.1;1.4;4.6;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;11.1;26.3;19.0;9.8;16.2
59;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2018;39.1;40.0;26.5;42.3;44.0;46.9;38.4;47.6;20.3;;6.0;6.2;9.0;3.9;2.9;10.5;9.7;2.5;1.6;5.1;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;13.7;29.3;21.3;10.9;18.8
60;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2019;38.7;39.7;27.5;42.9;44.0;48.2;39.4;48.8;22.7;;5.7;6.1;8.6;6.7;4.1;14.9;12.6;3.6;1.9;6.7;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;13.1;28.0;21.4;12.2;18.9
61;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2020;35.6;35.2;22.2;40.4;42.4;47.3;37.0;50.0;23.8;;4.4;5.1;7.5;4.3;2.6;11.5;8.4;2.1;1.5;4.8;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6;10.8;25.1;16.9;10.1;16.0
62;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2021;36.8;38.3;25.6;40.2;41.4;46.0;37.3;49.1;24.5;;5.7;6.4;9.1;5.8;3.8;14.5;9.1;2.6;1.4;5.6;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;12.7;27.1;20.9;13.0;17.6
63;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2022;35.7;36.7;24.5;42.7;41.7;47.7;35.1;50.9;26.4;11.4;5.7;6.0;8.4;;;;;;;;;5.7;3.3;1.0;1.8;9.4;5.1;1.9;3.1;2.0;0.8;;0.9;6.7;1.5;2.4;3.4;12.9;1.9;5.5;2.1;1.4;2.5;2.1;2.3;0.8;3.2;19.1;17.3;30.9;23.5;14.8;19.4
64;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2023;34.0;33.8;21.7;44.3;43.5;49.2;34.4;53.4;26.7;13.1;4.3;5.9;7.8;;;;;;;;;5.5;3.5;0.8;2.0;9.5;5.7;2.6;2.5;2.2;1.0;0.5;1.3;6.8;1.7;2.5;4.0;13.9;2.0;6.5;1.9;0.9;2.8;1.9;2.1;0.5;3.7;18.8;17.5;31.5;23.2;14.7;19.2
65;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2024;33.7;33.5;22.4;42.0;41.0;46.5;33.4;55.6;29.6;12.8;4.2;5.2;8.3;;;;;;;;;5.3;3.5;0.8;2.2;8.6;5.3;1.9;2.5;2.0;1.3;0.5;0.8;7.0;1.8;2.1;4.1;12.0;2.1;4.7;1.8;1.1;3.2;2.1;1.9;0.6;4.3;17.6;15.7;29.5;22.3;14.9;18.3
66;Beroepsniveau 2 (ISCO 2008);Waarde;2014;34.1;38.2;25.6;50.9;52.9;50.4;57.6;43.1;14.0;;5.7;8.2;10.2;6.3;1.9;20.0;11.7;5.8;0.7;6.4;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;12.2;28.0;17.0;8.9;13.4
67;Beroepsniveau 2 (ISCO 2008);Waarde;2015;34.9;39.8;26.6;50.8;52.8;51.2;57.9;44.0;14.4;;5.5;8.2;10.0;6.0;1.8;19.6;11.4;5.7;0.4;6.2;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.8;11.1;26.1;16.6;8.8;13.3
68;Beroepsniveau 2 (ISCO 2008);Waarde;2016;34.8;39.5;26.5;49.6;51.4;49.7;58.0;43.4;15.2;;6.0;8.4;10.2;6.3;2.1;20.7;11.4;5.8;0.5;6.6;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.9;11.9;28.0;18.5;9.7;13.9
69;Beroepsniveau 2 (ISCO 2008);Waarde;2017;35.7;40.9;28.6;50.4;51.6;49.8;59.1;43.8;15.8;;6.8;9.2;10.9;7.0;2.4;20.0;11.7;5.8;0.5;6.5;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;13.0;28.3;18.8;11.1;15.0
70;Beroepsniveau 2 (ISCO 2008);Waarde;2018;34.9;41.0;26.8;51.3;51.6;51.0;57.8;45.2;16.7;;6.4;9.0;11.4;6.2;2.2;19.9;10.7;5.7;0.7;6.9;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;15.4;30.1;19.6;11.9;15.7
71;Beroepsniveau 2 (ISCO 2008);Waarde;2019;34.0;40.0;25.8;51.7;52.2;51.1;57.8;46.9;17.8;;6.8;9.7;11.8;9.7;3.3;25.2;13.6;7.3;1.0;9.4;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;14.2;29.1;19.7;12.2;15.7
72;Beroepsniveau 2 (ISCO 2008);Waarde;2020;29.8;36.5;22.8;52.6;53.8;54.1;57.7;48.7;18.2;;6.1;8.8;12.1;5.5;2.0;19.7;8.7;5.4;0.6;6.5;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;13.1;27.1;17.4;11.4;13.8
73;Beroepsniveau 2 (ISCO 2008);Waarde;2021;32.1;39.7;26.3;50.5;52.0;51.5;56.7;46.6;17.9;;7.3;9.8;12.7;7.3;2.2;20.4;9.1;5.5;0.6;7.5;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;14.5;29.3;20.3;13.0;16.0
74;Beroepsniveau 2 (ISCO 2008);Waarde;2022;30.1;37.1;23.9;52.3;51.3;52.0;54.4;49.6;19.5;15.5;4.8;8.2;9.3;;;;;;;;;5.6;4.0;0.4;1.1;11.8;9.1;1.3;1.4;3.2;2.7;0.1;0.2;5.2;1.5;1.2;2.8;10.3;1.7;3.0;0.8;0.3;2.0;1.6;1.4;0.2;3.0;18.5;17.5;32.0;21.6;15.3;16.9
