ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10;Zelfstandigen_11;GemiddeldPersoonlijkInkomen_12;MediaanPersoonlijkInkomen_13;GemiddeldInkomenAlsZelfstandige_14;MediaanInkomenAlsZelfstandige_15;GemiddeldGestandaardiseerdInkomen_16;MediaanGestandaardiseerdInkomen_17;ZelfstandigenMetBedrijfsvermogen_18;MediaanVermogen_19;MediaanBedrijfsvermogen_20
0;Zelfstandige;A-U Alle economische activiteiten;Nederland;2011;1093.1;38.8;29.4;38.3;28.2;34.9;29.6;894.9;173.3;27.8;1679.1;38.9;30.3;26.2;13.1;33.9;29.1;1123.0;153.2;22.7
1;Zelfstandige;A-U Alle economische activiteiten;Nederland;2012;1106.2;38.1;28.2;37.5;27.1;34.7;29.3;913.9;149.0;27.2;1695.5;38.6;29.7;25.8;12.8;33.8;28.9;1149.5;130.7;22.2
2;Zelfstandige;A-U Alle economische activiteiten;Nederland;2013;1120.2;37.9;27.8;36.9;26.5;33.9;29.0;926.3;116.9;26.2;1710.5;38.6;29.3;25.6;12.8;33.4;28.9;1166.8;100.2;21.5
3;Zelfstandige;A-U Alle economische activiteiten;Nederland;2014;1149.7;39.1;28.9;38.1;27.5;38.5;30.4;948.7;112.5;25.7;1733.1;39.8;30.1;26.7;13.9;37.3;30.1;1192.8;97.7;21.2
4;Zelfstandige;A-U Alle economische activiteiten;Nederland;2015;1180.0;39.8;29.9;38.8;28.4;35.7;30.9;980.7;115.5;25.1;1763.6;40.3;30.7;27.4;14.6;35.1;30.6;1235.3;102.0;20.7
5;Zelfstandige;A-U Alle economische activiteiten;Nederland;2016;1208.4;41.5;31.6;40.5;30.0;38.3;32.8;1012.8;123.6;26.9;1791.0;41.6;32.0;28.8;15.7;37.4;32.4;1274.4;109.8;22.3
6;Zelfstandige;A-U Alle economische activiteiten;Nederland;2017;1220.7;43.2;32.4;41.6;30.9;38.3;33.3;1021.8;139.3;27.8;1837.9;45.0;33.2;29.7;15.8;38.4;33.0;1297.6;126.0;23.3
7;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2011;111.8;34.2;25.8;33.9;24.9;32.1;27.5;91.9;164.3;30.3;174.2;34.3;27.1;22.9;11.1;30.9;26.9;114.4;141.2;25.3
8;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2012;112.2;33.1;24.7;32.5;23.8;31.3;27.2;92.9;147.4;29.7;174.1;33.7;26.4;22.1;10.8;30.5;26.8;115.6;124.3;25.1
9;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2013;113.5;33.1;24.5;32.4;23.4;31.1;27.1;94.0;119.0;28.6;175.2;33.7;26.3;22.2;10.8;30.4;26.9;116.7;96.6;24.2
10;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2014;115.2;34.8;26.2;34.0;25.0;34.6;28.7;95.4;116.7;29.2;176.6;35.2;27.4;23.5;12.0;33.3;28.2;118.6;95.3;24.8
11;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2015;117.1;35.0;26.5;34.1;25.2;32.7;29.1;97.9;118.3;28.7;177.5;35.2;27.5;23.8;12.4;31.9;28.6;121.8;98.7;24.5
12;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2016;118.9;36.8;28.3;35.8;26.9;34.8;30.9;100.5;125.0;30.5;178.5;36.7;28.9;25.2;13.5;33.7;30.3;125.2;105.3;25.9
13;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2017;119.7;39.1;29.7;37.7;28.3;35.8;31.8;101.1;139.2;32.2;182.3;39.4;30.3;26.4;13.9;35.1;31.1;126.5;119.3;27.1
14;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;229.3;37.4;28.7;37.0;27.5;34.1;29.4;187.9;192.0;33.1;355.6;37.0;29.3;25.0;12.2;32.8;28.6;237.4;167.9;27.3
15;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;231.6;36.6;27.5;36.1;26.3;33.8;29.0;191.5;168.0;32.3;359.6;36.6;28.6;24.4;11.8;32.7;28.4;242.7;145.0;26.9
16;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;234.1;36.5;27.3;35.7;26.1;33.2;28.8;193.9;135.7;31.8;362.6;36.8;28.5;24.3;11.9;32.4;28.4;246.3;113.5;26.4
17;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;239.0;37.8;28.4;36.9;27.1;37.7;30.1;198.4;130.4;31.1;365.5;37.9;29.3;25.5;12.7;36.1;29.6;250.9;111.3;26.0
18;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;244.5;38.2;29.2;37.3;27.9;34.4;30.6;204.5;133.0;30.2;370.1;38.2;29.9;26.0;13.3;33.7;30.1;259.4;115.8;25.4
19;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;250.1;40.2;31.1;39.2;29.8;37.4;32.6;210.6;141.4;32.6;375.2;39.8;31.2;27.5;14.7;36.2;31.9;267.2;123.4;27.3
20;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;252.4;42.3;32.4;40.8;30.9;37.7;33.3;212.0;155.3;33.6;383.2;43.1;32.6;28.8;15.0;37.3;32.7;270.6;137.4;28.4
21;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2011;520.9;41.0;30.7;40.4;29.6;36.0;30.1;425.8;150.4;24.3;789.0;41.5;32.1;28.0;14.5;35.1;29.8;531.1;133.8;19.6
22;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2012;530.4;40.3;29.6;39.5;28.4;35.8;29.8;436.9;125.2;23.6;800.6;41.0;31.3;27.5;14.1;35.1;29.7;546.5;110.9;19.1
23;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2013;538.5;39.9;28.9;38.8;27.6;34.8;29.4;443.8;94.7;22.6;809.7;41.0;30.8;27.3;14.0;34.6;29.5;556.2;81.7;18.4
24;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2014;557.2;41.1;30.0;40.0;28.5;39.7;30.8;456.4;90.4;22.0;826.6;42.3;31.6;28.5;15.0;38.9;30.8;570.9;79.7;18.0
25;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2015;575.4;42.0;31.0;40.9;29.6;36.9;31.3;474.7;95.4;21.6;846.9;42.9;32.2;29.4;15.9;36.5;31.3;594.6;84.9;17.7
26;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2016;592.5;43.4;32.6;42.2;31.0;39.4;33.2;492.7;104.2;23.2;865.4;44.0;33.3;30.5;17.1;38.7;33.0;615.6;93.5;19.1
27;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2017;600.7;44.5;32.9;42.8;31.4;38.9;33.4;500.3;121.1;24.1;893.3;47.3;34.1;31.0;16.9;39.5;33.4;632.0;111.6;20.0
28;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;230.9;37.4;28.9;37.1;27.7;34.8;29.9;189.2;210.4;31.0;360.0;37.4;29.5;25.0;12.3;33.5;29.1;239.9;186.2;25.4
29;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;231.9;37.3;28.2;36.8;27.0;34.9;29.7;192.5;185.7;30.6;361.0;37.5;29.1;24.9;12.1;33.7;29.1;244.5;163.1;24.9
30;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;234.1;36.9;27.5;36.1;26.2;33.9;29.3;194.5;150.7;29.6;362.9;37.3;28.8;24.6;12.1;33.2;29.0;247.5;130.3;24.4
31;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;238.2;37.8;28.4;37.0;27.1;38.4;30.6;198.5;145.5;28.6;364.5;38.2;29.5;25.6;12.9;36.9;30.2;252.4;127.5;23.7
32;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;242.9;38.7;29.6;37.8;28.1;35.5;31.3;203.6;146.4;27.8;369.1;38.9;30.1;26.3;13.7;34.8;30.8;259.5;130.6;23.0
33;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;247.0;40.7;31.6;39.7;30.0;38.3;33.3;209.0;153.2;29.9;372.0;40.4;31.7;27.8;15.0;37.2;32.6;266.4;137.3;24.7
34;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;247.9;42.7;32.6;41.1;31.1;38.6;34.0;208.4;167.9;30.9;379.1;44.2;33.0;29.0;15.3;38.5;33.5;268.5;152.7;25.9
35;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2011;33.3;34.5;25.0;34.0;23.8;32.1;27.2;26.9;140.4;24.7;54.2;34.8;26.9;22.2;9.7;30.7;26.5;33.7;113.3;20.2
36;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2012;33.6;33.0;23.7;32.3;22.6;30.9;26.6;27.3;121.3;24.3;54.5;34.0;26.0;21.2;9.4;30.0;26.3;34.1;96.0;20.2
37;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2013;33.8;33.8;24.1;32.8;22.7;31.2;27.0;27.7;99.3;23.0;54.7;34.4;26.3;21.7;9.6;30.2;26.6;34.6;72.4;19.1
38;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2014;34.4;35.0;25.3;33.9;24.0;34.3;28.3;28.2;98.2;23.4;55.3;35.3;26.9;22.5;10.2;32.7;27.8;35.2;73.0;19.3
39;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2015;35.1;35.5;25.5;34.5;24.3;32.8;28.7;29.0;99.3;23.8;55.5;35.7;27.0;23.2;10.8;31.7;28.1;36.3;76.5;19.9
40;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2016;35.7;36.9;27.0;35.7;25.5;34.6;30.4;29.6;106.6;25.2;55.9;36.8;28.0;24.2;11.7;33.2;29.5;37.2;82.8;20.8
41;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2017;35.7;38.4;27.9;37.0;26.4;35.0;30.9;29.8;115.0;25.5;56.8;38.8;29.1;25.0;11.6;34.1;30.2;37.7;92.6;21.0
42;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2011;47.1;33.7;26.0;33.7;25.1;31.7;27.3;39.0;171.3;34.4;70.6;33.5;26.8;23.4;12.4;30.6;26.7;47.9;151.5;29.8
43;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2012;47.1;32.5;24.9;32.2;24.1;30.9;27.0;39.4;155.5;34.5;70.4;32.8;26.0;22.5;11.9;30.2;26.6;48.4;135.5;29.4
44;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2013;48.2;32.0;24.1;31.5;23.3;30.6;26.8;39.8;125.8;33.0;71.8;32.4;25.5;22.2;11.6;30.0;26.5;48.8;106.0;28.5
45;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2014;48.8;34.4;26.5;33.7;25.5;34.6;28.6;40.5;123.7;34.0;72.2;34.4;27.2;24.0;13.1;33.3;28.1;49.7;104.6;29.5
