ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10
2705;Zelfstandige;A-U Alle economische activiteiten;Leiden;2012;6.4;39.3;28.1;38.1;27.0;34.6;29.3;5.1;92.6;15.8
2706;Zelfstandige;A-U Alle economische activiteiten;Leiden;2013;6.4;38.8;26.9;37.4;25.6;33.7;28.6;5.1;62.4;15.5
2707;Zelfstandige;A-U Alle economische activiteiten;Leiden;2014;6.6;40.2;28.8;38.9;27.6;37.4;30.3;5.3;59.8;15.0
2708;Zelfstandige;A-U Alle economische activiteiten;Leiden;2015;6.8;40.9;30.0;39.4;28.7;35.6;30.7;5.4;67.5;14.7
2709;Zelfstandige;A-U Alle economische activiteiten;Leiden;2016;7.0;;;;;;;;;
2710;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2007;1.4;44.4;34.6;43.4;33.8;35.2;29.3;1.0;243.4;35.5
2711;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2008;1.4;45.3;37.2;44.9;37.0;34.2;29.6;1.1;229.1;30.7
2712;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2009;1.4;45.3;35.8;44.6;34.7;34.4;29.6;1.2;205.2;28.8
2713;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2010;1.4;45.1;34.8;44.2;34.7;33.9;29.9;1.2;190.2;30.7
2714;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2011;1.5;45.6;36.6;44.5;34.3;36.8;32.8;1.2;187.2;27.0
2715;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2012;1.5;44.8;34.1;43.7;33.4;38.1;32.1;1.3;170.8;28.0
2716;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2013;1.6;43.4;31.9;42.1;30.8;35.8;31.1;1.3;130.3;23.2
2717;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2014;1.6;44.8;33.4;43.2;31.7;41.5;32.9;1.4;131.5;24.1
2718;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2015;1.6;45.2;35.3;43.8;34.2;37.3;34.0;1.4;137.3;23.2
2719;Zelfstandige;A-U Alle economische activiteiten;Leiderdorp;2016;1.7;;;;;;;;;
2720;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2007;3.8;46.8;34.8;44.7;32.2;37.9;29.5;2.7;247.3;31.7
2721;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2008;4.0;46.4;35.9;44.6;34.0;34.6;29.6;3.3;226.7;30.6
2722;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2009;4.0;43.4;32.1;42.4;31.1;32.8;28.5;3.4;204.8;25.9
2723;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2010;4.0;44.0;31.8;42.6;30.0;33.4;28.6;3.3;194.1;27.6
2724;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2011;4.2;43.5;33.3;42.0;31.2;38.0;32.3;3.4;174.2;24.2
2725;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2012;4.3;43.1;32.3;41.4;30.7;37.5;31.8;3.5;142.4;23.2
2726;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2013;4.4;43.2;31.5;41.4;29.8;38.4;31.7;3.5;112.1;24.7
2727;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2014;4.6;45.6;31.9;43.7;29.3;43.4;33.1;3.7;108.5;24.3
2728;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2015;4.7;44.7;32.2;43.0;30.0;38.9;33.4;3.9;112.0;21.7
2729;Zelfstandige;A-U Alle economische activiteiten;Leidschendam-Voorburg;2016;4.9;;;;;;;;;
2730;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2007;3.4;36.5;26.7;35.2;25.1;29.4;24.8;2.3;104.0;20.3
2731;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2008;3.7;36.7;26.6;35.6;25.2;29.3;24.6;2.9;96.1;18.9
2732;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2009;3.9;33.4;23.3;32.5;22.0;27.1;23.5;3.1;68.8;14.1
2733;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2010;3.7;35.3;25.1;34.1;24.2;27.7;24.3;2.9;63.5;14.5
2734;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2011;3.9;36.0;26.8;34.5;25.0;31.1;27.1;3.0;60.1;14.0
2735;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2012;3.9;34.9;24.7;33.3;22.8;31.3;26.6;3.1;37.6;13.8
2736;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2013;4.0;33.6;23.9;32.0;22.2;29.8;26.3;3.1;19.3;14.1
2737;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2014;4.1;34.8;25.4;33.1;23.9;32.5;27.4;3.2;19.0;12.9
2738;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2015;4.3;35.2;26.6;33.5;25.0;31.3;28.2;3.4;21.8;12.7
2739;Zelfstandige;A-U Alle economische activiteiten;Lelystad;2016;4.4;;;;;;;;;
2740;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2007;1.3;33.3;26.7;32.7;26.0;30.7;24.7;0.9;221.6;44.2
2741;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2008;1.4;34.7;28.7;34.3;28.5;30.4;26.0;1.1;237.4;41.0
2742;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2009;1.4;31.3;24.6;31.3;24.0;27.3;23.9;1.2;200.7;40.4
2743;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2010;1.4;33.6;27.1;34.2;26.8;28.0;24.7;1.1;198.4;39.6
2744;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2011;1.4;34.0;28.3;33.4;27.3;32.8;27.7;1.2;181.9;37.7
2745;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2012;1.4;34.1;27.9;33.6;25.7;33.6;27.9;1.2;173.0;39.4
2746;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2013;1.4;32.9;26.1;32.5;25.4;30.3;27.5;1.2;125.3;37.4
2747;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2014;0.0;;;;;;;;;
2748;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2015;0.0;;;;;;;;;
2749;Zelfstandige;A-U Alle economische activiteiten;Lemsterland;2016;0.0;;;;;;;;;
2750;Zelfstandige;A-U Alle economische activiteiten;Leudal;2007;2.6;34.0;25.6;33.3;25.0;32.3;26.4;1.9;348.7;58.6
2751;Zelfstandige;A-U Alle economische activiteiten;Leudal;2008;2.7;33.4;25.9;32.9;24.6;30.5;27.2;2.2;341.3;57.0
2752;Zelfstandige;A-U Alle economische activiteiten;Leudal;2009;2.7;32.2;24.2;31.3;23.3;29.0;26.0;2.3;299.5;50.8
2753;Zelfstandige;A-U Alle economische activiteiten;Leudal;2010;2.6;34.6;25.8;34.1;25.3;30.5;26.6;2.2;287.7;55.2
2754;Zelfstandige;A-U Alle economische activiteiten;Leudal;2011;2.6;34.1;27.5;33.1;26.0;34.1;30.5;2.3;278.9;53.1
2755;Zelfstandige;A-U Alle economische activiteiten;Leudal;2012;2.6;37.5;27.3;36.4;26.0;36.9;31.4;2.3;263.5;51.2
2756;Zelfstandige;A-U Alle economische activiteiten;Leudal;2013;2.6;35.4;27.2;34.5;25.8;34.7;30.6;2.3;244.2;50.0
2757;Zelfstandige;A-U Alle economische activiteiten;Leudal;2014;2.6;36.7;27.8;35.3;26.6;38.7;31.8;2.3;239.1;47.7
2758;Zelfstandige;A-U Alle economische activiteiten;Leudal;2015;2.7;36.9;28.6;36.1;27.5;36.9;32.4;2.4;230.0;49.4
2759;Zelfstandige;A-U Alle economische activiteiten;Leudal;2016;2.7;;;;;;;;;
2760;Zelfstandige;A-U Alle economische activiteiten;Leusden;2007;1.8;42.4;32.8;40.9;32.0;35.1;29.1;1.3;270.3;38.8
2761;Zelfstandige;A-U Alle economische activiteiten;Leusden;2008;1.9;45.2;35.0;44.5;34.9;34.7;30.1;1.5;268.5;42.4
2762;Zelfstandige;A-U Alle economische activiteiten;Leusden;2009;1.9;43.6;31.7;42.8;31.1;33.0;28.6;1.6;245.5;40.8
2763;Zelfstandige;A-U Alle economische activiteiten;Leusden;2010;1.9;45.5;33.7;44.3;33.2;34.5;29.7;1.6;246.5;40.8
2764;Zelfstandige;A-U Alle economische activiteiten;Leusden;2011;2.0;43.6;33.0;42.3;32.1;37.6;32.4;1.7;235.2;37.5
2765;Zelfstandige;A-U Alle economische activiteiten;Leusden;2012;2.0;43.5;32.4;41.8;31.2;38.5;32.4;1.7;203.2;33.0
2766;Zelfstandige;A-U Alle economische activiteiten;Leusden;2013;2.0;42.1;31.8;40.6;30.8;38.4;31.8;1.7;161.6;34.7
2767;Zelfstandige;A-U Alle economische activiteiten;Leusden;2014;2.1;44.1;33.3;42.3;31.8;44.0;33.5;1.8;166.7;33.6
2768;Zelfstandige;A-U Alle economische activiteiten;Leusden;2015;2.2;42.4;33.1;40.5;32.2;36.4;33.6;1.9;157.7;30.8
2769;Zelfstandige;A-U Alle economische activiteiten;Leusden;2016;2.3;;;;;;;;;
2770;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2007;0.8;41.9;33.5;41.1;32.2;35.9;29.4;0.6;376.0;83.7
2771;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2008;0.8;42.4;35.6;41.8;34.2;34.0;29.5;0.7;355.1;74.0
2772;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2009;0.8;39.0;29.9;38.4;29.9;31.7;27.6;0.7;310.2;83.6
2773;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2010;0.8;41.6;34.7;40.5;33.1;34.3;28.9;0.7;305.0;73.1
2774;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2011;0.8;42.4;34.9;41.3;34.2;43.2;32.5;0.7;290.9;64.4
2775;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2012;0.8;40.4;32.5;39.5;32.9;54.0;31.5;0.7;284.0;71.9
2776;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2013;0.0;;;;;;;;;
2777;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2014;0.0;;;;;;;;;
2778;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2015;0.0;;;;;;;;;
2779;Zelfstandige;A-U Alle economische activiteiten;Liesveld;2016;0.0;;;;;;;;;
2780;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2007;0.9;40.9;33.4;40.4;31.2;36.3;29.2;0.7;376.5;56.5
2781;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2008;0.9;40.1;32.0;40.3;31.0;34.0;28.8;0.8;354.0;49.6
2782;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2009;0.9;39.3;31.6;39.0;30.2;32.2;28.4;0.8;310.5;49.3
2783;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2010;0.9;42.4;35.0;41.5;34.0;33.7;28.7;0.8;290.6;47.6
2784;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2011;0.9;42.3;35.4;41.0;33.8;40.5;32.4;0.8;281.8;43.1
2785;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2012;1.0;41.4;34.2;39.7;32.8;40.2;32.8;0.9;253.2;41.7
2786;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2013;1.0;43.6;33.9;41.4;33.0;42.4;31.4;0.9;224.9;42.4
2787;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2014;1.0;43.5;35.1;41.7;33.1;47.9;32.8;0.8;203.6;45.7
2788;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2015;1.0;42.6;35.5;41.0;34.1;38.7;33.0;0.9;198.8;43.2
2789;Zelfstandige;A-U Alle economische activiteiten;Lingewaal;2016;1.0;;;;;;;;;
2790;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2007;2.9;37.1;30.0;36.3;29.1;32.2;26.2;2.1;283.9;33.3
2791;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2008;3.0;36.4;30.8;35.5;29.5;29.1;26.5;2.5;271.1;35.3
2792;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2009;3.0;35.0;29.1;34.5;28.1;28.2;26.2;2.6;227.1;31.9
2793;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2010;2.9;38.1;30.7;37.4;30.0;30.3;27.2;2.5;236.7;32.7
2794;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2011;3.0;38.3;31.8;37.0;30.4;34.0;30.5;2.5;225.1;30.2
2795;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2012;3.0;38.1;30.3;37.3;29.4;34.0;29.8;2.6;210.1;27.5
2796;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2013;3.0;37.8;29.6;36.3;28.2;32.7;29.3;2.6;162.5;26.3
2797;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2014;3.0;39.3;31.6;38.1;30.2;38.9;31.1;2.6;171.7;26.8
2798;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2015;3.1;40.9;33.0;39.7;31.7;35.2;31.7;2.6;163.1;26.9
2799;Zelfstandige;A-U Alle economische activiteiten;Lingewaard;2016;3.1;;;;;;;;;
2800;Zelfstandige;A-U Alle economische activiteiten;Lisse;2007;1.3;40.8;33.2;39.0;31.8;34.8;27.0;0.9;248.7;42.9
2801;Zelfstandige;A-U Alle economische activiteiten;Lisse;2008;1.4;40.6;32.5;39.3;31.4;31.2;27.1;1.1;237.1;38.8
2802;Zelfstandige;A-U Alle economische activiteiten;Lisse;2009;1.3;40.5;30.5;39.9;30.0;30.5;26.5;1.1;221.9;39.5
2803;Zelfstandige;A-U Alle economische activiteiten;Lisse;2010;1.3;41.7;33.3;41.1;32.2;32.7;27.1;1.1;224.4;38.5
2804;Zelfstandige;A-U Alle economische activiteiten;Lisse;2011;1.3;42.0;33.8;40.5;33.5;36.5;30.6;1.1;208.4;36.6
2805;Zelfstandige;A-U Alle economische activiteiten;Lisse;2012;1.3;41.3;32.6;40.4;32.1;36.5;31.0;1.1;174.9;31.7
2806;Zelfstandige;A-U Alle economische activiteiten;Lisse;2013;1.3;40.9;30.2;39.4;29.9;35.5;30.0;1.1;144.3;30.9
2807;Zelfstandige;A-U Alle economische activiteiten;Lisse;2014;1.4;40.8;31.4;39.4;30.5;40.0;30.8;1.2;130.6;30.2
2808;Zelfstandige;A-U Alle economische activiteiten;Lisse;2015;1.5;42.0;33.2;40.4;31.3;36.1;31.6;1.2;125.8;23.4
2809;Zelfstandige;A-U Alle economische activiteiten;Lisse;2016;1.5;;;;;;;;;
2810;Zelfstandige;A-U Alle economische activiteiten;Lith;2007;0.7;30.2;25.3;29.9;25.0;28.9;26.9;0.5;410.9;63.0
2811;Zelfstandige;A-U Alle economische activiteiten;Lith;2008;0.7;32.8;27.7;32.2;26.3;29.6;28.4;0.6;413.7;63.3
2812;Zelfstandige;A-U Alle economische activiteiten;Lith;2009;0.7;32.9;26.8;33.6;25.4;28.8;26.2;0.6;375.5;55.0
2813;Zelfstandige;A-U Alle economische activiteiten;Lith;2010;0.0;;;;;;;;;
2814;Zelfstandige;A-U Alle economische activiteiten;Lith;2011;0.0;;;;;;;;;
2815;Zelfstandige;A-U Alle economische activiteiten;Lith;2012;0.0;;;;;;;;;
2816;Zelfstandige;A-U Alle economische activiteiten;Lith;2013;0.0;;;;;;;;;
2817;Zelfstandige;A-U Alle economische activiteiten;Lith;2014;0.0;;;;;;;;;
2818;Zelfstandige;A-U Alle economische activiteiten;Lith;2015;0.0;;;;;;;;;
2819;Zelfstandige;A-U Alle economische activiteiten;Lith;2016;0.0;;;;;;;;;
2820;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2007;1.1;28.5;22.0;29.1;20.6;27.2;23.8;0.8;285.6;54.3
2821;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2008;1.2;32.4;26.2;31.8;24.7;30.8;27.0;1.0;291.6;58.3
2822;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2009;1.2;28.2;21.2;28.3;20.8;26.6;23.6;1.0;255.7;61.8
2823;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2010;1.1;31.3;24.4;31.1;23.6;28.0;24.8;1.0;260.1;67.9
2824;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2011;1.2;38.6;28.7;38.3;27.0;34.3;29.0;1.1;248.9;66.7
2825;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2012;1.2;31.9;26.2;31.3;26.0;32.1;29.3;1.1;240.0;62.2
2826;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2013;1.2;32.9;26.4;32.5;25.8;31.9;29.0;1.1;204.3;55.6
2827;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2014;1.2;36.4;30.0;35.7;29.1;35.8;31.1;1.1;188.8;59.4
2828;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2015;1.3;33.4;26.3;32.8;25.3;32.0;29.7;1.1;187.5;60.0
2829;Zelfstandige;A-U Alle economische activiteiten;Littenseradiel;2016;1.2;;;;;;;;;
2830;Zelfstandige;A-U Alle economische activiteiten;Lochem;2007;2.8;39.2;28.3;37.5;27.3;35.2;28.5;2.1;400.2;68.0
2831;Zelfstandige;A-U Alle economische activiteiten;Lochem;2008;3.0;39.7;28.4;38.4;27.4;34.2;29.2;2.5;395.0;60.6
2832;Zelfstandige;A-U Alle economische activiteiten;Lochem;2009;3.0;38.6;26.4;37.6;25.3;31.3;27.1;2.5;348.3;56.9
2833;Zelfstandige;A-U Alle economische activiteiten;Lochem;2010;2.9;41.2;30.0;40.5;28.8;33.7;29.0;2.5;327.5;58.2
2834;Zelfstandige;A-U Alle economische activiteiten;Lochem;2011;3.0;42.4;31.5;41.0;30.0;39.8;33.2;2.6;317.3;57.2
2835;Zelfstandige;A-U Alle economische activiteiten;Lochem;2012;3.0;41.0;30.5;40.0;29.1;38.7;31.8;2.6;292.8;58.7
2836;Zelfstandige;A-U Alle economische activiteiten;Lochem;2013;3.0;40.7;30.4;39.6;29.6;37.9;32.3;2.6;267.9;63.4
2837;Zelfstandige;A-U Alle economische activiteiten;Lochem;2014;3.0;41.4;31.0;40.1;30.2;43.2;33.4;2.7;259.6;63.2
2838;Zelfstandige;A-U Alle economische activiteiten;Lochem;2015;3.1;41.3;30.7;39.8;29.3;38.6;32.9;2.7;254.9;61.2
2839;Zelfstandige;A-U Alle economische activiteiten;Lochem;2016;3.2;;;;;;;;;
2840;Zelfstandige;A-U Alle economische activiteiten;Loenen;2007;0.9;49.0;36.7;46.4;35.1;40.0;30.8;0.7;415.1;58.6
2841;Zelfstandige;A-U Alle economische activiteiten;Loenen;2008;1.0;50.5;39.0;48.1;39.1;37.9;30.3;0.8;396.5;55.3
2842;Zelfstandige;A-U Alle economische activiteiten;Loenen;2009;1.0;48.7;37.6;46.6;35.3;36.8;30.6;0.9;364.2;53.6
2843;Zelfstandige;A-U Alle economische activiteiten;Loenen;2010;0.0;;;;;;;;;
2844;Zelfstandige;A-U Alle economische activiteiten;Loenen;2011;0.0;;;;;;;;;
2845;Zelfstandige;A-U Alle economische activiteiten;Loenen;2012;0.0;;;;;;;;;
2846;Zelfstandige;A-U Alle economische activiteiten;Loenen;2013;0.0;;;;;;;;;
2847;Zelfstandige;A-U Alle economische activiteiten;Loenen;2014;0.0;;;;;;;;;
2848;Zelfstandige;A-U Alle economische activiteiten;Loenen;2015;0.0;;;;;;;;;
2849;Zelfstandige;A-U Alle economische activiteiten;Loenen;2016;0.0;;;;;;;;;
2850;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2007;1.6;39.7;32.9;37.8;31.0;34.8;28.3;1.1;343.9;48.5
2851;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2008;1.7;40.4;33.2;38.8;31.3;33.5;27.8;1.3;329.4;48.4
2852;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2009;1.7;38.7;30.7;37.1;28.5;32.4;27.6;1.4;281.9;43.8
2853;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2010;1.6;40.1;32.4;38.5;30.3;32.2;27.2;1.3;265.2;45.4
2854;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2011;1.6;40.5;32.9;38.8;30.5;36.7;31.2;1.3;251.2;42.3
2855;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2012;1.7;39.5;30.4;37.5;29.0;36.5;30.9;1.4;225.1;38.1
2856;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2013;1.6;39.5;31.4;37.4;29.3;34.8;29.7;1.4;193.8;37.0
2857;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2014;1.7;40.0;31.8;37.9;30.1;38.7;31.0;1.4;180.3;34.7
2858;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2015;1.6;41.9;33.8;39.9;31.3;35.8;32.1;1.4;184.3;36.7
2859;Zelfstandige;A-U Alle economische activiteiten;Loon op Zand;2016;1.7;;;;;;;;;
2860;Zelfstandige;A-U Alle economische activiteiten;Lopik;2007;1.4;39.7;34.7;39.3;33.7;35.2;28.6;1.2;430.5;92.3
2861;Zelfstandige;A-U Alle economische activiteiten;Lopik;2008;1.5;40.5;35.2;40.3;35.1;33.2;29.3;1.3;458.8;87.4
2862;Zelfstandige;A-U Alle economische activiteiten;Lopik;2009;1.5;37.1;31.9;36.8;31.5;30.8;27.8;1.3;396.4;82.0
2863;Zelfstandige;A-U Alle economische activiteiten;Lopik;2010;1.4;37.8;32.3;37.2;31.4;31.6;28.8;1.3;415.9;90.8
2864;Zelfstandige;A-U Alle economische activiteiten;Lopik;2011;1.5;39.4;35.0;39.5;34.3;38.1;33.2;1.4;388.8;89.0
2865;Zelfstandige;A-U Alle economische activiteiten;Lopik;2012;1.5;38.8;33.0;38.1;32.7;35.4;32.3;1.3;361.6;84.1
2866;Zelfstandige;A-U Alle economische activiteiten;Lopik;2013;1.5;39.5;32.8;38.3;32.4;37.2;32.9;1.3;369.8;94.8
2867;Zelfstandige;A-U Alle economische activiteiten;Lopik;2014;1.5;39.6;32.8;38.6;32.1;40.2;34.4;1.4;353.4;93.5
2868;Zelfstandige;A-U Alle economische activiteiten;Lopik;2015;1.5;39.2;32.2;38.1;31.7;37.2;33.2;1.4;367.5;88.8
2869;Zelfstandige;A-U Alle economische activiteiten;Lopik;2016;1.6;;;;;;;;;
2870;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2007;0.9;28.2;21.5;27.9;20.4;27.4;23.9;0.6;238.5;59.3
2871;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2008;0.9;29.7;21.7;29.5;21.4;29.4;24.5;0.7;238.1;53.7
2872;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2009;0.9;25.4;18.1;25.3;17.1;25.5;22.3;0.8;218.4;54.0
2873;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2010;0.9;32.1;22.8;32.1;22.5;30.0;25.1;0.7;182.8;52.2
2874;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2011;0.9;34.1;24.1;34.5;23.1;32.7;28.1;0.8;179.9;50.7
2875;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2012;0.9;29.1;22.6;29.2;21.6;30.5;26.2;0.8;151.5;38.3
2876;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2013;0.9;34.3;25.5;33.6;24.1;32.7;28.8;0.8;142.5;37.9
2877;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2014;0.9;34.9;27.6;33.8;26.0;35.2;29.8;0.8;154.0;38.7
2878;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2015;0.9;35.1;26.8;34.0;25.1;33.8;29.9;0.8;155.0;40.1
2879;Zelfstandige;A-U Alle economische activiteiten;Loppersum;2016;0.9;;;;;;;;;
2880;Zelfstandige;A-U Alle economische activiteiten;Losser;2007;1.5;32.3;23.4;31.4;22.3;29.8;25.4;1.0;301.9;49.8
2881;Zelfstandige;A-U Alle economische activiteiten;Losser;2008;1.6;31.5;21.9;30.4;20.6;29.7;25.4;1.1;278.6;53.1
2882;Zelfstandige;A-U Alle economische activiteiten;Losser;2009;1.6;29.7;20.0;29.1;18.3;27.4;24.0;1.2;255.0;52.9
2883;Zelfstandige;A-U Alle economische activiteiten;Losser;2010;1.4;34.5;25.0;34.0;24.0;29.5;25.0;1.1;248.5;61.6
2884;Zelfstandige;A-U Alle economische activiteiten;Losser;2011;1.4;33.8;24.9;32.3;23.8;35.2;28.5;1.1;250.6;59.2
2885;Zelfstandige;A-U Alle economische activiteiten;Losser;2012;1.4;34.1;25.0;32.5;23.7;33.2;28.6;1.2;239.1;57.8
2886;Zelfstandige;A-U Alle economische activiteiten;Losser;2013;1.4;34.3;26.3;33.2;25.1;32.9;28.5;1.1;205.5;52.3
2887;Zelfstandige;A-U Alle economische activiteiten;Losser;2014;1.4;35.8;27.6;34.0;25.9;37.2;29.8;1.2;201.1;45.7
2888;Zelfstandige;A-U Alle economische activiteiten;Losser;2015;1.4;35.6;27.7;33.7;26.4;33.9;30.5;1.2;213.6;51.3
2889;Zelfstandige;A-U Alle economische activiteiten;Losser;2016;1.4;;;;;;;;;
2890;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2007;2.3;42.3;33.3;40.2;31.0;35.2;28.3;1.6;192.2;28.5
2891;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2008;2.4;44.4;35.4;42.9;33.4;33.9;28.8;2.0;184.4;26.4
2892;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2009;2.4;42.7;32.7;41.1;31.7;33.1;28.3;2.1;163.6;23.8
2893;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2010;0.0;;;;;;;;;
2894;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2011;0.0;;;;;;;;;
2895;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2012;0.0;;;;;;;;;
2896;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2013;0.0;;;;;;;;;
2897;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2014;0.0;;;;;;;;;
2898;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2015;0.0;;;;;;;;;
2899;Zelfstandige;A-U Alle economische activiteiten;Maarssen;2016;0.0;;;;;;;;;
2900;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2007;0.9;33.0;26.2;32.5;25.8;31.2;26.2;0.7;343.2;65.1
2901;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2008;1.0;31.5;25.1;31.9;25.0;28.8;25.7;0.8;348.4;58.9
2902;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2009;0.0;;;;;;;;;
2903;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2010;0.0;;;;;;;;;
2904;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2011;0.0;;;;;;;;;
2905;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2012;0.0;;;;;;;;;
2906;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2013;0.0;;;;;;;;;
2907;Zelfstandige;A-U Alle economische activiteiten;Maasbree;2014;0.0;;;;;;;;;
