ID;Populatie;Geslacht;SociaalEconomischeCategorie;OverigeKenmerken;Perioden;PersonenInParticuliereHuishoudens_1;GemiddeldPersoonlijkInkomen_2;GemiddeldGestandaardiseerdInkomen_3
0;491;320;481;310;2000;15650.0;15.6;18.0
1;491;320;481;310;2001;15785.0;16.7;19.6
2;491;320;481;310;2002;15864.0;17.3;20.2
3;491;320;481;310;2003;15905.0;17.7;20.2
4;491;320;481;310;2004;15954.0;18.1;20.8
5;491;320;481;310;2005;16006.0;18.5;21.2
6;491;320;481;310;2006;16034.0;19.5;22.1
7;491;320;481;310;2007;16090.0;20.4;23.7
8;491;320;481;310;2008;16186.0;21.4;24.1
9;491;320;481;310;2009;16258.0;21.8;24.3
10;491;320;481;310;2010;16303.0;22.0;24.3
11;491;320;481;310;2011;16392.0;22.4;24.5
12;491;320;481;310;2012;16442.0;22.6;24.6
13;491;320;481;310;2013;16452.0;22.9;24.8
14;491;320;481;310;2014;16524.0;23.4;25.9
15;491;320;481;331;2000;6961.0;9.2;17.1
16;491;320;481;331;2001;7069.0;10.0;18.9
17;491;320;481;331;2002;7144.0;10.4;19.3
18;491;320;481;331;2003;7189.0;10.5;19.2
19;491;320;481;331;2004;7246.0;10.7;19.8
20;491;320;481;331;2005;7316.0;11.0;20.1
21;491;320;481;331;2006;7364.0;11.7;21.0
22;491;320;481;331;2007;7428.0;12.3;22.5
23;491;320;481;331;2008;7514.0;13.0;22.9
24;491;320;481;331;2009;7522.0;13.1;23.0
25;491;320;481;331;2010;7564.0;13.2;23.0
26;491;320;481;331;2011;7641.0;13.5;23.3
27;491;320;481;331;2012;7694.0;13.6;23.2
28;491;320;481;331;2013;7729.0;13.8;23.4
29;491;320;481;331;2014;7802.0;14.1;24.5
30;491;320;481;332;2000;7029.0;20.9;19.2
31;491;320;481;332;2001;7023.0;22.4;20.8
32;491;320;481;332;2002;7007.0;23.3;21.5
33;491;320;481;332;2003;6989.0;23.9;21.6
34;491;320;481;332;2004;6958.0;24.6;22.3
35;491;320;481;332;2005;6921.0;25.3;22.8
36;491;320;481;332;2006;6884.0;26.6;23.8
37;491;320;481;332;2007;6854.0;27.9;25.7
38;491;320;481;332;2008;6846.0;29.2;26.1
39;491;320;481;332;2009;6836.0;29.7;26.3
40;491;320;481;332;2010;6826.0;30.1;26.4
41;491;320;481;332;2011;6813.0;30.7;26.6
42;491;320;481;332;2012;6786.0;31.1;26.8
43;491;320;481;332;2013;6748.0;31.6;27.0
44;491;320;481;332;2014;6715.0;32.3;28.3
45;491;320;481;333;2000;792.0;17.2;16.2
46;491;320;481;333;2001;792.0;18.4;17.3
47;491;320;481;333;2002;791.0;19.3;18.2
48;491;320;481;333;2003;791.0;20.0;18.6
49;491;320;481;333;2004;792.0;20.5;18.9
50;491;320;481;333;2005;792.0;21.2;19.3
51;491;320;481;333;2006;790.0;21.6;19.7
52;491;320;481;333;2007;789.0;22.4;20.7
53;491;320;481;333;2008;788.0;23.4;21.3
54;491;320;481;333;2009;789.0;23.9;21.5
55;491;320;481;333;2010;785.0;24.3;21.6
56;491;320;481;333;2011;789.0;24.7;21.4
57;491;320;481;333;2012;789.0;25.0;21.8
58;491;320;481;333;2013;779.0;25.5;21.8
59;491;320;481;333;2014;784.0;25.8;22.6
60;491;320;481;334;2000;869.0;21.6;16.6
61;491;320;481;334;2001;902.0;23.1;18.2
62;491;320;481;334;2002;921.0;23.9;18.9
63;491;320;481;334;2003;936.0;24.5;18.8
64;491;320;481;334;2004;958.0;25.0;19.1
65;491;320;481;334;2005;976.0;25.5;19.6
66;491;320;481;334;2006;996.0;26.6;20.2
67;491;320;481;334;2007;1020.0;27.7;21.6
68;491;320;481;334;2008;1038.0;29.2;22.0
69;491;320;481;334;2009;1111.0;29.6;22.1
70;491;320;481;334;2010;1128.0;30.1;22.3
71;491;320;481;334;2011;1149.0;30.5;22.5
72;491;320;481;334;2012;1173.0;30.5;22.3
73;491;320;481;334;2013;1197.0;31.2;22.6
74;491;320;481;334;2014;1223.0;32.0;23.7
75;491;320;481;361;2000;6791.0;27.1;17.5
76;491;320;481;361;2001;6862.0;28.9;19.1
77;491;320;481;361;2002;6919.0;29.9;19.7
78;491;320;481;361;2003;6948.0;30.4;19.8
79;491;320;481;361;2004;6990.0;31.1;20.2
80;491;320;481;361;2005;7063.0;31.8;20.6
81;491;320;481;361;2006;7109.0;33.2;21.4
82;491;320;481;361;2007;7166.0;34.4;22.8
83;491;320;481;361;2008;7242.0;35.8;23.2
84;491;320;481;361;2009;7303.0;36.2;23.3
85;491;320;481;361;2010;7337.0;36.3;23.3
86;491;320;481;361;2011;7416.0;36.7;23.3
87;491;320;481;361;2012;7470.0;36.8;23.4
88;491;320;481;361;2013;7488.0;37.3;23.6
89;491;320;481;361;2014;7557.0;37.9;24.6
90;491;320;481;362;2000;2723.0;20.0;14.7
91;491;320;481;362;2001;2768.0;21.6;16.1
92;491;320;481;362;2002;2827.0;22.3;16.7
93;491;320;481;362;2003;2853.0;22.7;16.7
94;491;320;481;362;2004;2883.0;23.0;16.9
95;491;320;481;362;2005;2961.0;23.6;17.2
96;491;320;481;362;2006;3007.0;24.6;17.9
97;491;320;481;362;2007;3047.0;25.4;18.6
98;491;320;481;362;2008;3112.0;26.5;19.1
99;491;320;481;362;2009;3169.0;26.9;19.2
100;491;320;481;362;2010;3154.0;27.0;19.1
101;491;320;481;362;2011;3236.0;27.2;19.0
102;491;320;481;362;2012;3283.0;27.3;19.0
103;491;320;481;362;2013;3291.0;27.7;19.2
104;491;320;481;362;2014;3365.0;28.1;19.9
105;491;320;481;363;2000;4068.0;31.9;19.4
106;491;320;481;363;2001;4093.0;33.9;21.1
107;491;320;481;363;2002;4093.0;35.2;21.8
108;491;320;481;363;2003;4095.0;35.8;21.9
109;491;320;481;363;2004;4107.0;36.8;22.5
110;491;320;481;363;2005;4102.0;37.7;23.0
111;491;320;481;363;2006;4102.0;39.4;24.0
112;491;320;481;363;2007;4119.0;41.1;25.8
113;491;320;481;363;2008;4130.0;42.8;26.2
114;491;320;481;363;2009;4134.0;43.3;26.5
115;491;320;481;363;2010;4183.0;43.3;26.4
116;491;320;481;363;2011;4180.0;44.0;26.7
117;491;320;481;363;2012;4187.0;44.3;26.8
118;491;320;481;363;2013;4196.0;44.8;27.0
119;491;320;481;363;2014;4193.0;45.7;28.4
120;491;320;481;364;2000;4068.0;10.6;19.4
121;491;320;481;364;2001;4093.0;11.5;21.1
122;491;320;481;364;2002;4093.0;12.2;21.8
123;491;320;481;364;2003;4095.0;12.7;21.9
124;491;320;481;364;2004;4107.0;13.1;22.5
125;491;320;481;364;2005;4102.0;13.5;23.0
126;491;320;481;364;2006;4102.0;14.4;24.0
127;491;320;481;364;2007;4119.0;15.4;25.8
128;491;320;481;364;2008;4130.0;16.5;26.2
129;491;320;481;364;2009;4134.0;17.1;26.5
130;491;320;481;364;2010;4183.0;17.5;26.4
131;491;320;481;364;2011;4180.0;18.2;26.7
132;491;320;481;364;2012;4187.0;18.5;26.8
133;491;320;481;364;2013;4196.0;19.1;27.0
134;491;320;481;364;2014;4193.0;19.5;28.4
135;491;320;481;365;2000;3408.0;0.2;15.9
136;491;320;481;365;2001;3443.0;0.2;17.5
137;491;320;481;365;2002;3459.0;0.2;17.9
138;491;320;481;365;2003;3468.0;0.2;17.9
139;491;320;481;365;2004;3462.0;0.1;18.8
140;491;320;481;365;2005;3450.0;0.1;19.2
141;491;320;481;365;2006;3424.0;0.1;20.3
142;491;320;481;365;2007;3411.0;0.2;22.1
143;491;320;481;365;2008;3405.0;0.2;22.5
144;491;320;481;365;2009;3394.0;0.2;22.6
145;491;320;481;365;2010;3410.0;0.2;22.9
146;491;320;481;365;2011;3406.0;0.2;23.2
147;491;320;481;365;2012;3387.0;0.2;23.4
148;491;320;481;365;2013;3364.0;0.2;23.6
149;491;320;481;365;2014;3338.0;0.1;24.8
150;491;320;481;366;2000;1093.0;12.2;22.1
151;491;320;481;366;2001;1089.0;12.9;23.5
