ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
40;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 juni;;
41;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 2e kwartaal;;
42;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 juli;;
43;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 augustus;;
44;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 september;;
45;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 3e kwartaal;;
46;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 oktober;;
47;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 november;;
48;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 december;;
49;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007 4e kwartaal;;
50;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2007;;
51;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 januari;;
52;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 februari;;
53;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 maart;;
54;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 1e kwartaal;;
55;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 april;;
56;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 mei;;
57;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 juni;;
58;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 2e kwartaal;;
59;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 juli;;
60;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 augustus;;
61;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 september;;
62;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 3e kwartaal;;
63;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 oktober;;
64;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 november;;
65;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 december;;
66;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008 4e kwartaal;;
67;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2008;;
68;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 januari;79.6;
69;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 februari;99.8;
70;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 maart;123.1;
71;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 1e kwartaal;100.9;
72;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 april;118.0;
73;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 mei;112.0;
74;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 juni;124.2;
75;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 2e kwartaal;118.1;
76;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 juli;114.8;
77;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 augustus;75.8;
78;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 september;119.6;
79;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 3e kwartaal;103.4;
80;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 oktober;122.5;
81;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 november;117.0;
82;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 december;132.5;
83;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009 4e kwartaal;124.0;
84;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2009;111.6;
85;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 januari;64.8;-18.6
86;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 februari;77.3;-22.5
87;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 maart;106.1;-13.8
88;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 1e kwartaal;82.8;-18.0
89;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 april;104.8;-11.2
90;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 mei;98.9;-11.7
91;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 juni;117.8;-5.1
92;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 2e kwartaal;107.2;-9.2
93;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 juli;108.1;-5.8
94;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 augustus;70.0;-7.6
95;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 september;108.6;-9.2
96;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 3e kwartaal;95.6;-7.6
97;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 oktober;113.0;-7.8
98;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 november;117.1;0.1
99;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 december;121.1;-8.6
100;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010 4e kwartaal;117.1;-5.6
101;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2010;100.6;-9.8
102;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 januari;71.4;10.2
103;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 februari;90.6;17.2
104;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 maart;109.6;3.3
105;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 1e kwartaal;90.5;9.4
106;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 april;105.9;1.0
107;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 mei;114.8;16.0
108;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 juni;109.7;-6.9
109;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 2e kwartaal;110.1;2.8
110;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 juli;103.3;-4.4
111;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 augustus;73.6;5.1
112;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 september;116.8;7.5
113;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 3e kwartaal;97.9;2.4
114;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 oktober;110.3;-2.4
115;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 november;117.3;0.2
116;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 december;131.7;8.8
117;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011 4e kwartaal;119.8;2.3
118;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2011;104.6;3.9
119;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 januari;67.1;-6.1
120;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 februari;79.4;-12.4
121;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 maart;100.5;-8.3
122;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 1e kwartaal;82.3;-9.1
123;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 april;97.6;-7.9
124;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 mei;101.1;-11.9
125;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 juni;108.8;-0.9
126;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 2e kwartaal;102.5;-6.9
127;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 juli;95.4;-7.7
128;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 augustus;73.4;-0.2
129;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 september;112.1;-4.0
130;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 3e kwartaal;93.6;-4.3
131;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 oktober;102.9;-6.7
132;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 november;110.1;-6.2
133;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 december;113.1;-14.1
134;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 4e kwartaal;108.7;-9.2
135;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012;96.8;-7.5
136;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 januari;62.0;-7.5
137;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 februari;71.8;-9.5
138;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 maart;90.0;-10.5
139;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 1e kwartaal;74.6;-9.3
140;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 april;90.7;-7.0
141;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 mei;95.9;-5.2
142;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 juni;100.5;-7.6
143;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 2e kwartaal;95.7;-6.6
144;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 juli;93.1;-2.4
145;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 augustus;72.1;-1.8
146;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 september;101.1;-9.8
147;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 3e kwartaal;88.7;-5.2
148;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 oktober;107.4;4.4
149;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 november;105.5;-4.2
150;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 december;116.5;3.0
151;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 4e kwartaal;109.8;1.0
152;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013;92.2;-4.7
153;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 januari;67.2;8.3
154;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 februari;79.2;10.4
155;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 maart;88.2;-2.0
156;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 1e kwartaal;78.2;4.8
157;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 april;93.8;3.3
158;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 mei;92.9;-3.1
159;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 juni;96.6;-4.0
160;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 2e kwartaal;94.4;-1.4
161;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 juli;96.8;4.0
162;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 augustus;65.0;-9.8
163;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 september;101.1;0.0
164;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 3e kwartaal;87.6;-1.3
165;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 oktober;116.3;8.3
166;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 november;111.4;5.6
167;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 december;126.7;8.7
168;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 4e kwartaal;118.1;7.6
169;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014;94.6;2.6
170;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 januari;68.7;2.2
171;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 februari;80.1;1.1
172;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 maart;99.6;13.0
173;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 1e kwartaal;82.8;5.9
174;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 april;96.0;2.4
175;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 mei;96.3;3.6
176;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 juni;119.1;23.3
177;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 2e kwartaal;103.8;9.9
178;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 juli;103.7;7.2
179;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 augustus;71.5;10.0
180;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 september;109.6;8.4
181;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 3e kwartaal;95.0;8.4
182;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 oktober;112.8;-3.0
183;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 november;114.9;3.1
184;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 december;127.7;0.8
185;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 4e kwartaal;118.5;0.3
186;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015;100.0;5.7
187;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 januari;72.6;5.7
188;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 februari;88.7;10.7
189;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 maart;103.6;4.0
190;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 1e kwartaal;88.3;6.6
191;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 april;103.3;7.6
192;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 mei;102.2;6.2
193;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 juni;118.0;-0.9
194;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 2e kwartaal;107.8;3.9
195;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 juli;114.3;10.2
196;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 augustus;76.1;6.4
197;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 september;115.6;5.5
198;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 3e kwartaal;102.0;7.4
199;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 oktober;118.2;4.8
200;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 november;124.5;8.3
201;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 december;139.1;9.0
202;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 4e kwartaal;127.3;7.4
203;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016;106.3;6.3
204;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 januari;73.0;0.6
205;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 februari;91.5;3.1
206;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 maart;116.5;12.5
207;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 1e kwartaal;93.7;6.1
208;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 april;103.5;0.3
209;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 mei;116.1;13.6
210;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 juni;124.2;5.2
211;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 2e kwartaal;114.6;6.3
212;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 juli;118.9;4.0
213;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 augustus;81.1;6.6
214;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 september;118.4;2.4
215;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 3e kwartaal;106.1;4.0
216;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 oktober;128.0;8.2
217;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 november;136.6;9.7
218;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 december;146.8;5.5
219;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 4e kwartaal;137.1;7.7
220;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017;112.9;6.1
221;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 januari;82.8;13.4
222;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 februari;100.8;10.2
223;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 maart;120.2;3.2
224;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 1e kwartaal;101.3;8.1
225;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 april;121.1;16.9
226;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 mei;126.2;8.6
227;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 juni;137.9;11.1
228;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 2e kwartaal;128.4;12.0
229;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 juli;132.0;11.0
230;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 augustus;88.6;9.2
231;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 september;127.9;8.0
232;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 3e kwartaal;116.2;9.5
233;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 oktober;145.0;13.4
234;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 november;151.8;11.1
235;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 december;157.4;7.3
236;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 4e kwartaal;151.4;10.4
237;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018;124.3;10.1
238;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 januari;91.5;10.4
239;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 februari;116.0;15.0
240;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 maart;132.5;10.2
241;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 1e kwartaal;113.3;11.9
242;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 april;135.7;12.1
243;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 mei;143.0;13.3
244;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 juni;134.6;-2.4
245;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 2e kwartaal;137.8;7.3
246;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 juli ;144.4;9.4
247;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 augustus;94.6;6.7
248;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 september;143.0;11.8
249;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 3e kwartaal;127.3;9.6
250;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 oktober;151.2;4.2
251;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 november;152.0;0.2
252;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 december;161.6;2.6
253;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 4e kwartaal;154.9;2.3
254;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019;133.3;7.3
255;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 januari;105.2;15.0
256;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 februari;120.1;3.6
257;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 maart;147.1;11.0
258;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 1e kwartaal ;124.1;9.6
259;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 april;135.8;0.0
260;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 mei;130.2;-8.9
261;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 juni;148.5;10.4
262;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 2e kwartaal ;138.2;0.3
263;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 juli;145.5;0.8
264;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 augustus;94.2;-0.4
265;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 september;147.2;3.0
266;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 3e kwartaal ;129.0;1.3
267;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 oktober;153.4;1.5
268;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 november;157.2;3.4
269;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 december;166.3;3.0
270;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 4e kwartaal ;159.0;2.6
271;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 ;137.6;3.2
272;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 januari;106.2;0.9
273;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 februari;117.9;-1.8
274;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 maart;156.5;6.4
275;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 1e kwartaal;126.9;2.2
276;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 april;148.6;9.4
277;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 mei;141.2;8.4
278;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 juni;166.6;12.1
279;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 2e kwartaal;152.1;10.1
280;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 juli;164.2;12.8
281;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 augustus;94.8;0.7
282;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 september;156.1;6.1
283;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 3e kwartaal;138.4;7.3
284;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 oktober;158.9;3.6
285;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 november;174.2;10.8
286;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 december;192.6;15.8
287;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 4e kwartaal;175.2;10.2
288;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021;148.1;7.7
289;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 januari;105.8;-0.4
290;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 februari;136.4;15.7
291;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 maart;172.1;10.0
292;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 1e kwartaal;138.1;8.9
293;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 april;156.3;5.2
294;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 mei;164.6;16.6
295;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 juni;178.2;7.0
296;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 2e kwartaal;166.4;9.4
297;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 juli;176.5;7.5
298;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 augustus;105.2;10.9
299;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 september;169.2;8.4
300;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 3e kwartaal;150.3;8.6
301;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 oktober;176.2;10.9
302;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 november;191.1;9.7
303;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 december;207.7;7.9
304;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 4e kwartaal;191.7;9.4
305;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022;161.6;9.1
306;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 januari;119.8;13.3
307;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 februari;152.3;11.6
308;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 maart;188.6;9.6
309;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 1e kwartaal;153.6;11.2
310;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 april;160.3;2.6
311;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 mei;179.7;9.2
312;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 juni;197.1;10.6
313;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 2e kwartaal;179.0;7.6
314;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 juli;185.9;5.3
315;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 augustus;118.5;12.7
316;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 september;175.0;3.4
