ID;Populatie;RegioS;Vervoerwijzen;Mobiliteitskenmerken;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
40;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0 tot 0,5 km;2002;0.25;0.07;1.21
41;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0 tot 0,5 km;2003;0.25;0.07;1.25
42;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0 tot 0,5 km;2004;0.24;0.05;0.97
43;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0 tot 0,5 km;2005;0.22;0.05;0.92
44;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0 tot 0,5 km;2006;0.23;0.05;0.92
45;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0 tot 0,5 km;2007;0.2;0.04;0.76
46;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1985;;;
47;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1986;;;
48;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1987;;;
49;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1988;;;
50;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1989;;;
51;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1990;;;
52;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1991;;;
53;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1992;;;
54;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1993;;;
55;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1994;0.36;0.21;2.38
56;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1995;0.34;0.2;2.28
57;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1996;0.33;0.2;2.2
58;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1997;0.33;0.19;2.2
59;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1998;0.32;0.19;2.2
60;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;1999;0.34;0.23;2.56
61;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2000;0.35;0.23;2.58
62;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2001;0.35;0.23;2.45
63;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2002;0.35;0.23;2.46
64;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2003;0.36;0.24;2.56
65;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2004;0.33;0.19;2.24
66;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2005;0.33;0.19;2.28
67;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2006;0.34;0.19;2.28
68;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 0,5 tot 1 km;2007;0.31;0.18;2.1
69;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1985;;;
70;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1986;;;
71;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1987;;;
72;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1988;;;
73;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1989;;;
74;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1990;;;
75;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1991;;;
76;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1992;;;
77;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1993;;;
78;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1994;0.83;1.29;8.42
79;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1995;0.83;1.3;8.37
80;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1996;0.83;1.29;8.29
81;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1997;0.82;1.29;8.27
82;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1998;0.81;1.28;8.09
83;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;1999;0.82;1.28;8.5
84;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2000;0.79;1.23;8.11
85;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2001;0.78;1.22;7.86
86;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2002;0.76;1.19;7.66
87;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2003;0.78;1.22;7.81
88;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2004;0.76;1.12;7.72
89;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2005;0.76;1.11;7.77
90;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2006;0.76;1.13;7.88
91;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 1 tot 2,5 km;2007;0.77;1.13;7.7
92;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1985;;;
93;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1986;;;
94;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1987;;;
95;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1988;;;
96;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1989;;;
97;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1990;;;
98;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1991;;;
99;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1992;;;
100;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1993;;;
101;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1994;0.34;1.04;4.57
102;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1995;0.34;1.04;4.61
103;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1996;0.34;1.05;4.51
104;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1997;0.34;1.05;4.58
105;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1998;0.33;1.04;4.46
106;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;1999;0.32;1.0;4.55
107;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2000;0.33;1.01;4.55
108;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2001;0.32;0.99;4.51
109;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2002;0.33;1.01;4.44
110;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2003;0.32;0.98;4.29
111;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2004;0.32;0.94;4.46
112;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2005;0.31;0.92;4.45
113;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2006;0.32;0.94;4.63
114;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 2,5 tot 3,7 km;2007;0.33;0.96;4.73
115;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1985;;;
116;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1986;;;
117;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1987;;;
118;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1988;;;
119;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1989;;;
120;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1990;;;
121;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1991;;;
122;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1992;;;
123;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1993;;;
124;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1994;0.16;0.67;2.49
125;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1995;0.16;0.67;2.54
126;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1996;0.16;0.67;2.49
127;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1997;0.16;0.67;2.5
128;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1998;0.16;0.68;2.47
129;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;1999;0.15;0.68;2.34
130;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2000;0.16;0.69;2.35
131;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2001;0.16;0.7;2.34
132;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2002;0.16;0.71;2.37
133;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2003;0.16;0.69;2.34
134;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2004;0.16;0.65;2.51
135;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2005;0.15;0.63;2.4
136;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2006;0.15;0.63;2.43
137;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 3,7 tot 5 km;2007;0.15;0.63;2.52
138;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1985;;;
139;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1986;;;
140;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1987;;;
141;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1988;;;
142;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1989;;;
143;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1990;;;
144;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1991;;;
145;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1992;;;
146;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1993;;;
147;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1994;0.36;2.15;6.58
148;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1995;0.35;2.12;6.47
149;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1996;0.35;2.12;6.39
150;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1997;0.35;2.11;6.51
151;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1998;0.35;2.1;6.35
152;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;1999;0.36;2.13;6.49
153;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2000;0.34;2.04;6.08
154;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2001;0.33;1.98;5.87
155;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2002;0.33;2.0;5.79
156;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2003;0.33;1.97;5.75
157;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2004;0.34;1.96;6.16
158;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2005;0.33;1.94;6.16
159;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2006;0.33;1.9;6.2
160;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 5 tot 7,5 km;2007;0.34;1.96;6.35
161;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1985;;;
162;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1986;;;
163;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1987;;;
164;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1988;;;
165;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1989;;;
166;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1990;;;
167;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1991;;;
168;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1992;;;
169;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1993;;;
170;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1994;0.12;1.0;2.55
171;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1995;0.12;1.02;2.56
172;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1996;0.13;1.06;2.58
173;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1997;0.12;1.04;2.61
174;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1998;0.12;0.99;2.46
175;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;1999;0.12;1.1;2.68
176;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2000;0.12;1.1;2.67
177;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2001;0.13;1.15;2.78
178;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2002;0.13;1.14;2.78
179;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2003;0.14;1.2;3.02
180;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2004;0.13;1.06;2.88
181;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2005;0.13;1.07;2.83
182;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2006;0.13;1.04;2.76
183;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 7,5 tot 10 km;2007;0.12;1.03;2.84
184;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1985;;;
185;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1986;;;
186;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1987;;;
187;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1988;;;
188;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1989;;;
189;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1990;;;
190;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1991;;;
191;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1992;;;
192;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1993;;;
193;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1994;0.25;2.92;6.17
194;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1995;0.24;2.92;6.26
195;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1996;0.25;2.97;6.15
196;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1997;0.23;2.71;5.82
197;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1998;0.23;2.66;5.67
198;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;1999;0.22;2.65;5.64
199;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2000;0.22;2.65;5.5
200;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2001;0.22;2.63;5.45
201;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2002;0.22;2.61;5.36
202;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2003;0.22;2.69;5.61
203;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2004;0.23;2.57;5.9
204;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2005;0.22;2.52;5.74
205;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2006;0.22;2.51;5.68
206;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 10 tot 15 km;2007;0.21;2.41;5.54
207;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1985;;;
208;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1986;;;
209;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1987;;;
210;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1988;;;
211;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1989;;;
212;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1990;;;
213;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1991;;;
214;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1992;;;
215;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1993;;;
216;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1994;0.14;2.29;4.07
217;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1995;0.14;2.33;4.24
218;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1996;0.14;2.36;4.19
219;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1997;0.17;2.76;4.98
220;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1998;0.16;2.69;4.76
221;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;1999;0.13;2.19;3.83
222;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2000;0.13;2.2;3.76
223;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2001;0.13;2.18;3.8
224;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2002;0.13;2.19;3.73
225;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2003;0.13;2.18;3.75
226;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2004;0.13;2.13;3.91
227;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2005;0.13;2.1;3.95
228;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2006;0.13;2.08;3.81
229;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 15 tot 20 km;2007;0.12;2.04;3.79
230;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 20 tot 30 km;1985;;;
231;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 20 tot 30 km;1986;;;
232;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;Afstand van 20 tot 30 km;1987;;;
